1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1807.4034),(2 2352.5142),(3 2647.2563),(4 2810.3547),(5 2984.4885),(6 3143.4202),(7 3264.7034),(8 3371.3877),(9 3471.038),(10 3502.125),(11 3534.9744),(12 3549.6516),(13 3586.0713),(14 3606.8284),(15 3623.199),(16 3640.933),(17 3606.0896),(18 3624.0625),(19 3619.9148),(20 3603.482),(21 3564.3782),(22 3542.4539),(23 3546.4766),(24 3500.6658),(25 3464.414),(26 3404.5874),(27 3397.273),(28 3414.324),(29 3359.392),(30 3394.9648),(31 3379.2854),(32 3352.2478),(33 3412.5327),(34 3387.6765),(35 3394.0493),(36 3437.0356),(37 3424.5752),(38 3430.7134),(39 3449.5679),(40 3438.6997),(41 3450.038),(42 3492.754),(43 3471.1716),(44 3472.8682),(45 3524.6152),(46 3553.3547),(47 3524.2615),(48 3530.695),(49 3537.976),(50 3541.9727),(51 3576.8018),(52 3589.9084),(53 3579.0386),(54 3586.3555),(55 3593.1484),(56 3593.8845),(57 3629.0708),(58 3628.336),(59 3613.6047),(60 3605.3816),(61 3642.6052),(62 3639.2712),(63 3607.3606),(64 3610.538),(65 3641.6904),(66 3635.3489),(67 3601.8213),(68 3630.3904),(69 3671.7368),(70 3713.24),(71 3702.2437),(72 3726.343),(73 3681.4717),(74 3722.314),(75 3699.4604),(76 3672.3762),(77 3669.5293),(78 3695.8806),(79 3639.6047),
(1 1733.167),(2 2272.582),(3 2535.446),(4 2710.2642),(5 2876.9111),(6 3045.8232),(7 3106.179),(8 3189.4922),(9 3249.6865),(10 3308.0264),(11 3313.7488),(12 3334.6196),(13 3348.3774),(14 3335.7544),(15 3359.1072),(16 3381.6895),(17 3401.2722),(18 3409.2122),(19 3384.0256),(20 3365.1958),(21 3367.2568),(22 3327.9858),(23 3311.7776),(24 3286.5073),(25 3247.3904),(26 3214.9902),(27 3191.6504),(28 3210.919),(29 3233.929),(30 3232.1323),(31 3273.794),(32 3281.1538),(33 3271.1816),(34 3259.3684),(35 3273.8398),(36 3336.565),(37 3386.3123),(38 3348.7334),(39 3392.5505),(40 3379.7249),(41 3428.1597),(42 3399.924),(43 3411.2615),(44 3440.701),(45 3451.7139),(46 3457.3728),(47 3428.2236),(48 3428.7876),(49 3465.2817),(50 3473.799),(51 3489.4443),(52 3488.0103),(53 3510.8794),(54 3528.7112),(55 3532.7983),(56 3533.4836),(57 3488.7444),(58 3461.0046),(59 3431.647),(60 3407.7278),(61 3420.0474),(62 3421.0054),(63 3478.0889),(64 3461.0579),(65 3471.1448),(66 3423.478),(67 3405.8472),(68 3461.7253),(69 3471.528),(70 3487.5042),(71 3476.3135),(72 3477.9604),(73 3414.5593),(74 3404.436),(75 3396.221),(76 3361.0376),(77 3387.4722),(78 3401.0806),(79 3351.1826),
(1 1708.738),(2 2231.1265),(3 2480.784),(4 2643.891),(5 2810.4307),(6 2967.0088),(7 3110.2031),(8 3188.4087),(9 3208.1487),(10 3282.4543),(11 3276.235),(12 3260.337),(13 3306.0845),(14 3319.3508),(15 3331.364),(16 3340.5942),(17 3340.5557),(18 3342.2664),(19 3349.5898),(20 3335.066),(21 3326.4495),(22 3308.0654),(23 3304.5662),(24 3241.12),(25 3197.746),(26 3190.9656),(27 3188.7146),(28 3211.5684),(29 3157.3284),(30 3119.3816),(31 3117.8486),(32 3126.0833),(33 3168.4004),(34 3170.5505),(35 3181.8135),(36 3227.3184),(37 3255.735),(38 3265.4734),(39 3295.2415),(40 3298.04),(41 3311.3242),(42 3331.9768),(43 3348.816),(44 3356.3774),(45 3364.007),(46 3344.5908),(47 3329.4546),(48 3353.2173),(49 3397.8245),(50 3335.1753),(51 3371.9382),(52 3349.054),(53 3409.9885),(54 3377.684),(55 3365.8704),(56 3364.4304),(57 3365.9634),(58 3346.0894),(59 3352.2275),(60 3298.095),(61 3297.4358),(62 3315.9326),(63 3334.7737),(64 3339.5203),(65 3291.4973),(66 3304.3728),(67 3316.247),(68 3323.6174),(69 3338.429),(70 3357.5354),(71 3397.8171),(72 3394.4358),(73 3423.9343),(74 3383.8103),(75 3395.6365),(76 3391.7742),(77 3339.215),(78 3334.9812),(79 3337.6223),
(1 1727.5221),(2 2235.9297),(3 2511.0466),(4 2661.1606),(5 2789.4912),(6 2942.8547),(7 3056.8176),(8 3168.8723),(9 3247.5737),(10 3296.464),(11 3333.6802),(12 3406.085),(13 3418.6943),(14 3445.18),(15 3464.5188),(16 3409.6802),(17 3432.6074),(18 3432.6665),(19 3446.193),(20 3398.254),(21 3360.2837),(22 3335.1616),(23 3298.9297),(24 3275.514),(25 3239.9128),(26 3186.5867),(27 3166.287),(28 3181.4421),(29 3115.9841),(30 3124.382),(31 3114.125),(32 3158.7249),(33 3164.1104),(34 3153.7488),(35 3169.8872),(36 3191.6296),(37 3155.0198),(38 3192.3225),(39 3240.539),(40 3255.995),(41 3250.4001),(42 3248.5596),(43 3266.0234),(44 3263.4004),(45 3273.0474),(46 3251.2437),(47 3295.567),(48 3298.4011),(49 3290.3313),(50 3287.863),(51 3333.5535),(52 3389.2107),(53 3359.8516),(54 3361.794),(55 3398.0623),(56 3404.8713),(57 3397.688),(58 3352.4932),(59 3384.882),(60 3367.3943),(61 3337.0894),(62 3347.9915),(63 3333.2139),(64 3335.1729),(65 3304.0876),(66 3318.558),(67 3333.2349),(68 3378.8013),(69 3352.587),(70 3381.3298),(71 3423.9866),(72 3368.0996),(73 3383.0908),(74 3342.519),(75 3332.977),(76 3333.125),(77 3325.6492),(78 3310.3818),(79 3327.137),
(1 1627.6927),(2 2098.466),(3 2376.9478),(4 2542.5713),(5 2679.3406),(6 2835.6433),(7 2982.0564),(8 3040.237),(9 3117.056),(10 3163.567),(11 3182.3354),(12 3224.864),(13 3320.094),(14 3309.534),(15 3300.3613),(16 3305.1025),(17 3268.1377),(18 3282.1829),(19 3288.2214),(20 3315.8171),(21 3298.7075),(22 3251.8276),(23 3234.867),(24 3220.528),(25 3174.523),(26 3130.1345),(27 3139.0713),(28 3117.3555),(29 3083.2021),(30 3106.9048),(31 3127.825),(32 3124.6113),(33 3086.388),(34 3102.806),(35 3152.3264),(36 3157.0537),(37 3172.581),(38 3185.1638),(39 3217.222),(40 3232.5251),(41 3240.6987),(42 3225.285),(43 3260.067),(44 3247.0674),(45 3262.4285),(46 3270.6863),(47 3245.1536),(48 3284.2524),(49 3294.4683),(50 3273.3428),(51 3270.1592),(52 3273.8066),(53 3270.6367),(54 3270.0332),(55 3285.6697),(56 3292.1794),(57 3278.568),(58 3274.8093),(59 3264.2385),(60 3259.125),(61 3254.9556),(62 3303.8003),(63 3270.8945),(64 3286.0977),(65 3290.0237),(66 3271.5203),(67 3265.8406),(68 3305.5657),(69 3299.1545),(70 3312.739),(71 3367.8743),(72 3333.716),(73 3339.8533),(74 3264.9204),(75 3305.9355),(76 3311.2783),(77 3277.4731),(78 3257.276),(79 3259.651),
(1 1652.5458),(2 2164.8909),(3 2407.664),(4 2579.3403),(5 2665.8708),(6 2824.2065),(7 2911.574),(8 2987.0088),(9 3060.5793),(10 3099.326),(11 3128.0244),(12 3152.9578),(13 3165.3809),(14 3197.5989),(15 3204.899),(16 3164.0476),(17 3176.3174),(18 3218.314),(19 3212.9993),(20 3202.4731),(21 3167.2124),(22 3139.8538),(23 3133.1199),(24 3107.5562),(25 3098.143),(26 3101.5056),(27 3090.3276),(28 3133.8591),(29 3107.7976),(30 3119.8364),(31 3114.5786),(32 3140.6616),(33 3149.4167),(34 3110.4878),(35 3155.9824),(36 3181.6821),(37 3193.128),(38 3179.5112),(39 3198.5454),(40 3219.7349),(41 3225.5552),(42 3251.2751),(43 3275.2642),(44 3254.977),(45 3272.5952),(46 3271.4705),(47 3220.6882),(48 3257.7253),(49 3260.196),(50 3237.1482),(51 3230.57),(52 3228.0889),(53 3236.4016),(54 3232.55),(55 3249.4692),(56 3299.4548),(57 3276.6646),(58 3286.0122),(59 3276.7192),(60 3267.2104),(61 3268.8835),(62 3262.68),(63 3280.7532),(64 3232.8792),(65 3226.3374),(66 3237.2266),(67 3201.1584),(68 3200.3362),(69 3177.4656),(70 3222.7642),(71 3223.5024),(72 3192.3074),(73 3242.6626),(74 3201.7368),(75 3211.457),(76 3181.5034),(77 3176.6606),(78 3163.2014),(79 3207.7114),
(1 1571.2219),(2 2050.1863),(3 2302.824),(4 2471.5232),(5 2589.1057),(6 2721.3208),(7 2817.8918),(8 2896.9285),(9 2962.8853),(10 3030.9236),(11 3072.3784),(12 3133.6396),(13 3164.936),(14 3186.687),(15 3198.647),(16 3160.1047),(17 3135.5833),(18 3149.557),(19 3173.4736),(20 3152.664),(21 3162.3423),(22 3147.3313),(23 3127.4365),(24 3089.747),(25 3071.276),(26 3056.257),(27 3007.1719),(28 2999.6042),(29 2969.9412),(30 2933.575),(31 2937.4382),(32 2948.758),(33 2994.5444),(34 3009.5374),(35 3021.2224),(36 3065.037),(37 3060.0767),(38 3081.7273),(39 3088.8),(40 3092.4785),(41 3064.669),(42 3068.95),(43 3082.8499),(44 3090.4314),(45 3096.4304),(46 3077.0298),(47 3077.2893),(48 3067.842),(49 3067.8127),(50 3117.3657),(51 3066.8728),(52 3121.5354),(53 3135.86),(54 3112.2725),(55 3122.0945),(56 3114.9119),(57 3112.9868),(58 3062.395),(59 3045.0688),(60 3070.3445),(61 3035.0068),(62 3064.5708),(63 3067.711),(64 3082.3464),(65 3065.6653),(66 3042.2488),(67 3025.617),(68 3033.004),(69 3003.567),(70 3088.3748),(71 3089.8074),(72 3131.7188),(73 3132.0952),(74 3086.9397),(75 3109.9668),(76 3093.6392),(77 3118.4668),(78 3110.8145),(79 3121.933),
(1 1553.019),(2 2023.6576),(3 2269.8853),(4 2422.686),(5 2536.6611),(6 2659.6018),(7 2765.9944),(8 2848.7961),(9 2888.232),(10 2940.2588),(11 2999.313),(12 3038.898),(13 3091.7942),(14 3111.0786),(15 3143.624),(16 3123.1963),(17 3141.0212),(18 3151.2732),(19 3135.5889),(20 3122.411),(21 3134.6655),(22 3109.6304),(23 3071.1248),(24 3083.7524),(25 3079.241),(26 3047.251),(27 3041.8047),(28 3008.7932),(29 2988.6096),(30 2969.1208),(31 2987.8286),(32 3017.1304),(33 3014.9207),(34 3010.2725),(35 3041.348),(36 3060.972),(37 3095.777),(38 3091.441),(39 3127.2942),(40 3088.5508),(41 3096.5068),(42 3087.4387),(43 3106.4077),(44 3138.6096),(45 3132.9897),(46 3092.2932),(47 3118.4822),(48 3129.2402),(49 3126.2615),(50 3127.5864),(51 3120.5027),(52 3108.0269),(53 3062.0664),(54 3087.952),(55 3112.166),(56 3112.3584),(57 3116.1199),(58 3102.4958),(59 3101.203),(60 3105.1484),(61 3084.5671),(62 3070.6892),(63 3076.4282),(64 3043.5305),(65 3031.2612),(66 3018.1323),(67 3023.432),(68 3035.7834),(69 3054.2517),(70 3102.978),(71 3113.6003),(72 3139.4402),(73 3165.6978),(74 3120.1938),(75 3151.2778),(76 3167.4016),(77 3190.0156),(78 3177.1023),(79 3142.9587),
(1 1561.5317),(2 2007.5895),(3 2219.7312),(4 2412.9321),(5 2496.0962),(6 2633.1467),(7 2743.793),(8 2849.0544),(9 2908.5642),(10 2948.9448),(11 2954.0442),(12 2986.9858),(13 3059.9104),(14 3062.8572),(15 3090.5564),(16 3050.0867),(17 3079.6418),(18 3097.7979),(19 3070.5479),(20 3037.0557),(21 3049.3599),(22 3019),(23 2982.1274),(24 2967.615),(25 2919.128),(26 2924.997),(27 2943.3918),(28 2949.097),(29 2907.7483),(30 2959.2205),(31 2967.5066),(32 2982.9167),(33 2963.241),(34 2990.407),(35 2997.971),(36 3004.284),(37 2989.5667),(38 3012.4307),(39 3057.7542),(40 3059.7073),(41 3080.5964),(42 3074.534),(43 3085.4458),(44 3109.1416),(45 3094.9863),(46 3120.882),(47 3142.7625),(48 3109.3992),(49 3110.4016),(50 3120.5837),(51 3158.9863),(52 3100.66),(53 3101.5344),(54 3099.1506),(55 3124.6924),(56 3113.0962),(57 3120.3184),(58 3088.766),(59 3093.6877),(60 3091.1145),(61 3061.8557),(62 3078.2605),(63 3086.585),(64 3065.5662),(65 3033.3657),(66 3012.3274),(67 2999.3396),(68 3023.476),(69 3033.0105),(70 3073.4153),(71 3102.6746),(72 3111.7554),(73 3114.7542),(74 3094.718),(75 3103.856),(76 3125.0217),(77 3130.1147),(78 3132.8708),(79 3099.7307),
(1 1534.5986),(2 1965.4725),(3 2212.1514),(4 2383.1978),(5 2521.5168),(6 2660.8044),(7 2781.5598),(8 2848.9583),(9 2922.9167),(10 2973.3674),(11 3001.2725),(12 3028.6309),(13 3079.3364),(14 3148.4912),(15 3249.2883),(16 3231.621),(17 3230.9495),(18 3235.3096),(19 3226.1235),(20 3190.6338),(21 3181.1687),(22 3131.339),(23 3092.5715),(24 3074.3281),(25 3038.17),(26 2987.4292),(27 2980.9026),(28 2987.6812),(29 2968.307),(30 2929.108),(31 2939.1963),(32 2942.028),(33 2939.1204),(34 2952.7603),(35 2934.7192),(36 2975.355),(37 2947.6868),(38 2960.055),(39 2990.7417),(40 2961.6301),(41 3001.1409),(42 2992.098),(43 3004.5977),(44 3004.3972),(45 3055.458),(46 3099.9922),(47 3136.7537),(48 3151.345),(49 3123.1196),(50 3131.0083),(51 3164.5862),(52 3168.9702),(53 3166.305),(54 3166.254),(55 3173.3066),(56 3142.6514),(57 3126.299),(58 3145.559),(59 3102.13),(60 3102.0164),(61 3116.8242),(62 3134.3145),(63 3123.3816),(64 3100.868),(65 3035.9766),(66 3007.4678),(67 2995.7415),(68 3012.9482),(69 3019.2273),(70 3063.2205),(71 3078.7598),(72 3107.1682),(73 3080.899),(74 3064.9365),(75 3102.4353),(76 3081.583),(77 3141.2744),(78 3114.489),(79 3092.8936),
(1 1512.8821),(2 1968.7998),(3 2203.886),(4 2392.1655),(5 2557.971),(6 2724.6514),(7 2832.9585),(8 2964.0608),(9 3050.5051),(10 3086.689),(11 3134.1501),(12 3151.0764),(13 3240.5627),(14 3273.079),(15 3320.584),(16 3329.3877),(17 3311.6877),(18 3344.2737),(19 3320.858),(20 3299.677),(21 3299.3655),(22 3270.9685),(23 3203.4272),(24 3158.4226),(25 3082.5823),(26 3068.1565),(27 3027.9116),(28 3001.063),(29 2947.4336),(30 2952.8867),(31 2936.733),(32 2937.9712),(33 2939.7976),(34 2978.3872),(35 2968.2717),(36 2996.8792),(37 2997.9124),(38 3011.0952),(39 3024.3547),(40 2995.0876),(41 3048.8398),(42 3056.156),(43 3096.6875),(44 3105.0723),(45 3086.7883),(46 3113.1016),(47 3142.4287),(48 3165.3127),(49 3128.0938),(50 3131.8096),(51 3148.8901),(52 3159.3179),(53 3167.938),(54 3153.7554),(55 3136.4202),(56 3144.2717),(57 3107.4846),(58 3130.414),(59 3099.449),(60 3091.2852),(61 3060.9116),(62 3068.8462),(63 3060.5002),(64 3075.6858),(65 3056.854),(66 3043.7495),(67 3054.4521),(68 3077.096),(69 3090.5215),(70 3150.2178),(71 3157.1985),(72 3154.5823),(73 3157.5496),(74 3136.1353),(75 3150.1465),(76 3146.2825),(77 3113.9463),(78 3143.4624),(79 3145.9717),
(1 1456.8507),(2 1886.2009),(3 2131.9011),(4 2296.5913),(5 2402.4004),(6 2530.653),(7 2597.847),(8 2676.0217),(9 2768.6648),(10 2830.7524),(11 2861.6416),(12 2913.5132),(13 3021.8325),(14 3061.0378),(15 3087.3633),(16 3094.3),(17 3100.146),(18 3096.5757),(19 3067.9165),(20 3031.3289),(21 3006.1147),(22 2943.6296),(23 2910.3),(24 2874.051),(25 2831.2268),(26 2806.6753),(27 2769.323),(28 2735.901),(29 2700.8079),(30 2740.1406),(31 2738.7886),(32 2741.3567),(33 2708.3674),(34 2704.7102),(35 2727.988),(36 2741.1973),(37 2755.7317),(38 2755.738),(39 2805.6577),(40 2797.5408),(41 2831.442),(42 2836.3928),(43 2858.6519),(44 2860.1406),(45 2884.83),(46 2906.8184),(47 2872.7334),(48 2902.3596),(49 2915.5447),(50 2890.2422),(51 2905.1377),(52 2936.3774),(53 2918.335),(54 2920.4905),(55 2903.4531),(56 2879.4055),(57 2829.2368),(58 2826.224),(59 2809.7773),(60 2801.456),(61 2816.7058),(62 2808.2573),(63 2831.299),(64 2829.006),(65 2822.588),(66 2808.883),(67 2796.8557),(68 2803.198),(69 2835.04),(70 2831.9663),(71 2871.677),(72 2886.275),(73 2901.2012),(74 2877.1968),(75 2867.059),(76 2882.3284),(77 2861.1804),(78 2891.0942),(79 2894.4185),
(1 1460.6427),(2 1899.2457),(3 2140.7905),(4 2329.58),(5 2436.7014),(6 2545.932),(7 2632.952),(8 2703.3406),(9 2803.2075),(10 2873.148),(11 2932.5657),(12 3012.3613),(13 3138.0808),(14 3190.942),(15 3216.4736),(16 3228.3713),(17 3212.0107),(18 3213.2834),(19 3207.6616),(20 3185.929),(21 3131.6655),(22 3108.7441),(23 3041.149),(24 3002.4812),(25 2972.8755),(26 2929.7837),(27 2925.4487),(28 2881.4573),(29 2841.5144),(30 2831.359),(31 2813.852),(32 2764.5496),(33 2800.625),(34 2772.2402),(35 2779.1667),(36 2795.4543),(37 2783.6804),(38 2782.5457),(39 2839.345),(40 2821.3257),(41 2824.4136),(42 2879.177),(43 2881.0205),(44 2880.9602),(45 2885.7742),(46 2881.2717),(47 2891.6733),(48 2900.3376),(49 2923.448),(50 2901.0664),(51 2914.1736),(52 2919.5554),(53 2933.7522),(54 2941.985),(55 2934.2478),(56 2917.1636),(57 2941.964),(58 2904.5327),(59 2895.1843),(60 2887.8335),(61 2873.6072),(62 2875.055),(63 2909.8687),(64 2894.9622),(65 2866.3845),(66 2871.4597),(67 2873.864),(68 2865.5337),(69 2900.6528),(70 2919.1052),(71 2938.9568),(72 2918.6086),(73 2911.8352),(74 2903.6755),(75 2922.3242),(76 2927.4636),(77 2923.9744),(78 2920.6582),(79 2900.7068),
(1 1405.7726),(2 1817.6544),(3 2044.1516),(4 2225.6768),(5 2377.8716),(6 2518.9663),(7 2597.1438),(8 2670.5322),(9 2778.1814),(10 2864.2556),(11 2928.3015),(12 2981.0178),(13 3080.0598),(14 3138.0076),(15 3177.6575),(16 3184.2583),(17 3191.0295),(18 3174.3132),(19 3159.7053),(20 3119.2637),(21 3101.7695),(22 3071.6436),(23 3016.2185),(24 2962.5305),(25 2928.163),(26 2904.346),(27 2843.4724),(28 2828.2944),(29 2779.0378),(30 2780.233),(31 2793.062),(32 2785.6604),(33 2817.2634),(34 2803.3562),(35 2839.224),(36 2840.469),(37 2860.8938),(38 2891.5928),(39 2920.3333),(40 2922.6653),(41 2899.3337),(42 2888.6943),(43 2911.3748),(44 2902.852),(45 2885.3577),(46 2903.9443),(47 2868.5042),(48 2895.1658),(49 2923.8481),(50 2914.4702),(51 2936.5469),(52 2941.212),(53 2929.607),(54 2923.3594),(55 2923.2827),(56 2896.5398),(57 2904.699),(58 2874.6687),(59 2837.4746),(60 2826.5503),(61 2787.603),(62 2781.4338),(63 2808.8298),(64 2799.9888),(65 2780.6794),(66 2758.4836),(67 2738.3372),(68 2743.37),(69 2729.1143),(70 2761.3694),(71 2813.0422),(72 2824.0762),(73 2854.0984),(74 2855.4927),(75 2892.604),(76 2896.0251),(77 2912.649),(78 2914.5496),(79 2963.23),
(1 1350.4298),(2 1752.4116),(3 1963.2457),(4 2120.031),(5 2286.3245),(6 2376.4214),(7 2495.7021),(8 2610.1902),(9 2731.1377),(10 2835.8142),(11 2882.772),(12 2959.6975),(13 3032.9783),(14 3113.1323),(15 3148.8188),(16 3170.0684),(17 3146.425),(18 3165.6848),(19 3137.2236),(20 3074.1255),(21 3041.7368),(22 2993.7048),(23 2933.2988),(24 2867.1538),(25 2812.601),(26 2792.019),(27 2734.318),(28 2727.7136),(29 2706.4934),(30 2697.293),(31 2669.6716),(32 2642.9778),(33 2678.8433),(34 2679.9976),(35 2698.6826),(36 2737.0232),(37 2735.7256),(38 2805.77),(39 2800.024),(40 2808.2566),(41 2797.7349),(42 2758.3398),(43 2785.9326),(44 2813.6738),(45 2812.698),(46 2825.8313),(47 2808.5513),(48 2794.742),(49 2774.7065),(50 2778.787),(51 2792.849),(52 2803.8428),(53 2836.52),(54 2798.9126),(55 2782.3718),(56 2803.6975),(57 2779.4143),(58 2791.6563),(59 2777.403),(60 2761.516),(61 2732.275),(62 2691.3481),(63 2717.2607),(64 2726.7693),(65 2716.976),(66 2683.908),(67 2655.5906),(68 2649.8665),(69 2665.4065),(70 2709.8533),(71 2685.6226),(72 2691.1628),(73 2698.6924),(74 2693.3494),(75 2753.7104),(76 2742.8643),(77 2772.348),(78 2818.459),(79 2843.8843),
(1 1343.5593),(2 1775.6783),(3 2030.5939),(4 2159.6008),(5 2275.8315),(6 2421.6013),(7 2520.9475),(8 2605.3682),(9 2689.7944),(10 2755.276),(11 2802.6985),(12 2867.7039),(13 2899.9373),(14 2945.439),(15 3011.256),(16 3013.018),(17 3004.912),(18 3039.4856),(19 3001.0488),(20 2990.3557),(21 2985.9905),(22 2932.0222),(23 2880.6272),(24 2845.0286),(25 2800.4841),(26 2792.3306),(27 2746.529),(28 2721.4773),(29 2698.4094),(30 2718.6396),(31 2719.1501),(32 2727.1602),(33 2767.8655),(34 2763.3574),(35 2790.5828),(36 2822.22),(37 2824.214),(38 2846.0227),(39 2866.6865),(40 2834.9063),(41 2813.3406),(42 2826.065),(43 2846.093),(44 2839.6563),(45 2889.8264),(46 2859.0166),(47 2863.1252),(48 2846.8228),(49 2833.3813),(50 2839.3699),(51 2830.801),(52 2847.2356),(53 2787.9263),(54 2827.1382),(55 2805.6938),(56 2770.5254),(57 2786.6492),(58 2752.8352),(59 2712.2473),(60 2729.3577),(61 2686.3591),(62 2693.3699),(63 2690.653),(64 2676.0293),(65 2641.8547),(66 2569.2307),(67 2554.4658),(68 2547.572),(69 2554.6528),(70 2566.893),(71 2587.8958),(72 2590.7056),(73 2630.89),(74 2605.7437),(75 2596.1592),(76 2608.3035),(77 2633.0762),(78 2684.756),(79 2665.8628),
(1 1324.7837),(2 1735.8081),(3 1941.499),(4 2136.8538),(5 2255.4333),(6 2369.978),(7 2472.239),(8 2561.0781),(9 2628.7148),(10 2718.0537),(11 2752.7043),(12 2822.2463),(13 2917.3655),(14 2956.7654),(15 3016.0679),(16 3042.7546),(17 3050.9485),(18 3068.8674),(19 3055.3982),(20 3035.5696),(21 3027.8596),(22 3001.131),(23 2939.2688),(24 2929.249),(25 2875.631),(26 2830.1882),(27 2816.9165),(28 2811.6682),(29 2760.0806),(30 2741.668),(31 2722.8215),(32 2739.729),(33 2741.0276),(34 2754.914),(35 2792.6584),(36 2764.2627),(37 2819.4531),(38 2835.1555),(39 2868.0725),(40 2844.1467),(41 2818.2349),(42 2831.3474),(43 2841.1306),(44 2810.057),(45 2822.8489),(46 2803.698),(47 2811.0989),(48 2799.5366),(49 2760.9998),(50 2744.293),(51 2730.2495),(52 2742.2979),(53 2752.427),(54 2738.3584),(55 2738.4167),(56 2730.4517),(57 2736.9678),(58 2716.335),(59 2671.0974),(60 2648.6565),(61 2621.1519),(62 2630.6667),(63 2634.2268),(64 2583.4805),(65 2583.874),(66 2568.6772),(67 2555.5166),(68 2532.3672),(69 2551.455),(70 2579.8452),(71 2548.5137),(72 2546.441),(73 2574.8853),(74 2539.742),(75 2571.3794),(76 2567.347),(77 2590.3015),(78 2613.98),(79 2648.5017),
