1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10128.9375),(2 14423.281),(3 17209.297),(4 19457.426),(5 20762.764),(6 22015.23),(7 22845.637),(8 23845.16),(9 25029.877),(10 25306.928),(11 25744.71),(12 25720.203),(13 25466.26),(14 25419.566),(15 24636.658),(16 23914.977),(17 23041.5),(18 22360.027),(19 22043.113),(20 21338.717),(21 21150.295),(22 20897.295),(23 21407.348),(24 21272.314),(25 21275.754),(26 20925.914),(27 21330.707),(28 21643.389),(29 22550.219),(30 23069.992),(31 23545.623),(32 23913.88),(33 24254.162),(34 24631.334),(35 25304.682),(36 25685.504),(37 26051.963),(38 26421.139),(39 26525.898),(40 26676.016),(41 26635.504),(42 26703.22),(43 26481.781),(44 26673.748),(45 27017.988),(46 27301.287),(47 27740.371),(48 27509.95),(49 27611.314),(50 27458.695),(51 27605.922),(52 27630.094),(53 27605.348),(54 27691.484),(55 27290.94),(56 27315.232),(57 27445.232),(58 27258.479),(59 27446.402),(60 27650.482),(61 27755.54),(62 27667.412),(63 27558.709),(64 27730.564),(65 27993.295),(66 28132.79),(67 28565.84),(68 28439.494),(69 28076.957),(70 27688.023),(71 27769.77),(72 27733.58),(73 27045.412),(74 26296.535),(75 26022.547),(76 25929.25),(77 25265.25),(78 24756.477),(79 24330.92),
(1 10144.6455),(2 14572.57),(3 17378.42),(4 19369.555),(5 20826.121),(6 22473.242),(7 23661.26),(8 24429.5),(9 25818.604),(10 26570.092),(11 26953.129),(12 27029.568),(13 26612.215),(14 26243.863),(15 25512.762),(16 25003.305),(17 23968.314),(18 23359.143),(19 23364.945),(20 22456.04),(21 22370.896),(22 22108.54),(23 22116.904),(24 22244.258),(25 22317.58),(26 22574.129),(27 23258.553),(28 23633.873),(29 24194.164),(30 25005.525),(31 25200.23),(32 25609.67),(33 26086.361),(34 26712.828),(35 27124.926),(36 27528.785),(37 27441.58),(38 27800.932),(39 28046.322),(40 28218.41),(41 28516.94),(42 28508.201),(43 28372.992),(44 28522.404),(45 28662.33),(46 28767.492),(47 28932.68),(48 28769.893),(49 28553.785),(50 28971.361),(51 29067.287),(52 29344.713),(53 29143.523),(54 29144.357),(55 29338.436),(56 29006.025),(57 29289.596),(58 29465.066),(59 29142.596),(60 29558.514),(61 29292.04),(62 29152.826),(63 29423.492),(64 29921.314),(65 30128.072),(66 29796.635),(67 29877.66),(68 29769.65),(69 29389.076),(70 29551.545),(71 29453.13),(72 28635.938),(73 27925.676),(74 27208.498),(75 26897.385),(76 26287.701),(77 25917.045),(78 25574.549),(79 24846.137),
(1 9782.452),(2 13970.742),(3 17110.352),(4 19158.63),(5 21226.617),(6 22798.367),(7 24140.146),(8 25404.633),(9 26237.799),(10 27074.408),(11 27548.018),(12 27373.664),(13 26764.879),(14 25896.195),(15 24964.113),(16 24289.81),(17 22770.922),(18 22095.191),(19 21976.04),(20 21224.49),(21 21019.975),(22 21095.016),(23 21171.994),(24 21659.873),(25 22031.758),(26 22672.234),(27 22893.338),(28 23183.67),(29 24087.611),(30 24679.426),(31 25467.488),(32 26284.734),(33 26800.97),(34 27645.8),(35 28115.195),(36 28623.783),(37 28973.244),(38 29258.734),(39 29511.96),(40 29846.064),(41 30006.494),(42 30077.969),(43 29860.492),(44 29822.62),(45 29756.4),(46 29966.127),(47 30213.39),(48 30274.479),(49 30329.154),(50 30523.152),(51 30999.58),(52 31230.38),(53 31308.357),(54 31026.281),(55 31150.6),(56 31417.193),(57 31342.475),(58 31329.166),(59 31455.969),(60 31436.219),(61 31076.377),(62 31609.662),(63 31761.08),(64 32017.098),(65 32066.732),(66 32224.066),(67 32311.994),(68 31721.584),(69 31377.584),(70 30907.656),(71 30251.719),(72 29895.537),(73 29401.465),(74 28534.855),(75 28633.213),(76 28244.855),(77 27811.617),(78 27038.867),(79 26727.732),
(1 9632.306),(2 14097.473),(3 16550.078),(4 18765.43),(5 20981.434),(6 22766.318),(7 24447.277),(8 25759.805),(9 26718.59),(10 26985.578),(11 27447.023),(12 27564.615),(13 26942.441),(14 26340.807),(15 25040.137),(16 24317.883),(17 22991.416),(18 22273.91),(19 21638.594),(20 21015.521),(21 20697.568),(22 20743.275),(23 20919.117),(24 21182.803),(25 21556.139),(26 22083.02),(27 22484.457),(28 22861.91),(29 23477.322),(30 24235.564),(31 24610.209),(32 25487.37),(33 26374.975),(34 26621.94),(35 26985.625),(36 27693.75),(37 27637.777),(38 27507.623),(39 27349.957),(40 27914.707),(41 27789.998),(42 28034.646),(43 28114.674),(44 28289.498),(45 28134.963),(46 28153.313),(47 28366.191),(48 28649.29),(49 28202.61),(50 28391.297),(51 28862.31),(52 28581.193),(53 28837.25),(54 28914.299),(55 28953.998),(56 28733.764),(57 28613.139),(58 28192.436),(59 28698.994),(60 29134.684),(61 28836.031),(62 29316.99),(63 29413.291),(64 29455.334),(65 29404.945),(66 29552.44),(67 29569.4),(68 29200.559),(69 28552.76),(70 28136.387),(71 27727.973),(72 27069.123),(73 26810.928),(74 26100.443),(75 25475.441),(76 24944.38),(77 25165.691),(78 24421.041),(79 24008.148),
(1 9391.994),(2 13336.312),(3 16145.209),(4 18182.264),(5 19807.541),(6 21257.855),(7 22775.81),(8 24058.621),(9 24974.953),(10 25223.572),(11 25515.969),(12 25408.95),(13 24945.688),(14 24458.824),(15 23717.643),(16 22899.334),(17 21912.586),(18 21074.754),(19 20799.121),(20 20315.52),(21 19986.818),(22 19868.596),(23 19921.213),(24 20282.014),(25 21027.877),(26 21987.865),(27 22603.291),(28 23094.969),(29 23928.938),(30 24479.629),(31 24931.895),(32 25312.26),(33 25839.443),(34 26352.352),(35 26569.865),(36 26989.697),(37 27153.414),(38 27010.094),(39 27127.635),(40 27581.078),(41 27915.61),(42 27917.12),(43 27491.154),(44 27433.078),(45 27553.738),(46 27696.516),(47 27737.234),(48 27626.47),(49 27098.98),(50 27429.834),(51 27602.531),(52 27468.156),(53 27606.578),(54 27541.434),(55 27361.953),(56 27600.828),(57 27559.59),(58 27236.824),(59 27190.557),(60 27376.264),(61 27103.535),(62 27517.045),(63 27605.404),(64 27329.393),(65 27567.45),(66 27771.371),(67 27341.348),(68 26897.623),(69 26508.56),(70 26517.186),(71 26207.928),(72 25716.658),(73 25535.11),(74 24753.46),(75 24258.28),(76 24026.826),(77 24115.68),(78 23432.87),(79 23850.857),
(1 9617.168),(2 13650.166),(3 16011.353),(4 18013.617),(5 19394.465),(6 20701.066),(7 22074.543),(8 23246.229),(9 24130.873),(10 24516.328),(11 24654.361),(12 24508.57),(13 23857.191),(14 23170.87),(15 22115.432),(16 21598.223),(17 21048.063),(18 20180.936),(19 20185.041),(20 19956.695),(21 19415.426),(22 19452.697),(23 19755.049),(24 19873.535),(25 20342.086),(26 20925.281),(27 21488.38),(28 22051.56),(29 22570.373),(30 22825.648),(31 23492.063),(32 24232.695),(33 24729.174),(34 25049.178),(35 25334.516),(36 25612.945),(37 25713.063),(38 25706.496),(39 25596.402),(40 25693.963),(41 25454.836),(42 25745.617),(43 25713.59),(44 25783.686),(45 25668.045),(46 25554.742),(47 25375.826),(48 25417.824),(49 25406.727),(50 25637.09),(51 25896.23),(52 25702.166),(53 25897.44),(54 26040.83),(55 25868.75),(56 25905.143),(57 26186.238),(58 25575.1),(59 25400.014),(60 25515.395),(61 25669.732),(62 25590.299),(63 25831.27),(64 25957.756),(65 26031.78),(66 25810.883),(67 25351.855),(68 25396.217),(69 25298.6),(70 25070.855),(71 24836.748),(72 24230.65),(73 23719.02),(74 23468.42),(75 22621.643),(76 22165.85),(77 22209.055),(78 21920.275),(79 22270.664),
(1 9558.549),(2 13215.13),(3 15654.456),(4 17986.73),(5 19064.11),(6 20588.725),(7 21522.672),(8 22346.033),(9 23152.125),(10 23539.535),(11 23827.338),(12 23590.754),(13 22948.125),(14 22407.777),(15 21790.729),(16 21055.008),(17 20411.297),(18 19908.639),(19 19736.84),(20 19135.463),(21 19010.168),(22 19080.375),(23 19095.938),(24 19754.924),(25 20109.457),(26 20253.254),(27 20689.227),(28 21359.428),(29 21714.047),(30 22031.115),(31 22378.322),(32 22947.76),(33 23199.955),(34 23732.906),(35 24223.85),(36 24367.445),(37 24447.97),(38 24355.473),(39 24521.441),(40 24669.31),(41 24923.934),(42 25324.877),(43 25337.582),(44 25189.367),(45 24967.85),(46 25300.03),(47 25538.969),(48 25365.736),(49 25242.395),(50 25132.252),(51 25109.375),(52 25228.303),(53 25558.646),(54 25630.299),(55 25385.496),(56 25340.57),(57 25101.313),(58 24981.602),(59 25008.11),(60 24953.754),(61 25280.836),(62 25066.459),(63 25112.338),(64 25042.244),(65 25237.186),(66 25145.875),(67 24578.635),(68 24506.953),(69 24354.35),(70 24388.414),(71 23577.02),(72 23306.838),(73 22813.078),(74 22297.822),(75 21751.758),(76 21380.838),(77 21432.063),(78 21200.52),(79 21212.256),
(1 9021.051),(2 12616.565),(3 14882.133),(4 16659.174),(5 17645.814),(6 18771.414),(7 19662.57),(8 20421.906),(9 21230.566),(10 21771.602),(11 22202.307),(12 22396.322),(13 21867.576),(14 21651.057),(15 20975.348),(16 20276.238),(17 19727.434),(18 19121.629),(19 18684.555),(20 18599.303),(21 18475.895),(22 18681.385),(23 18921.127),(24 19399.67),(25 19642.457),(26 19819.13),(27 20543.54),(28 20836.861),(29 21437.338),(30 22026.953),(31 22100.55),(32 22253.588),(33 22447.74),(34 23304.176),(35 23588.797),(36 23562.914),(37 23595.252),(38 23678.986),(39 24023.455),(40 24065.295),(41 23669.533),(42 23703.066),(43 23639.506),(44 23344.744),(45 23736.623),(46 23581.59),(47 23169.96),(48 23374.02),(49 23205.1),(50 23169.322),(51 23317.992),(52 23437.805),(53 23358.371),(54 23055.973),(55 23059.2),(56 22860.78),(57 22510.064),(58 22485.414),(59 22843.209),(60 22772.057),(61 22880.932),(62 23006.32),(63 23287.105),(64 23221.59),(65 23036.365),(66 22699.758),(67 22408.957),(68 22076.58),(69 22407.477),(70 22483.828),(71 21763.49),(72 21627.252),(73 21281.521),(74 20724.95),(75 20557.844),(76 20526.504),(77 19949.422),(78 19453.084),(79 19764.744),
(1 8896.391),(2 12310.977),(3 14635.862),(4 16113.644),(5 16717.137),(6 17750.504),(7 18385.959),(8 19160.705),(9 19623.117),(10 19738.957),(11 20127.756),(12 20085.162),(13 20039.57),(14 19504.545),(15 19424.893),(16 19041.145),(17 18734.39),(18 18186.328),(19 18106.928),(20 17714.992),(21 17824.541),(22 18228.293),(23 18323.6),(24 18615.135),(25 19000.484),(26 19380.514),(27 19740.37),(28 19823.775),(29 19885.092),(30 20069.22),(31 20202.08),(32 20443.367),(33 20758.844),(34 21145.53),(35 21194.455),(36 21010.262),(37 21046.916),(38 20964.23),(39 21012.795),(40 20962.764),(41 20961.049),(42 20971.223),(43 20954.75),(44 21173.494),(45 21401.441),(46 21144.492),(47 20928.268),(48 21222.484),(49 21382.072),(50 21551.53),(51 21370.06),(52 21275.564),(53 21624.06),(54 21458.541),(55 21648.416),(56 21479.916),(57 21366.98),(58 21488.785),(59 21425.246),(60 21531),(61 21142.541),(62 21473.268),(63 21715.256),(64 21479.66),(65 21157.113),(66 21201.084),(67 20873.72),(68 20906.648),(69 20986.803),(70 20841.17),(71 20552.63),(72 20235.926),(73 19745.428),(74 19200.488),(75 18999.867),(76 18600.027),(77 18725.393),(78 18418.92),(79 18747.201),
(1 8839.9795),(2 12431.194),(3 14500.6),(4 15902.385),(5 16623.617),(6 17368.852),(7 18409.863),(8 18925.662),(9 19268.6),(10 19593.213),(11 19885.049),(12 19750.645),(13 19602.326),(14 19088.36),(15 19013.78),(16 18792.166),(17 18213.746),(18 17877.209),(19 17565.918),(20 17591.84),(21 17352.666),(22 17654.643),(23 17455.316),(24 17798.47),(25 18065.582),(26 18304.941),(27 18758.775),(28 19331.518),(29 19542.984),(30 19468.541),(31 19887.617),(32 20381.074),(33 20556.844),(34 21087.389),(35 21106.93),(36 20916.639),(37 20663.314),(38 20644.344),(39 20833.33),(40 20908.492),(41 21294.463),(42 21227.262),(43 20955.492),(44 20839.152),(45 20829.664),(46 20961.166),(47 20872.752),(48 21006.186),(49 20775.164),(50 20965.535),(51 21295.43),(52 20977.342),(53 21315.36),(54 21037.314),(55 20876.16),(56 20974.291),(57 21130.918),(58 20798.139),(59 21147.402),(60 21321.455),(61 20985.703),(62 21246.598),(63 21168.707),(64 20821.088),(65 20655.055),(66 20730.273),(67 20819.613),(68 20694.938),(69 20572.432),(70 20424.703),(71 20087.174),(72 19767.201),(73 19694.652),(74 19519.248),(75 19080.25),(76 18937.145),(77 18878.873),(78 18541.455),(79 18655.4),
(1 8371.521),(2 11549.819),(3 13203.547),(4 14560.321),(5 15313.312),(6 16107.718),(7 16888.023),(8 17741.152),(9 18421.08),(10 19054.617),(11 19384.314),(12 19102.61),(13 18589.746),(14 18303.127),(15 17994.277),(16 17573.729),(17 17467.504),(18 16891.248),(19 16968.482),(20 16765.184),(21 16596.406),(22 16733.479),(23 17019.842),(24 17440.68),(25 17878.951),(26 18208.814),(27 18265.33),(28 18602.295),(29 18851.21),(30 19054.22),(31 18981.756),(32 19527.56),(33 19824.096),(34 20444.17),(35 20638.328),(36 20531.623),(37 20436.27),(38 20288.64),(39 20591.71),(40 20835.518),(41 20847.969),(42 20550.674),(43 20361.27),(44 20376.203),(45 20563.648),(46 20443.4),(47 20608.424),(48 20574.596),(49 20704.67),(50 20537.082),(51 20518.854),(52 20641.379),(53 20622.895),(54 20502.32),(55 20163.945),(56 20104.701),(57 20071.309),(58 20093.432),(59 20265.107),(60 20524.79),(61 20495.068),(62 20590.139),(63 20281.271),(64 20009.426),(65 20082.469),(66 19749.135),(67 19611.637),(68 19409.11),(69 19169.125),(70 19172.088),(71 18862.266),(72 18493.654),(73 18344.91),(74 18392.574),(75 18358.07),(76 18105.943),(77 17883.264),(78 17850.617),(79 17811.234),
(1 8263.336),(2 11608.81),(3 13611.865),(4 15238.029),(5 16113.723),(6 16997.924),(7 17817.338),(8 18329.695),(9 18940.068),(10 19392.258),(11 19692.174),(12 19707.49),(13 19259.83),(14 18734.662),(15 18343.428),(16 17978.307),(17 17604.484),(18 17373.736),(19 17080.693),(20 16816.035),(21 16682.883),(22 16692.352),(23 17034.139),(24 17390.08),(25 17879.97),(26 18291.896),(27 18714.48),(28 19029.746),(29 19277.25),(30 19610.564),(31 19972.225),(32 20146.201),(33 20310.25),(34 20924.584),(35 21066.178),(36 21003.045),(37 20897.803),(38 20680.934),(39 20803.34),(40 20855.453),(41 20909.719),(42 21241.293),(43 20789.564),(44 20710.387),(45 20860.729),(46 20761.379),(47 21045.709),(48 21107.334),(49 20692.088),(50 20520.902),(51 20431.777),(52 20438.26),(53 20353.494),(54 20380.99),(55 20291.547),(56 20187.07),(57 20029.555),(58 20240.457),(59 20623.883),(60 20422.28),(61 20637.248),(62 20878.992),(63 20951.354),(64 20724.668),(65 20670.51),(66 20351.756),(67 20030.266),(68 19798.896),(69 19859.107),(70 19529.004),(71 19403.94),(72 19611.215),(73 19299.309),(74 19082.71),(75 19158.838),(76 18966.904),(77 19094.918),(78 18644.596),(79 18510.756),
(1 7951.618),(2 11070.486),(3 12651.382),(4 14154.468),(5 15014.608),(6 15752.411),(7 16504.53),(8 16942.299),(9 17609.25),(10 17833.805),(11 18303.035),(12 18263.484),(13 17978.012),(14 17710.752),(15 17330.523),(16 17197.91),(17 16916.68),(18 16525.219),(19 16456.922),(20 16463.74),(21 16453.54),(22 16639.04),(23 16526.57),(24 16756.336),(25 17393.068),(26 18005.012),(27 18678.064),(28 19091.121),(29 19197.566),(30 19390.715),(31 19500.16),(32 19743.129),(33 20085.217),(34 20576.48),(35 20633.107),(36 20574.86),(37 20732.29),(38 20811.293),(39 21108.533),(40 21331.469),(41 21097.463),(42 21107.37),(43 21033.268),(44 20850.055),(45 20836.47),(46 20930.09),(47 21250.564),(48 21216.566),(49 20833.258),(50 20745.53),(51 20671.092),(52 20833.748),(53 20508.611),(54 20635.02),(55 20248.398),(56 20034.434),(57 20059.324),(58 19835.594),(59 19935.373),(60 19950.998),(61 20225.53),(62 20310.014),(63 20150.89),(64 19866.629),(65 19923.373),(66 19695.787),(67 19433.479),(68 19309.313),(69 19150.277),(70 18996.59),(71 18726.39),(72 18802.908),(73 18492.51),(74 18067.266),(75 17953.62),(76 17843.605),(77 17898.588),(78 18081.379),(79 18337.078),
(1 7802.8813),(2 10768.401),(3 12712.853),(4 14421.674),(5 15455.378),(6 16416.223),(7 17115.75),(8 17922.51),(9 18708.295),(10 18916.01),(11 19303.414),(12 18975.627),(13 18678.688),(14 18343.04),(15 18048.744),(16 17727.664),(17 17253.834),(18 16986.78),(19 17034.623),(20 16634.27),(21 16568.51),(22 16939.662),(23 17285.082),(24 17831.105),(25 18329.68),(26 18836.64),(27 19432.979),(28 19720.008),(29 20312.803),(30 20343.994),(31 20676.17),(32 21288.957),(33 21793.855),(34 21970.848),(35 22067.61),(36 22043.848),(37 21745.492),(38 21955.91),(39 21870.004),(40 21815.855),(41 21804.234),(42 21835.486),(43 22041.672),(44 21918.262),(45 21829.664),(46 21946.8),(47 21927.508),(48 21554.377),(49 21586.375),(50 21335.627),(51 21214.387),(52 21385.89),(53 21504.537),(54 21713.63),(55 21467.71),(56 21162.422),(57 20965.145),(58 20989.035),(59 20899.348),(60 20961.78),(61 21141.951),(62 21203.262),(63 21266.54),(64 20981.139),(65 20369.096),(66 20133.639),(67 19755.58),(68 19696.463),(69 19475.256),(70 19046.426),(71 18889.7),(72 18648.887),(73 18456.361),(74 18763.152),(75 18307.691),(76 18003.879),(77 18021.547),(78 18117.738),(79 18616.654),
(1 7719.6445),(2 10914.52),(3 12792.613),(4 14276.232),(5 15201.629),(6 16102.664),(7 17034.771),(8 17962.559),(9 18250.117),(10 18593.139),(11 18634.818),(12 18611.502),(13 18179.867),(14 17706.658),(15 17256.184),(16 16756.748),(17 16313.112),(18 16603.918),(19 16591.137),(20 16418.063),(21 16413.652),(22 16596.453),(23 16867.666),(24 17235.822),(25 17666.33),(26 18072.188),(27 18395.771),(28 18799.7),(29 19199.176),(30 19508.393),(31 19990.576),(32 20379.227),(33 20804.05),(34 21103.387),(35 21349.2),(36 21123.748),(37 21365.332),(38 21522.885),(39 21364.018),(40 21385.814),(41 21333.441),(42 21306.219),(43 21604.863),(44 21531.273),(45 21492.494),(46 21914.676),(47 21900.414),(48 21349.07),(49 21127.217),(50 21024.166),(51 21236.693),(52 21061.668),(53 21105.75),(54 20940.613),(55 20694.9),(56 20779.62),(57 20776.994),(58 21002.434),(59 20739.633),(60 20721.373),(61 20791.496),(62 20913.502),(63 20903.543),(64 20657.238),(65 20274.082),(66 20028.277),(67 19716.637),(68 19757.732),(69 19389.45),(70 18993.813),(71 19024.105),(72 18691.674),(73 18369.771),(74 18503.666),(75 18455.717),(76 18600.53),(77 18131.846),(78 18101.115),(79 18490.305),
(1 7369.3057),(2 10623.592),(3 12367.833),(4 13802.326),(5 14708.434),(6 16108.298),(7 16949.125),(8 17558.936),(9 17872.896),(10 18361.957),(11 18671.309),(12 18526.174),(13 17870.766),(14 17723.02),(15 17244.494),(16 16712.44),(17 16185.844),(18 16041.298),(19 15925.934),(20 15907.364),(21 15943.364),(22 16305.296),(23 16524.107),(24 16596.967),(25 17466.932),(26 18480.95),(27 19062.748),(28 19573.473),(29 20047.5),(30 20402.588),(31 20627.475),(32 20993.41),(33 21477.264),(34 21768.85),(35 22152.45),(36 22024.088),(37 22056.055),(38 22279.414),(39 22289.672),(40 22323.164),(41 22285.809),(42 22289.36),(43 22272.271),(44 21924.447),(45 21719.729),(46 22040.08),(47 21990.926),(48 21809.678),(49 21903.326),(50 22140.129),(51 21889.21),(52 21482.783),(53 21641.94),(54 21278.21),(55 21036.115),(56 21206.648),(57 20997.014),(58 20743.682),(59 20613.74),(60 20511.082),(61 20590.652),(62 20626.537),(63 20424.162),(64 20134.057),(65 19685.613),(66 19314.756),(67 19117.03),(68 18710.988),(69 18098.793),(70 17981.1),(71 17567.135),(72 17225.021),(73 17248.455),(74 16972.303),(75 17116.037),(76 17203.86),(77 17211.576),(78 17194.656),(79 17345.664),
(1 7531.176),(2 10688.314),(3 12587.164),(4 14180.357),(5 15113.91),(6 16075.58),(7 16974.9),(8 17444.908),(9 17726.33),(10 17936.73),(11 17997.545),(12 18102.291),(13 17753.068),(14 17332.69),(15 16840.125),(16 16401.832),(17 15874.645),(18 15630.399),(19 15336.725),(20 15243.05),(21 15252.946),(22 15572.679),(23 15939.405),(24 16574.508),(25 17256.764),(26 17768.65),(27 18286.693),(28 18481.81),(29 18936.486),(30 19256.605),(31 19262.656),(32 19517.566),(33 20281.281),(34 20372.78),(35 20612.588),(36 20508.209),(37 20232.941),(38 20231.719),(39 20103.97),(40 20549.117),(41 20426.383),(42 20395.79),(43 20767.404),(44 20632.764),(45 20298.857),(46 20440.283),(47 20488.86),(48 20364.18),(49 20299.383),(50 20495.033),(51 20278.422),(52 20300.99),(53 20296.205),(54 20322.959),(55 20379.365),(56 20237.88),(57 19998.492),(58 20221.17),(59 19939.84),(60 19739.223),(61 19926.637),(62 20159.463),(63 19780.047),(64 19576.99),(65 19336.457),(66 18957.361),(67 18600.928),(68 18017.191),(69 17834.463),(70 17723.541),(71 17452.545),(72 17109.05),(73 16859.51),(74 16943.836),(75 16896.76),(76 16835.28),(77 16802.533),(78 16512.84),(79 16827.348),
(1 7178.972),(2 10062.168),(3 11734.935),(4 13176.2295),(5 13961.335),(6 14951.641),(7 15789.065),(8 16552.365),(9 16802.758),(10 17211.785),(11 17359.906),(12 17274.105),(13 16818.117),(14 16310.443),(15 15781.182),(16 15634.684),(17 15189.083),(18 15105.022),(19 15071.807),(20 14946.17),(21 15109.823),(22 15300.668),(23 15489.114),(24 15928.27),(25 16508.64),(26 16954.93),(27 17133.113),(28 17221.64),(29 17746.781),(30 18122.896),(31 18335.248),(32 18686.18),(33 19055.477),(34 19031.492),(35 18823.879),(36 18824.932),(37 19063.152),(38 18847.736),(39 18727.613),(40 18784.22),(41 18931.434),(42 18926.188),(43 18829.182),(44 18828.014),(45 18968.068),(46 18801.324),(47 18802.1),(48 18885.102),(49 18557.828),(50 18825.24),(51 18518.19),(52 18750.764),(53 18784.678),(54 18376.162),(55 18421.69),(56 18477.986),(57 18464.275),(58 18041.375),(59 18171.973),(60 18497.795),(61 18188.72),(62 18132.38),(63 18071.762),(64 17933.775),(65 17601.004),(66 17291.668),(67 16971.283),(68 16543.994),(69 16342.72),(70 16322.231),(71 16335.769),(72 16023.322),(73 16080.372),(74 15991.384),(75 15998.837),(76 15840.152),(77 15774.104),(78 16143.038),(79 16299.505),
