1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 60828.26),(2 194573.88),(3 441969.66),(4 722235.3),(5 1094955.9),(6 1534794),(7 2055939.9),(8 2661674.3),(9 3387317),(10 4261489),(11 5169142.5),(12 6160847.5),(13 7271282.5),(14 8478819),(15 9775812),(16 11160460),(17 12673383),(18 14308249),(19 16113435),(20 18048820),(21 20138574),(22 22367074),(23 24794224),(24 27348714),(25 30136618),(26 33084506),(27 36118492),(28 39405276),(29 42690704),(30 46221020),(31 49699980),(32 53265748),(33 56783404),(34 60308624),(35 63854320),(36 67352184),(37 70893260),(38 74398250),(39 77971910),(40 81573090),(41 85310696),(42 88740470),(43 92146616),(44 95483656),(45 98760510),(46 101910180),(47 104954070),(48 107785976),(49 110407900),(50 112793830),(51 115004610),(52 117039944),(53 118989080),(54 120868490),(55 122657210),(56 124312584),(57 126085944),(58 127531784),(59 129023990),(60 130399450),(61 131863416),(62 133126744),(63 134355860),(64 135498510),(65 136604430),(66 137564050),(67 138471790),(68 139396370),(69 140362990),(70 141290820),(71 142234690),(72 143122220),(73 144015120),(74 144900540),(75 145681680),(76 146420510),(77 147116830),(78 147573380),(79 148042770),
(1 4374.8784),(2 7428.1333),(3 8531.255),(4 9446.332),(5 9989.465),(6 10314.728),(7 10601.608),(8 10745.475),(9 10936.41),(10 11367.986),(11 11643.377),(12 11751.488),(13 11901.717),(14 12071.919),(15 12254.831),(16 12361.389),(17 12526.228),(18 12673.375),(19 12631.348),(20 12504.523),(21 12437.715),(22 12657.902),(23 12898.537),(24 13037.976),(25 13015.275),(26 12903.054),(27 12790.882),(28 12829.826),(29 12981.7705),(30 12933.102),(31 12837.721),(32 12893.91),(33 12900.694),(34 12861.991),(35 12753.714),(36 12535.59),(37 12578.157),(38 12395.011),(39 12179.17),(40 11983.975),(41 11984.951),(42 12048.715),(43 12172.023),(44 12098.019),(45 12033.348),(46 12195.437),(47 12326.004),(48 12341.274),(49 12464.205),(50 12630.93),(51 12749.108),(52 12682.089),(53 12696.919),(54 12675.625),(55 12802.149),(56 13074.694),(57 13185.381),(58 13214.419),(59 13200.092),(60 13189.627),(61 13261.889),(62 13256.9),(63 13356.945),(64 13307.545),(65 13382.252),(66 13432.711),(67 13599.456),(68 13729.863),(69 13697.286),(70 13869.037),(71 13962.987),(72 14079.007),(73 14178.986),(74 14252.725),(75 14263.204),(76 14367.912),(77 14632.481),(78 14751.232),(79 14727.823),
(1 4285.3687),(2 7286.246),(3 8439.601),(4 9470.937),(5 9934.784),(6 10186.46),(7 10631.729),(8 10982.576),(9 11339.239),(10 11533.701),(11 11799.022),(12 12007.144),(13 12075.162),(14 12047.012),(15 12199.425),(16 12423.491),(17 12418.908),(18 12491.985),(19 12722.344),(20 12723.027),(21 12659.87),(22 12670.282),(23 12766.585),(24 12700.754),(25 12826.292),(26 12790.249),(27 12770.785),(28 12934.619),(29 12876.471),(30 12586.646),(31 12626.144),(32 12634.226),(33 12699.161),(34 12655.498),(35 12500.27),(36 12301.296),(37 12420.039),(38 12599.427),(39 12560.356),(40 12365.332),(41 12356.365),(42 12340.73),(43 12196.384),(44 12052.77),(45 11927.114),(46 11810.388),(47 11631.938),(48 11557.169),(49 11667.205),(50 11815.007),(51 12142.774),(52 12265.812),(53 12390.637),(54 12324.104),(55 12357.991),(56 12379.115),(57 12512.56),(58 12582.678),(59 12501.87),(60 12403.438),(61 12388.0205),(62 12351.032),(63 12530.136),(64 12677.629),(65 12936.244),(66 13101.77),(67 13147.29),(68 13271.717),(69 13304.826),(70 13418.426),(71 13577.835),(72 13674.884),(73 13749.938),(74 13890.235),(75 14039.068),(76 14161.073),(77 14225.932),(78 14119.64),(79 14197.877),
(1 4212.7813),(2 6989.3047),(3 8074.409),(4 9104.315),(5 9620.535),(6 9973.104),(7 10402.754),(8 10604.256),(9 10700.236),(10 11052.033),(11 11100.421),(12 11088.844),(13 11252.37),(14 11396.746),(15 11732.004),(16 11962.623),(17 12050.863),(18 12026.547),(19 12209.246),(20 12189.349),(21 12070.258),(22 12267.186),(23 12446.124),(24 12441.224),(25 12413.113),(26 12416.054),(27 12534.385),(28 12634.097),(29 12590.644),(30 12306.729),(31 12233.081),(32 12249.962),(33 12325.223),(34 12349.742),(35 12384.956),(36 12250.499),(37 12377.488),(38 12477.697),(39 12436.506),(40 12339.642),(41 12383.041),(42 12372.974),(43 12277.556),(44 12166.673),(45 12131.331),(46 12033.709),(47 12141.164),(48 12213.847),(49 12399.1455),(50 12380.09),(51 12437.71),(52 12437.393),(53 12344.876),(54 12332.742),(55 12350.86),(56 12480.717),(57 12562.696),(58 12575.398),(59 12613.482),(60 12633.61),(61 12663.642),(62 12733.142),(63 12977.842),(64 13192.496),(65 13448.852),(66 13541.065),(67 13545.558),(68 13432.591),(69 13409.108),(70 13523.552),(71 13598.421),(72 13736.748),(73 13862.381),(74 13852.014),(75 13893.794),(76 13828.828),(77 13727.432),(78 13791.6045),(79 14001.998),
(1 4265.9946),(2 7111.2183),(3 8313.095),(4 9346.669),(5 9823.529),(6 10274.325),(7 10693.075),(8 11201.845),(9 11554.568),(10 11802.688),(11 11868.457),(12 12039.393),(13 12462.343),(14 12516.301),(15 12550.132),(16 12608.856),(17 12734.486),(18 12591.361),(19 12512.752),(20 12503.991),(21 12572.127),(22 12859.98),(23 12883.356),(24 12864.781),(25 12953.601),(26 12985.074),(27 13030.207),(28 13088.539),(29 13087.958),(30 12984.132),(31 12989.607),(32 13101.262),(33 13039.983),(34 12973.461),(35 12921.969),(36 12847.015),(37 12961.107),(38 12900.559),(39 12877.545),(40 12765.107),(41 12729.933),(42 12699.793),(43 12622.015),(44 12760.4),(45 12758.536),(46 12740.86),(47 12787.705),(48 12802.219),(49 12854.1045),(50 12966.052),(51 13134.964),(52 13214.4375),(53 13133.356),(54 13179.502),(55 13297.012),(56 13490.254),(57 13650.007),(58 13586.876),(59 13702.195),(60 13815.833),(61 13832.975),(62 13847.663),(63 14002.758),(64 14146.356),(65 14324.596),(66 14320.449),(67 14354.599),(68 14523.684),(69 14596.692),(70 14689.126),(71 14891.417),(72 15097.986),(73 15169.793),(74 15152.107),(75 15157.987),(76 15262.998),(77 15395.883),(78 15380.556),(79 15446.554),
(1 4208.179),(2 6939.0264),(3 8100.3115),(4 9399.796),(5 9889.298),(6 10178.725),(7 10486.987),(8 10840.913),(9 11189.843),(10 11536.7),(11 11556.291),(12 11454.184),(13 11788.817),(14 11923.865),(15 12183.193),(16 12268.078),(17 12285.108),(18 12233.149),(19 12279.122),(20 12220.546),(21 12202.17),(22 12331.365),(23 12486.17),(24 12536.395),(25 12576.459),(26 12640.61),(27 12734.832),(28 12855.74),(29 12712.146),(30 12595.019),(31 12413.852),(32 12219.722),(33 12142.475),(34 12275.132),(35 12320.73),(36 12250.544),(37 12287.341),(38 12263.009),(39 12266.723),(40 12213.346),(41 12134.646),(42 12046.333),(43 11886.022),(44 11813.268),(45 11802.093),(46 11983.054),(47 12157.731),(48 12226.455),(49 12303.428),(50 12382.952),(51 12535.93),(52 12533.369),(53 12529.274),(54 12615.853),(55 12716.448),(56 12965.252),(57 13023.666),(58 13134.004),(59 13059.707),(60 13221.956),(61 13186.71),(62 13220.506),(63 13385.115),(64 13564.256),(65 13713.915),(66 13677.441),(67 13854.661),(68 14059.092),(69 14098.158),(70 14028.251),(71 13985.8),(72 14022.041),(73 14048.168),(74 14121.2705),(75 14302.82),(76 14267.813),(77 14486.817),(78 14771.185),(79 14937.254),
(1 4235.5347),(2 6734.317),(3 7746.7056),(4 8857.633),(5 9309.759),(6 9628.555),(7 9933.54),(8 10445.901),(9 10708.196),(10 10866.36),(11 11117.991),(12 11135.268),(13 11261.58),(14 11343.226),(15 11780.242),(16 12001.726),(17 12012.23),(18 11921.296),(19 11889.864),(20 11815.362),(21 11629.162),(22 11673.621),(23 11838.419),(24 11870.64),(25 11980.723),(26 11965.194),(27 12045.187),(28 12262.636),(29 12420.195),(30 12422.443),(31 12334.623),(32 12241.205),(33 12219.358),(34 12121.653),(35 12076.534),(36 12133.128),(37 12309.333),(38 12306.176),(39 12231.971),(40 12075.968),(41 11878.534),(42 11825.844),(43 11649.089),(44 11460.397),(45 11289.992),(46 11306.592),(47 11472.203),(48 11524.596),(49 11633.397),(50 11786.355),(51 11947.437),(52 12033.281),(53 11942.973),(54 11894.865),(55 11963.43),(56 12310.609),(57 12488.604),(58 12530.142),(59 12566.641),(60 12747.633),(61 12843.937),(62 12905.734),(63 12879.851),(64 13023.609),(65 13234.272),(66 13405.383),(67 13605.68),(68 13714.283),(69 13749),(70 13974.515),(71 14098.248),(72 14265.434),(73 14243.347),(74 14322.082),(75 14567.843),(76 14617.063),(77 14796.3125),(78 14868.109),(79 14896.357),
(1 4188.152),(2 6598.26),(3 7585.304),(4 8635.257),(5 9148.086),(6 9482.793),(7 9816.007),(8 10248.774),(9 10532.453),(10 10694.036),(11 10758.029),(12 10663.205),(13 10704.196),(14 10799.851),(15 10978.6045),(16 11205.91),(17 11200.698),(18 11116.152),(19 11255.725),(20 11419.386),(21 11559.368),(22 11663.631),(23 11605.848),(24 11512.813),(25 11639.319),(26 11677.272),(27 11803.536),(28 11734.361),(29 11727.407),(30 11693.036),(31 11540.09),(32 11525.364),(33 11563.347),(34 11488.58),(35 11550.894),(36 11591.949),(37 11734.432),(38 11837.964),(39 11820.402),(40 11703.557),(41 11523.524),(42 11573.109),(43 11679.198),(44 11647.321),(45 11446),(46 11405.999),(47 11278.5205),(48 11222.544),(49 11230.928),(50 11380.804),(51 11592.335),(52 11576.235),(53 11613.342),(54 11665.849),(55 11898.317),(56 12163.958),(57 12107.291),(58 12050.725),(59 11893.309),(60 12174.744),(61 12340.425),(62 12455.522),(63 12617.981),(64 12770.354),(65 12840.214),(66 13006.493),(67 13299.303),(68 13438.46),(69 13601.147),(70 13881.387),(71 14030.669),(72 14091.179),(73 14013.43),(74 14029.227),(75 14064.162),(76 14218.105),(77 14257.592),(78 14232.218),(79 14065.766),
(1 3965.5242),(2 6262.413),(3 7267.0586),(4 8265.441),(5 8767.517),(6 9026.673),(7 9264.746),(8 9647.927),(9 10075.074),(10 10216.031),(11 10182.344),(12 10202.295),(13 10259.326),(14 10275.583),(15 10437.375),(16 10429.282),(17 10500.587),(18 10575.699),(19 10771.056),(20 11011.385),(21 11099.031),(22 11253.628),(23 11378.749),(24 11388.148),(25 11598.24),(26 11542.495),(27 11497.27),(28 11470.544),(29 11343.686),(30 11464.039),(31 11348.52),(32 11145.692),(33 11164.03),(34 11135.123),(35 11141.423),(36 11070.58),(37 11094.479),(38 11103.449),(39 11022.241),(40 10966.661),(41 10883.77),(42 10777.801),(43 10790.842),(44 10916.676),(45 10913.301),(46 11045.876),(47 11164.085),(48 11314.926),(49 11285.31),(50 11369.006),(51 11454.18),(52 11405.419),(53 11367.54),(54 11473.583),(55 11638.243),(56 11894.175),(57 12024.538),(58 11921.526),(59 11882.935),(60 11868.061),(61 11853.857),(62 11819.502),(63 11906.864),(64 11917.386),(65 11891.092),(66 11957.708),(67 12089.376),(68 12139.635),(69 12252.292),(70 12438.277),(71 12427.268),(72 12554.437),(73 12492.38),(74 12670.1),(75 13047.574),(76 13213.86),(77 13276.031),(78 13365.253),(79 13287.655),
(1 3844.9077),(2 6195.611),(3 7217.788),(4 8158.535),(5 8647.318),(6 9011.3955),(7 9450.911),(8 9750.846),(9 9900.395),(10 9958.135),(11 9985.694),(12 10115.968),(13 10255.102),(14 10365.338),(15 10392.858),(16 10371.68),(17 10452.479),(18 10535.924),(19 10509.225),(20 10585.249),(21 10800.645),(22 10923.21),(23 10903.685),(24 10939.41),(25 11097.884),(26 11112.415),(27 11156.282),(28 11185.252),(29 11228.856),(30 11285.351),(31 11135.418),(32 11036.706),(33 11198.537),(34 11293.662),(35 11360.192),(36 11373.091),(37 11310.584),(38 11237.553),(39 11198.359),(40 11091.299),(41 11062.798),(42 10932.318),(43 10826.085),(44 10783.374),(45 10663.506),(46 10718.195),(47 10705.515),(48 10710.876),(49 10744.011),(50 10821.24),(51 11007.158),(52 11022.744),(53 11050.464),(54 11106.109),(55 11116.962),(56 11163.542),(57 11113.745),(58 11088.74),(59 11161.76),(60 11319.177),(61 11271.7295),(62 11318.325),(63 11336.609),(64 11341.07),(65 11448.276),(66 11589.574),(67 11774.114),(68 11775.366),(69 11979.852),(70 12185.235),(71 12363.486),(72 12476.236),(73 12719.798),(74 12984.937),(75 13080.742),(76 13198.761),(77 13299.407),(78 13250.2),(79 13106.244),
(1 3755.5813),(2 6040.82),(3 7127.253),(4 7929.111),(5 8368.977),(6 8768.816),(7 8862.814),(8 9175.488),(9 9420.907),(10 9588.496),(11 9521.396),(12 9652.604),(13 9856.673),(14 9869.303),(15 10008.765),(16 10114.021),(17 10263.521),(18 10312.731),(19 10228.019),(20 10183.226),(21 10234.549),(22 10348.102),(23 10415.13),(24 10455.282),(25 10622.489),(26 10682.956),(27 10812.966),(28 10897.566),(29 10980.1875),(30 10967.403),(31 10794.312),(32 10733.029),(33 10660.002),(34 10661.782),(35 10723.122),(36 10625.095),(37 10629.288),(38 10702.317),(39 10545.364),(40 10344.652),(41 10197.089),(42 9959.253),(43 9876.078),(44 9882.406),(45 9874.393),(46 9887.023),(47 10037.228),(48 10168.578),(49 10243.146),(50 10351.171),(51 10393.652),(52 10345.643),(53 10405.219),(54 10560.613),(55 10744.426),(56 10950.113),(57 11004.038),(58 10984.8125),(59 10968.253),(60 11035.732),(61 11011.412),(62 10993.749),(63 10976.28),(64 10987.72),(65 11095.846),(66 11029.985),(67 11208.119),(68 11381.702),(69 11479.461),(70 11617.45),(71 11757.129),(72 11790.057),(73 11751.439),(74 11812.276),(75 11891.778),(76 11933.708),(77 12001.861),(78 12175.666),(79 12175.642),
(1 3625.0823),(2 5849.475),(3 6865.3647),(4 7713.899),(5 8261.821),(6 8634.77),(7 8929.591),(8 9254.89),(9 9569.614),(10 9611.743),(11 9562.695),(12 9700.493),(13 9871.194),(14 9930.632),(15 10035.106),(16 10115.07),(17 10187.671),(18 10136.131),(19 10053.394),(20 10078.023),(21 10042.506),(22 10077.641),(23 10122.089),(24 10291.552),(25 10422.0625),(26 10446.488),(27 10446.855),(28 10600.955),(29 10734.73),(30 10865.073),(31 10775.564),(32 10641.587),(33 10601.294),(34 10598.648),(35 10514.294),(36 10427.28),(37 10392.981),(38 10438.604),(39 10390.129),(40 10180.038),(41 9975.402),(42 9877.366),(43 9893.368),(44 9997.062),(45 10147.94),(46 10242.693),(47 10371.168),(48 10365.191),(49 10391.718),(50 10391.364),(51 10425.265),(52 10484.496),(53 10509.01),(54 10582.733),(55 10803.374),(56 11013.535),(57 11182.439),(58 11131.115),(59 11203.74),(60 11288.668),(61 11367.193),(62 11359.991),(63 11400.704),(64 11422.99),(65 11444.675),(66 11380.678),(67 11375.466),(68 11528.532),(69 11681.246),(70 11744.436),(71 11867.798),(72 11894.499),(73 11801.234),(74 11803.542),(75 11888.459),(76 11929.229),(77 11966.902),(78 11920.874),(79 11858.984),
(1 3650.019),(2 5580.348),(3 6452.983),(4 7404.597),(5 7909.8306),(6 8303.615),(7 8816.449),(8 9128.782),(9 9387.907),(10 9632.93),(11 9547.571),(12 9727.147),(13 9742.779),(14 9618.614),(15 9639.587),(16 9714.84),(17 9876.118),(18 9990.427),(19 9881.656),(20 9832.408),(21 9848.976),(22 9986.571),(23 9981.356),(24 10027.659),(25 10204.289),(26 10213.423),(27 10213.92),(28 10323.169),(29 10333.051),(30 10333.821),(31 10239.221),(32 10306.727),(33 10427.619),(34 10340.499),(35 10222.814),(36 10106.734),(37 10028.678),(38 10060.877),(39 10017.843),(40 9940.142),(41 9849.629),(42 9834.194),(43 9854.272),(44 9833.992),(45 9790.482),(46 9975.81),(47 10030.028),(48 9952.187),(49 9914.943),(50 9937.0625),(51 9993.772),(52 9934.6045),(53 9991.019),(54 10109.256),(55 10210.451),(56 10387.294),(57 10439.173),(58 10538.05),(59 10617.943),(60 10688.9375),(61 10708.92),(62 10788.532),(63 10818.919),(64 10909.964),(65 10843.066),(66 10858.514),(67 10870.258),(68 10912.5),(69 10967.684),(70 11057.372),(71 11073.6455),(72 10912.612),(73 10941.288),(74 11039.472),(75 11059.63),(76 11074.101),(77 11062.556),(78 11064.948),(79 11170.15),
(1 3496.1724),(2 5388.717),(3 6458.1475),(4 7354.489),(5 7800.0303),(6 8230.306),(7 8483.072),(8 8811.265),(9 9151.881),(10 9408.384),(11 9549.231),(12 9558.151),(13 9660.885),(14 9668.638),(15 9841.848),(16 9868.169),(17 9884.9375),(18 9822.396),(19 9825.593),(20 9902.246),(21 9989.824),(22 10044.313),(23 9803.221),(24 9807.711),(25 9927.912),(26 9920.289),(27 9848.813),(28 9827.177),(29 9819.26),(30 9829.695),(31 9757.067),(32 9825.393),(33 9968.953),(34 9981.227),(35 10023.89),(36 9883.684),(37 9861.485),(38 9829.643),(39 9756.391),(40 9709.906),(41 9609.0625),(42 9563.615),(43 9467.554),(44 9496.652),(45 9513.278),(46 9608.498),(47 9574.499),(48 9613.861),(49 9721.882),(50 9722.004),(51 9711.955),(52 9752.068),(53 9890.334),(54 10041.187),(55 10015.413),(56 10085.635),(57 10142.367),(58 10232.252),(59 10237.612),(60 10302.978),(61 10304.517),(62 10349.034),(63 10360.627),(64 10453.66),(65 10507.857),(66 10585.051),(67 10623.877),(68 10604.86),(69 10685.473),(70 10787.526),(71 10881.027),(72 10863.591),(73 10771.459),(74 10767.911),(75 10739.258),(76 10767.58),(77 10769.476),(78 10848.956),(79 11070.261),
(1 3413.8843),(2 5192.113),(3 6109.8745),(4 6919.3423),(5 7240.12),(6 7439.788),(7 7748.0435),(8 8019.207),(9 8367.936),(10 8629.9795),(11 8635.128),(12 8677.455),(13 8988.383),(14 9052.367),(15 9252.002),(16 9291.4),(17 9257.018),(18 9263.47),(19 9380.609),(20 9418.033),(21 9362.964),(22 9352.452),(23 9310.569),(24 9300.414),(25 9421.274),(26 9312.367),(27 9315.902),(28 9301.598),(29 9362.003),(30 9454.52),(31 9335.371),(32 9279.569),(33 9236.065),(34 9285.545),(35 9321.8955),(36 9231.95),(37 9173.011),(38 9117.595),(39 8921.768),(40 8782.343),(41 8762.788),(42 8741.266),(43 8816.098),(44 8876.047),(45 8910.581),(46 8767.347),(47 8758.216),(48 8803.199),(49 8914.614),(50 9031.613),(51 9094.95),(52 9240.945),(53 9320.718),(54 9377.433),(55 9335.989),(56 9437.222),(57 9403.498),(58 9396.605),(59 9465.928),(60 9432.848),(61 9542.12),(62 9688.549),(63 9872.482),(64 10075.647),(65 10307.261),(66 10416.74),(67 10428.299),(68 10476.654),(69 10498.644),(70 10400.332),(71 10363.757),(72 10311.661),(73 10447.956),(74 10612.2705),(75 10541.01),(76 10463.566),(77 10459.041),(78 10445.003),(79 10637.703),
(1 3389.5447),(2 5130.718),(3 6119.0376),(4 6902.6274),(5 7213.9604),(6 7442.377),(7 7634.9414),(8 7931.407),(9 8122.238),(10 8314.096),(11 8391.022),(12 8387.084),(13 8553.483),(14 8508.428),(15 8674.302),(16 8822),(17 9034.694),(18 9024.265),(19 8902.565),(20 8872.246),(21 8940.968),(22 9051.505),(23 9059.818),(24 9075.922),(25 9072.497),(26 9067.597),(27 8926.574),(28 8933.222),(29 9056.883),(30 9100.551),(31 9127.329),(32 9194.901),(33 9246.812),(34 9343.684),(35 9433.313),(36 9362.703),(37 9267.774),(38 9146.792),(39 9025.695),(40 8891.669),(41 8903.637),(42 8840.766),(43 8900.12),(44 8812.105),(45 8748.564),(46 8681.016),(47 8604.386),(48 8678.16),(49 8748.435),(50 8831.771),(51 8968.85),(52 9165.011),(53 9284.901),(54 9439.874),(55 9502.933),(56 9621.129),(57 9548.39),(58 9616.521),(59 9646.204),(60 9687.109),(61 9777.097),(62 9947.639),(63 10111.306),(64 10228.788),(65 10273.053),(66 10217.846),(67 10162.67),(68 10134.748),(69 10150.977),(70 10151.161),(71 10142.247),(72 10258.724),(73 10396.391),(74 10503.724),(75 10478.04),(76 10457.238),(77 10481.135),(78 10508.084),(79 10699.78),
(1 3390.1597),(2 5276.9697),(3 6438.5586),(4 7252.5815),(5 7636.074),(6 7960.766),(7 8134.943),(8 8313.331),(9 8490.309),(10 8560.572),(11 8603.289),(12 8641.751),(13 8767.192),(14 8733.727),(15 8931.984),(16 9040.323),(17 9100.643),(18 9143.284),(19 9195.259),(20 9225.967),(21 9420.011),(22 9505.18),(23 9563.621),(24 9693.179),(25 9614.088),(26 9539.283),(27 9514.4),(28 9532.224),(29 9542.461),(30 9565.866),(31 9519.623),(32 9549.933),(33 9541.322),(34 9552.807),(35 9506.628),(36 9431.286),(37 9444.941),(38 9488.571),(39 9373.923),(40 9251.039),(41 9248.883),(42 9088.659),(43 9016.149),(44 8925.659),(45 9003.306),(46 9038.712),(47 9082.458),(48 9248.163),(49 9257.803),(50 9245.709),(51 9290.058),(52 9426.36),(53 9585.502),(54 9775.078),(55 9916.34),(56 10033.769),(57 10099.208),(58 10109.762),(59 10093.511),(60 10206.033),(61 10400.819),(62 10419.498),(63 10503.479),(64 10597.617),(65 10582.289),(66 10544.178),(67 10603.309),(68 10719.19),(69 10898.771),(70 11107.412),(71 11270.59),(72 11459.448),(73 11515.801),(74 11555.057),(75 11591.733),(76 11659.3125),(77 11710.764),(78 11876.432),(79 12039.19),
(1 3298.0432),(2 5090.421),(3 6122.237),(4 6815.5713),(5 6934.1772),(6 7161.0215),(7 7322.2236),(8 7521.414),(9 7644.3794),(10 7721.3086),(11 7861.3164),(12 7998.9077),(13 8206.748),(14 8238.916),(15 8332.739),(16 8293.615),(17 8308.117),(18 8374.477),(19 8341.047),(20 8388.091),(21 8576.964),(22 8661.617),(23 8735.407),(24 8773.798),(25 8762.796),(26 8755.751),(27 8699.54),(28 8742.985),(29 8838.71),(30 8935.721),(31 8939.337),(32 8824.577),(33 8775.834),(34 8749.215),(35 8732.336),(36 8785.412),(37 8867.432),(38 8847.228),(39 8781.947),(40 8761.191),(41 8731.653),(42 8590.95),(43 8567.443),(44 8632.707),(45 8704.377),(46 8691.871),(47 8618.619),(48 8634.553),(49 8720.591),(50 8716.109),(51 8948.456),(52 8997.915),(53 9092.754),(54 9156.126),(55 9214.026),(56 9184.783),(57 9268.49),(58 9253.159),(59 9182.434),(60 9223.158),(61 9306.893),(62 9399.358),(63 9514.037),(64 9616.516),(65 9624.735),(66 9657.313),(67 9786.513),(68 9883.203),(69 9971.691),(70 10026.488),(71 10063.097),(72 10209.012),(73 10274.157),(74 10298.418),(75 10276.752),(76 10332.27),(77 10469.981),(78 10556.429),(79 10556.093),
