1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1370.9749),(2 1477.3271),(3 1590.7609),(4 1588.2979),(5 1687.8677),(6 1693.2103),(7 1732.0076),(8 1806.0347),(9 1849.081),(10 1893.8906),(11 1874.467),(12 1877.8553),(13 1890.9624),(14 1883.9457),(15 1881.7808),(16 1859.4957),(17 1862.9949),(18 1855.7915),(19 1893.5906),(20 1899.27),(21 1917.2694),(22 1892.348),(23 1886.9279),(24 1854.8041),(25 1938.7859),(26 1949.8751),(27 2023.2257),(28 1994.0668),(29 2054.88),(30 2043.0685),(31 2076.1653),(32 2045.1154),(33 2073.2217),(34 2045.737),(35 2076.3623),(36 2080.7795),(37 2071.3354),(38 2091.7732),(39 2117.3562),(40 2083.7112),(41 2107.2712),(42 2108.0876),(43 2148.3506),(44 2126.545),(45 2143.151),(46 2159.4885),(47 2185.388),(48 2142.3762),(49 2169.9976),(50 2156.57),(51 2144.8071),(52 2101.2046),(53 2047.9838),(54 2066.0283),(55 2061.483),(56 2100.1125),(57 2083.0383),(58 2135.4714),(59 2140.479),(60 2112.9668),(61 2086.5808),(62 2056.8193),(63 2089.2397),(64 2066.617),(65 2046.8359),(66 2057.6372),(67 2075.5024),(68 2082.6985),(69 2083.2837),(70 2104.333),(71 2103.5798),(72 2144.8457),(73 2205.004),(74 2240.8376),(75 2287.2412),(76 2314.213),(77 2306.676),(78 2313.232),(79 2302.745),
(1 1356.8081),(2 1434.8303),(3 1562.6505),(4 1592.7682),(5 1654.269),(6 1650.6418),(7 1712.2424),(8 1778.4803),(9 1829.8564),(10 1846.7034),(11 1829.2809),(12 1826.7916),(13 1847.5194),(14 1858.9874),(15 1846.0126),(16 1822.0505),(17 1828.5725),(18 1840.1381),(19 1845.5757),(20 1846.612),(21 1863.9989),(22 1875.8325),(23 1860.553),(24 1848.3691),(25 1906.7177),(26 1914.2728),(27 1949.0979),(28 1979.3866),(29 2011.324),(30 2006.5635),(31 1994.0948),(32 2023.2421),(33 2009.7474),(34 2036.4297),(35 2022.1925),(36 2029.7797),(37 2043.2065),(38 2055.5725),(39 2085.88),(40 2036.2532),(41 2079.6848),(42 2091.968),(43 2112.218),(44 2103.9597),(45 2149.6145),(46 2139.297),(47 2189.0256),(48 2160.6365),(49 2154.3435),(50 2148.848),(51 2135.1868),(52 2087.222),(53 2074.1577),(54 2049.3577),(55 2045.9265),(56 2064.2769),(57 2070.0042),(58 2109.035),(59 2108.0024),(60 2078.6304),(61 2059.1577),(62 2033.1631),(63 2034.1931),(64 2027.1929),(65 2016.3871),(66 2026.9106),(67 2056.3542),(68 2041.4904),(69 2065.5134),(70 2060.0454),(71 2092.5273),(72 2100.9294),(73 2181.0063),(74 2234.3462),(75 2245.5088),(76 2257.0837),(77 2233.1765),(78 2265.513),(79 2263.1433),
(1 1326.4147),(2 1414.9465),(3 1553.3992),(4 1550.6295),(5 1598.2278),(6 1633.9703),(7 1679.371),(8 1768.3086),(9 1797.4285),(10 1827.949),(11 1798.426),(12 1825.9226),(13 1826.0168),(14 1814.0385),(15 1783.3677),(16 1771.2006),(17 1782.5016),(18 1791.4292),(19 1806.15),(20 1820.5369),(21 1842.6328),(22 1808.4854),(23 1838.1235),(24 1820.3053),(25 1865.7455),(26 1895.2094),(27 1936.1454),(28 1932.936),(29 1962.6738),(30 1962.0793),(31 1998.2234),(32 2026.7477),(33 1960.7301),(34 2007.4598),(35 1989.8556),(36 2003.4785),(37 1998.0397),(38 2008.0786),(39 2018.5643),(40 2017.5747),(41 2041.0975),(42 2016.7455),(43 2061.109),(44 2058.1223),(45 2077.6025),(46 2079.0078),(47 2079.966),(48 2058.6563),(49 2064.0793),(50 2082.5671),(51 2082.8643),(52 2018.9423),(53 2001.0571),(54 1980.703),(55 1984.6759),(56 2025.6844),(57 1988.0126),(58 2052.0796),(59 2057.064),(60 2026.329),(61 1977.1862),(62 1987.5731),(63 2007.1389),(64 1964.8271),(65 1956.4723),(66 1974.8345),(67 2016.3141),(68 2013.479),(69 2018.886),(70 2029.1554),(71 2029.3744),(72 2063.9746),(73 2131.434),(74 2186.2502),(75 2213.549),(76 2262.1965),(77 2264.4111),(78 2269.2212),(79 2227.7124),
(1 1318.6707),(2 1409.3925),(3 1489.8185),(4 1532.3467),(5 1579.38),(6 1613.8732),(7 1652.7959),(8 1701.0476),(9 1736.1133),(10 1756.9349),(11 1765.0624),(12 1793.9258),(13 1755.5753),(14 1756.7532),(15 1757.7194),(16 1749.3176),(17 1729.1952),(18 1728.1238),(19 1752.9211),(20 1740.7161),(21 1760.7024),(22 1766.8257),(23 1758.0835),(24 1763.8768),(25 1784.8867),(26 1827.4497),(27 1873.3315),(28 1897.0785),(29 1913.6027),(30 1898.1053),(31 1916.8008),(32 1910.7505),(33 1905.3011),(34 1925.936),(35 1917.9117),(36 1900.2219),(37 1920.3577),(38 1936.1525),(39 1967.1088),(40 1957.7739),(41 1961.9666),(42 1963.7488),(43 1970.898),(44 2005.476),(45 1995.7434),(46 2037.4825),(47 2015.2001),(48 2023.8197),(49 2021.1503),(50 2021.1948),(51 2010.6698),(52 1990.4974),(53 1948.1027),(54 1949.267),(55 1955.9218),(56 1974.0054),(57 1958.984),(58 2008.1188),(59 2029.2687),(60 1997.4398),(61 1964.1312),(62 1956.024),(63 1967.3157),(64 1954.348),(65 1946.2861),(66 1935.6902),(67 1985.9315),(68 1957.7659),(69 1962.3458),(70 1946.5854),(71 1963.3557),(72 1980.3453),(73 2077.6838),(74 2098.3125),(75 2132.6086),(76 2143.027),(77 2137.9163),(78 2136.5967),(79 2136.182),
(1 1249.1667),(2 1344.1377),(3 1428.9209),(4 1471.8944),(5 1513.6438),(6 1519.7172),(7 1586.6519),(8 1634.9528),(9 1678.7069),(10 1694.8878),(11 1712.59),(12 1717.7286),(13 1706.4097),(14 1704.9054),(15 1694.0781),(16 1696.1819),(17 1718.8287),(18 1693.7961),(19 1732.773),(20 1723.8579),(21 1733.9958),(22 1742.1134),(23 1734.0472),(24 1709.2911),(25 1757.9595),(26 1778.2903),(27 1791.275),(28 1821.867),(29 1849.3782),(30 1843.1917),(31 1843.9971),(32 1853.1112),(33 1842.0205),(34 1836.7603),(35 1850.0604),(36 1886.0715),(37 1858.4376),(38 1887.9148),(39 1904.63),(40 1881.3175),(41 1903.5519),(42 1926.3885),(43 1934.2026),(44 1940.9836),(45 1939.0574),(46 1964.9467),(47 1946.2346),(48 1957.5634),(49 1964.7052),(50 1971.9071),(51 1966.4039),(52 1934.4813),(53 1901.3069),(54 1884.8953),(55 1878.4542),(56 1904.2186),(57 1911.8721),(58 1959.7225),(59 1971.1793),(60 1906.7941),(61 1908.6307),(62 1902.125),(63 1890.2542),(64 1881.4214),(65 1888.8486),(66 1875.6078),(67 1904.1787),(68 1897.8871),(69 1911.0579),(70 1902.2189),(71 1912.808),(72 1918.5469),(73 1985.8774),(74 2024.3047),(75 2066.7747),(76 2072.3076),(77 2095.6848),(78 2091.5024),(79 2068.8374),
(1 1201.0715),(2 1277.5963),(3 1369.0052),(4 1410.0404),(5 1449.8885),(6 1468.1815),(7 1516.0648),(8 1593.6532),(9 1626.1847),(10 1642.9078),(11 1660.7899),(12 1635.7871),(13 1667.5349),(14 1657.9753),(15 1657.2294),(16 1643.035),(17 1644.2448),(18 1663.7347),(19 1673.915),(20 1663.776),(21 1673.2628),(22 1665.7357),(23 1680.795),(24 1649.4886),(25 1697.1992),(26 1714.6588),(27 1748.7493),(28 1763.1537),(29 1786.2083),(30 1795.7883),(31 1787.5387),(32 1796.0079),(33 1788.6595),(34 1774.8068),(35 1789.6232),(36 1802.5941),(37 1794.9404),(38 1832.0581),(39 1813.6768),(40 1798.8649),(41 1820.2158),(42 1836.4318),(43 1834.2888),(44 1863.6116),(45 1874.2517),(46 1863.9205),(47 1861.6936),(48 1852.5986),(49 1844.1831),(50 1835.1938),(51 1825.6615),(52 1802.3322),(53 1810.0681),(54 1795.7622),(55 1793.1333),(56 1798.0348),(57 1802.4298),(58 1862.4076),(59 1848.7014),(60 1843.9393),(61 1825.161),(62 1811.4594),(63 1835.317),(64 1822.6122),(65 1803.7671),(66 1823.964),(67 1810.8875),(68 1843.5089),(69 1853.8485),(70 1866.5404),(71 1845.3076),(72 1885.0967),(73 1917.9877),(74 1958.8315),(75 2000.0546),(76 1994.6025),(77 2011.2212),(78 2020.8698),(79 1995.4225),
(1 1203.1586),(2 1308.6232),(3 1409.0011),(4 1426.3561),(5 1466.6504),(6 1461.6532),(7 1508.5303),(8 1574.1338),(9 1575.4148),(10 1610.7448),(11 1630.1272),(12 1627.1216),(13 1642.8156),(14 1619.7123),(15 1628.9244),(16 1644.1515),(17 1645.4928),(18 1655.4962),(19 1682.3574),(20 1679.5298),(21 1692.244),(22 1675.9517),(23 1674.3846),(24 1650.2153),(25 1691.8394),(26 1716.1173),(27 1761.726),(28 1771.3838),(29 1769.8961),(30 1784.811),(31 1778.1892),(32 1789.0944),(33 1782.6774),(34 1794.0059),(35 1814.2405),(36 1857.3824),(37 1850.5225),(38 1874.2026),(39 1862.6537),(40 1886.2393),(41 1886.9418),(42 1879.5894),(43 1871.7595),(44 1898.2443),(45 1911.6036),(46 1926.3383),(47 1932.6597),(48 1901.6725),(49 1923.1228),(50 1897.925),(51 1885.0286),(52 1876.1606),(53 1852.8967),(54 1853.2274),(55 1853.0603),(56 1851.9263),(57 1863.4962),(58 1906.201),(59 1891.6376),(60 1879.5522),(61 1859.1809),(62 1836.3916),(63 1851.433),(64 1822.5621),(65 1813.7985),(66 1836.3782),(67 1853.9456),(68 1841.7),(69 1862.3939),(70 1832.1396),(71 1853.974),(72 1841.6001),(73 1922.0753),(74 1952.6193),(75 1988.9271),(76 2018.4979),(77 2029.4282),(78 2038.4014),(79 2011.8499),
(1 1151.5924),(2 1236.225),(3 1336.5369),(4 1367.7041),(5 1391.7183),(6 1415.3666),(7 1481.7101),(8 1502.2606),(9 1543.9349),(10 1545.6736),(11 1561.3159),(12 1549.6005),(13 1581.6426),(14 1564.6372),(15 1579.621),(16 1576.979),(17 1580.3517),(18 1565.5592),(19 1610.7589),(20 1605.1759),(21 1621.276),(22 1610.0881),(23 1616.0342),(24 1614.1426),(25 1639.8004),(26 1707.0885),(27 1740.3601),(28 1757.3938),(29 1743.4232),(30 1722.495),(31 1747.3259),(32 1735.1648),(33 1727.2236),(34 1747.874),(35 1751.0614),(36 1753.5991),(37 1761.7385),(38 1774.1688),(39 1796.4697),(40 1794.6495),(41 1800.1149),(42 1804.4006),(43 1820.3076),(44 1827.141),(45 1829.4794),(46 1857.056),(47 1871.0145),(48 1836.7357),(49 1846.7782),(50 1830.1826),(51 1809.454),(52 1800.3933),(53 1761.0275),(54 1759.0795),(55 1760.2584),(56 1777.8154),(57 1780.0425),(58 1820.86),(59 1834.1838),(60 1794.2172),(61 1759.4353),(62 1746.4138),(63 1769.3428),(64 1773.1177),(65 1759.0559),(66 1758.0128),(67 1767.2428),(68 1789.5735),(69 1790.4),(70 1784.4165),(71 1785.6688),(72 1819.9214),(73 1844.8589),(74 1899.3555),(75 1902.5714),(76 1958.486),(77 2007.4088),(78 1982.7009),(79 1967.2413),
(1 1174.3462),(2 1241.4305),(3 1329.7141),(4 1334.6182),(5 1373.3805),(6 1389.936),(7 1447.9551),(8 1485.9032),(9 1504.5361),(10 1529.3928),(11 1552.3715),(12 1540.6217),(13 1539.3022),(14 1570.1532),(15 1564.93),(16 1570.6151),(17 1553.7125),(18 1583.2607),(19 1591.4183),(20 1598.5168),(21 1630.865),(22 1592.211),(23 1620.1056),(24 1579.3528),(25 1614.9281),(26 1645.7736),(27 1685.791),(28 1703.8851),(29 1677.3682),(30 1713.4216),(31 1704.2416),(32 1733.4828),(33 1716.807),(34 1741.4281),(35 1736.0626),(36 1765.7821),(37 1751.9796),(38 1766.0823),(39 1779.5228),(40 1794.5109),(41 1802.4227),(42 1805.9254),(43 1801.7131),(44 1818.7467),(45 1818.3221),(46 1825.1473),(47 1821.6757),(48 1813.9298),(49 1846.1422),(50 1803.7627),(51 1811.6539),(52 1765.8802),(53 1730.7756),(54 1732.4154),(55 1755.2527),(56 1750.5309),(57 1774.8369),(58 1831.5978),(59 1829.7401),(60 1769.5883),(61 1755.8279),(62 1758.9194),(63 1780.4),(64 1760.3889),(65 1735.7252),(66 1758.497),(67 1754.1041),(68 1758.471),(69 1798.6974),(70 1775.1327),(71 1786.1492),(72 1784.8779),(73 1841.8151),(74 1906.7474),(75 1907.6426),(76 1958.6229),(77 1964.3713),(78 1973.2972),(79 1934.6217),
(1 1155.6023),(2 1233.2651),(3 1307.9111),(4 1322.9778),(5 1363.8182),(6 1385.7626),(7 1422.9734),(8 1445.4731),(9 1467.1945),(10 1485.9562),(11 1516.5775),(12 1494.7852),(13 1517.9226),(14 1514.0576),(15 1521.7441),(16 1528.5798),(17 1523.6144),(18 1541.934),(19 1545.7988),(20 1569.4008),(21 1588.2618),(22 1567.1589),(23 1544.5292),(24 1534.9874),(25 1577.5817),(26 1585.5597),(27 1596.3679),(28 1628.8558),(29 1651.7435),(30 1657.1951),(31 1667.2659),(32 1678.9579),(33 1666.3008),(34 1718.9333),(35 1717.9006),(36 1709.2311),(37 1708.5588),(38 1733.0969),(39 1744.0024),(40 1726.1815),(41 1740.8248),(42 1723.1792),(43 1735.6633),(44 1760.9631),(45 1748.5707),(46 1776.021),(47 1765.8876),(48 1743.6459),(49 1775.1552),(50 1745.8838),(51 1745.2219),(52 1740.3641),(53 1704.3746),(54 1719.7911),(55 1674.9385),(56 1672.36),(57 1699.1606),(58 1764.4465),(59 1753.0535),(60 1711.2258),(61 1727.8998),(62 1717.9946),(63 1731.4495),(64 1697.4285),(65 1714.8538),(66 1713.4886),(67 1703.5891),(68 1712.9034),(69 1743.1667),(70 1750.1495),(71 1738.1055),(72 1747.5792),(73 1830.2352),(74 1875.9648),(75 1872.8718),(76 1919.2844),(77 1928.6667),(78 1937.5946),(79 1924.3031),
(1 1107.0659),(2 1194.3038),(3 1274.9768),(4 1297.4331),(5 1345.2379),(6 1352.3024),(7 1400.3907),(8 1430.6891),(9 1452.0388),(10 1492.997),(11 1469.0656),(12 1491.5157),(13 1497.8466),(14 1510.5294),(15 1510.354),(16 1529.5476),(17 1514.758),(18 1541.3325),(19 1534.8225),(20 1537.9567),(21 1544.703),(22 1522.8362),(23 1523.8163),(24 1539.0323),(25 1539.4131),(26 1559.4479),(27 1561.3667),(28 1605.0143),(29 1598.592),(30 1627.3033),(31 1638.8983),(32 1639.3501),(33 1655.0726),(34 1676.1371),(35 1660.3948),(36 1671.8387),(37 1653.2668),(38 1678.562),(39 1693.9437),(40 1686.8884),(41 1685.6672),(42 1676.8616),(43 1717.1298),(44 1740.1982),(45 1717.8141),(46 1728.0765),(47 1698.4061),(48 1682.0828),(49 1702.3018),(50 1704.3462),(51 1677.1987),(52 1677.8746),(53 1654.0356),(54 1657.2362),(55 1638.4695),(56 1637.388),(57 1642.1819),(58 1697.4022),(59 1699.5432),(60 1684.1187),(61 1689.6112),(62 1654.4667),(63 1678.2789),(64 1669.2129),(65 1670.2314),(66 1681.4279),(67 1709.7113),(68 1694.0524),(69 1720.9597),(70 1720.179),(71 1715.8441),(72 1701.2659),(73 1754.5841),(74 1797.7982),(75 1812.5721),(76 1831.6284),(77 1855.8184),(78 1884.3053),(79 1865.999),
(1 1107.0669),(2 1197.8427),(3 1284.4485),(4 1318.1655),(5 1368.5347),(6 1374.9055),(7 1412.723),(8 1467.0604),(9 1487.8057),(10 1501.9309),(11 1520.4679),(12 1498.9255),(13 1519.7804),(14 1518.6796),(15 1531.0593),(16 1537.849),(17 1551.4707),(18 1544.402),(19 1560.6381),(20 1563.2694),(21 1568.2743),(22 1548.6338),(23 1552.1747),(24 1545.2704),(25 1569.4325),(26 1572.0256),(27 1567.0541),(28 1594.8279),(29 1624.5652),(30 1633.8013),(31 1657.8859),(32 1660.2416),(33 1664.4921),(34 1674.0239),(35 1656.8176),(36 1694.8688),(37 1674.9255),(38 1685.3209),(39 1690.4141),(40 1676.979),(41 1685.4458),(42 1681.8259),(43 1723.2722),(44 1713),(45 1733.9204),(46 1736.2471),(47 1698.6293),(48 1701.9005),(49 1718.1288),(50 1723.5802),(51 1685.7098),(52 1691.6001),(53 1662.0206),(54 1659.5375),(55 1641.9252),(56 1664.6891),(57 1669.7888),(58 1710.574),(59 1709.7777),(60 1684.7578),(61 1671.7571),(62 1664.6377),(63 1690.4198),(64 1681.2689),(65 1687.1755),(66 1674.6649),(67 1691.7568),(68 1685.1581),(69 1679.5449),(70 1673.1439),(71 1659.9127),(72 1672.9307),(73 1743.9564),(74 1769.7484),(75 1790.662),(76 1835.0654),(77 1836.8972),(78 1836.6406),(79 1825.9762),
(1 1085.291),(2 1153.2067),(3 1247.0897),(4 1266.4796),(5 1303.1156),(6 1314.9941),(7 1351.5262),(8 1409.7166),(9 1414.5159),(10 1442.7831),(11 1432.9678),(12 1452.1334),(13 1433.2029),(14 1462.0496),(15 1461.2644),(16 1456.9321),(17 1453.6488),(18 1474.2545),(19 1477.6334),(20 1472.4857),(21 1494.3585),(22 1489.2448),(23 1482.998),(24 1466.8547),(25 1488.4943),(26 1490.1925),(27 1508.7942),(28 1504.2875),(29 1540.9397),(30 1548.5796),(31 1553.7982),(32 1547.8408),(33 1561.8143),(34 1558.7153),(35 1577.3083),(36 1568.3687),(37 1573.6373),(38 1600.0024),(39 1612.518),(40 1593.8597),(41 1625.1434),(42 1620.6528),(43 1633.5272),(44 1640.5482),(45 1656.8951),(46 1669.168),(47 1655.0304),(48 1673.3798),(49 1653.1592),(50 1642.2823),(51 1625.1459),(52 1600.0889),(53 1590.3666),(54 1597.219),(55 1574.5441),(56 1585.5542),(57 1611.4939),(58 1644.1456),(59 1636.3949),(60 1625.7933),(61 1603.4989),(62 1600.6348),(63 1642.9525),(64 1637.196),(65 1631.0414),(66 1636.6544),(67 1643.9899),(68 1641.308),(69 1637.1134),(70 1638.089),(71 1634.5353),(72 1627.4923),(73 1697.2408),(74 1703.0623),(75 1738.9094),(76 1755.5721),(77 1770.0288),(78 1751.2914),(79 1745.9672),
(1 1074.1267),(2 1192.0387),(3 1268.4031),(4 1269.4196),(5 1292.9465),(6 1311.638),(7 1372.8195),(8 1418.5115),(9 1424.2084),(10 1453.5911),(11 1438.701),(12 1433.4263),(13 1457.6665),(14 1450.0608),(15 1436.2218),(16 1430.6084),(17 1443.2029),(18 1455.2162),(19 1465.0317),(20 1469.304),(21 1473.4896),(22 1475.9957),(23 1476.3541),(24 1463.1277),(25 1495.6437),(26 1515.857),(27 1527.2633),(28 1544.3911),(29 1556.6401),(30 1573.3254),(31 1542.618),(32 1576.4948),(33 1567.8053),(34 1577.1714),(35 1596.81),(36 1582.0267),(37 1587.3744),(38 1600.8336),(39 1625.0529),(40 1646.0325),(41 1654.6597),(42 1631.6727),(43 1660.0703),(44 1652.8406),(45 1671.8506),(46 1665.8448),(47 1682.6353),(48 1692.7498),(49 1666.6967),(50 1660.333),(51 1644.8357),(52 1621.2125),(53 1603.6057),(54 1604.9452),(55 1600.171),(56 1610.2966),(57 1621.4734),(58 1687.3937),(59 1647.881),(60 1654.0387),(61 1642.7952),(62 1614.6179),(63 1635.2523),(64 1635.2539),(65 1652.1075),(66 1661.7103),(67 1668.1467),(68 1659.625),(69 1653.0072),(70 1644.4865),(71 1664.406),(72 1663.5706),(73 1695.5396),(74 1734.466),(75 1749.1896),(76 1794.0509),(77 1789.6064),(78 1797.4211),(79 1783.0576),
(1 1036.0807),(2 1116.6543),(3 1224.8488),(4 1229.2493),(5 1239.4232),(6 1250.9402),(7 1312.0273),(8 1344.676),(9 1378.6647),(10 1403.4551),(11 1385.6818),(12 1394.6665),(13 1409.2716),(14 1412.8958),(15 1403.0841),(16 1412.4308),(17 1398.5276),(18 1423.5228),(19 1430.1667),(20 1455.7435),(21 1444.5417),(22 1458.0731),(23 1454.4749),(24 1425.6224),(25 1435.1317),(26 1457.5463),(27 1479.191),(28 1479.5143),(29 1490.2849),(30 1495.3859),(31 1512.3774),(32 1527.658),(33 1518.1003),(34 1521.9547),(35 1521.0272),(36 1527.2998),(37 1537.0962),(38 1536.3042),(39 1565.5189),(40 1546.2646),(41 1545.0192),(42 1535.0541),(43 1567.0227),(44 1559.5177),(45 1565.2515),(46 1579.5059),(47 1569.7621),(48 1580.1058),(49 1572.2167),(50 1584.6647),(51 1579.149),(52 1546.6661),(53 1534.9822),(54 1532.7423),(55 1533.7633),(56 1561.0212),(57 1554.5411),(58 1583.1353),(59 1599.4994),(60 1582.2379),(61 1574.9235),(62 1556.8959),(63 1588.6765),(64 1569.6387),(65 1584.2173),(66 1584.0374),(67 1587.2029),(68 1585.7312),(69 1567.3013),(70 1573.7998),(71 1582.4935),(72 1593.5566),(73 1638.4674),(74 1684.3483),(75 1705.6836),(76 1724.0137),(77 1730.9733),(78 1732.7754),(79 1732.8032),
(1 1019.76526),(2 1116.0215),(3 1208.91),(4 1202.7),(5 1238.1969),(6 1250.4348),(7 1312.5992),(8 1345.6622),(9 1370.4286),(10 1399.6549),(11 1392.6475),(12 1410.8999),(13 1406.5027),(14 1407.6172),(15 1394.6594),(16 1405.9104),(17 1400.9016),(18 1410.3533),(19 1424.0634),(20 1409.1622),(21 1426.8248),(22 1406.1091),(23 1433.6265),(24 1400.0823),(25 1408.8732),(26 1440.0227),(27 1426.4204),(28 1440.0939),(29 1468.6815),(30 1452.5883),(31 1475.2433),(32 1496.0299),(33 1501.807),(34 1513.6162),(35 1518.8748),(36 1558.1056),(37 1538.257),(38 1584.7634),(39 1565.1738),(40 1597.5958),(41 1602.4683),(42 1596.3309),(43 1608.8491),(44 1609.3956),(45 1603.1652),(46 1608.4258),(47 1603.7688),(48 1600.8955),(49 1596.9249),(50 1599.1127),(51 1603.0979),(52 1558.6412),(53 1551.3364),(54 1524.4971),(55 1537.8297),(56 1568.0101),(57 1551.0796),(58 1580.835),(59 1587.8741),(60 1592.3639),(61 1573.7653),(62 1584.6508),(63 1568.0487),(64 1566.6803),(65 1568.7007),(66 1577.7363),(67 1565.9633),(68 1564.3735),(69 1545.2295),(70 1552.4331),(71 1569.585),(72 1547.8971),(73 1613.8577),(74 1661.04),(75 1662.2152),(76 1692.7284),(77 1683.0231),(78 1679.1514),(79 1654.6967),
(1 989.26105),(2 1082.2242),(3 1164.4113),(4 1188.9174),(5 1209.2017),(6 1215.2732),(7 1273.6085),(8 1312.3785),(9 1318.5933),(10 1361.8983),(11 1354.8169),(12 1375.0039),(13 1377.0442),(14 1369.6594),(15 1373.7185),(16 1374.5013),(17 1371.2146),(18 1398.5582),(19 1409.2288),(20 1402.7706),(21 1414.5944),(22 1414.0964),(23 1396.9624),(24 1386.4108),(25 1407.9913),(26 1419.9395),(27 1426.9534),(28 1436.446),(29 1457.6237),(30 1474.9827),(31 1475.4777),(32 1476.5564),(33 1480.4602),(34 1505.1857),(35 1501.9595),(36 1519.3854),(37 1513.6824),(38 1538.1156),(39 1535.081),(40 1557.8885),(41 1559.1007),(42 1550.5807),(43 1586.773),(44 1587.6727),(45 1595.5388),(46 1597.0627),(47 1602.2379),(48 1588.8995),(49 1591.2301),(50 1562.8313),(51 1577.2814),(52 1547.7341),(53 1537.7963),(54 1505.8958),(55 1519.2994),(56 1537.6277),(57 1558.3717),(58 1576.1415),(59 1565.1455),(60 1565.8777),(61 1547.1067),(62 1548.0956),(63 1576.0764),(64 1564.258),(65 1558.6158),(66 1535.6876),(67 1561.0012),(68 1543.1654),(69 1550.5731),(70 1550.8004),(71 1576.5149),(72 1554.7969),(73 1625.4562),(74 1645.8198),(75 1681.7615),(76 1700.1512),(77 1703.3545),(78 1708.3344),(79 1698.2921),
