1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 19063.213),(2 27069.48),(3 28669.803),(4 29168.643),(5 29710.004),(6 30419.389),(7 32285.232),(8 32810.914),(9 33894.074),(10 36150.48),(11 37519.754),(12 37893.4),(13 38928.91),(14 39902.08),(15 40742.063),(16 40098.24),(17 39737.426),(18 39192.664),(19 39080.73),(20 39314.504),(21 39838.86),(22 38792.74),(23 38349.965),(24 38003.906),(25 37543.35),(26 36750.79),(27 36995.24),(28 37642.71),(29 38847.945),(30 39189.492),(31 39969.305),(32 40807.676),(33 41005.332),(34 41246.492),(35 41091.715),(36 41522.652),(37 42509.973),(38 42374.77),(39 42806.043),(40 43052.902),(41 42797.902),(42 41642.76),(43 41528.473),(44 41834.19),(45 41777.996),(46 41344.434),(47 41507.547),(48 41501.57),(49 41118.484),(50 42286.844),(51 42201.484),(52 41166.363),(53 40594.734),(54 41312.14),(55 40995.477),(56 41908.855),(57 42080.293),(58 42280.188),(59 43011.855),(60 43418.402),(61 44007.63),(62 43836.824),(63 44536.305),(64 44617.082),(65 44227.53),(66 43180.96),(67 42887.27),(68 43457.082),(69 43521.395),(70 43826.35),(71 43989.168),(72 43149.484),(73 43001.49),(74 43131.332),(75 43332.527),(76 43729.16),(77 43978.754),(78 44001.37),(79 43777.25),
(1 19136.72),(2 27702.904),(3 28988.59),(4 29133.756),(5 28785.129),(6 29672.465),(7 31651.8),(8 32741.9),(9 34804.78),(10 36019.555),(11 36290.31),(12 36608.535),(13 38540.645),(14 39888.215),(15 40481.855),(16 39783.31),(17 38666.273),(18 38824.703),(19 39366.484),(20 39257.984),(21 39271.207),(22 39013.137),(23 37948.34),(24 37515.64),(25 38053.996),(26 37537.883),(27 37593.75),(28 38120.82),(29 39680.43),(30 39573.41),(31 40110.094),(32 41019.52),(33 41548.11),(34 41806.34),(35 42030.16),(36 42313.004),(37 43424.95),(38 42356.668),(39 41817.11),(40 40894.277),(41 40468.2),(42 40584.27),(43 40384.406),(44 39498.363),(45 40062),(46 39510.055),(47 38883.742),(48 38808.258),(49 39175.71),(50 40198.906),(51 40224.35),(52 39050.246),(53 38632.29),(54 39537.316),(55 40125.758),(56 40683.98),(57 40991.113),(58 41200.484),(59 41578.45),(60 41942.28),(61 42471.2),(62 42219.03),(63 42385.316),(64 43025.836),(65 43488.098),(66 41958.05),(67 41771.773),(68 43215.867),(69 43091.625),(70 42244.74),(71 41700.527),(72 42298.504),(73 42796.18),(74 43393.85),(75 42413.95),(76 42426.28),(77 42614.555),(78 42692.527),(79 42279.09),
(1 17680.982),(2 25144.135),(3 26403.908),(4 26504.893),(5 26764.125),(6 26745.734),(7 28345.332),(8 29556.48),(9 32215.45),(10 33328.758),(11 33291.27),(12 33190.617),(13 34198.02),(14 35091.645),(15 36071.117),(16 35890.35),(17 35525.44),(18 35289.887),(19 35957.484),(20 36886.86),(21 36666.082),(22 35673.1),(23 34648.7),(24 34651.645),(25 34733.29),(26 34817),(27 35515.18),(28 35836.168),(29 36447.3),(30 36479.684),(31 37664.074),(32 38330.652),(33 39019.875),(34 39168.41),(35 40032.47),(36 40115.29),(37 39890.438),(38 38854.418),(39 38908.56),(40 38793.258),(41 38079.97),(42 37916.42),(43 38024.83),(44 37704.97),(45 37424.58),(46 36806.34),(47 37078.766),(48 37508.65),(49 37280.62),(50 37149.59),(51 36375.586),(52 36263.95),(53 36207.56),(54 36072.844),(55 36607.33),(56 37457.24),(57 37902.62),(58 38303.582),(59 38783.65),(60 38980.23),(61 39211.438),(62 39962.082),(63 39410.188),(64 39827.113),(65 40486.047),(66 40032.695),(67 39971.65),(68 40609.297),(69 40318.89),(70 40838.55),(71 40916.27),(72 40780.043),(73 41197.125),(74 42411.902),(75 41357.85),(76 40701.207),(77 40648.457),(78 40332.01),(79 40176.758),
(1 17402.969),(2 24675.764),(3 26175.53),(4 26424.78),(5 26446.873),(6 26898.332),(7 28722.502),(8 30270.834),(9 32157.477),(10 32742.516),(11 33922.426),(12 34539.15),(13 36068.49),(14 36306.152),(15 37022.336),(16 35900.844),(17 36285.59),(18 36234.414),(19 36656.45),(20 37199.17),(21 36305.543),(22 35351.176),(23 34993.613),(24 35054.87),(25 34600.07),(26 34986.125),(27 35643.395),(28 35638.746),(29 36801.375),(30 37263.277),(31 37696.355),(32 38327.93),(33 39073.55),(34 39335.355),(35 39867.004),(36 38774.316),(37 38848.465),(38 38283.496),(39 38613.06),(40 37601.715),(41 37333.887),(42 37841.79),(43 37412.74),(44 36773.953),(45 36782.98),(46 36337.36),(47 36746.14),(48 36440.555),(49 36969.32),(50 37295.83),(51 36616.24),(52 36861.91),(53 37093.164),(54 36843.332),(55 37176.418),(56 37379.293),(57 38489.957),(58 39019.67),(59 39356.008),(60 38782.098),(61 39516.004),(62 40068.23),(63 40782.5),(64 40613.715),(65 41283.96),(66 41713.168),(67 40999.566),(68 41189.13),(69 40696.344),(70 40147.594),(71 39811.543),(72 40336.188),(73 40763.516),(74 40472.81),(75 41367.246),(76 41766.61),(77 40913.723),(78 40627.973),(79 40079.273),
(1 17180.785),(2 24057.65),(3 25095.219),(4 25220.6),(5 25685.418),(6 25326.703),(7 27564.713),(8 29114.717),(9 30056.645),(10 30890.137),(11 31901.434),(12 33239.215),(13 33992.777),(14 34034.758),(15 34989.594),(16 34625.406),(17 34459.4),(18 34710.445),(19 35077.207),(20 34990.617),(21 34387.31),(22 33711.76),(23 33656.016),(24 34388.316),(25 33907.223),(26 34187.582),(27 35076.754),(28 35197.49),(29 36389.36),(30 36247.35),(31 37298.254),(32 37669.28),(33 38152.71),(34 38808.27),(35 39011.76),(36 38323.64),(37 39012.438),(38 38698.25),(39 38748.23),(40 38756.24),(41 38206.41),(42 38271.06),(43 38180.957),(44 37320.86),(45 36771.81),(46 37179.65),(47 37116.367),(48 37659.918),(49 37810.25),(50 37902.59),(51 37794.258),(52 37796.387),(53 37927.945),(54 37592.066),(55 37331.844),(56 37714.633),(57 38849.242),(58 39880.098),(59 39352.04),(60 39139.22),(61 39972.39),(62 40376.094),(63 40819.277),(64 41168.65),(65 41196.66),(66 41587.203),(67 41607.29),(68 40605.742),(69 39444.887),(70 39174.035),(71 40073.145),(72 40334.277),(73 39541.19),(74 38940.438),(75 39847.906),(76 40699.125),(77 41789.297),(78 41689.863),(79 40560.938),
(1 17429.828),(2 24341.637),(3 25580.78),(4 26161.896),(5 26939.375),(6 26896.43),(7 28567.701),(8 30032.463),(9 31211.336),(10 32779.29),(11 33327.973),(12 33983.188),(13 34401.64),(14 35155.32),(15 35975.844),(16 35782.652),(17 35687.516),(18 35605.047),(19 35626.57),(20 35917.965),(21 35494.652),(22 35409.44),(23 34137.56),(24 34042.016),(25 34787.266),(26 34918.12),(27 35669.64),(28 36076.574),(29 36982.457),(30 36592.77),(31 38214.027),(32 39383.832),(33 39355.957),(34 39364.34),(35 39896.082),(36 40129.168),(37 40344.066),(38 39502.73),(39 39759.25),(40 39775.863),(41 39190.055),(42 38281.008),(43 38379.207),(44 37546.973),(45 37084.223),(46 37410.168),(47 37849.973),(48 38815.79),(49 38788.223),(50 38029),(51 37620.098),(52 37834.715),(53 37543.918),(54 37677.88),(55 37329.605),(56 38083.96),(57 38594.63),(58 38837.92),(59 39246.8),(60 39536.137),(61 39914.895),(62 39991.434),(63 40721.25),(64 41757.77),(65 41854.156),(66 41611.88),(67 41357.348),(68 40721.16),(69 39364.082),(70 39437.742),(71 39941.613),(72 39501.434),(73 39299.38),(74 39456.395),(75 40527.72),(76 41399.617),(77 41848.453),(78 41021.508),(79 39760.676),
(1 16430.947),(2 22944.217),(3 24475.066),(4 25360.09),(5 26069.129),(6 26531.053),(7 27866.438),(8 28739.31),(9 29859.486),(10 31637.666),(11 32733.059),(12 33574.918),(13 34296.844),(14 34246.203),(15 34859.22),(16 34454.098),(17 33815.234),(18 33902.445),(19 34548.477),(20 34592.15),(21 33742.813),(22 32904.34),(23 31869.822),(24 31712.87),(25 32298.576),(26 32680.46),(27 32949.984),(28 33209.42),(29 34073.496),(30 34429.777),(31 35937.234),(32 36262.96),(33 35944.973),(34 36032.473),(35 36173.918),(36 36186.445),(37 36670.36),(38 36813.336),(39 36739.746),(40 36873.18),(41 35975.273),(42 34701.766),(43 34729.105),(44 34326.473),(45 34038.734),(46 34517.88),(47 34303.61),(48 34798.883),(49 34776.613),(50 34674.625),(51 34231.188),(52 34839.76),(53 34602.332),(54 34465.277),(55 34362.78),(56 35611.69),(57 35958.965),(58 36285.066),(59 36133.676),(60 35866.695),(61 36691.668),(62 36824.156),(63 37300.04),(64 37884.633),(65 38302.875),(66 37918),(67 36911.043),(68 36850.785),(69 36404.867),(70 36005.82),(71 35758),(72 36374.582),(73 36260.203),(74 35748.02),(75 35986.805),(76 36853.813),(77 37602.066),(78 36708.387),(79 36478.965),
(1 16904.676),(2 23272.234),(3 24665.691),(4 24889.209),(5 25595.758),(6 25711.936),(7 27425.72),(8 28033.871),(9 29151.326),(10 31467.488),(11 32267.832),(12 33491.652),(13 33842.438),(14 33839.004),(15 34007.83),(16 33255.06),(17 33405.52),(18 33643.94),(19 33930.016),(20 33104.77),(21 32212.143),(22 31369.574),(23 30805.758),(24 30702.682),(25 31479.871),(26 31594.586),(27 32188.143),(28 31564.648),(29 32375.955),(30 32797.85),(31 33437.258),(32 34107.87),(33 34600.508),(34 34646.52),(35 34415.414),(36 33975.496),(37 34530.77),(38 34473.258),(39 34417.316),(40 33985.113),(41 33075.742),(42 32443.727),(43 32232.021),(44 32167.535),(45 32144.102),(46 32685.875),(47 33495.246),(48 33673.707),(49 33164.75),(50 33251.246),(51 33986.84),(52 33685.395),(53 33587.848),(54 33504.11),(55 33626.34),(56 34743.918),(57 35178.066),(58 35377.523),(59 35512.043),(60 36160.69),(61 36368.64),(62 35610.66),(63 35305.324),(64 36115.07),(65 36867.15),(66 36962.46),(67 36162.383),(68 35588.574),(69 34354.13),(70 33523.88),(71 33457.85),(72 34192.387),(73 34883.082),(74 35431.613),(75 36000.414),(76 35600.977),(77 35674.617),(78 35540.04),(79 35650.926),
(1 16075.416),(2 22071.822),(3 22858.771),(4 23598.664),(5 24116.799),(6 24248.572),(7 25227.328),(8 25441.36),(9 26717.283),(10 28665.154),(11 29596.81),(12 30568.799),(13 31179.008),(14 31203.67),(15 31133.955),(16 30556.965),(17 30646.607),(18 30639.336),(19 31100.975),(20 30956.438),(21 30264.482),(22 29594.932),(23 28737.016),(24 28332.793),(25 29068.096),(26 29465.65),(27 30471.822),(28 29939.545),(29 30329.098),(30 30740.928),(31 31282.877),(32 31436.566),(33 31833.592),(34 32174.799),(35 31668.285),(36 31327.576),(37 32061.799),(38 32027.129),(39 31539.145),(40 30664.262),(41 30781.762),(42 30541.572),(43 29975.738),(44 30516.305),(45 30704.229),(46 30527.582),(47 30784.822),(48 30979.998),(49 31196.752),(50 31273.506),(51 31459.793),(52 31367.615),(53 30985.162),(54 31715.408),(55 32103.904),(56 32333.71),(57 32697.35),(58 33227.297),(59 33843.082),(60 34229.457),(61 34859.664),(62 34002.27),(63 34024.996),(64 33949.516),(65 34265.637),(66 35057.85),(67 33771.797),(68 33401.844),(69 32613.346),(70 32332.012),(71 31576.188),(72 33017.098),(73 33540.98),(74 34057.375),(75 34085.863),(76 33850.324),(77 34381.383),(78 33638.754),(79 34002.46),
(1 15328.293),(2 20908.498),(3 21494.58),(4 22195.605),(5 22787.303),(6 23258.627),(7 24824.873),(8 25592.41),(9 26469.104),(10 27801.213),(11 28819.94),(12 29897.055),(13 30213.451),(14 29571.982),(15 30349.74),(16 30399.094),(17 30006.691),(18 29696.244),(19 29410.871),(20 29189.58),(21 29110.943),(22 28958.984),(23 27519.639),(24 26934.244),(25 28056.041),(26 29082.047),(27 29293.979),(28 29876.996),(29 30055.24),(30 30291.227),(31 30695.139),(32 30892.533),(33 31063.36),(34 31414.066),(35 32163.803),(36 32506.313),(37 32695.996),(38 32057.344),(39 31530.895),(40 31244.682),(41 31043.91),(42 30515.201),(43 30205.928),(44 30268.873),(45 30643.848),(46 30509.889),(47 30845.184),(48 30822.482),(49 30965.285),(50 31355.959),(51 31373.973),(52 30887.715),(53 30887.922),(54 31820.563),(55 31904.088),(56 31995.418),(57 32953.664),(58 33062.906),(59 32198.389),(60 33258.363),(61 33919.984),(62 33916.39),(63 34121.188),(64 34065.832),(65 33581.363),(66 33595.984),(67 32725.582),(68 32437.168),(69 32722.266),(70 32518.652),(71 32423.723),(72 33805.535),(73 34177.027),(74 33976.21),(75 33720.66),(76 33830.77),(77 34225.957),(78 34157.543),(79 34487.074),
(1 15392.82),(2 21009.025),(3 21688.932),(4 21918.14),(5 22544.23),(6 23202.883),(7 24944.273),(8 25756.604),(9 26497.73),(10 27618.31),(11 28621.01),(12 29424.223),(13 29076.725),(14 28979.11),(15 29956.965),(16 29510.918),(17 29908.854),(18 28936.5),(19 28875.492),(20 28366.15),(21 28017.902),(22 27618.14),(23 27272.004),(24 27148.992),(25 27454.287),(26 27761.719),(27 28459.738),(28 29146.602),(29 29724.32),(30 29662.9),(31 29663.754),(32 30333.168),(33 31132.541),(34 31340.877),(35 31434.49),(36 31462.365),(37 31635.043),(38 30694.363),(39 30363.818),(40 30582.635),(41 31063.848),(42 30137.307),(43 30255.986),(44 29957.352),(45 29785.182),(46 30174.957),(47 30150.428),(48 30321.77),(49 30468.146),(50 31443.102),(51 31320.74),(52 30968.264),(53 30801.355),(54 30969.02),(55 31439.193),(56 31610.799),(57 32566.135),(58 32939.277),(59 32133.838),(60 32156.945),(61 32498.252),(62 33293.777),(63 33117.855),(64 32844.95),(65 32712.287),(66 32250.89),(67 32040.582),(68 31586.834),(69 31475.57),(70 31736.908),(71 32357.854),(72 33113.133),(73 33465.223),(74 34107.418),(75 33325.79),(76 33652.297),(77 33749.48),(78 33933.473),(79 34068.633),
(1 14866.234),(2 20508.455),(3 21102.81),(4 21255.945),(5 21953.707),(6 22503.057),(7 24087.084),(8 25002.688),(9 25351.645),(10 26052.8),(11 26908.12),(12 27630.195),(13 27562.809),(14 28034.71),(15 28274.098),(16 27458.37),(17 27093.78),(18 27016.7),(19 27552.232),(20 26726.738),(21 26089.53),(22 26090.865),(23 26493.512),(24 26139.852),(25 26575.266),(26 27163.246),(27 28017.506),(28 27950.13),(29 27885.758),(30 28415),(31 29583.639),(32 29742.799),(33 29348.97),(34 29731.875),(35 30487.764),(36 30069.625),(37 30597.838),(38 30133.963),(39 30114.592),(40 29428.453),(41 30071.086),(42 29568.7),(43 29738.738),(44 29575.982),(45 29507.025),(46 29891.926),(47 29921.04),(48 30167.385),(49 30333.38),(50 30547.357),(51 30547.576),(52 30457.336),(53 30386.205),(54 30471.162),(55 30876.926),(56 31185.143),(57 32204.67),(58 32431.768),(59 32110.168),(60 31378.754),(61 31942.04),(62 32597.67),(63 32127.852),(64 31839.148),(65 31638.547),(66 30735.338),(67 30351.021),(68 31161.299),(69 31528.613),(70 31477.488),(71 31169.686),(72 31334.842),(73 31329.217),(74 32079.408),(75 32086.441),(76 32664.217),(77 32692.588),(78 33151.035),(79 33087.79),
(1 14214.803),(2 18925.564),(3 19280.875),(4 19584.406),(5 20614.92),(6 21286.27),(7 22459.99),(8 23235.967),(9 23708.063),(10 24298.396),(11 24859.938),(12 25795.47),(13 25732.123),(14 25895.105),(15 25697.635),(16 25367.182),(17 25347.305),(18 24899.264),(19 24747.506),(20 24609.45),(21 24860.102),(22 24510.592),(23 23456.754),(24 23328.225),(25 23963.385),(26 24397.28),(27 24830.09),(28 25248.016),(29 25982.861),(30 25748.518),(31 26642.863),(32 27406.314),(33 27344.111),(34 26994.28),(35 27692.87),(36 27404.059),(37 27370.785),(38 26895.955),(39 26788.973),(40 26620.521),(41 27159.533),(42 27004.207),(43 26953.148),(44 26586.596),(45 26487.111),(46 27095.291),(47 27192.867),(48 27812.207),(49 27629.03),(50 28384.025),(51 28600.162),(52 28729.014),(53 28872.695),(54 28321.059),(55 28706.344),(56 28644.072),(57 29060.398),(58 29859.398),(59 29517.484),(60 28948.518),(61 28819.201),(62 29391.291),(63 29168.59),(64 28916.713),(65 28774.434),(66 28944.486),(67 28965.854),(68 28956.709),(69 28578.89),(70 28457.395),(71 28312.775),(72 28931.139),(73 29068.264),(74 29850.055),(75 29904.17),(76 30105.104),(77 30552.848),(78 30635.79),(79 30086.045),
(1 14182.866),(2 18521.99),(3 18899.775),(4 20045.564),(5 20817.584),(6 21283.125),(7 22355.93),(8 22958.47),(9 23234.695),(10 24359.783),(11 25199.797),(12 25557.135),(13 25553.828),(14 25567.8),(15 25753.227),(16 25493.348),(17 25955.248),(18 25137.26),(19 24881.164),(20 24694.75),(21 24563.346),(22 24740),(23 24006.5),(24 23728.25),(25 24197.486),(26 24579.768),(27 25321.773),(28 26045.004),(29 26037.393),(30 26012.875),(31 26928.664),(32 27213.246),(33 27342.988),(34 27261.996),(35 27698.104),(36 27378.037),(37 27568.566),(38 27666.977),(39 27912.246),(40 27358.566),(41 27797.066),(42 27985.965),(43 27572.336),(44 27365.201),(45 27525.07),(46 28336.36),(47 27907.135),(48 28473.834),(49 28760.05),(50 29555.996),(51 29786.768),(52 29581.3),(53 29375.545),(54 29197.703),(55 29428.523),(56 29280.611),(57 29654.018),(58 30158.69),(59 29797.135),(60 29469.879),(61 29082.354),(62 29195.223),(63 29702.191),(64 29995.541),(65 29763.643),(66 29838.324),(67 30021.95),(68 30002.787),(69 29401.26),(70 29782.584),(71 30141.225),(72 29542.365),(73 29355.32),(74 29573.658),(75 30246.723),(76 30294.523),(77 30722.375),(78 31294.379),(79 30600.137),
(1 14094.585),(2 19058.924),(3 19203.037),(4 19991.12),(5 20970.127),(6 21542.498),(7 22039.666),(8 22456.734),(9 24284.596),(10 25581.16),(11 25817.299),(12 25910.742),(13 26499.268),(14 26137.965),(15 26073.33),(16 25827.475),(17 25855.984),(18 24966.496),(19 25059.639),(20 25101.932),(21 24648.557),(22 24538.758),(23 23950.516),(24 23969.666),(25 24555.365),(26 24810.713),(27 25516.137),(28 25938.627),(29 26508.611),(30 25968.1),(31 26578.86),(32 27481.352),(33 27477.178),(34 27048.31),(35 27323.436),(36 27186.557),(37 27480.309),(38 26938.8),(39 26951.197),(40 26873.375),(41 26782.205),(42 26404.3),(43 26323.803),(44 26836.879),(45 27060.555),(46 27054.186),(47 27123.354),(48 27605.822),(49 27627.965),(50 27955.516),(51 28217.154),(52 28280.969),(53 28242.213),(54 28481.72),(55 28770.758),(56 28732.658),(57 28859.992),(58 29366.059),(59 29781.863),(60 29729.973),(61 29322.307),(62 28793.549),(63 29334.3),(64 29741.762),(65 29336.863),(66 29398.451),(67 29176.74),(68 29551.33),(69 28771),(70 28176.867),(71 28796.744),(72 28831.16),(73 29036.662),(74 29536.092),(75 29918.582),(76 30399.43),(77 31028.162),(78 31266.422),(79 30814.836),
(1 14002.724),(2 18386.4),(3 18862.668),(4 19587.273),(5 19807.156),(6 20066.842),(7 21224.504),(8 22292.625),(9 23549.824),(10 24609.771),(11 24435.73),(12 25133.758),(13 25353.54),(14 25010.998),(15 24903.783),(16 25258.438),(17 25372.295),(18 24549.514),(19 25193.299),(20 25545.781),(21 24801.857),(22 24387.639),(23 23757.807),(24 23874.975),(25 24673.42),(26 25119.72),(27 25608.125),(28 25824.924),(29 25906.664),(30 25707.299),(31 26000.219),(32 26633.855),(33 26678.729),(34 26458.129),(35 26795.754),(36 26444.658),(37 26487.875),(38 26332.705),(39 26454.295),(40 25803.299),(41 25608.719),(42 25760.758),(43 26340.162),(44 26161.69),(45 26431.873),(46 26408.367),(47 26507.793),(48 26706.963),(49 26991.73),(50 26821.799),(51 26575.477),(52 26766.24),(53 27323.281),(54 27137.273),(55 27350.564),(56 27763.479),(57 27778.771),(58 27715.701),(59 27922.945),(60 27740.754),(61 28027.555),(62 27848.928),(63 28060.137),(64 28143.957),(65 27708.111),(66 27532.625),(67 27820.37),(68 27386.328),(69 26762.664),(70 26792.201),(71 27460.627),(72 27714.361),(73 28189.842),(74 28535.982),(75 28601.633),(76 29058.377),(77 29405.402),(78 29351.377),(79 29388.281),
(1 13652.267),(2 17438.424),(3 17766.43),(4 18697.209),(5 19287.092),(6 19678.633),(7 20704.041),(8 21901.076),(9 23320.596),(10 24253.727),(11 24466.686),(12 25032.996),(13 25219.34),(14 25274.484),(15 25275.742),(16 25064.154),(17 25327.174),(18 24327.111),(19 24705.945),(20 24674.75),(21 24109.037),(22 24183.664),(23 23684.898),(24 24071.75),(25 24552.643),(26 25023.691),(27 25290.527),(28 25555.107),(29 25577.896),(30 25256.285),(31 25597.691),(32 26109.328),(33 26063.336),(34 25467.514),(35 25966.143),(36 25905.166),(37 25681.828),(38 24900.254),(39 24665.604),(40 24129.045),(41 24569.232),(42 24466.814),(43 24166.66),(44 24307.123),(45 24695.854),(46 24779.5),(47 24834.416),(48 24955.162),(49 25475.676),(50 25337.926),(51 25275.438),(52 25322.26),(53 25430.725),(54 25542.92),(55 26254.047),(56 26518.654),(57 26452.766),(58 26253.473),(59 26891.154),(60 26723.44),(61 26635.926),(62 26691.965),(63 26449.467),(64 26555.8),(65 26337.197),(66 26579.902),(67 26256.885),(68 26125.037),(69 26179.75),(70 26058.521),(71 25919.314),(72 26475.75),(73 26506.412),(74 26483.984),(75 26989.059),(76 27738.768),(77 27634.475),(78 27802.324),(79 28090.873),
(1 12935.096),(2 16928.563),(3 17599.469),(4 17301.021),(5 17988.066),(6 18539.56),(7 19581.941),(8 20574.96),(9 21993.855),(10 23172.66),(11 23461.738),(12 23764.443),(13 23860.523),(14 24553.262),(15 24578.184),(16 24421.674),(17 24373.666),(18 23378.252),(19 23940.297),(20 23734.986),(21 23408.328),(22 23492.58),(23 23296.756),(24 23118.432),(25 23600.057),(26 23897.012),(27 24252.246),(28 24591.656),(29 24739.133),(30 24592.11),(31 24960.98),(32 24834.813),(33 25009.111),(34 24834.61),(35 25084.79),(36 24777.207),(37 24418.428),(38 24162.367),(39 24315.205),(40 23938.893),(41 24012.8),(42 24033.47),(43 24204.336),(44 24900.807),(45 25133.465),(46 24939.066),(47 24963.467),(48 24826.963),(49 25446.598),(50 25746.697),(51 25471.166),(52 25101.604),(53 25140.709),(54 24999.889),(55 25296.838),(56 25879.363),(57 25869.19),(58 25832.164),(59 26298.248),(60 25983.156),(61 25287.441),(62 25401.258),(63 25441.746),(64 25179.754),(65 25535.434),(66 24979.293),(67 24731.629),(68 25081.068),(69 24580.219),(70 23697.1),(71 24047.902),(72 24568.852),(73 24750.07),(74 25042.86),(75 25545.08),(76 25727.3),(77 25736.738),(78 26019.57),(79 26461.318),
