1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88917.37),(2 272410.25),(3 573039.75),(4 932303),(5 1345503),(6 1771057),(7 2261737.3),(8 2797396.3),(9 3350852.8),(10 3933190.3),(11 4436184.5),(12 4948993),(13 5496287.5),(14 6073665.5),(15 6807194.5),(16 7613162.5),(17 8389167),(18 9181328),(19 9987395),(20 10792154),(21 11512547),(22 12303016),(23 12986232),(24 13768025),(25 14624884),(26 15607603),(27 16622495),(28 17740066),(29 18885926),(30 20039846),(31 21144438),(32 22265380),(33 23508274),(34 24779926),(35 26005510),(36 27143766),(37 28201130),(38 29108800),(39 30039370),(40 30970560),(41 31989530),(42 33100162),(43 34134276),(44 35286690),(45 36356572),(46 37342756),(47 38295636),(48 39220796),(49 40013456),(50 40691756),(51 41381330),(52 41937732),(53 42421844),(54 42878240),(55 43265028),(56 43575870),(57 43894576),(58 44195132),(59 44453880),(60 44923892),(61 45397376),(62 46035412),(63 46528404),(64 47071196),(65 47498484),(66 48017540),(67 48510050),(68 49148276),(69 49866260),(70 50545984),(71 51474892),(72 52455136),(73 53817492),(74 55200196),(75 56716428),(76 58305570),(77 60071892),(78 61823516),(79 63797332),
(1 20078.004),(2 48219.406),(3 68654.2),(4 83680.336),(5 93574.61),(6 101477.516),(7 108712.14),(8 114524.88),(9 119817.04),(10 125807.84),(11 128189.4),(12 131201.78),(13 132757.5),(14 135308.02),(15 136294.64),(16 136560.33),(17 136717.05),(18 137143.03),(19 139230.22),(20 140522.8),(21 141238.06),(22 140718.86),(23 140427.83),(24 141476.78),(25 142590.36),(26 139943.88),(27 138667.56),(28 137162.6),(29 136494.89),(30 135995.2),(31 136861.47),(32 137458.47),(33 138413.64),(34 138373.47),(35 138404.16),(36 137846.81),(37 138772.06),(38 139456.13),(39 141415.3),(40 140517.31),(41 140826.47),(42 140173.1),(43 138395.63),(44 136220.39),(45 134128.97),(46 133563.94),(47 134701.7),(48 136844.6),(49 138606.95),(50 140323.47),(51 140082),(52 140280.4),(53 140113.97),(54 141227.9),(55 140834.08),(56 139830.08),(57 139501.56),(58 139654.78),(59 138445.92),(60 139028.83),(61 139657.95),(62 141005.03),(63 142159.44),(64 144125.69),(65 144465.78),(66 146752.38),(67 147322.89),(68 147678.52),(69 148964.16),(70 150100.56),(71 150012.48),(72 149063.23),(73 149740.75),(74 148899.8),(75 149188.6),(76 149072.05),(77 149681.81),(78 150387.42),(79 151155.78),
(1 19399.566),(2 46881.883),(3 68134.836),(4 84125.33),(5 94205.31),(6 101429.336),(7 107482.19),(8 112546.234),(9 116203.07),(10 119724.94),(11 121585.86),(12 124284.92),(13 125834.055),(14 127620.48),(15 127331.914),(16 129159.63),(17 129266.16),(18 129129.57),(19 129193.13),(20 129158.07),(21 129602.766),(22 127574.56),(23 126123.914),(24 124973.26),(25 125161.08),(26 124220.62),(27 124675.945),(28 125288.98),(29 125492.41),(30 125484.74),(31 126220.07),(32 128035.484),(33 129909.12),(34 131307),(35 132713.8),(36 134099.06),(37 134240.28),(38 133961.34),(39 134709.19),(40 133766.73),(41 134678.6),(42 135459.47),(43 135745.45),(44 136205.66),(45 135917.27),(46 137290.7),(47 137959.9),(48 138695.94),(49 138768.7),(50 139136.48),(51 139595.63),(52 141525.84),(53 142070.56),(54 142659.97),(55 141281.84),(56 139610.52),(57 137444.56),(58 137858.9),(59 139521.22),(60 142312.1),(61 144091.14),(62 144206.27),(63 142913.27),(64 142029.94),(65 141098.6),(66 141070.6),(67 140521.7),(68 140971.11),(69 143368.61),(70 143415.1),(71 143040.75),(72 141619.08),(73 141374.27),(74 141016.72),(75 142799.45),(76 143288.23),(77 143496.84),(78 145130.77),(79 144363.11),
(1 19463.271),(2 46675.582),(3 65974.81),(4 79690.51),(5 88019.16),(6 93884.3),(7 99467.414),(8 104905.91),(9 109130.07),(10 113638.95),(11 116139.3),(12 119173.62),(13 120983.055),(14 123519.83),(15 123809.766),(16 125206.016),(17 126467.13),(18 128279.93),(19 130030.35),(20 130430.35),(21 131202.14),(22 130592.52),(23 129516.39),(24 128922.41),(25 129594.49),(26 128669.35),(27 128091.22),(28 125763.51),(29 124389.17),(30 126143.234),(31 128931.086),(32 131069.17),(33 133933.03),(34 135185.61),(35 136098.47),(36 136102.92),(37 135814.1),(38 134750.34),(39 135677.53),(40 135108.19),(41 136268.2),(42 135648.44),(43 134357.42),(44 134031.69),(45 132734.27),(46 133634.8),(47 133732.78),(48 132638.19),(49 131309.31),(50 131128.88),(51 131654.95),(52 133110.63),(53 133627.58),(54 134220.34),(55 134511.5),(56 135282.92),(57 135260.1),(58 136400.7),(59 137212.95),(60 137898.14),(61 137741.6),(62 137330.47),(63 136700.27),(64 137494.31),(65 136872.33),(66 138495.95),(67 139326.19),(68 139805.77),(69 140250.58),(70 139701.89),(71 139134.7),(72 138620.84),(73 138836.48),(74 138906.5),(75 139131.72),(76 139520.16),(77 140282.4),(78 141075.1),(79 140363.77),
(1 19324.111),(2 46650.9),(3 66476.21),(4 81046.99),(5 90052.65),(6 95823.93),(7 100164.305),(8 104140.7),(9 107942.17),(10 111769.54),(11 114881.52),(12 117764.7),(13 120198.13),(14 123062.7),(15 123215.18),(16 124731.164),(17 125607.195),(18 127082.17),(19 128234.58),(20 130517.945),(21 132878),(22 131722.97),(23 130466.89),(24 127882.7),(25 126157.32),(26 123538.53),(27 122979.914),(28 122327.06),(29 122403.23),(30 123268.33),(31 124576.23),(32 126462.56),(33 128080.734),(34 127336.17),(35 126838.22),(36 126028.32),(37 126181.234),(38 126029.06),(39 126998.63),(40 127478.36),(41 129728.33),(42 128269.38),(43 127668.24),(44 129144.75),(45 129152.29),(46 130121.61),(47 131781.3),(48 132076.4),(49 129301.23),(50 127687.45),(51 126883.5),(52 126985.984),(53 126897.11),(54 127513.64),(55 127981.8),(56 129612.055),(57 129805.266),(58 130803.84),(59 130470.414),(60 130724.46),(61 131946.9),(62 133539.34),(63 134608.52),(64 135311.61),(65 134341.73),(66 133894.08),(67 132435.83),(68 131123),(69 130630.016),(70 130417.28),(71 130431.125),(72 130515.44),(73 133070.03),(74 134513.05),(75 135458.08),(76 134926.03),(77 136051.05),(78 138086.13),(79 138418.33),
(1 18012.787),(2 43861.457),(3 62664.75),(4 76313.94),(5 83725.234),(6 89079.66),(7 93455.13),(8 98106.72),(9 102969.48),(10 107417.05),(11 109509.36),(12 110499.74),(13 111608.71),(14 113894.5),(15 114199.06),(16 116434.414),(17 118114.97),(18 119789.5),(19 121362.49),(20 120306.36),(21 120811.125),(22 120529.54),(23 120049.68),(24 117588.19),(25 116934.43),(26 115608.85),(27 114830.7),(28 114645.94),(29 115238),(30 116481.45),(31 117418.98),(32 118307.35),(33 118470.3),(34 118416.1),(35 118996.414),(36 119144.086),(37 119557.984),(38 119431.87),(39 119552.38),(40 120037.84),(41 123519.984),(42 124304.48),(43 124504.91),(44 124722.58),(45 123773.35),(46 123867.21),(47 123263.83),(48 123186.27),(49 122738.39),(50 123585.78),(51 124765.3),(52 126095.68),(53 124858.16),(54 124316.58),(55 123096.92),(56 123597.08),(57 123315.3),(58 124236.016),(59 124502.33),(60 124653.76),(61 124395.57),(62 124696.39),(63 124687.4),(64 125972.58),(65 125703.195),(66 126363.45),(67 126453.555),(68 125284.85),(69 124891.21),(70 124749.61),(71 125672.91),(72 125140.69),(73 126103.76),(74 126118.875),(75 126434.836),(76 125661.04),(77 125603.87),(78 127242.53),(79 129600.32),
(1 17957.389),(2 42562.637),(3 61190.5),(4 74344.12),(5 82131.07),(6 88709.21),(7 94832.55),(8 100930.48),(9 105869.75),(10 109374.69),(11 110681.33),(12 112736.836),(13 114028.34),(14 115563.445),(15 116072.34),(16 117787.03),(17 119400.805),(18 121321.56),(19 123479.29),(20 123359.836),(21 122826.67),(22 121719.63),(23 120434.33),(24 119279.734),(25 120110.555),(26 120209.88),(27 120311.9),(28 119241),(29 119793.92),(30 119595.11),(31 120917.15),(32 121525.33),(33 121758.07),(34 122529.05),(35 123376.61),(36 122974.91),(37 123858.79),(38 123940.16),(39 124295.88),(40 123949.66),(41 125122.62),(42 125006.51),(43 125742.77),(44 126692.836),(45 125762.9),(46 125251.66),(47 124209.195),(48 124110.72),(49 123354.19),(50 123620.11),(51 125339.66),(52 127000.88),(53 126199.164),(54 126082.23),(55 125656.28),(56 125487.67),(57 125409.66),(58 126591.64),(59 126808),(60 128104.08),(61 127900.34),(62 127039.555),(63 126018.79),(64 125759.016),(65 125543.46),(66 127397.97),(67 127216.54),(68 127505.52),(69 127722.914),(70 126716.87),(71 127388.46),(72 127390.88),(73 127038.46),(74 125808.13),(75 126710.79),(76 127901.94),(77 129277.555),(78 130944.3),(79 131283.83),
(1 17207.598),(2 40763.137),(3 57481.25),(4 69851.01),(5 77708.38),(6 84089.34),(7 88963.74),(8 93602.09),(9 97368.89),(10 101396.96),(11 104255.36),(12 107392.375),(13 108764.5),(14 109502.11),(15 108428.16),(16 109832.85),(17 110981.805),(18 112408.9),(19 113863.1),(20 114315.125),(21 114081.44),(22 113197.42),(23 113238.9),(24 112742.586),(25 112743.26),(26 112750.09),(27 113289.65),(28 112303.375),(29 113151.945),(30 113153.266),(31 112641.2),(32 112554.85),(33 113453.14),(34 112911.375),(35 112742.25),(36 111697.49),(37 111726.17),(38 112083.23),(39 113453.516),(40 114407.23),(41 116849.11),(42 117846.46),(43 118046.33),(44 119394.234),(45 119059.4),(46 119723.15),(47 119360),(48 120140.836),(49 120082.9),(50 120387.555),(51 120315.42),(52 121239.086),(53 120156.13),(54 119749.82),(55 119321.305),(56 119133.86),(57 117739.984),(58 117451.58),(59 117219.26),(60 118152.25),(61 118081.15),(62 118964.99),(63 118969.87),(64 120657.516),(65 120002.21),(66 121892.46),(67 123028.68),(68 124180.195),(69 124638.47),(70 125048.51),(71 125234.26),(72 123393.54),(73 122916.99),(74 121154.82),(75 121754),(76 123513.984),(77 124637.336),(78 126994.72),(79 128202.39),
(1 17484.256),(2 41727.516),(3 60305.793),(4 73698.3),(5 81542.47),(6 88083.734),(7 93847.45),(8 97648.16),(9 102183.664),(10 106854.27),(11 109223.3),(12 111573.7),(13 111346.64),(14 112362.04),(15 112910.54),(16 115170.58),(17 115889.83),(18 117143.01),(19 117719.51),(20 117565.41),(21 119273.15),(22 119455.29),(23 119950.35),(24 119522.414),(25 118822.92),(26 117695.99),(27 117671.414),(28 116656.125),(29 116000.52),(30 115623.59),(31 115353.43),(32 114111.234),(33 113787.23),(34 113756.36),(35 113630.805),(36 113652.52),(37 114947.51),(38 115565.02),(39 116049.36),(40 115746.2),(41 116833.95),(42 117441.34),(43 118284.45),(44 119849.65),(45 120158.87),(46 120636.3),(47 120755.56),(48 121474.52),(49 121149.06),(50 121640.734),(51 121380.52),(52 121079.27),(53 120821.11),(54 120250.04),(55 119188.71),(56 119099.25),(57 118602.31),(58 119470.37),(59 119912.836),(60 120464),(61 119783.42),(62 119203.234),(63 118676.84),(64 120284.14),(65 120449.65),(66 123060.87),(67 123483.69),(68 123486.016),(69 123822.82),(70 123978.03),(71 124801.05),(72 124210.58),(73 123995.46),(74 123890.91),(75 124662.21),(76 125093.12),(77 126562.3),(78 128602.5),(79 129480.66),
(1 17357.342),(2 41074.23),(3 59254.62),(4 71952.75),(5 79122.734),(6 84906.836),(7 90780.086),(8 96042.13),(9 100038.016),(10 103358.52),(11 104789.21),(12 106670.09),(13 106582.445),(14 106731.78),(15 106464.69),(16 108508.664),(17 110344.09),(18 112426.64),(19 114028.76),(20 113838.875),(21 114057.56),(22 114099.32),(23 114376.69),(24 112905.82),(25 111498.99),(26 110791.125),(27 111539.64),(28 111675.336),(29 111832.14),(30 110943.01),(31 110955.984),(32 110601.76),(33 109871.62),(34 109839.72),(35 112638.27),(36 114707.086),(37 115780.266),(38 115506.86),(39 115918.84),(40 113458.83),(41 113434.086),(42 113956.45),(43 114578.734),(44 115446.34),(45 115910.81),(46 116604.69),(47 116409.586),(48 116314.07),(49 116790.88),(50 117779.445),(51 117371.85),(52 117405.86),(53 116915.38),(54 117710.484),(55 117925.93),(56 118401.28),(57 117389.28),(58 117953.875),(59 118093.766),(60 118474.305),(61 118889.01),(62 118803.64),(63 119072.65),(64 121000.664),(65 121363.68),(66 123229.57),(67 122978.87),(68 121804.47),(69 121627.49),(70 121512.59),(71 122703.64),(72 122298.74),(73 124302.81),(74 124561.13),(75 124878.25),(76 124160.14),(77 124425.266),(78 125205.914),(79 125959.586),
(1 16499.377),(2 38558.684),(3 54691.996),(4 65660.14),(5 71632.15),(6 77552.586),(7 82766.94),(8 88197.11),(9 93825.19),(10 97374.47),(11 99158.98),(12 101298.24),(13 101580.41),(14 102772.41),(15 103039.195),(16 104804.14),(17 106840.4),(18 109480.305),(19 110861.9),(20 111308.875),(21 110858.85),(22 109529.43),(23 109543.88),(24 108903.33),(25 108681.49),(26 108402.164),(27 108964.336),(28 108899.46),(29 109456.44),(30 108509.56),(31 107086.77),(32 105126.89),(33 105073.74),(34 106177.625),(35 107731.91),(36 107805.22),(37 107951.66),(38 108018.234),(39 109304.48),(40 108984.37),(41 110836.04),(42 111418.234),(43 111192.805),(44 110657.75),(45 107673.47),(46 106468.67),(47 105949.99),(48 106477.29),(49 106799.63),(50 107305.83),(51 107838.805),(52 109870.1),(53 111245.88),(54 112495.93),(55 111951.086),(56 111626.73),(57 110276.9),(58 109425.28),(59 109273.82),(60 110172.555),(61 111460.81),(62 112001.47),(63 112471.164),(64 114086.4),(65 114262.43),(66 116909),(67 116866.11),(68 115988.55),(69 115370.8),(70 114442.87),(71 115531.414),(72 115445.086),(73 116027.69),(74 116390.73),(75 118001.89),(76 119217.37),(77 120067.37),(78 119625.414),(79 118916.414),
(1 16208.966),(2 38162.934),(3 54582.8),(4 66354.984),(5 73214.35),(6 79172.64),(7 84308),(8 89011.945),(9 93247.66),(10 96072.6),(11 96871.45),(12 98096.125),(13 98659.5),(14 100041.03),(15 99830.19),(16 100959.62),(17 101262.48),(18 101983.05),(19 103223.22),(20 103627.08),(21 104149.414),(22 102849.414),(23 102363.55),(24 101979.23),(25 102026.56),(26 101282.4),(27 102210.03),(28 101373.52),(29 102281.83),(30 103814.45),(31 104956.98),(32 104939.836),(33 104109.21),(34 103199.625),(35 103562),(36 103564.695),(37 104106.64),(38 103578.13),(39 104241.664),(40 103584.02),(41 105110.9),(42 105049.52),(43 105221.48),(44 106199.41),(45 107041.19),(46 107044.1),(47 106822.86),(48 106661.04),(49 106003.914),(50 106172.52),(51 106865.39),(52 108939.4),(53 109253.23),(54 110430.74),(55 111983.68),(56 113382.81),(57 112740.61),(58 112798.53),(59 113162.93),(60 114579.54),(61 115512.66),(62 116385.74),(63 116441.01),(64 116837.6),(65 116386.02),(66 118290.46),(67 117735.555),(68 116767.34),(69 114963.93),(70 113455.37),(71 113843.59),(72 113521.59),(73 113205.71),(74 112884.586),(75 113408.6),(76 113561),(77 113707.49),(78 114608.81),(79 114468.53),
(1 15801.945),(2 36806.91),(3 52967.176),(4 63955.62),(5 70790.22),(6 76060.58),(7 79887.586),(8 85139.81),(9 89246.42),(10 91891.66),(11 93917.234),(12 96023.766),(13 95984.016),(14 97177.875),(15 96718.33),(16 96172.29),(17 95343.06),(18 95651.414),(19 96399.32),(20 96087.25),(21 95965.43),(22 96072.66),(23 96849.79),(24 96200.234),(25 96812.6),(26 96620.34),(27 96565.39),(28 96127.06),(29 96508.87),(30 96786.69),(31 96210.05),(32 95692.24),(33 95604.516),(34 94859.68),(35 96159.5),(36 96914.23),(37 97971.836),(38 98497.79),(39 99550),(40 98240.06),(41 98514.51),(42 98034.25),(43 97991.34),(44 98385.95),(45 98245.164),(46 99126.414),(47 98745.73),(48 98744.97),(49 98040.49),(50 98849.07),(51 98262.5),(52 98759.766),(53 99651.23),(54 101389.305),(55 102145.76),(56 103917.92),(57 105118.61),(58 106106.945),(59 105758.555),(60 105217.48),(61 105227.766),(62 105576.83),(63 105876.61),(64 107209.24),(65 107439.664),(66 108545.98),(67 107382.35),(68 106200.99),(69 105404.4),(70 104565.65),(71 104540.72),(72 105152.27),(73 106522.47),(74 106811.34),(75 107695.82),(76 108084.055),(77 108146.53),(78 108208.41),(79 107334.32),
(1 15345.57),(2 35115.18),(3 49657.484),(4 59819.754),(5 65500.89),(6 70796.49),(7 75342.09),(8 80266.305),(9 84863.55),(10 88515.42),(11 91527.836),(12 93073.78),(13 93879.53),(14 94596.305),(15 93913.414),(16 93545.266),(17 93114.68),(18 93750.414),(19 94228.09),(20 93325.63),(21 92765.98),(22 92890.75),(23 93917.02),(24 94451.57),(25 95103.5),(26 94115.375),(27 93134.66),(28 92125.266),(29 91226.38),(30 89726.82),(31 88143.84),(32 85914.26),(33 86566),(34 88159.78),(35 90371.336),(36 91425.11),(37 92293.73),(38 92191.22),(39 93325.7),(40 94145.8),(41 95572.65),(42 94789.66),(43 94227.28),(44 94536.35),(45 94214.63),(46 94477.71),(47 94688.28),(48 95828.97),(49 96269.57),(50 97379.39),(51 97833.87),(52 98481.03),(53 98862.66),(54 100017),(55 100437.73),(56 100993.75),(57 100338.695),(58 99890.21),(59 98942.47),(60 97777.06),(61 96471.484),(62 97206.93),(63 97394.195),(64 99108.16),(65 99017.67),(66 99786.56),(67 99326.25),(68 99708.73),(69 99890.72),(70 98713.64),(71 98959.35),(72 99004.586),(73 99575.98),(74 100424.664),(75 101977.4),(76 102086.97),(77 101579.766),(78 101765.766),(79 100144.47),
(1 15363.056),(2 35402.6),(3 49300.59),(4 58934.066),(5 64454.777),(6 69978.195),(7 73905.66),(8 77775.164),(9 81671.055),(10 85217.73),(11 87063.56),(12 88364.14),(13 88927.9),(14 89804.06),(15 89713.06),(16 90718.26),(17 90405.57),(18 90539.88),(19 90662.195),(20 89916.586),(21 89361.805),(22 88528.086),(23 88385.92),(24 87791.58),(25 88339.3),(26 87049.96),(27 86597.35),(28 85809.805),(29 86253.9),(30 86022.47),(31 85235.88),(32 83505.96),(33 82972.836),(34 83105.31),(35 85132.914),(36 86880.46),(37 88342.2),(38 88905.2),(39 89891.805),(40 89747.164),(41 90932.83),(42 91194.42),(43 91542.37),(44 91571.164),(45 90806.32),(46 91406.67),(47 92256.555),(48 93226.195),(49 93502.41),(50 94385.83),(51 95166.02),(52 96051.305),(53 95994.8),(54 97128.88),(55 96864.86),(56 96029.84),(57 94364.18),(58 93934.99),(59 93531.88),(60 93299.36),(61 92629.11),(62 93613.42),(63 94476.55),(64 96676.58),(65 96169.19),(66 97199.61),(67 97115.336),(68 97355.94),(69 97911.75),(70 97519.016),(71 98158.98),(72 98206.375),(73 98368.664),(74 97817.62),(75 98469.83),(76 99061.46),(77 99022.86),(78 98153.65),(79 97223.125),
(1 14939.478),(2 34117.547),(3 46873.113),(4 56128.72),(5 61856.04),(6 68135.555),(7 73160.92),(8 78205.1),(9 83034.79),(10 86508.24),(11 88226.82),(12 89810.82),(13 90771.15),(14 92453.375),(15 92255.734),(16 93376.82),(17 92956.28),(18 92968.08),(19 93632.38),(20 93164.73),(21 93397.32),(22 93239.84),(23 93054.95),(24 92606.1),(25 92679.13),(26 92209.5),(27 92350.87),(28 91677.08),(29 91175.555),(30 90243.04),(31 90058.77),(32 88849.65),(33 87635.33),(34 87678.086),(35 88861.89),(36 88738.26),(37 89995.82),(38 90381.414),(39 90869.66),(40 90087.76),(41 90867.52),(42 90397.97),(43 90523.766),(44 91198.27),(45 90350.39),(46 90905.63),(47 90613.68),(48 90574.836),(49 90355.36),(50 91447.21),(51 91163.195),(52 91456.59),(53 91125.016),(54 91286.43),(55 91375.305),(56 92553.055),(57 93222.836),(58 93384.875),(59 91953.9),(60 91671.445),(61 91562.09),(62 92253.484),(63 92467.25),(64 93767.93),(65 93932.17),(66 96103.9),(67 95860.91),(68 95904.91),(69 96703.266),(70 96146.27),(71 96604.39),(72 96537.914),(73 97406.984),(74 98904.8),(75 100538.48),(76 101253.03),(77 101711.01),(78 101650.63),(79 99959.96),
(1 15249.279),(2 34679.906),(3 48251.945),(4 57653.555),(5 63848.516),(6 70414.914),(7 75648.17),(8 80081.34),(9 83802.664),(10 87003.42),(11 89740.54),(12 92782.52),(13 94048.27),(14 95159.945),(15 95194.72),(16 95950.2),(17 94881.58),(18 93525.305),(19 93142.52),(20 92691.9),(21 93077.01),(22 92497.36),(23 92499.53),(24 91678.72),(25 91634.19),(26 90557.18),(27 90541.09),(28 89306.24),(29 88830.19),(30 87853.05),(31 88046.89),(32 86880.26),(33 85838.125),(34 85621.24),(35 86346.2),(36 87561.055),(37 88981.81),(38 89587.9),(39 91012.39),(40 90648.45),(41 91779.58),(42 90970.03),(43 90237.07),(44 90956.54),(45 91682.36),(46 91899.1),(47 91555.42),(48 91569.266),(49 91551.98),(50 92246.91),(51 91567.1),(52 91742.58),(53 91119.1),(54 91386.234),(55 91621.71),(56 92408.41),(57 91175.14),(58 90558.14),(59 89695.99),(60 90009.75),(61 90430.984),(62 91747.32),(63 91516.13),(64 91875.11),(65 90578.5),(66 91531.98),(67 91124.6),(68 91289.38),(69 91324.7),(70 91281.516),(71 92003.05),(72 92353.64),(73 93205.27),(74 94159.68),(75 95175.93),(76 95103.266),(77 94256.85),(78 94235.98),(79 93354.625),
(1 14674.569),(2 33308.49),(3 46123.72),(4 55454.813),(5 61504.457),(6 66846.25),(7 70900.25),(8 75116.34),(9 78258.88),(10 80942.6),(11 83068.484),(12 85767.52),(13 87189.63),(14 88202.53),(15 88866.65),(16 90517.195),(17 89943.984),(18 89745.984),(19 89633.016),(20 89930.67),(21 90490.15),(22 89902.78),(23 89062.73),(24 88090.12),(25 88830.69),(26 87904.586),(27 87416.73),(28 86888.68),(29 86683.195),(30 86442.49),(31 85652.234),(32 84281.984),(33 84556.35),(34 84287.71),(35 84698.375),(36 85482),(37 86696.54),(38 87474.73),(39 88781.555),(40 88157.23),(41 88094.414),(42 86785.266),(43 86046.85),(44 86016.984),(45 85993.305),(46 86660.2),(47 86256),(48 86762.09),(49 86870.46),(50 87684.86),(51 87523.195),(52 87751.31),(53 86388.23),(54 85232.37),(55 84849.06),(56 84568.766),(57 83273.266),(58 82963.29),(59 83055.484),(60 83628.04),(61 83609.27),(62 84803.6),(63 85093.805),(64 85895.19),(65 85303.48),(66 86935.02),(67 87947.73),(68 88266.44),(69 88871.836),(70 88445.37),(71 89410.85),(72 90207.24),(73 91936.195),(74 92525.41),(75 93412.51),(76 94477.94),(77 94844.21),(78 96075.06),(79 96283.33),
(1 14644.623),(2 32596.18),(3 44884.676),(4 53396.336),(5 58656.496),(6 64367.12),(7 68645.6),(8 72614.53),(9 75504.99),(10 78724.914),(11 82012.34),(12 84586.04),(13 86458.2),(14 88548.6),(15 88066.445),(16 88723.56),(17 88961.72),(18 89620.4),(19 90216.31),(20 89601.61),(21 88585.29),(22 86976.27),(23 86677.016),(24 85733.42),(25 84646.91),(26 84321.71),(27 85311.23),(28 84460.25),(29 83718.34),(30 83478.17),(31 83928.516),(32 83144.92),(33 83094.25),(34 83572.18),(35 84035.414),(36 84520.19),(37 85068.28),(38 85213.16),(39 86694.93),(40 85747.52),(41 86118.49),(42 85705.82),(43 85671.6),(44 85955.24),(45 86528.13),(46 87442.8),(47 88455.1),(48 89691.7),(49 90136.62),(50 90452.84),(51 90472.47),(52 90896.82),(53 89771.68),(54 89374.984),(55 88710.38),(56 88695.37),(57 87861.69),(58 88850.914),(59 89099.85),(60 89788.37),(61 89470.445),(62 89288.445),(63 88356.555),(64 88678.695),(65 88666.83),(66 90384.06),(67 90814.48),(68 90933.68),(69 91412.83),(70 91445.62),(71 92264.09),(72 92975.65),(73 93683.35),(74 94101.11),(75 95017.29),(76 94818.14),(77 94609.516),(78 95056.445),(79 93933.24),
