1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1393605.9),(2 1511814.5),(3 374112.28),(4 1934726),(5 2210208),(6 1107958.5),(7 2812540.8),(8 3231832),(9 2063724),(10 3755719.3),(11 4322217.5),(12 3107745.8),(13 4768803.5),(14 5325405.5),(15 4037895.3),(16 5593736.5),(17 6322344),(18 5264838),(19 6824072),(20 7758256),(21 6994921.5),(22 8657192),(23 10044674),(24 9402572),(25 11056055),(26 12466557),(27 11812187),(28 13448600),(29 14852400),(30 14135221),(31 15787048),(32 17272550),(33 16410209),(34 18078062),(35 19549968),(36 18627886),(37 20227220),(38 22057984),(39 20803870),(40 22137742),(41 23674288),(42 22240904),(43 23325650),(44 24671824),(45 22956626),(46 23857494),(47 25377240),(48 23876688),(49 24886342),(50 26740742),(51 25330880),(52 26570606),(53 29195610),(54 27650138),(55 28974448),(56 31460040),(57 30147426),(58 31519702),(59 34131100),(60 32852342),(61 34377524),(62 37241180),(63 35894316),(64 37361044),(65 40287756),(66 39118068),(67 40523108),(68 43933740),(69 42438268),(70 43462412),(71 46508332),(72 44987236),(73 45815904),(74 48199092),(75 46207460),(76 46429732),(77 48845172),(78 46890990),(79 46919148),
(1 17755.395),(2 33831.65),(3 36158.99),(4 37754.496),(5 39349.258),(6 40246.69),(7 40291.016),(8 40289.215),(9 40673.28),(10 40750.38),(11 39814.6),(12 41442.992),(13 40980.31),(14 39553.246),(15 40585.266),(16 40357.32),(17 40162.59),(18 41646.49),(19 41064.766),(20 40627.62),(21 41318.5),(22 40273.195),(23 41498.69),(24 42914.04),(25 41867.56),(26 42880.59),(27 43949.285),(28 43732.703),(29 43875.273),(30 43901.875),(31 44793.086),(32 46111.258),(33 44745.617),(34 44429.06),(35 46020.598),(36 47649.242),(37 48563.41),(38 47845.68),(39 47136.734),(40 47530.96),(41 47887.746),(42 48833.77),(43 49091.313),(44 48669),(45 49293.77),(46 50167.066),(47 48453.867),(48 47488.51),(49 46576.863),(50 46838.46),(51 46424.01),(52 46019.54),(53 45711.21),(54 45691.207),(55 45178.246),(56 45410.773),(57 45496.016),(58 44952.86),(59 44921.176),(60 44914.973),(61 46732.188),(62 46515.41),(63 46683.984),(64 47764.836),(65 48619.957),(66 47752.84),(67 47288.152),(68 47081.215),(69 46895.34),(70 47128.11),(71 46868.477),(72 47556.383),(73 49044.207),(74 49394.273),(75 49221.09),(76 49757.027),(77 49822.402),(78 48839.766),(79 48627.45),
(1 18052.34),(2 33970.01),(3 36239.203),(4 38219.863),(5 38832.234),(6 40207.477),(7 41588.9),(8 41343.633),(9 40908.086),(10 40782.906),(11 40564.72),(12 42122.098),(13 42476.574),(14 40463.324),(15 40328.637),(16 40429.3),(17 40655.145),(18 42160.863),(19 41410.438),(20 40864.36),(21 41357.254),(22 40310.406),(23 41384.977),(24 42453.785),(25 41442.977),(26 41855.746),(27 42050.418),(28 42564.004),(29 44011.375),(30 44241.58),(31 46221.918),(32 47277.027),(33 46382.33),(34 46227.49),(35 47107.113),(36 47711.11),(37 47775.953),(38 46516.496),(39 46250.8),(40 46588.832),(41 46537.676),(42 46447.383),(43 46682.168),(44 47534.38),(45 48858.195),(46 49815.37),(47 48695.51),(48 47096.594),(49 45688.773),(50 46386.926),(51 47189.664),(52 46482.547),(53 46360.957),(54 45720.715),(55 45751.297),(56 46264.813),(57 45211.504),(58 44711.754),(59 45189.508),(60 45987.11),(61 46571.48),(62 47375.438),(63 47647.734),(64 48243.945),(65 48180.313),(66 46268.723),(67 46234.33),(68 47103.645),(69 45928.758),(70 45963.707),(71 46410.03),(72 46854.582),(73 48514.926),(74 48926.04),(75 49649.566),(76 49371.285),(77 48660.082),(78 49990.117),(79 50140.848),
(1 16574.959),(2 30957.295),(3 32640.854),(4 34428.195),(5 36072.83),(6 36517.32),(7 36777.49),(8 36806.48),(9 36554.19),(10 35983.742),(11 37009.105),(12 38463.12),(13 37800.934),(14 37284.613),(15 37555.5),(16 37065.504),(17 37455.54),(18 37921.25),(19 36817.613),(20 37509.01),(21 37786.54),(22 37041.473),(23 39095.836),(24 38743.105),(25 38167.918),(26 39141.703),(27 39798.613),(28 39263.324),(29 39626.36),(30 39703.01),(31 41534.582),(32 41754.727),(33 41183.215),(34 41679.688),(35 42106.44),(36 41973.633),(37 41204.383),(38 41057.855),(39 42763.395),(40 43623.715),(41 43827.457),(42 44054.902),(43 44612.57),(44 44325.605),(45 44344.156),(46 44455.152),(47 44285.785),(48 43465.293),(49 42801.957),(50 41971.996),(51 42196.773),(52 42577.465),(53 41984.688),(54 41120.676),(55 41786.813),(56 42721.48),(57 42712.65),(58 41520.387),(59 41646.047),(60 41714.75),(61 41974.246),(62 41874.79),(63 42820.83),(64 43011.83),(65 42711.7),(66 41802.117),(67 41532.824),(68 41881.758),(69 41515.984),(70 41976.027),(71 42888.094),(72 42997.324),(73 43137.992),(74 44522.89),(75 45797.88),(76 45866.082),(77 45762.477),(78 45884.066),(79 45279.89),
(1 16593.861),(2 30600),(3 32157.85),(4 34973.715),(5 36726.73),(6 36628.06),(7 37061.418),(8 36376.688),(9 36198.473),(10 36256.83),(11 36507.53),(12 37512.887),(13 36623.133),(14 36669.7),(15 37997.96),(16 37341.98),(17 37719.715),(18 38937.043),(19 38035.484),(20 38619.605),(21 38156.977),(22 37478.953),(23 39461.645),(24 39694.637),(25 40443.703),(26 40505.168),(27 39804.34),(28 40565.152),(29 41552.254),(30 41539.098),(31 42345.004),(32 42270.55),(33 41362.555),(34 42511.27),(35 42725.793),(36 42840.83),(37 42064.47),(38 42646.746),(39 43173.4),(40 43748.766),(41 44151.996),(42 43993.363),(43 44524.703),(44 45221.12),(45 44470.113),(46 43569.223),(47 43246.504),(48 42297.383),(49 42398.594),(50 41578.94),(51 41569.926),(52 41610.887),(53 40977.02),(54 40572.063),(55 41091.48),(56 41542.14),(57 42352.598),(58 42035.37),(59 42254.8),(60 41749.855),(61 41325.246),(62 41206.45),(63 42194.12),(64 42187.355),(65 41828.855),(66 42054.71),(67 41447.652),(68 42099.387),(69 41965.277),(70 41902.52),(71 42945.42),(72 43576.19),(73 43869.934),(74 44950.176),(75 45511.176),(76 44500.863),(77 44468.863),(78 44472.113),(79 44413.14),
(1 15832.116),(2 28461.99),(3 29991.746),(4 32365.508),(5 33305.145),(6 33587.48),(7 34661.145),(8 34063.72),(9 33652.31),(10 33486.184),(11 34559.273),(12 35489.332),(13 34950.133),(14 35012.81),(15 35548.742),(16 34461.813),(17 35417.195),(18 35898.074),(19 34870.85),(20 35858.863),(21 35983.055),(22 36291.313),(23 37839.16),(24 37495.816),(25 37494.656),(26 38332.06),(27 38516.617),(28 38967.61),(29 39183.453),(30 38490.086),(31 38189.78),(32 37716.508),(33 37323.043),(34 38263.13),(35 38814.57),(36 39157.9),(37 39246.348),(38 40217.637),(39 40998.8),(40 40694.453),(41 40849.816),(42 40758.01),(43 41932.535),(44 42159),(45 41399.227),(46 40428.85),(47 39663.52),(48 39482.926),(49 39736.477),(50 39846.066),(51 39808.79),(52 39459.76),(53 39737.047),(54 39276.41),(55 38852.363),(56 38963.61),(57 39755.906),(58 39925.55),(59 40109.402),(60 40723.81),(61 41327.258),(62 41676.598),(63 42244.7),(64 42366.18),(65 41766.016),(66 41102.33),(67 40818.164),(68 41838.223),(69 41870.39),(70 41778),(71 42623.953),(72 42639.535),(73 44046.414),(74 43710.832),(75 42989.18),(76 43062.566),(77 42701.58),(78 41970.797),(79 42482.78),
(1 15310.345),(2 27359.79),(3 29229.813),(4 31681.734),(5 32438.043),(6 32473.469),(7 32999.813),(8 33932.19),(9 33412.33),(10 32702.434),(11 33899.527),(12 34896.91),(13 34518.62),(14 34497.57),(15 34969.926),(16 34628.73),(17 35452.3),(18 35791.5),(19 35001.547),(20 35817.523),(21 35915.69),(22 35767.387),(23 36256.844),(24 36373.453),(25 36687.098),(26 36948.18),(27 38240.926),(28 39117.75),(29 39052.867),(30 38891.55),(31 38598.477),(32 38609.113),(33 38859.156),(34 39046.895),(35 39633.69),(36 39518.375),(37 38974.03),(38 40520.098),(39 40317.99),(40 40400.36),(41 40775.01),(42 40543.633),(43 40839.156),(44 40995.44),(45 40645.85),(46 39869.59),(47 38830.99),(48 38797.09),(49 38544.156),(50 38311.14),(51 38729.598),(52 39308.43),(53 40743.496),(54 40175.51),(55 39085.004),(56 38690.688),(57 38751.797),(58 38766.98),(59 38825.313),(60 39829.74),(61 39258.977),(62 39487.438),(63 39835.633),(64 39539.625),(65 39366.336),(66 38660.496),(67 37843.02),(68 38108.742),(69 39027.02),(70 40118.84),(71 40966.93),(72 41454.17),(73 42146.563),(74 41415.48),(75 41070.156),(76 41239.176),(77 40060.35),(78 41029.684),(79 41799.547),
(1 15361.084),(2 27607.344),(3 29841.467),(4 32127.35),(5 32794.613),(6 33274.457),(7 33204.973),(8 31629.168),(9 32012.818),(10 32351.436),(11 33553.465),(12 34155.88),(13 33089.72),(14 33334.96),(15 34373.906),(16 34158.395),(17 35621.27),(18 35342.426),(19 34158.438),(20 34987.75),(21 34396.855),(22 34633.066),(23 35013.938),(24 34106.46),(25 34892.57),(26 34575.246),(27 35446.902),(28 36489.79),(29 36267.887),(30 37049.258),(31 37732.098),(32 37836.54),(33 36936.133),(34 36764.06),(35 37639.03),(36 37143.29),(37 37446.68),(38 39231.066),(39 38918.27),(40 39294.33),(41 38332.32),(42 38726.57),(43 39673.45),(44 39194.168),(45 38656.516),(46 38557.883),(47 38815.203),(48 38945.395),(49 37588.73),(50 37506.875),(51 37841.324),(52 38255.656),(53 38247.246),(54 38006.387),(55 37490.95),(56 37499.098),(57 37246.023),(58 36262.195),(59 36442.203),(60 37201.02),(61 37141.086),(62 37281.914),(63 37608.54),(64 37225.297),(65 37321.918),(66 36753.65),(67 36859.902),(68 37624.76),(69 38107.805),(70 38250.617),(71 38189.133),(72 38326.055),(73 39011.277),(74 39131.664),(75 39405.906),(76 39820.22),(77 39808.016),(78 40206.883),(79 40348.652),
(1 15153.488),(2 26745.438),(3 27563.91),(4 29586.936),(5 30518.703),(6 30790.744),(7 30813.742),(8 30228.39),(9 29868.932),(10 29860.027),(11 31112.03),(12 32381.83),(13 31378.715),(14 31636.44),(15 31791.543),(16 31771.14),(17 33080.79),(18 32237.215),(19 32117.05),(20 33126.44),(21 32374.275),(22 32880.105),(23 33862.074),(24 33272.645),(25 33257.88),(26 32486.44),(27 33436.844),(28 34276.234),(29 34245.207),(30 34483.445),(31 34739.7),(32 35451.027),(33 35845.91),(34 35642.32),(35 35016.453),(36 34864.62),(37 35760.273),(38 37257.016),(39 36693.94),(40 36898.496),(41 37165.953),(42 37410.035),(43 38007.42),(44 37564.68),(45 36814.313),(46 37148.16),(47 36860.168),(48 36263.64),(49 35800.2),(50 36484.395),(51 36650.594),(52 36861.09),(53 36819.234),(54 36115.18),(55 36028.344),(56 36502.29),(57 36075.15),(58 35710.73),(59 36114.227),(60 36947.977),(61 37017.42),(62 36496.117),(63 36310.758),(64 36567.08),(65 36134.414),(66 35827.883),(67 36319.543),(68 36526.39),(69 37449.313),(70 37225.832),(71 37270.496),(72 37758.8),(73 37941.547),(74 38423.313),(75 38282.453),(76 38828.754),(77 39185.93),(78 38608.477),(79 38819.805),
(1 14403.463),(2 25035.14),(3 26535.129),(4 28520.475),(5 29130.498),(6 29549.975),(7 29517.006),(8 28735.605),(9 28936.92),(10 29730.117),(11 30193.412),(12 30937.256),(13 30760.361),(14 30848.098),(15 31118.293),(16 30669.678),(17 31486.76),(18 31448.875),(19 31529.45),(20 32043.656),(21 31156.59),(22 31973.672),(23 32930.02),(24 32172.014),(25 32564.264),(26 32464.338),(27 33186.16),(28 33862.4),(29 34243.367),(30 34205.484),(31 34297.19),(32 35415.98),(33 35720.52),(34 35759.902),(35 35652.094),(36 35306.8),(37 35821.117),(38 35910.37),(39 36008.66),(40 35958.24),(41 35916.977),(42 36814.406),(43 37600.547),(44 37135.004),(45 36749.18),(46 36870.05),(47 36257.203),(48 36006.043),(49 35922.16),(50 36103.227),(51 35920.742),(52 36388.676),(53 36070.77),(54 35876.7),(55 36312.53),(56 35725.52),(57 36568.14),(58 37055.902),(59 36620.563),(60 36771.066),(61 36899.445),(62 37121.22),(63 37484.71),(64 36969.613),(65 36738.895),(66 37427.324),(67 36659.63),(68 36644.51),(69 36744.945),(70 36261.246),(71 36921.69),(72 38184.957),(73 38068.383),(74 37990.504),(75 38793.16),(76 39076.18),(77 38715.137),(78 38223.016),(79 38281.258),
(1 14004.359),(2 23700.125),(3 24895.13),(4 26843.436),(5 28158.545),(6 27684.03),(7 27966.299),(8 28302.191),(9 28393.256),(10 28303.059),(11 28759.615),(12 28790.03),(13 28566.527),(14 29237.537),(15 29259.182),(16 29226.877),(17 29348.396),(18 29250.367),(19 29815.232),(20 29691.355),(21 30028.68),(22 31021.613),(23 30812.365),(24 30075.783),(25 30145.83),(26 30712.836),(27 31845.63),(28 31432.773),(29 31675.86),(30 31382.488),(31 31600.934),(32 32707.473),(33 32844.977),(34 33357.633),(35 33123.08),(36 33192.215),(37 34056.13),(38 33445.566),(39 33691.992),(40 34159.125),(41 33843.117),(42 34322.33),(43 35010),(44 35114.21),(45 34849.24),(46 34223.082),(47 34047.758),(48 33506.76),(49 33235.563),(50 33551.742),(51 33964.176),(52 33566.977),(53 33521.246),(54 33187.504),(55 32733.232),(56 32843.57),(57 33712.848),(58 33940.625),(59 34056.133),(60 34187.57),(61 34482.227),(62 34226.938),(63 34479.016),(64 34766.035),(65 35175.63),(66 35414.176),(67 35551.047),(68 35889.63),(69 36417.637),(70 36517.32),(71 36567.063),(72 36630.152),(73 36620.945),(74 36782.69),(75 37283.086),(76 37730.9),(77 38274.246),(78 37854.957),(79 37109.29),
(1 14128.85),(2 23618.742),(3 24130.857),(4 26094.78),(5 26773.168),(6 27472.545),(7 28081.666),(8 27939.336),(9 28470.994),(10 29016.764),(11 29283.01),(12 29466.6),(13 28913.863),(14 29466.139),(15 29153.068),(16 29157.145),(17 30313.84),(18 30290.248),(19 30751.932),(20 30678.5),(21 30366.502),(22 30607.3),(23 30595.805),(24 31278.379),(25 30902.07),(26 31000.908),(27 31731.816),(28 31145.236),(29 31594.79),(30 32112.88),(31 32683.143),(32 33087.51),(33 32538.744),(34 33250.688),(35 32909.957),(36 32991.344),(37 33656.355),(38 33801.586),(39 32980.65),(40 32892.375),(41 33165.215),(42 33444.992),(43 34011.4),(44 33896.758),(45 34232.45),(46 34504.48),(47 33878.49),(48 33782.734),(49 34015.375),(50 34140.41),(51 34048.3),(52 34010.406),(53 34718.637),(54 33947.996),(55 33227.9),(56 33857.64),(57 34274.01),(58 33617.53),(59 34058.01),(60 34123.33),(61 34543.39),(62 34996.27),(63 35481.434),(64 35094.066),(65 35787.29),(66 36148.305),(67 36898.33),(68 36258.92),(69 35920.977),(70 36698.08),(71 36532.043),(72 36318.66),(73 36626.793),(74 36684.49),(75 36393.21),(76 37005.516),(77 37006.86),(78 36383.125),(79 36232.086),
(1 13776.598),(2 23337.44),(3 24285.762),(4 26179.605),(5 26916.615),(6 26871.775),(7 27342.723),(8 26465.398),(9 26536.111),(10 27373.98),(11 28056.932),(12 28368.236),(13 27872.117),(14 27956.85),(15 28349.617),(16 28788.705),(17 29186.186),(18 28559.42),(19 28796.654),(20 29262.855),(21 28705.969),(22 28613.629),(23 28749.1),(24 28887.844),(25 29067.627),(26 29925.754),(27 30362.508),(28 30038.023),(29 30578.805),(30 30459.105),(31 30539.271),(32 31534.67),(33 32435.813),(34 32953.387),(35 33004.76),(36 33242.203),(37 33016.74),(38 32667.252),(39 32916.332),(40 32597.242),(41 32588.44),(42 32800.105),(43 33465.21),(44 33216.668),(45 33217.418),(46 33466.12),(47 32458.127),(48 32120.428),(49 32811.77),(50 33377.195),(51 32793.4),(52 32360.326),(53 32304.982),(54 32188.479),(55 31925.096),(56 31305.844),(57 31387.14),(58 31467.107),(59 31590.197),(60 32420.127),(61 32227.3),(62 32849.65),(63 33831.48),(64 33786.29),(65 33983.313),(66 34836.508),(67 35702.008),(68 34609.43),(69 34355.816),(70 34858.535),(71 34493.75),(72 34463.023),(73 34759.668),(74 35181.82),(75 35833.797),(76 35937.37),(77 35792.043),(78 35047.07),(79 35098.336),
(1 12957.037),(2 21822.354),(3 23264.275),(4 24867.094),(5 24926.088),(6 25265.123),(7 25330.686),(8 24968.508),(9 24851.229),(10 25131.303),(11 25629.773),(12 26030.498),(13 26073.78),(14 26131.055),(15 26634.71),(16 26639.246),(17 27406.496),(18 27497.633),(19 27506.83),(20 27638.662),(21 27304.793),(22 27543.305),(23 28061.06),(24 27976.096),(25 27881.092),(26 28815.533),(27 29485.79),(28 29393.771),(29 29777.967),(30 29164.283),(31 29739.58),(32 30139.895),(33 30304.787),(34 30833.715),(35 30863.787),(36 31064.01),(37 31133.387),(38 31189.45),(39 30659.695),(40 30522.03),(41 30839.264),(42 31469.242),(43 32004.82),(44 32058.68),(45 31807.152),(46 31397.564),(47 30633.455),(48 30501.645),(49 30410.367),(50 30410.367),(51 30353.49),(52 30553.252),(53 30918.21),(54 30437.08),(55 30419.404),(56 30100.15),(57 29994.744),(58 29815.46),(59 30018.16),(60 30265.559),(61 30836.982),(62 30781.418),(63 30876.809),(64 30981.705),(65 31508.387),(66 32245.477),(67 32299.074),(68 31656.096),(69 31659.652),(70 32150.97),(71 32226.293),(72 32463.879),(73 32904.824),(74 33668.76),(75 33725.76),(76 33960.445),(77 33660.203),(78 33343.168),(79 34028.406),
(1 13103.864),(2 21281.043),(3 22699.791),(4 24824.807),(5 25475.3),(6 25646.81),(7 25727.117),(8 24862.963),(9 24745.393),(10 24935.477),(11 25434.553),(12 25732.504),(13 25976.2),(14 26357.057),(15 26229.344),(16 26821.719),(17 27079.412),(18 27228.344),(19 27173.283),(20 27015.1),(21 27126.43),(22 27238.5),(23 27572.168),(24 27300.578),(25 26474.463),(26 27921.313),(27 28127.307),(28 27877.754),(29 28168.703),(30 28043.44),(31 28866.422),(32 29407.908),(33 29753.264),(34 29955.684),(35 30545.48),(36 31360.791),(37 30643.762),(38 30548.498),(39 30393.549),(40 30479.666),(41 30552.723),(42 30933.541),(43 30849.127),(44 31066.18),(45 30856.6),(46 31132.717),(47 31138.52),(48 30903.697),(49 30821.463),(50 30767.682),(51 30895.867),(52 31188.1),(53 30877.088),(54 30416.072),(55 30242.059),(56 30474.33),(57 30141.059),(58 29203.203),(59 29073.35),(60 29065.479),(61 29605.17),(62 29496.52),(63 30242.59),(64 30505.262),(65 30717.11),(66 31259.19),(67 31418.049),(68 30998.453),(69 30722.543),(70 31238.287),(71 31344.01),(72 32390.582),(73 32556.178),(74 32528.049),(75 32105.68),(76 32291.559),(77 32687.918),(78 33219.56),(79 33264.37),
(1 12304.626),(2 20509.64),(3 21645.854),(4 23670.822),(5 24208.107),(6 24028.324),(7 23582.748),(8 23305.936),(9 23978.115),(10 24324.98),(11 24574.82),(12 24560.77),(13 24423.414),(14 24444.559),(15 24131.998),(16 24806.752),(17 25607.813),(18 25433.72),(19 25824.363),(20 26197.73),(21 26262.992),(22 26211.793),(23 26139.338),(24 26118.242),(25 26266.33),(26 27061.947),(27 27426.826),(28 27634.23),(29 27698.768),(30 27430.852),(31 27860.475),(32 28442.31),(33 28717.643),(34 29485.877),(35 29649.604),(36 29987.977),(37 29715.424),(38 29714.096),(39 29856.89),(40 30312.414),(41 30733.545),(42 30603.281),(43 30399.47),(44 30464.352),(45 30421.113),(46 30162.207),(47 29376.453),(48 29451.596),(49 29994.227),(50 29364.979),(51 29184.957),(52 29749.936),(53 29652.77),(54 29132.111),(55 28816.785),(56 28245.48),(57 27757.215),(58 27614.951),(59 27937.813),(60 27999.79),(61 28170.38),(62 28482.43),(63 29199.387),(64 30050.637),(65 30352.336),(66 30509.814),(67 30447.424),(68 30831.51),(69 30525.91),(70 30833.508),(71 31449.125),(72 32182.098),(73 32549.357),(74 32176.19),(75 32320.629),(76 32296.104),(77 32503.926),(78 32565.102),(79 33085.27),
(1 12203.132),(2 19809.682),(3 21236.928),(4 22829.31),(5 22829.268),(6 22982.527),(7 23489.549),(8 22843.037),(9 23107.352),(10 23571.773),(11 24106.969),(12 24208.951),(13 23891.006),(14 23841.752),(15 23396.781),(16 23512.541),(17 23758.758),(18 23278.805),(19 23840.793),(20 24786.781),(21 24934.686),(22 25193.563),(23 25429.557),(24 25048.588),(25 25354.654),(26 25676.832),(27 25855.133),(28 26397.367),(29 26492.729),(30 26251.979),(31 26265.934),(32 27347.178),(33 27674.342),(34 27971.748),(35 28573.918),(36 28428.13),(37 28521.33),(38 28901.008),(39 28442.482),(40 28943.5),(41 29077.535),(42 29294.385),(43 29777.28),(44 30668.861),(45 30022.154),(46 30043.152),(47 29984.424),(48 29554.773),(49 29390.861),(50 29090.438),(51 29215.266),(52 28837.736),(53 28645.182),(54 28462.002),(55 28158.129),(56 28292.209),(57 28151.783),(58 28277.143),(59 28210.475),(60 28407.145),(61 28314.781),(62 28316.566),(63 29560.938),(64 29571.63),(65 29685.078),(66 30570.758),(67 30667.633),(68 29861.898),(69 29516.82),(70 29879.31),(71 30035.836),(72 30417.705),(73 31242.82),(74 31281.813),(75 31360.805),(76 31246.51),(77 31064.748),(78 31064.758),(79 31109.549),
(1 11667.726),(2 19300.463),(3 20652.094),(4 21980.762),(5 22830.111),(6 22935.484),(7 22938.422),(8 21975.156),(9 22135.205),(10 22683.963),(11 22636.217),(12 22540.69),(13 23064.213),(14 23438.629),(15 23344.877),(16 23664.54),(17 24094.203),(18 23940.055),(19 24140.395),(20 24512.324),(21 24621.809),(22 24960.719),(23 25055.398),(24 24520.51),(25 25006.965),(26 25981.813),(27 25816.81),(28 26133.803),(29 25723.572),(30 25104.424),(31 25887.668),(32 26647.266),(33 26512.861),(34 26800.533),(35 27447.654),(36 27371.695),(37 27867.643),(38 27987.45),(39 28075.54),(40 28381.373),(41 28320.15),(42 28494.602),(43 28374.164),(44 28056.313),(45 28093.746),(46 28436.586),(47 27783.563),(48 27820.918),(49 27884.037),(50 27859.271),(51 28031.55),(52 27683.5),(53 27596.746),(54 27253.986),(55 26800.453),(56 27112.162),(57 27499.537),(58 27100.867),(59 27034.986),(60 27162.107),(61 26987.162),(62 27432.83),(63 27809.566),(64 27862.168),(65 27649.066),(66 27072.127),(67 27368.563),(68 27487.783),(69 27664.541),(70 28341.12),(71 28755.129),(72 28506.918),(73 28251.684),(74 28579.377),(75 29281.35),(76 29673.063),(77 29547.266),(78 29835.848),(79 29663.408),
(1 11801.109),(2 18488.945),(3 19302.305),(4 20943.572),(5 21436.717),(6 22240.844),(7 22671.064),(8 21875.773),(9 21845.281),(10 21818.4),(11 22380.291),(12 22379.6),(13 22411.133),(14 22227.453),(15 21821.908),(16 22252.451),(17 22434.67),(18 22717),(19 23333.59),(20 23718.635),(21 23599.957),(22 23684.748),(23 23618.916),(24 23625.35),(25 24434.74),(26 25155.525),(27 25409.215),(28 25045.402),(29 24753.566),(30 24843.342),(31 25016.64),(32 25291.457),(33 25716.076),(34 26179.486),(35 26814.613),(36 26971.734),(37 27425.25),(38 27400.281),(39 27383.86),(40 27627.059),(41 27903.922),(42 27622.254),(43 27754.805),(44 27808.44),(45 27412.299),(46 27182.68),(47 26784.475),(48 26409.068),(49 26389.936),(50 26872.453),(51 26953.332),(52 27131.955),(53 26963.406),(54 27209.684),(55 27248.145),(56 26662.396),(57 26876.254),(58 26382.844),(59 26476.703),(60 26800.809),(61 26723.035),(62 27390.578),(63 27970.326),(64 27356.742),(65 26987.316),(66 26985.436),(67 27200.646),(68 26939.557),(69 27046.314),(70 27422.166),(71 27979.105),(72 28342.424),(73 28796.213),(74 29022.275),(75 28826.936),(76 28959.66),(77 28825.33),(78 28863.67),(79 29022.998),
