1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2055.7761),(2 3831.8557),(3 4946.9697),(4 5587.062),(5 6009.199),(6 6330.433),(7 6496.362),(8 6613.1846),(9 6704.6665),(10 6738.713),(11 6755.6816),(12 6731.9727),(13 6737.9893),(14 6829.7827),(15 6909.101),(16 6914.4346),(17 6959.4727),(18 6997.668),(19 7006.857),(20 7006.3706),(21 7016.552),(22 6998.3105),(23 7000.2515),(24 6991.041),(25 6971.109),(26 6979.984),(27 7025.0356),(28 7034.471),(29 7003.0957),(30 6958.936),(31 6957.74),(32 7005.5645),(33 7060.817),(34 7178.276),(35 7222.0986),(36 7158.2554),(37 7124.6157),(38 7135.845),(39 7119.8335),(40 7176.134),(41 7227.3745),(42 7155.888),(43 7076.497),(44 7092.8364),(45 7187.839),(46 7288.9536),(47 7370.679),(48 7391.7036),(49 7409.2817),(50 7387.3594),(51 7328.832),(52 7319.482),(53 7317.358),(54 7355.9854),(55 7383.484),(56 7372.4375),(57 7345.4116),(58 7439.2515),(59 7414.567),(60 7405.7896),(61 7451.0806),(62 7420.9565),(63 7428.284),(64 7439.6724),(65 7501.8823),(66 7483.515),(67 7437.355),(68 7382.953),(69 7419.2866),(70 7480.0503),(71 7473.405),(72 7422.6943),(73 7432.1763),(74 7467.0107),(75 7541.6245),(76 7518.5557),(77 7517.127),(78 7511.3228),(79 7461.742),
(1 1974.802),(2 3646.2676),(3 4683.099),(4 5206.425),(5 5569.928),(6 5848.414),(7 5962.8433),(8 6026.005),(9 6121.588),(10 6185.8843),(11 6224.7886),(12 6245.4355),(13 6320.0195),(14 6390.733),(15 6506.5386),(16 6586.5083),(17 6673.0903),(18 6707.347),(19 6735.875),(20 6795.119),(21 6794.59),(22 6803.7544),(23 6748.9775),(24 6728.271),(25 6751.2583),(26 6778.068),(27 6792.9097),(28 6787.932),(29 6785.9204),(30 6807.129),(31 6880.9263),(32 6915.917),(33 6933.751),(34 6971.5664),(35 6960.6655),(36 6886.029),(37 6825.339),(38 6848.338),(39 6839.9434),(40 6834.1455),(41 6821.8086),(42 6828.5024),(43 6767.0557),(44 6740.9097),(45 6838.0195),(46 6910.933),(47 6949.058),(48 6934.4663),(49 6970.197),(50 7012.7837),(51 7066.767),(52 7015.7295),(53 6985.567),(54 6908.182),(55 6823.5405),(56 6828.4946),(57 6885.36),(58 6964.094),(59 6966.707),(60 7052.458),(61 7057.886),(62 7037.2793),(63 7083.3413),(64 7128.8696),(65 7184.1157),(66 7187.351),(67 7171.9087),(68 7205.503),(69 7280.029),(70 7284.789),(71 7239.143),(72 7130.833),(73 7137.872),(74 7246.701),(75 7297.421),(76 7281.4185),(77 7318.281),(78 7345.3696),(79 7395.0586),
(1 1934.3446),(2 3528.8093),(3 4481.9404),(4 5039.501),(5 5385.1885),(6 5573.946),(7 5654.6963),(8 5771.869),(9 5892.4604),(10 6107.5605),(11 6268.2896),(12 6338.3755),(13 6385.2866),(14 6468.0044),(15 6479.989),(16 6491.5737),(17 6522.292),(18 6595.9346),(19 6570.1724),(20 6580.7676),(21 6575.0723),(22 6662.6514),(23 6634.451),(24 6621.012),(25 6662.415),(26 6693.2007),(27 6714.0464),(28 6742.4155),(29 6782.8267),(30 6790.4614),(31 6774.398),(32 6761.553),(33 6810.2715),(34 6849.2295),(35 6869.0884),(36 6916.4385),(37 6942.347),(38 6987.877),(39 6920.7554),(40 6814.8965),(41 6825.361),(42 6878.16),(43 6884.8433),(44 6855.566),(45 6850.9233),(46 6847.8374),(47 6806.0654),(48 6861.2803),(49 6918.7817),(50 6912.123),(51 6923.352),(52 6959.5835),(53 6966.366),(54 6924.623),(55 6860.851),(56 6787.026),(57 6767.3745),(58 6749.9014),(59 6700.937),(60 6709.7285),(61 6771.045),(62 6826.5957),(63 6906.4785),(64 6847.49),(65 6861.56),(66 6870.3457),(67 6864.183),(68 6877.582),(69 6933.033),(70 7022.698),(71 7040.008),(72 7022.4565),(73 6989.1396),(74 7026.8467),(75 7061.997),(76 7088.244),(77 7100.4375),(78 7129.761),(79 7068.3374),
(1 1942.7975),(2 3582.7698),(3 4567.863),(4 5089.38),(5 5451.101),(6 5739.47),(7 5847.736),(8 5933.08),(9 6001.215),(10 6071.4097),(11 6130.913),(12 6148.5713),(13 6248.9106),(14 6350.325),(15 6442.414),(16 6455.6655),(17 6458.6914),(18 6509.9263),(19 6454.3813),(20 6463.992),(21 6546.257),(22 6582.052),(23 6574.4644),(24 6527.082),(25 6548.9116),(26 6560.8896),(27 6614.466),(28 6661.575),(29 6766.507),(30 6879.28),(31 6889.015),(32 6881.373),(33 6895.867),(34 6894.127),(35 6859.417),(36 6894.9224),(37 6895.8145),(38 6833.7324),(39 6812.936),(40 6750.9014),(41 6762.328),(42 6775.402),(43 6714.3896),(44 6724.474),(45 6743.3237),(46 6757.6636),(47 6818.3467),(48 6798.761),(49 6773.328),(50 6718.7007),(51 6713.84),(52 6727.4766),(53 6652.8335),(54 6678.958),(55 6692.4033),(56 6687.5313),(57 6704.37),(58 6747.79),(59 6772.0835),(60 6761.417),(61 6805.2554),(62 6776.672),(63 6755.503),(64 6712.6655),(65 6663.547),(66 6699.4424),(67 6779.4287),(68 6852.1313),(69 6890.367),(70 6904.69),(71 6887.351),(72 6863.649),(73 6818.462),(74 6860.5283),(75 6935.146),(76 6956.34),(77 6915.035),(78 6898.634),(79 6857.9604),
(1 1852.5483),(2 3385.266),(3 4269.286),(4 4807.881),(5 5150.8906),(6 5407.7075),(7 5571.908),(8 5686.9097),(9 5728.1973),(10 5762.7095),(11 5839.647),(12 5876.0693),(13 5971.612),(14 6113.333),(15 6179.4736),(16 6174.9575),(17 6227.154),(18 6286.9272),(19 6251.462),(20 6228.551),(21 6189.4434),(22 6281.6),(23 6282.467),(24 6281.9434),(25 6325.606),(26 6354.199),(27 6391.9043),(28 6445.5366),(29 6489.467),(30 6581.167),(31 6623.673),(32 6559.797),(33 6516.4546),(34 6494.1514),(35 6497.5396),(36 6526.2837),(37 6541.9507),(38 6571.134),(39 6556.817),(40 6561.31),(41 6588.6177),(42 6566.1147),(43 6542.3726),(44 6501.047),(45 6495.014),(46 6492.897),(47 6495.0044),(48 6492.3833),(49 6545.2),(50 6544.2),(51 6532.243),(52 6532.3804),(53 6432.0205),(54 6421.2266),(55 6450.9365),(56 6464.657),(57 6453.3193),(58 6545.391),(59 6577.1035),(60 6526.214),(61 6546.983),(62 6592.361),(63 6607.9517),(64 6608.1406),(65 6586.18),(66 6568.6035),(67 6537.8965),(68 6552.5176),(69 6540.276),(70 6513.7773),(71 6471.5176),(72 6431.8037),(73 6499.3516),(74 6558.6772),(75 6584.9263),(76 6605.972),(77 6628.876),(78 6607.7324),(79 6582.3086),
(1 1818.6472),(2 3288.231),(3 4137.6353),(4 4649.711),(5 4984.655),(6 5204.6665),(7 5392.61),(8 5521.359),(9 5553.8486),(10 5612.374),(11 5679.713),(12 5764.5957),(13 5804.07),(14 5852.5127),(15 5881.5776),(16 5861.7803),(17 5913.1304),(18 5971.1914),(19 5976.2935),(20 5991.2925),(21 5985.05),(22 6059.826),(23 6041.7114),(24 6030.8765),(25 6040.0547),(26 6074.9517),(27 6135.71),(28 6166.903),(29 6168.365),(30 6197.093),(31 6269.3823),(32 6240.9063),(33 6265.0933),(34 6282.5815),(35 6215.575),(36 6223.936),(37 6259.0117),(38 6192.892),(39 6113.083),(40 6078.55),(41 6083.5034),(42 6157.725),(43 6220.2466),(44 6244.1987),(45 6248.5425),(46 6243.8315),(47 6242.089),(48 6238.0166),(49 6319.8),(50 6303.5933),(51 6252.5825),(52 6211.787),(53 6162.2485),(54 6127.0205),(55 6161.591),(56 6220.157),(57 6169.7847),(58 6274.891),(59 6253.134),(60 6262.6636),(61 6309.1196),(62 6324.5015),(63 6392.468),(64 6393.444),(65 6399.4375),(66 6371.542),(67 6359.1226),(68 6366.6953),(69 6400.3687),(70 6479.3574),(71 6527.5664),(72 6514.672),(73 6540.4663),(74 6602.78),(75 6576.629),(76 6513.0835),(77 6479.5674),(78 6521.7217),(79 6547.5576),
(1 1786.9861),(2 3229.832),(3 4054.993),(4 4561.9673),(5 4874.2925),(6 5087.885),(7 5265.478),(8 5346.3057),(9 5438.8027),(10 5571.4463),(11 5606.8384),(12 5673.6567),(13 5750.3833),(14 5809.4526),(15 5851.68),(16 5804.412),(17 5789.6675),(18 5903.25),(19 5930.9077),(20 5966.4014),(21 6013.897),(22 6118.326),(23 6130.21),(24 6139.486),(25 6073.902),(26 6080.1216),(27 6071.993),(28 6082.5264),(29 6072.2847),(30 6115.6177),(31 6098.6504),(32 6067.5996),(33 5996.7446),(34 5948.1455),(35 5945.013),(36 5969.739),(37 6009.206),(38 6066.9126),(39 6041.0444),(40 6007.079),(41 6033.7847),(42 6004.7646),(43 6035.4404),(44 6005.788),(45 6036.2173),(46 6151.7593),(47 6120.4434),(48 6123.024),(49 6126.899),(50 6086.433),(51 6073.3394),(52 6101.283),(53 6119.5815),(54 6109.9497),(55 6086.0283),(56 6068.143),(57 6042.1216),(58 6106.734),(59 6128.744),(60 6130.3306),(61 6097.7915),(62 6065.8975),(63 6130.202),(64 6146.1597),(65 6146.8374),(66 6050.819),(67 6025.4453),(68 5995.334),(69 5990.7866),(70 5990.945),(71 6017.7383),(72 6057.8403),(73 6104.664),(74 6161.4478),(75 6175.3345),(76 6216.2046),(77 6195.8164),(78 6181.4175),(79 6202.0317),
(1 1737.5612),(2 3147.2493),(3 3991.4204),(4 4481.085),(5 4790.2275),(6 5008.498),(7 5177.7393),(8 5246.21),(9 5327.65),(10 5409.3374),(11 5441.6587),(12 5460.2256),(13 5468.456),(14 5511.067),(15 5615.3037),(16 5629.486),(17 5719.079),(18 5782.944),(19 5856.118),(20 5880.8584),(21 5908.7397),(22 5959.648),(23 5898.9253),(24 5854.0747),(25 5830.8877),(26 5808.958),(27 5832.6646),(28 5853.274),(29 5887.7515),(30 5914.7925),(31 5935.1094),(32 5901.127),(33 5907.293),(34 5892.359),(35 5803.3364),(36 5836.9316),(37 5833.9565),(38 5805.155),(39 5769.4985),(40 5755.2905),(41 5771.2734),(42 5796.0313),(43 5825.632),(44 5905.594),(45 5954.629),(46 5994.595),(47 5965.404),(48 5965.1714),(49 5972.5435),(50 5954.022),(51 6006.4575),(52 6043.3555),(53 6034.009),(54 5930.2173),(55 5896.051),(56 5887.489),(57 5854.486),(58 5902.391),(59 5877.2417),(60 5871.9175),(61 5887.846),(62 5865.134),(63 5850.4946),(64 5851.2173),(65 5859.6416),(66 5827.8804),(67 5841.3335),(68 5788.34),(69 5815.382),(70 5828.4375),(71 5835.9873),(72 5838.9604),(73 5887.957),(74 5942.918),(75 5969.9844),(76 6013.839),(77 6015.82),(78 5963.131),(79 5961.2446),
(1 1689.2122),(2 3006.5146),(3 3866.7432),(4 4351.2524),(5 4639.0215),(6 4862.7153),(7 4996.961),(8 5112.0864),(9 5221.749),(10 5272.929),(11 5344.447),(12 5358.528),(13 5404.64),(14 5417.082),(15 5420.21),(16 5416.8228),(17 5454.7686),(18 5515.7666),(19 5518.3257),(20 5557.3833),(21 5605.884),(22 5659.636),(23 5594.7617),(24 5546.8364),(25 5565.1753),(26 5547.497),(27 5588.1025),(28 5660.124),(29 5683.3823),(30 5734.6587),(31 5735.2944),(32 5689.2744),(33 5630.8013),(34 5581.4556),(35 5499.8623),(36 5468.601),(37 5483.0894),(38 5504.9336),(39 5489.481),(40 5488.9023),(41 5495.7896),(42 5541.406),(43 5614.2217),(44 5686.3774),(45 5687.504),(46 5708.044),(47 5711.2085),(48 5706.303),(49 5640.9106),(50 5611.2715),(51 5588.442),(52 5581.2197),(53 5545.2676),(54 5505.3994),(55 5498.084),(56 5515.558),(57 5525.1533),(58 5584.517),(59 5593.3774),(60 5642.9795),(61 5640.3984),(62 5717.271),(63 5712.863),(64 5703.2896),(65 5660.0156),(66 5582.024),(67 5543.719),(68 5573.9917),(69 5675.0684),(70 5665.2935),(71 5676.0273),(72 5691.353),(73 5681.2407),(74 5711.9883),(75 5744.9756),(76 5737.5034),(77 5789.008),(78 5820.422),(79 5891.1875),
(1 1640.795),(2 2949.7083),(3 3751.8945),(4 4222.002),(5 4500.68),(6 4707.798),(7 4830.738),(8 4935.253),(9 4999.189),(10 5138.821),(11 5225.7544),(12 5174.401),(13 5166.2944),(14 5207.113),(15 5267.2324),(16 5276.395),(17 5275.9966),(18 5320.926),(19 5312.752),(20 5331.5073),(21 5384.7134),(22 5433.6187),(23 5438.827),(24 5425.0034),(25 5449.8525),(26 5473.767),(27 5486.3955),(28 5493.6895),(29 5443.8755),(30 5480.5557),(31 5506.5957),(32 5491.135),(33 5530.712),(34 5506.227),(35 5476.0337),(36 5438.9165),(37 5433.3936),(38 5421.188),(39 5429.274),(40 5493.5186),(41 5537.5093),(42 5519.1563),(43 5486.2827),(44 5467.9995),(45 5486.4805),(46 5564.247),(47 5516.785),(48 5493.6904),(49 5449.0576),(50 5421.7847),(51 5370.777),(52 5359.813),(53 5398.868),(54 5374.4663),(55 5353.0005),(56 5419.88),(57 5369.495),(58 5374.762),(59 5344.0386),(60 5355.2114),(61 5385.5073),(62 5402.3325),(63 5428.1406),(64 5463.553),(65 5499.0503),(66 5542.6245),(67 5556.4043),(68 5569.315),(69 5578.3286),(70 5535.9155),(71 5489.5176),(72 5486.4683),(73 5522.5435),(74 5496.7935),(75 5521.721),(76 5500.7334),(77 5528.708),(78 5563.314),(79 5581.018),
(1 1597.1473),(2 2854.7498),(3 3576.7925),(4 3978.0396),(5 4209.1753),(6 4345.432),(7 4417.2666),(8 4484.879),(9 4543.2505),(10 4636.52),(11 4789.0654),(12 4823.6),(13 4862.879),(14 4903.47),(15 4932.302),(16 4947.6353),(17 4947.791),(18 4911.0254),(19 4892.55),(20 4898.054),(21 4893.863),(22 4949.093),(23 4994.585),(24 4981.1987),(25 5016.7026),(26 5036.9756),(27 5026.9663),(28 5073.1064),(29 5073.3936),(30 5094.7534),(31 5151.8374),(32 5194.451),(33 5205.5317),(34 5205.128),(35 5161.527),(36 5086.2188),(37 5087.974),(38 5098.48),(39 5147.013),(40 5177.3413),(41 5209.216),(42 5222.054),(43 5177.12),(44 5171.3496),(45 5150.11),(46 5139.7427),(47 5154.3276),(48 5147.757),(49 5176.611),(50 5191.4473),(51 5184.407),(52 5191.5693),(53 5264.0435),(54 5355.0693),(55 5355.8193),(56 5375.843),(57 5357.936),(58 5349.093),(59 5283.309),(60 5266.9155),(61 5265.5176),(62 5253.833),(63 5274.988),(64 5312.626),(65 5349.857),(66 5365.1777),(67 5395.5356),(68 5408.4272),(69 5432.608),(70 5392.159),(71 5333.321),(72 5290.3535),(73 5273.0405),(74 5251.6694),(75 5304.1675),(76 5366.659),(77 5358.2246),(78 5344.588),(79 5290.105),
(1 1573.8055),(2 2782.931),(3 3507.7346),(4 3901.2683),(5 4177.94),(6 4400.023),(7 4473.291),(8 4563.08),(9 4591.3755),(10 4678.248),(11 4761.0967),(12 4748.1025),(13 4754.6177),(14 4800.902),(15 4833.0083),(16 4855.9272),(17 4935.7466),(18 4954.677),(19 4986.089),(20 5010.7446),(21 5016.1343),(22 5067.5776),(23 5148.097),(24 5134.3237),(25 5187.0728),(26 5223.938),(27 5241.7793),(28 5294.4824),(29 5328.43),(30 5302.7827),(31 5297.962),(32 5278.1743),(33 5297.1367),(34 5279.9263),(35 5252.8027),(36 5236.8174),(37 5183.7363),(38 5158.1875),(39 5171.394),(40 5100.538),(41 5085.7134),(42 5129.903),(43 5185.314),(44 5247.3438),(45 5242.5576),(46 5216.5103),(47 5189.1357),(48 5175.886),(49 5204.904),(50 5185.4834),(51 5233.4746),(52 5204.206),(53 5199.4966),(54 5196.286),(55 5212.1475),(56 5209.1807),(57 5178.321),(58 5228.5635),(59 5262.155),(60 5171.695),(61 5162.2637),(62 5198.3926),(63 5235.869),(64 5248.812),(65 5221.985),(66 5210.2695),(67 5239.6387),(68 5275.6426),(69 5265.15),(70 5280.8486),(71 5309.476),(72 5306.4233),(73 5311.924),(74 5339.562),(75 5368.847),(76 5401.322),(77 5396.3745),(78 5389.3755),(79 5348.813),
(1 1549.5468),(2 2721.608),(3 3382.1113),(4 3747.7476),(5 3958.2188),(6 4108.978),(7 4253.264),(8 4381.1675),(9 4446.025),(10 4485.7383),(11 4554.9785),(12 4556.4976),(13 4526.114),(14 4552.345),(15 4558.3633),(16 4551.497),(17 4558.3257),(18 4598.243),(19 4614.6284),(20 4651.7246),(21 4679.13),(22 4714.686),(23 4704.0894),(24 4644.7573),(25 4669.536),(26 4743.99),(27 4810.5127),(28 4830.548),(29 4847.5645),(30 4867.9873),(31 4931.939),(32 4940.8687),(33 4949.314),(34 5015.015),(35 5009.1323),(36 5001.4727),(37 5015.608),(38 5003.6875),(39 5019.2505),(40 4982.759),(41 4941.522),(42 4966.5464),(43 4979.0615),(44 5030.795),(45 5091.916),(46 5103.5454),(47 5050.902),(48 4992.1353),(49 4953.075),(50 4924.697),(51 4956.3735),(52 4993.5664),(53 5047.554),(54 5027.329),(55 5022.3267),(56 5036.3877),(57 5053.77),(58 5098.967),(59 5088.698),(60 5059.8604),(61 5051.164),(62 5088.3096),(63 5153.4604),(64 5169.5337),(65 5161.087),(66 5183.3164),(67 5197.6904),(68 5226.716),(69 5224.2515),(70 5236.77),(71 5236.1836),(72 5247.3228),(73 5286.585),(74 5288.774),(75 5260.2817),(76 5250.3164),(77 5262.2607),(78 5244.341),(79 5210.3496),
(1 1534.063),(2 2700.6096),(3 3344.337),(4 3706.583),(5 3981.866),(6 4183.248),(7 4323.101),(8 4370.5483),(9 4427.722),(10 4480.8257),(11 4534.7837),(12 4508.5254),(13 4472.574),(14 4465.5054),(15 4468.779),(16 4477.576),(17 4495.9233),(18 4515.9497),(19 4534.261),(20 4551.961),(21 4539.3037),(22 4563.6094),(23 4575.1304),(24 4555.3325),(25 4587.2456),(26 4612.9673),(27 4701.445),(28 4700.9443),(29 4667.735),(30 4689.42),(31 4667.6055),(32 4664.583),(33 4708.997),(34 4810.1025),(35 4768.3643),(36 4748.8896),(37 4774.889),(38 4787.5737),(39 4823.1406),(40 4818.7397),(41 4860.8516),(42 4877.5522),(43 4932.61),(44 5010.3657),(45 5067.4233),(46 5071.999),(47 5044.0146),(48 4972.262),(49 4914.0815),(50 4903.9565),(51 4922.1436),(52 4905.457),(53 4891.5127),(54 4856.1323),(55 4854.526),(56 4909.229),(57 4895.4473),(58 4928.3403),(59 4955.756),(60 5015.542),(61 5031.1694),(62 5007.761),(63 5047.734),(64 5061.5864),(65 5067.0474),(66 5087.9644),(67 5080.3535),(68 5093.8906),(69 5079.1157),(70 5079.795),(71 5130.329),(72 5150.3047),(73 5126.4497),(74 5106.7217),(75 5122.602),(76 5111.9917),(77 5064.362),(78 5013.372),(79 5007.8105),
(1 1490.1149),(2 2604.6904),(3 3248.021),(4 3629.083),(5 3823.7283),(6 3953.8984),(7 4047.4463),(8 4157.441),(9 4241.2925),(10 4347.29),(11 4482.0703),(12 4525.2534),(13 4528.447),(14 4531.4766),(15 4503.129),(16 4462.8184),(17 4486.195),(18 4520.9277),(19 4552.8716),(20 4584.6167),(21 4559.869),(22 4588.671),(23 4608.797),(24 4595.7085),(25 4579.3574),(26 4549.8716),(27 4628.992),(28 4637.8823),(29 4670.072),(30 4718.7114),(31 4703.653),(32 4663.0054),(33 4646.206),(34 4669.4873),(35 4662.783),(36 4678.094),(37 4685.1387),(38 4736.7646),(39 4795.2534),(40 4792.2744),(41 4863.701),(42 4860.1055),(43 4863.0425),(44 4855.9277),(45 4816.5386),(46 4856.8228),(47 4894.8105),(48 4843.5786),(49 4802.866),(50 4783.809),(51 4776.395),(52 4724.0864),(53 4751.179),(54 4762.4478),(55 4739.7554),(56 4725.226),(57 4684.3013),(58 4724.0483),(59 4702.567),(60 4706.653),(61 4711.775),(62 4679.266),(63 4717.554),(64 4695.609),(65 4733.8276),(66 4756.7764),(67 4762.5254),(68 4759.558),(69 4760.621),(70 4758.191),(71 4744.7427),(72 4752.0723),(73 4759.408),(74 4786.777),(75 4827.0186),(76 4839.8325),(77 4822.865),(78 4806.7676),(79 4756.238),
(1 1432.1257),(2 2476.0144),(3 3097.3313),(4 3421.975),(5 3638.2927),(6 3741.216),(7 3827.681),(8 3915.3926),(9 3993.8938),(10 4090.1814),(11 4157.749),(12 4182.5156),(13 4221.5),(14 4283.6157),(15 4303.641),(16 4268.9785),(17 4324.5117),(18 4335.1704),(19 4377.4106),(20 4422.342),(21 4423.0806),(22 4458.3213),(23 4465.197),(24 4445.3467),(25 4459.1865),(26 4455.4834),(27 4491.92),(28 4467.2197),(29 4447.344),(30 4478.6914),(31 4491.688),(32 4488.5303),(33 4493.569),(34 4549.919),(35 4536.748),(36 4534.695),(37 4561.6685),(38 4579.2754),(39 4638.939),(40 4615.4634),(41 4644.034),(42 4656.966),(43 4629.094),(44 4637.3843),(45 4613.215),(46 4576.2036),(47 4621.522),(48 4629.2764),(49 4610.743),(50 4566.8423),(51 4562.2495),(52 4564.227),(53 4557.661),(54 4540.464),(55 4527.5063),(56 4551.888),(57 4566.191),(58 4603.769),(59 4547.562),(60 4469.5596),(61 4428.3394),(62 4441.6987),(63 4507.9165),(64 4518.476),(65 4488.207),(66 4475.03),(67 4492.6675),(68 4486.6943),(69 4560.4023),(70 4614.7383),(71 4624.744),(72 4584.779),(73 4626.5884),(74 4584.42),(75 4610.293),(76 4619.456),(77 4596.4014),(78 4636.9595),(79 4635.58),
(1 1392.9408),(2 2409.327),(3 3029.6392),(4 3401.9736),(5 3618.096),(6 3805.1914),(7 3900.443),(8 3957.1914),(9 4055.8984),(10 4115.332),(11 4180.4697),(12 4181.3896),(13 4230.224),(14 4269.2466),(15 4324.0684),(16 4337.606),(17 4363.5938),(18 4375.112),(19 4374.299),(20 4371.3335),(21 4369.8574),(22 4403.8223),(23 4403.1123),(24 4424.563),(25 4464.7197),(26 4492.8013),(27 4465.1895),(28 4437.0317),(29 4425.787),(30 4439.6094),(31 4468.718),(32 4455.4165),(33 4443.478),(34 4470.762),(35 4466.871),(36 4465.4727),(37 4505.072),(38 4495.067),(39 4494.159),(40 4494.224),(41 4488.174),(42 4471.1445),(43 4450.7305),(44 4394.4536),(45 4382.9307),(46 4398.353),(47 4374.353),(48 4362.6133),(49 4339.2085),(50 4335.7285),(51 4403.941),(52 4413.9336),(53 4420.4536),(54 4431.9683),(55 4450.937),(56 4481.968),(57 4449.403),(58 4434.9443),(59 4433.182),(60 4444.356),(61 4409.677),(62 4420.331),(63 4479.232),(64 4496.519),(65 4435.6465),(66 4424.0596),(67 4386.181),(68 4420.034),(69 4516.402),(70 4564.8955),(71 4588.7217),(72 4543.9346),(73 4528.576),(74 4491.0435),(75 4515.06),(76 4530.3237),(77 4536.222),(78 4525.1943),(79 4472.301),
