1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13496.903),(2 34534.33),(3 54545.613),(4 68596.73),(5 77583.62),(6 83961.11),(7 89170.69),(8 93631.875),(9 98611.81),(10 102570.74),(11 105409.76),(12 106774.69),(13 108373.79),(14 109747.78),(15 110176.35),(16 111886.53),(17 113916.77),(18 115160.01),(19 115189.586),(20 114946.75),(21 114912.36),(22 115011.71),(23 115359.35),(24 116032.266),(25 116686.516),(26 116904.72),(27 117071.766),(28 116705.88),(29 116554.14),(30 116091.555),(31 115911.78),(32 116134.48),(33 117068.02),(34 117550.66),(35 117468.83),(36 116734.69),(37 116718.17),(38 117139.32),(39 117052.07),(40 117443.164),(41 118356.805),(42 119304.24),(43 120301.53),(44 121729.26),(45 122849.695),(46 123584.93),(47 124182.18),(48 124526.21),(49 124709.695),(50 124786.39),(51 125160.09),(52 124715.02),(53 123956.71),(54 123025.62),(55 121900.6),(56 121011.56),(57 120225.63),(58 120456.63),(59 121183.74),(60 121935.04),(61 122829.37),(62 123639.81),(63 124133.07),(64 123842.87),(65 123304.27),(66 122287.93),(67 121154.29),(68 120518.92),(69 121281.555),(70 122748.84),(71 123332.484),(72 123459.58),(73 123280.35),(74 122844.32),(75 123025.84),(76 122977.53),(77 122442.87),(78 122068.73),(79 121687.055),
(1 13538.856),(2 34677.152),(3 54530.73),(4 68074.12),(5 76651.266),(6 81967.875),(7 85960.914),(8 89649.99),(9 94101.12),(10 98164.96),(11 101015.76),(12 103484.88),(13 105207.586),(14 106028.305),(15 106267.32),(16 106576.72),(17 107426.38),(18 108171.15),(19 108395.02),(20 109094.305),(21 109721.79),(22 111356.17),(23 113066.14),(24 114505.23),(25 115868.13),(26 116378.84),(27 115462.47),(28 113546.46),(29 112235.12),(30 111248.16),(31 110746.13),(32 111175.34),(33 112295.18),(34 113733.23),(35 114635.516),(36 115542.36),(37 116200.16),(38 116682.11),(39 117179.3),(40 117562.24),(41 117531.9),(42 116849.62),(43 115185.57),(44 113730.85),(45 112576.17),(46 111873.46),(47 111060.984),(48 111229.81),(49 111580.82),(50 111240.96),(51 110984.17),(52 110761.64),(53 110893.945),(54 111581.484),(55 111400.266),(56 110977.53),(57 110704.92),(58 110918.43),(59 110870.46),(60 110692.72),(61 110519.016),(62 110934.49),(63 112153.78),(64 112805.53),(65 113021.61),(66 113369.99),(67 113928.84),(68 114115.67),(69 113935.76),(70 114327.945),(71 113950.61),(72 113142.414),(73 111982.98),(74 110927.89),(75 109858.35),(76 110009.24),(77 110255.67),(78 110626.79),(79 110666.85),
(1 13171.742),(2 33706.285),(3 52657.625),(4 65401.04),(5 74145.55),(6 80410.77),(7 84886.71),(8 88536.87),(9 91616.31),(10 94580.734),(11 95780.805),(12 95754.86),(13 95578.46),(14 95859.27),(15 96614.75),(16 97265.03),(17 98511.414),(18 99676.29),(19 100327.55),(20 100658.75),(21 100907.86),(22 102092.62),(23 103513.14),(24 105123.266),(25 106867.086),(26 107705.81),(27 107293.41),(28 107248.836),(29 106889.98),(30 106560.4),(31 107041.695),(32 107088.66),(33 107325.836),(34 108036.89),(35 108493.49),(36 108487.49),(37 108952.6),(38 109344.47),(39 110151.08),(40 110562.68),(41 111265.836),(42 111721.516),(43 111909.29),(44 112543.66),(45 114270.02),(46 115498.08),(47 115296.86),(48 113931.375),(49 112986.46),(50 113010.3),(51 113272.22),(52 113176.484),(53 112838.945),(54 112187.25),(55 111387.836),(56 110169.54),(57 108696.24),(58 107791.84),(59 107496.67),(60 107881.03),(61 108450.21),(62 109273.734),(63 110915.766),(64 112428.25),(65 112795.86),(66 112223.01),(67 111692.43),(68 112002.305),(69 112514.625),(70 113397.414),(71 114254.65),(72 114908.03),(73 115222.44),(74 115006.75),(75 114296.32),(76 114064.734),(77 114361.76),(78 114428.9),(79 114227.1),
(1 13153.281),(2 33509.89),(3 52691.97),(4 65492.34),(5 73483.07),(6 79657.2),(7 84272.484),(8 87956.555),(9 91118.95),(10 93951.94),(11 95272.36),(12 96395.06),(13 97918.484),(14 99184.555),(15 100671.4),(16 102474.2),(17 104319.08),(18 105685.97),(19 105777.07),(20 104914.336),(21 104190.4),(22 104468.37),(23 104736.05),(24 105572.94),(25 106356.14),(26 107087.695),(27 107467.266),(28 107720.31),(29 108349.92),(30 109099.78),(31 109808.14),(32 110120.7),(33 110102.53),(34 109932.5),(35 109990.81),(36 110684.65),(37 111037.33),(38 111236.586),(39 110688.73),(40 110220.43),(41 109652.43),(42 108613.3),(43 108770.766),(44 109819.445),(45 111033.445),(46 112193.305),(47 112788.42),(48 112817.86),(49 113160.98),(50 112543.5),(51 112489.4),(52 112411.34),(53 113238.99),(54 113737.8),(55 113861.22),(56 113898.555),(57 113176.31),(58 113406.67),(59 112974.59),(60 112100.56),(61 110594.93),(62 109304.8),(63 108509.95),(64 108460.28),(65 108951.266),(66 109703.24),(67 109439.72),(68 109373.53),(69 109882.695),(70 110987.95),(71 111646.64),(72 111932.48),(73 112255.32),(74 112204.29),(75 111824),(76 111638.086),(77 111725.586),(78 111673.78),(79 111542.055),
(1 12930.309),(2 33323.17),(3 51721.586),(4 64093.75),(5 71799.06),(6 77139.18),(7 81566.35),(8 85488.86),(9 89198.86),(10 92046.01),(11 93203.836),(12 94211.36),(13 95442.336),(14 96532.28),(15 97345.664),(16 97895.17),(17 98385.45),(18 98679.734),(19 99286.34),(20 99906.586),(21 100822.47),(22 101617.08),(23 102184.24),(24 102225.07),(25 102506.98),(26 102980.92),(27 103409.82),(28 103549.13),(29 104279.31),(30 105476.055),(31 106468.055),(32 106994.836),(33 107434.45),(34 108091.04),(35 108767.195),(36 109150.21),(37 108611.54),(38 107838.68),(39 107247.77),(40 106755.875),(41 106581.625),(42 106630.95),(43 107097.97),(44 107484.836),(45 107806.16),(46 108238.07),(47 108041.164),(48 107367.1),(49 106480.06),(50 104876.65),(51 103605.85),(52 103287.55),(53 103746.305),(54 104067.61),(55 104848.31),(56 105078.055),(57 104738.64),(58 104696.83),(59 104126.52),(60 103794.22),(61 103687.914),(62 103165.3),(63 102957.414),(64 102896.086),(65 102668.72),(66 102672.16),(67 102730.66),(68 103272.734),(69 104808.72),(70 106103.79),(71 106549.26),(72 107192.22),(73 107848.62),(74 108402.9),(75 108174.49),(76 107727.44),(77 107581.11),(78 107817.17),(79 107182.33),
(1 12814.222),(2 32684.521),(3 50737.27),(4 62773.402),(5 70457.38),(6 75884.38),(7 80038.12),(8 82765.87),(9 85742.33),(10 88110.9),(11 89155.125),(12 90326.98),(13 91499.24),(14 92049.875),(15 92409.695),(16 93370.38),(17 94710.586),(18 94890.71),(19 95332.695),(20 95969.06),(21 96347.76),(22 97161.27),(23 98148.31),(24 99033.59),(25 99764),(26 100825.51),(27 101444.41),(28 101277),(29 101780.52),(30 102279.75),(31 101881.445),(32 102028.19),(33 102987.88),(34 103741.305),(35 104286.71),(36 104483.805),(37 103712.625),(38 103038.28),(39 103185.73),(40 103349.375),(41 103204.41),(42 103064.26),(43 102126.99),(44 101321.22),(45 100557.664),(46 100794.805),(47 101085.336),(48 101719.086),(49 102237.625),(50 101952.35),(51 101699.81),(52 102694.53),(53 104458.836),(54 105295.6),(55 106059.695),(56 106630.41),(57 107525.6),(58 108076.94),(59 107813.24),(60 106633.96),(61 105614.71),(62 104286.54),(63 103502.336),(64 102649.4),(65 102433.71),(66 102700.72),(67 102824.5),(68 102546.6),(69 102353.1),(70 102065.98),(71 101756.336),(72 101819.336),(73 101892.85),(74 102384.195),(75 103235.414),(76 103941.336),(77 104612.99),(78 103850.54),(79 102857.6),
(1 12729.605),(2 32563.627),(3 50812.348),(4 63187.63),(5 71282.53),(6 76776.57),(7 80630.99),(8 83182.555),(9 86101.61),(10 89130.81),(11 92301.945),(12 94355.7),(13 96247.85),(14 97148.95),(15 97623.85),(16 98334.875),(17 99406.01),(18 100139.664),(19 100737.08),(20 101426.4),(21 101888.74),(22 102785.43),(23 103834),(24 104178.45),(25 104906.65),(26 104971.99),(27 104918.53),(28 105360.51),(29 105696.766),(30 106247.234),(31 106127.875),(32 105751.97),(33 105519.45),(34 105553.19),(35 105572.24),(36 106252.17),(37 106769.44),(38 106644.96),(39 105977.125),(40 105444.83),(41 105327.73),(42 105901.055),(43 106217.82),(44 105835.49),(45 105215.1),(46 104477.83),(47 103856.02),(48 103431.1),(49 103950.45),(50 105167.64),(51 106724),(52 107691.64),(53 107809.664),(54 107034.305),(55 105499.52),(56 103712.414),(57 102321.49),(58 101690.17),(59 100670.51),(60 100543.1),(61 100315.664),(62 99835.79),(63 98999.52),(64 98299.5),(65 97295.61),(66 97210.54),(67 97256.2),(68 97319.74),(69 97607.73),(70 98578.3),(71 98787.04),(72 98362.16),(73 98907.81),(74 99645.23),(75 100436.83),(76 101671.305),(77 102243.07),(78 102331.82),(79 102739.945),
(1 12231.972),(2 31591.24),(3 48950.777),(4 60819.46),(5 68542.01),(6 73117.11),(7 76023.875),(8 78173.6),(9 80856.055),(10 83321.29),(11 85400.43),(12 87421.16),(13 89368.31),(14 91016.35),(15 92124.01),(16 92099.734),(17 92235.805),(18 92690.03),(19 92963.67),(20 92685.19),(21 92978.266),(22 94066.06),(23 95156.37),(24 95792.93),(25 97039.766),(26 97917.28),(27 98157.89),(28 97637.96),(29 97251.14),(30 97126.06),(31 96848.82),(32 96614.32),(33 96371.69),(34 96101.54),(35 95904.75),(36 96424.445),(37 96737.734),(38 97569.04),(39 98138.33),(40 99040.58),(41 98973.36),(42 98370.77),(43 97890.99),(44 97793.3),(45 97472.836),(46 97821.4),(47 98476.52),(48 99280),(49 100071.23),(50 100316.82),(51 100311.67),(52 100304.875),(53 99060.29),(54 97546.98),(55 96694.555),(56 96380.75),(57 96251.51),(58 96838.195),(59 96937.04),(60 96397.586),(61 96002.484),(62 96029.83),(63 95574.44),(64 95044.47),(65 94470.35),(66 94250.66),(67 94436.04),(68 94326.78),(69 94210.24),(70 94307.94),(71 95008.49),(72 95587.555),(73 96106.98),(74 96643.08),(75 97153.62),(76 98184.266),(77 98332.9),(78 97594.055),(79 96961.34),
(1 12096.762),(2 30923.95),(3 48676.156),(4 60674.395),(5 68359.86),(6 72777.53),(7 75507.625),(8 78069.07),(9 80853.79),(10 83733.49),(11 85939.73),(12 87672.266),(13 89078.63),(14 89417.24),(15 89970.77),(16 90545.69),(17 91305.42),(18 92345.26),(19 93298.47),(20 94741.97),(21 96387.125),(22 98182.49),(23 98814.7),(24 99187.56),(25 100186.52),(26 100846.34),(27 100745.81),(28 99894.29),(29 99825.91),(30 99708.42),(31 99309.5),(32 98720.375),(33 97695.8),(34 97101.67),(35 96495.79),(36 96547.83),(37 96507.42),(38 95910.87),(39 95241.06),(40 95001.86),(41 94778.945),(42 94846.195),(43 95303.51),(44 96261.52),(45 96913.93),(46 97064.625),(47 96838.664),(48 96289.59),(49 96146.055),(50 95935.336),(51 96175.57),(52 97050.64),(53 97185.51),(54 96845.48),(55 96144.53),(56 95681.555),(57 95807.96),(58 96446.97),(59 96907.16),(60 96888.66),(61 96785.93),(62 96938.625),(63 97542.87),(64 98254.44),(65 98874.23),(66 99935.89),(67 100599.74),(68 101474.64),(69 102634.21),(70 103701.14),(71 104053.875),(72 103779.69),(73 103079.875),(74 102486.48),(75 102214.64),(76 102328.66),(77 102032.164),(78 101082.81),(79 99960.766),
(1 12117.414),(2 30799.059),(3 47994.117),(4 59703.566),(5 67380.3),(6 72125.52),(7 76213.24),(8 79238.91),(9 81606.414),(10 83703.34),(11 85274.77),(12 86746.016),(13 88857.82),(14 90262.94),(15 91221.69),(16 92028.82),(17 92608.945),(18 92567.266),(19 92552.516),(20 91991.375),(21 91820.84),(22 92371.11),(23 92781.14),(24 93339.22),(25 94175.414),(26 94545.664),(27 94425.375),(28 94076.58),(29 94116.3),(30 94036.78),(31 93816.516),(32 93288.95),(33 92757.625),(34 93140.83),(35 93857.07),(36 94470.6),(37 94542.58),(38 94234.766),(39 94053.35),(40 94196.57),(41 94159.586),(42 93549.875),(43 93668.16),(44 93767.01),(45 93594.64),(46 93276.74),(47 92576.42),(48 90926.664),(49 89413.26),(50 88870.82),(51 88769.22),(52 88391.65),(53 87922.77),(54 87854.84),(55 88153.69),(56 88042.88),(57 88450.65),(58 89678.2),(59 89799.25),(60 89531.516),(61 89907.21),(62 90343.3),(63 91654.78),(64 92858.46),(65 93746.35),(66 94334.414),(67 94136.74),(68 94141.51),(69 93977.1),(70 94244.2),(71 93779.59),(72 93542.31),(73 93881.055),(74 94714.78),(75 95892.85),(76 96206.375),(77 96429.25),(78 96399.12),(79 96081.51),
(1 12005.311),(2 29941.016),(3 46307.137),(4 57233.094),(5 64641.95),(6 69181.875),(7 72319.234),(8 74736.734),(9 78345.266),(10 80997.94),(11 82427.28),(12 82878.84),(13 83773.56),(14 84399.016),(15 85712.414),(16 87157.305),(17 88126.44),(18 88304.76),(19 88340.68),(20 88209.055),(21 88396.3),(22 89249.44),(23 90041.19),(24 90227.875),(25 90939.234),(26 90989.99),(27 90595.586),(28 89621.27),(29 89650.695),(30 90257.32),(31 90371.51),(32 90158.71),(33 90003.914),(34 90458.22),(35 90273.78),(36 89896.44),(37 89504.88),(38 89077.29),(39 88301.25),(40 87703.914),(41 87434.875),(42 87024.49),(43 87129.38),(44 87692.3),(45 88588.555),(46 89630.25),(47 89755.734),(48 89050.914),(49 88149.54),(50 87234.945),(51 86795.664),(52 87231.41),(53 87414.75),(54 87515.24),(55 87529.78),(56 87766.35),(57 88254.73),(58 89715.12),(59 90485.2),(60 90273.29),(61 90329.914),(62 89840.19),(63 89795.62),(64 90075.695),(65 89940.43),(66 89133.17),(67 88287.9),(68 88918.086),(69 89148.17),(70 89316.22),(71 89151.664),(72 88775.055),(73 88713.87),(74 89210.516),(75 90144.766),(76 91511.91),(77 92596.72),(78 94141.64),(79 95138.96),
(1 12253.378),(2 30410.96),(3 47166.383),(4 58264.133),(5 65149.004),(6 69723.766),(7 72172.3),(8 73846.31),(9 75591.07),(10 77174.01),(11 78436.836),(12 79011.63),(13 80054.22),(14 80642.2),(15 81219.77),(16 81944.14),(17 82850.766),(18 82992.516),(19 82682.05),(20 82873.805),(21 82678.414),(22 83543.47),(23 84709.39),(24 85893.18),(25 86676.945),(26 87857.586),(27 87639.74),(28 86833.33),(29 86370.61),(30 85943.71),(31 85657.99),(32 85996.86),(33 86461.02),(34 87137.88),(35 86931.36),(36 86694.33),(37 87059.195),(38 87814.164),(39 88067.55),(40 87789.3),(41 88057.06),(42 88553.516),(43 88989.03),(44 89217.21),(45 89426.805),(46 89927.94),(47 89610.03),(48 88540.836),(49 87855.89),(50 87216.06),(51 86828.04),(52 87141.26),(53 87118.45),(54 86738.91),(55 86505.07),(56 86333.125),(57 86607.07),(58 87656.26),(59 87891.41),(60 87949.9),(61 87993.8),(62 88615.47),(63 89178.3),(64 89317.74),(65 89340.7),(66 89002.74),(67 88166.445),(68 88094.52),(69 88392.14),(70 88792.1),(71 88828.26),(72 88072.49),(73 87541.34),(74 87055.42),(75 86871.9),(76 87564.06),(77 87936.9),(78 87892.97),(79 87715.63),
(1 11449.798),(2 28737.06),(3 44288.863),(4 54651.074),(5 61273.535),(6 65521.43),(7 68315.41),(8 70113.02),(9 71622.61),(10 72691.43),(11 72544.38),(12 73350.8),(13 73956.266),(14 74360.99),(15 75197),(16 76165.055),(17 77220.68),(18 78269.195),(19 79297.445),(20 79795.8),(21 80015.93),(22 80221.36),(23 80375.52),(24 80410.14),(25 80907.41),(26 81211.68),(27 81579.81),(28 82241.63),(29 83020.81),(30 84239.09),(31 85528.03),(32 86985.88),(33 88030.84),(34 88701.22),(35 88756.6),(36 88645.49),(37 88294.945),(38 88040.664),(39 87643.17),(40 87527.766),(41 87738.07),(42 87720.2),(43 87511.945),(44 87693.3),(45 87920.766),(46 87970.28),(47 88143.1),(48 88390.78),(49 88332.22),(50 87871.984),(51 86929.34),(52 86163.18),(53 85741.234),(54 85683.89),(55 85549.01),(56 85460.83),(57 85443.26),(58 85874.67),(59 85318.73),(60 85104.96),(61 85338.54),(62 86030.16),(63 86420.086),(64 87081.39),(65 87213.33),(66 86601.234),(67 86159.12),(68 86402.445),(69 87139.02),(70 87952.37),(71 88466.85),(72 88565.516),(73 87985.07),(74 87242.625),(75 87375.69),(76 87953.83),(77 88299.37),(78 88317.2),(79 88569.76),
(1 11480.517),(2 28907.246),(3 43644.113),(4 52828.516),(5 58222.816),(6 61570.984),(7 63939.69),(8 65779.66),(9 67581.664),(10 68738.03),(11 69188.16),(12 69812.8),(13 70918.95),(14 71715.29),(15 72593.45),(16 73490.83),(17 74299.24),(18 74870.32),(19 74996.484),(20 75233.14),(21 75881.77),(22 76388.5),(23 76644.85),(24 77372.445),(25 78517.34),(26 79207.2),(27 79230.41),(28 78946.96),(29 78465.09),(30 78587.03),(31 78575.87),(32 78950.984),(33 79914.875),(34 81076.266),(35 81617.555),(36 81980.24),(37 82581.92),(38 83099.09),(39 82928.01),(40 82769.75),(41 82604.6),(42 82686.03),(43 82721.914),(44 83088.38),(45 83448.8),(46 83711.83),(47 83321.69),(48 82540.39),(49 82631.01),(50 82608.08),(51 82332.7),(52 82320.39),(53 82220.64),(54 81832.81),(55 81424.91),(56 80897.53),(57 80310.16),(58 79808.03),(59 78970.83),(60 78720.17),(61 79080.36),(62 80015.734),(63 80788.445),(64 80887.31),(65 80911.87),(66 80636.17),(67 79998.38),(68 79746.25),(69 80232.734),(70 80674.66),(71 80381.08),(72 79951.555),(73 79670.1),(74 79351.59),(75 79481.82),(76 80090.41),(77 81075.06),(78 81948.09),(79 82190.44),
(1 11171.377),(2 27489.162),(3 41423.375),(4 50382.105),(5 55984.496),(6 59887.063),(7 62186.395),(8 63606.707),(9 65220.45),(10 67187.555),(11 68507.945),(12 69650.11),(13 70215.945),(14 70972.34),(15 72342.25),(16 73567.836),(17 74907.44),(18 75876.58),(19 76072.5),(20 75763.16),(21 75717.65),(22 76828.79),(23 77609.42),(24 78621.68),(25 79392.36),(26 79728.88),(27 80353.55),(28 80818.09),(29 81374.72),(30 81700.25),(31 81648.15),(32 81541.48),(33 81989.71),(34 82953.45),(35 83485.09),(36 83652.41),(37 83615.97),(38 83207.44),(39 82685.55),(40 82906.625),(41 83488.375),(42 83820.695),(43 84390.69),(44 84219.43),(45 83936.82),(46 84279.72),(47 84584.72),(48 84548.414),(49 84284.6),(50 84265.055),(51 84583.234),(52 85084.62),(53 85450.05),(54 85665.12),(55 85481.414),(56 84977.4),(57 84172.25),(58 83649.01),(59 82970.62),(60 82763.266),(61 82702.65),(62 82882.15),(63 83761.87),(64 84059.664),(65 84116.58),(66 83592.68),(67 83478.11),(68 83518.36),(69 83279.555),(70 83709.99),(71 83758.125),(72 84108.91),(73 84325.05),(74 84368.65),(75 83864.89),(76 83348.35),(77 82892.04),(78 81766.22),(79 81352),
(1 11117.661),(2 27388.281),(3 41231.62),(4 49668.734),(5 55156.668),(6 58896.246),(7 61114.277),(8 62588.88),(9 63780.387),(10 65317.117),(11 66596.68),(12 68713.49),(13 70079.055),(14 71430.11),(15 72680.4),(16 73657.875),(17 74740.266),(18 74926.625),(19 75019.25),(20 75063.945),(21 74439.15),(22 73818.04),(23 73137.586),(24 73354.64),(25 74280.92),(26 75248.24),(27 76344.336),(28 77292.234),(29 78205.414),(30 79565.99),(31 81090.09),(32 81984.016),(33 82198.69),(34 82118.89),(35 81817.15),(36 81723.33),(37 82285.91),(38 82919.8),(39 82974.72),(40 83026.33),(41 82958.13),(42 83080.09),(43 83636.195),(44 83952.39),(45 85062.93),(46 85840.35),(47 85848.19),(48 85226.484),(49 85018.8),(50 84565.375),(51 83723.56),(52 82990.92),(53 82777.516),(54 81996.67),(55 81302.81),(56 80704.04),(57 80624.93),(58 81227.02),(59 81238.234),(60 81402.75),(61 82235.516),(62 82504.04),(63 82706.51),(64 82895.055),(65 82335.83),(66 81365.41),(67 80944.586),(68 80435.305),(69 79986.17),(70 80247.68),(71 80513.36),(72 80579.87),(73 80431.33),(74 79916.055),(75 79893.266),(76 79950.875),(77 79826.66),(78 79642.305),(79 79665.695),
(1 10590.31),(2 25877.111),(3 38647.375),(4 47212.285),(5 52516.617),(6 55574.996),(7 57605.008),(8 59187.402),(9 61251.55),(10 63100.184),(11 64507.2),(12 66112.93),(13 67441.086),(14 68108.19),(15 68526.43),(16 69341.56),(17 70071.055),(18 70531.73),(19 71278.58),(20 72424.18),(21 73316.14),(22 73451.37),(23 72747.98),(24 71457.19),(25 70187.25),(26 69400.54),(27 69762.55),(28 70186.73),(29 70752.695),(30 71204.26),(31 71858.03),(32 72550.74),(33 72990.46),(34 73043.75),(35 72859.26),(36 72779.445),(37 72826.73),(38 73418.89),(39 73760.38),(40 73652.23),(41 73802.85),(42 73783.1),(43 73385.055),(44 73559.414),(45 74498.02),(46 75309.7),(47 75652.31),(48 75846.195),(49 76653.16),(50 76920.87),(51 76465.945),(52 75496.12),(53 75236.305),(54 74699.37),(55 73848.46),(56 73055.44),(57 72393.15),(58 72013.04),(59 71621.945),(60 71245.34),(61 71338.07),(62 71668.28),(63 72539.19),(64 72988.586),(65 73002.5),(66 72895.84),(67 73473.36),(68 74696.38),(69 75123.32),(70 75365.37),(71 75393.68),(72 75302.805),(73 75640.62),(74 76201.86),(75 76532.42),(76 76577.59),(77 76322.09),(78 76216.77),(79 76015.63),
(1 10374.118),(2 25497.951),(3 37797.902),(4 45863.83),(5 50709.805),(6 53807.87),(7 55832.63),(8 57479.152),(9 59309.055),(10 60956.305),(11 61646.473),(12 62773.785),(13 64373.477),(14 65171.47),(15 65234.074),(16 65714.664),(17 66271.62),(18 66618.46),(19 67325.75),(20 67847.22),(21 68203.15),(22 68360.58),(23 69099.375),(24 70090.03),(25 70434.2),(26 70782.22),(27 71263.16),(28 71453.02),(29 71744.66),(30 71927.25),(31 71684.78),(32 71362.2),(33 71113.016),(34 71075.71),(35 70040.18),(36 69405.81),(37 68868.74),(38 69212.516),(39 69868.17),(40 70166.78),(41 69465.016),(42 68696.234),(43 68825.56),(44 69082.11),(45 69655.734),(46 70623.12),(47 71123.375),(48 71103.01),(49 71118.03),(50 71502.57),(51 72495.5),(52 73905.71),(53 75008.86),(54 75570.73),(55 75142.55),(56 74755.914),(57 74064.42),(58 73619.14),(59 73241.99),(60 73356.516),(61 73509.16),(62 73076.23),(63 72812.48),(64 72695.44),(65 72665.7),(66 72612.09),(67 72813.96),(68 73136.57),(69 73444.75),(70 73837.63),(71 73602.88),(72 73582.805),(73 73739.75),(74 73680.43),(75 74014.29),(76 74670.48),(77 74778.95),(78 74763.18),(79 74307.234),
