1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9286.47),(2 14912.331),(3 34566.027),(4 53237.105),(5 80176.96),(6 106447.805),(7 137849.44),(8 168592.55),(9 204890.19),(10 243007.36),(11 285426.28),(12 330073.78),(13 376301.84),(14 428038.34),(15 480224.5),(16 533062.7),(17 596465.7),(18 660836.94),(19 725999.06),(20 790031.3),(21 858674.94),(22 934659.5),(23 1000782.7),(24 1066769.6),(25 1131731.5),(26 1201314.1),(27 1267646.9),(28 1330882.9),(29 1401445.5),(30 1475519.4),(31 1555727.4),(32 1643595.4),(33 1731383.4),(34 1819467.4),(35 1920937.4),(36 2019294.1),(37 2132972.3),(38 2251038.3),(39 2366714.3),(40 2497722.5),(41 2639146.3),(42 2795132.8),(43 2941010),(44 3071629.3),(45 3228656),(46 3384577.8),(47 3541615.3),(48 3684729.8),(49 3850462),(50 4013105.3),(51 4177604.3),(52 4352413),(53 4513219.5),(54 4686376.5),(55 4866880.5),(56 5034991.5),(57 5220085.5),(58 5396359.5),(59 5562226),(60 5712165.5),(61 5855242.5),(62 6005973.5),(63 6117278.5),(64 6259417.5),(65 6389713.5),(66 6487987.5),(67 6611374.5),(68 6723770.5),(69 6832142),(70 6931202),(71 7040952),(72 7125345.5),(73 7212220.5),(74 7257248),(75 7302152),(76 7345688),(77 7367493.5),(78 7395942.5),(79 7406160),
(1 156.29173),(2 194.04655),(3 205.37743),(4 201.99573),(5 207.9661),(6 222.0416),(7 232.81569),(8 227.88185),(9 224.67857),(10 234.30493),(11 237.17538),(12 234.62361),(13 230.10469),(14 236.02571),(15 243.91118),(16 243.63762),(17 249.553),(18 254.51546),(19 264.5923),(20 268.06128),(21 273.6764),(22 274.3921),(23 278.6871),(24 285.9699),(25 287.79944),(26 283.101),(27 287.3108),(28 293.54443),(29 292.09146),(30 290.2005),(31 290.35437),(32 285.86356),(33 286.13895),(34 293.99454),(35 291.4739),(36 288.3749),(37 287.44272),(38 286.05777),(39 296.22266),(40 296.06778),(41 293.89395),(42 294.46826),(43 295.83716),(44 294.97693),(45 295.8701),(46 301.68954),(47 304.3442),(48 294.52835),(49 288.219),(50 291.46155),(51 297.1372),(52 294.2252),(53 294.07117),(54 295.852),(55 293.04813),(56 292.85916),(57 290.16653),(58 286.75787),(59 286.88235),(60 285.47437),(61 288.45023),(62 287.6993),(63 290.63672),(64 289.80142),(65 298.09628),(66 296.80377),(67 289.00983),(68 293.7296),(69 298.3049),(70 300.9667),(71 296.7268),(72 303.14807),(73 306.37238),(74 298.67218),(75 306.12888),(76 307.50055),(77 309.77695),(78 318.05933),(79 318.9251),
(1 150.39992),(2 186.13261),(3 191.84871),(4 193.80643),(5 199.3877),(6 210.29059),(7 219.72246),(8 219.54616),(9 217.53586),(10 226.15796),(11 222.16818),(12 219.63402),(13 222.02966),(14 218.25882),(15 230.96083),(16 234.67548),(17 236.79382),(18 244.27724),(19 247.90092),(20 254.1266),(21 254.28136),(22 259.67477),(23 264.25977),(24 268.5932),(25 275.1241),(26 272.044),(27 279.88443),(28 281.3187),(29 279.52438),(30 275.3181),(31 275.21173),(32 272.32468),(33 274.78952),(34 276.82248),(35 277.90686),(36 277.396),(37 275.17667),(38 276.6029),(39 279.9052),(40 280.56546),(41 277.79636),(42 276.77368),(43 278.4473),(44 281.93134),(45 280.36304),(46 280.6485),(47 282.08826),(48 281.3692),(49 279.69336),(50 277.35208),(51 278.79312),(52 280.03717),(53 281.69647),(54 280.0102),(55 279.07962),(56 277.74826),(57 274.56897),(58 274.91406),(59 274.24435),(60 270.83295),(61 273.48746),(62 280.4901),(63 283.26425),(64 280.13602),(65 284.80392),(66 285.90378),(67 281.81628),(68 283.4731),(69 286.3446),(70 289.12015),(71 291.85712),(72 293.41223),(73 295.20718),(74 289.22913),(75 293.8432),(76 293.2172),(77 295.4629),(78 296.70343),(79 302.00653),
(1 150.92683),(2 184.90004),(3 193.01239),(4 192.13908),(5 202.60979),(6 208.70035),(7 216.71884),(8 212.08856),(9 219.21265),(10 224.74501),(11 220.86789),(12 218.04237),(13 220.1727),(14 219.1731),(15 230.30841),(16 237.52641),(17 239.3262),(18 241.3631),(19 253.1707),(20 260.3536),(21 259.869),(22 264.00656),(23 267.64136),(24 269.0914),(25 272.98203),(26 272.32922),(27 279.88284),(28 277.33),(29 276.0783),(30 281.39764),(31 278.65256),(32 278.33197),(33 283.5872),(34 279.0466),(35 274.56192),(36 277.86942),(37 276.74405),(38 274.3179),(39 283.0402),(40 279.1551),(41 277.78482),(42 277.28445),(43 277.88147),(44 279.434),(45 280.07425),(46 282.4627),(47 283.04922),(48 275.81638),(49 278.337),(50 276.40662),(51 283.53848),(52 279.91034),(53 276.6927),(54 276.31915),(55 276.69598),(56 278.88193),(57 274.03668),(58 270.95828),(59 275.72437),(60 273.16693),(61 269.18536),(62 275.99356),(63 283.05167),(64 280.24548),(65 275.4963),(66 278.1763),(67 279.63736),(68 279.12833),(69 280.83194),(70 283.22702),(71 285.82095),(72 281.10944),(73 282.3817),(74 279.53384),(75 285.34433),(76 288.70554),(77 289.60812),(78 291.94208),(79 297.59036),
(1 141.37682),(2 172.6387),(3 182.85504),(4 182.01714),(5 188.6856),(6 193.1925),(7 197.37943),(8 198.711),(9 204.27492),(10 209.9157),(11 205.50711),(12 205.80743),(13 208.39912),(14 208.40155),(15 213.78464),(16 219.36757),(17 224.53505),(18 226.77112),(19 233.27693),(20 239.06958),(21 241.48209),(22 247.87982),(23 252.86621),(24 252.57768),(25 254.6399),(26 254.0339),(27 256.26242),(28 257.16336),(29 258.73352),(30 261.31436),(31 260.50983),(32 258.27274),(33 266.48),(34 268.33636),(35 262.7007),(36 266.3572),(37 267.9723),(38 262.95197),(39 267.4208),(40 266.37314),(41 262.79745),(42 264.47003),(43 264.08084),(44 258.6678),(45 255.63838),(46 266.5411),(47 264.19467),(48 262.71927),(49 260.77023),(50 262.09964),(51 262.11603),(52 262.2835),(53 260.04245),(54 262.99597),(55 262.6939),(56 261.8789),(57 257.08038),(58 257.21542),(59 259.39822),(60 257.1491),(61 256.32413),(62 257.98834),(63 267.35474),(64 265.37448),(65 265.6961),(66 268.82236),(67 270.70325),(68 269.2351),(69 266.6442),(70 271.98734),(71 270.45276),(72 270.90457),(73 271.10745),(74 268.39285),(75 280.87332),(76 280.97055),(77 275.46597),(78 281.6596),(79 289.64844),
(1 141.57954),(2 171.36266),(3 179.5056),(4 178.39236),(5 185.77486),(6 193.51677),(7 199.21068),(8 196.70859),(9 197.71156),(10 203.00789),(11 197.40628),(12 197.41948),(13 200.52849),(14 201.20908),(15 212.86487),(16 219.13475),(17 222.95584),(18 224.87),(19 227.94711),(20 229.59103),(21 235.00116),(22 240.52666),(23 244.81398),(24 245.79488),(25 246.44702),(26 250.09369),(27 258.83505),(28 251.85536),(29 252.4633),(30 250.97214),(31 252.63278),(32 253.47368),(33 257.48352),(34 256.85904),(35 254.68639),(36 254.96835),(37 255.81828),(38 257.6515),(39 260.42715),(40 256.1731),(41 255.91005),(42 257.75784),(43 258.83554),(44 257.05405),(45 257.62976),(46 263.90656),(47 258.83014),(48 255.52219),(49 261.0484),(50 259.92746),(51 262.43094),(52 261.42645),(53 259.46094),(54 264.49408),(55 265.50342),(56 260.8378),(57 259.90802),(58 256.55835),(59 259.5236),(60 258.19727),(61 257.00662),(62 257.73492),(63 264.7223),(64 265.7347),(65 269.94498),(66 270.38052),(67 268.92532),(68 267.20438),(69 271.9151),(70 274.98853),(71 273.31723),(72 274.75427),(73 273.6589),(74 273.10217),(75 277.68527),(76 278.7743),(77 276.25653),(78 284.94534),(79 286.1844),
(1 139.04117),(2 167.85825),(3 174.61826),(4 174.1197),(5 181.40654),(6 190.01785),(7 191.01506),(8 189.4589),(9 193.03189),(10 198.11606),(11 196.56062),(12 194.3428),(13 195.17809),(14 199.96988),(15 208.04013),(16 208.28368),(17 210.69507),(18 214.2377),(19 217.4392),(20 221.40765),(21 227.46126),(22 228.97449),(23 231.5289),(24 233.93088),(25 234.44832),(26 235.03485),(27 242.81229),(28 240.03339),(29 239.90779),(30 239.7582),(31 239.6278),(32 241.22362),(33 240.27017),(34 240.54176),(35 241.11581),(36 241.24852),(37 246.1802),(38 241.39609),(39 247.29912),(40 246.2039),(41 243.4704),(42 244.0721),(43 249.40327),(44 251.24202),(45 250.35059),(46 248.55136),(47 247.59984),(48 245.83421),(49 248.1456),(50 245.02687),(51 251.38527),(52 252.95316),(53 251.59975),(54 250.95802),(55 253.63954),(56 251.9026),(57 245.78514),(58 244.07578),(59 246.76868),(60 242.78511),(61 249.17963),(62 246.04239),(63 247.54018),(64 253.49297),(65 258.83167),(66 254.47429),(67 255.38478),(68 258.16537),(69 253.07115),(70 257.87613),(71 258.60223),(72 260.47824),(73 257.10458),(74 254.83418),(75 258.17642),(76 258.45737),(77 261.12616),(78 265.43518),(79 262.38364),
(1 138.59935),(2 165.33475),(3 172.34789),(4 174.75421),(5 179.83081),(6 184.10007),(7 191.26645),(8 186.74481),(9 188.08618),(10 191.37912),(11 194.72194),(12 189.51723),(13 191.9698),(14 192.98077),(15 201.37772),(16 203.45201),(17 205.06639),(18 208.61284),(19 211.99762),(20 215.08318),(21 219.6775),(22 225.02362),(23 227.90099),(24 228.79593),(25 225.01196),(26 232.50702),(27 236.94289),(28 235.89926),(29 236.70824),(30 237.2917),(31 230.38586),(32 235.23405),(33 237.8233),(34 237.89458),(35 238.69638),(36 236.57327),(37 238.48166),(38 238.73732),(39 242.19795),(40 235.97629),(41 239.49666),(42 240.54816),(43 239.95958),(44 240.76604),(45 236.73318),(46 242.68987),(47 241.20132),(48 236.6477),(49 238.85194),(50 233.75267),(51 236.97046),(52 236.63733),(53 233.24518),(54 235.71306),(55 235.29295),(56 232.50229),(57 233.17593),(58 234.71881),(59 234.61798),(60 229.95757),(61 236.61346),(62 238.98216),(63 239.97687),(64 242.4777),(65 244.55211),(66 247.68102),(67 248.07976),(68 248.0469),(69 248.43892),(70 251.03986),(71 256.0048),(72 253.28963),(73 253.879),(74 254.84258),(75 261.6292),(76 262.7438),(77 263.7728),(78 262.72742),(79 263.02893),
(1 133.90999),(2 158.47089),(3 167.21494),(4 164.01086),(5 168.93544),(6 176.74722),(7 183.67398),(8 181.76967),(9 180.13931),(10 183.86905),(11 186.59348),(12 183.82838),(13 181.58556),(14 186.30782),(15 192.669),(16 197.02461),(17 199.45555),(18 201.18042),(19 202.99231),(20 210.59875),(21 212.62389),(22 215.76202),(23 220.99048),(24 222.86195),(25 219.75784),(26 224.29721),(27 231.99455),(28 228.43901),(29 227.2132),(30 226.68211),(31 227.49927),(32 227.92296),(33 225.00797),(34 224.21571),(35 224.4563),(36 224.27922),(37 225.5782),(38 222.50082),(39 232.10567),(40 230.2071),(41 230.26704),(42 230.84462),(43 225.94495),(44 227.22974),(45 225.6484),(46 228.35193),(47 231.6122),(48 229.02878),(49 226.98509),(50 227.92822),(51 232.6399),(52 228.10535),(53 229.0223),(54 231.78378),(55 228.75642),(56 228.293),(57 229.9147),(58 231.47812),(59 230.62402),(60 227.82451),(61 229.55322),(62 230.45673),(63 235.23364),(64 236.10301),(65 233.2599),(66 236.80704),(67 241.73445),(68 240.10553),(69 244.08691),(70 242.94643),(71 244.59172),(72 247.59412),(73 246.40045),(74 247.76923),(75 252.95874),(76 257.88605),(77 254.90935),(78 255.52734),(79 261.19745),
(1 128.89644),(2 153.64938),(3 159.07666),(4 161.15874),(5 166.5388),(6 172.11807),(7 179.18246),(8 175.80096),(9 178.247),(10 184.86745),(11 181.48567),(12 178.47766),(13 180.64305),(14 183.31079),(15 185.62772),(16 188.4746),(17 194.95212),(18 195.96245),(19 197.92679),(20 203.29842),(21 199.39926),(22 209.72624),(23 210.14317),(24 206.46538),(25 207.77132),(26 211.24449),(27 218.71112),(28 217.5189),(29 211.979),(30 212.9463),(31 214.62967),(32 215.56717),(33 216.04155),(34 216.0976),(35 214.29286),(36 214.3674),(37 217.32188),(38 217.7457),(39 220.56105),(40 218.94511),(41 213.79659),(42 216.80447),(43 219.3547),(44 220.19604),(45 219.54752),(46 221.09613),(47 221.01778),(48 219.99384),(49 220.8308),(50 222.07475),(51 223.33032),(52 218.74695),(53 220.21904),(54 219.10942),(55 217.03041),(56 220.68652),(57 221.85008),(58 217.48735),(59 219.51448),(60 220.52168),(61 221.11609),(62 221.95421),(63 226.60419),(64 228.7706),(65 227.47513),(66 229.62714),(67 229.95277),(68 227.82098),(69 234.8591),(70 235.73749),(71 237.08527),(72 236.71553),(73 233.71977),(74 235.83359),(75 244.06055),(76 244.083),(77 244.6589),(78 245.81541),(79 249.07097),
(1 126.65495),(2 152.5755),(3 159.00401),(4 160.60776),(5 163.96458),(6 166.78448),(7 175.864),(8 173.31123),(9 174.30745),(10 178.97794),(11 177.33382),(12 174.52104),(13 177.97972),(14 179.6843),(15 184.45384),(16 185.05936),(17 191.11813),(18 197.29071),(19 199.24352),(20 202.96548),(21 202.40305),(22 210.12738),(23 212.93724),(24 213.9676),(25 210.81145),(26 211.69585),(27 217.74281),(28 218.7765),(29 216.05612),(30 214.12694),(31 213.09143),(32 217.14923),(33 221.13458),(34 216.95143),(35 210.73433),(36 211.88713),(37 218.37987),(38 215.08163),(39 215.19646),(40 211.60878),(41 210.40434),(42 213.62373),(43 213.53493),(44 212.02449),(45 212.98022),(46 216.98192),(47 217.23744),(48 214.034),(49 210.86978),(50 212.35114),(51 215.94446),(52 213.95699),(53 215.41585),(54 213.65909),(55 213.3422),(56 214.00795),(57 215.11566),(58 213.85596),(59 213.6368),(60 210.88634),(61 211.07353),(62 217.53006),(63 222.14052),(64 220.39009),(65 221.22638),(66 219.37743),(67 219.86967),(68 221.189),(69 219.99222),(70 222.98462),(71 227.36629),(72 226.48923),(73 223.82356),(74 228.89108),(75 232.81215),(76 230.225),(77 235.78578),(78 235.86484),(79 237.03172),
(1 117.9834),(2 141.39618),(3 151.72418),(4 151.31786),(5 156.00215),(6 162.29086),(7 167.11914),(8 164.78493),(9 165.20901),(10 166.78044),(11 169.39848),(12 164.63898),(13 165.97093),(14 169.94624),(15 171.93404),(16 174.10405),(17 177.90466),(18 181.53842),(19 184.99678),(20 187.13513),(21 188.12683),(22 197.10869),(23 198.80884),(24 204.24187),(25 200.64656),(26 202.38455),(27 205.50209),(28 208.35678),(29 204.74828),(30 204.59865),(31 202.9712),(32 206.08954),(33 207.19415),(34 204.50215),(35 205.16774),(36 201.28052),(37 204.93962),(38 202.9737),(39 207.30466),(40 204.42583),(41 203.32692),(42 205.23712),(43 205.90233),(44 204.91089),(45 204.46631),(46 204.43515),(47 206.6215),(48 207.06192),(49 202.0923),(50 203.51857),(51 203.80595),(52 203.47374),(53 203.17693),(54 202.47205),(55 201.06024),(56 201.34485),(57 199.00461),(58 203.76778),(59 201.99495),(60 199.52054),(61 199.64108),(62 202.09364),(63 205.01547),(64 208.77298),(65 206.68837),(66 206.73524),(67 208.28441),(68 209.80635),(69 208.55547),(70 209.91238),(71 216.605),(72 213.9217),(73 215.11903),(74 215.26207),(75 220.06776),(76 221.62485),(77 224.6754),(78 227.02339),(79 229.22495),
(1 113.923965),(2 133.23973),(3 146.8533),(4 147.68086),(5 152.61917),(6 156.69072),(7 162.21259),(8 163.879),(9 166.14505),(10 167.39806),(11 167.75348),(12 169.11739),(13 168.87701),(14 170.72255),(15 173.89986),(16 174.18085),(17 179.7486),(18 181.07788),(19 183.14754),(20 185.16731),(21 189.53389),(22 191.96501),(23 199.51569),(24 202.01576),(25 199.29274),(26 198.6268),(27 202.14659),(28 206.90114),(29 207.84111),(30 203.37448),(31 202.03636),(32 205.02013),(33 205.83833),(34 205.4078),(35 202.85117),(36 201.34099),(37 202.58098),(38 200.49657),(39 204.91022),(40 202.97166),(41 202.71979),(42 202.0495),(43 200.78548),(44 204.69547),(45 202.35834),(46 204.75769),(47 206.92235),(48 206.9417),(49 203.67857),(50 202.73854),(51 205.03671),(52 203.21661),(53 201.68802),(54 199.1792),(55 202.26295),(56 203.75635),(57 201.03731),(58 205.16946),(59 201.58414),(60 197.64691),(61 199.30792),(62 201.23993),(63 206.84438),(64 206.5724),(65 208.37965),(66 205.72897),(67 208.11761),(68 208.03624),(69 210.2773),(70 209.08195),(71 213.93927),(72 213.19647),(73 213.13997),(74 215.14925),(75 222.70923),(76 225.75966),(77 224.23454),(78 228.21973),(79 230.94827),
(1 114.05858),(2 136.33177),(3 146.60437),(4 145.8348),(5 150.08446),(6 153.07503),(7 158.54327),(8 159.58083),(9 160.29831),(10 160.46486),(11 165.26628),(12 166.48682),(13 164.86511),(14 167.08746),(15 175.16225),(16 171.5697),(17 179.32817),(18 182.6641),(19 185.29799),(20 186.06958),(21 188.80981),(22 192.09683),(23 196.97249),(24 199.18501),(25 197.71779),(26 200.8692),(27 204.51494),(28 201.9842),(29 205.41463),(30 204.13089),(31 201.2344),(32 204.04274),(33 204.77069),(34 206.47598),(35 204.86732),(36 207.03864),(37 206.34096),(38 202.49287),(39 206.9934),(40 204.0287),(41 204.37921),(42 203.31201),(43 202.39775),(44 204.98048),(45 199.9996),(46 203.00082),(47 205.6774),(48 201.94083),(49 196.26941),(50 197.33994),(51 203.26349),(52 201.50685),(53 201.44131),(54 199.0441),(55 198.0974),(56 198.45888),(57 196.27977),(58 199.92026),(59 198.57684),(60 198.09373),(61 196.80019),(62 196.2398),(63 205.4853),(64 202.12344),(65 204.06114),(66 204.45358),(67 206.59535),(68 204.66306),(69 208.37363),(70 211.1073),(71 212.90604),(72 209.49733),(73 209.56367),(74 209.88165),(75 216.34302),(76 219.95012),(77 219.8415),(78 223.15028),(79 228.11226),
(1 111.03963),(2 129.77469),(3 138.09811),(4 139.02754),(5 145.29037),(6 147.44005),(7 153.3206),(8 154.3237),(9 156.60933),(10 159.48848),(11 158.99081),(12 159.85637),(13 156.58185),(14 158.67177),(15 164.56363),(16 164.87666),(17 165.05087),(18 169.00722),(19 171.78223),(20 175.52473),(21 178.6982),(22 180.75238),(23 183.33786),(24 187.8196),(25 188.47614),(26 190.78099),(27 190.46352),(28 190.90157),(29 196.50452),(30 193.77747),(31 194.50165),(32 191.18071),(33 190.35039),(34 196.50215),(35 195.57964),(36 192.89835),(37 192.03903),(38 189.0844),(39 199.82353),(40 195.0056),(41 197.60455),(42 193.59853),(43 192.43214),(44 196.09714),(45 193.50952),(46 194.99265),(47 195.78537),(48 193.78111),(49 193.75177),(50 190.15408),(51 196.67645),(52 194.97144),(53 191.79848),(54 195.50406),(55 192.45264),(56 187.8241),(57 189.14354),(58 189.6938),(59 191.78505),(60 188.87103),(61 190.3599),(62 189.69923),(63 191.7531),(64 191.55763),(65 192.62373),(66 195.17018),(67 196.64323),(68 197.47885),(69 198.87575),(70 197.12952),(71 198.64882),(72 196.40314),(73 198.70125),(74 196.2734),(75 198.65144),(76 204.93158),(77 205.78204),(78 206.55995),(79 211.98247),
(1 111.10164),(2 132.73299),(3 141.54723),(4 137.71974),(5 143.72989),(6 148.96953),(7 152.49052),(8 151.30536),(9 153.34862),(10 156.65533),(11 156.36919),(12 156.15443),(13 158.19778),(14 158.021),(15 162.91403),(16 164.58012),(17 168.702),(18 170.369),(19 171.58426),(20 178.3276),(21 177.95325),(22 184.31255),(23 182.40591),(24 185.45526),(25 186.65907),(26 189.82819),(27 192.90703),(28 189.98088),(29 193.19717),(30 193.73085),(31 198.38593),(32 196.56325),(33 194.38078),(34 197.11888),(35 199.16817),(36 198.72557),(37 193.78732),(38 191.89128),(39 202.03052),(40 200.06468),(41 196.11633),(42 196.77797),(43 197.6362),(44 194.40898),(45 196.23943),(46 199.32927),(47 199.57898),(48 197.86273),(49 195.84602),(50 193.92067),(51 199.2042),(52 195.37978),(53 192.71712),(54 192.01125),(55 188.81656),(56 188.92488),(57 191.98451),(58 193.09985),(59 190.2775),(60 186.93367),(61 189.23125),(62 192.96764),(63 193.00839),(64 192.00891),(65 192.1144),(66 194.54723),(67 193.24715),(68 192.41223),(69 195.6007),(70 195.59273),(71 195.79126),(72 195.55919),(73 196.10255),(74 197.86723),(75 200.04187),(76 203.94164),(77 205.45389),(78 208.81296),(79 212.45538),
(1 109.31076),(2 131.67259),(3 136.79883),(4 135.97652),(5 142.15308),(6 146.49336),(7 151.76918),(8 151.65611),(9 151.65414),(10 154.57333),(11 153.28894),(12 155.97542),(13 155.62592),(14 156.5929),(15 163.53465),(16 164.61613),(17 167.5549),(18 171.82521),(19 174.2099),(20 176.42145),(21 179.63515),(22 183.94658),(23 185.47351),(24 185.33621),(25 187.54445),(26 186.36086),(27 191.05933),(28 190.11948),(29 191.13306),(30 192.53954),(31 196.65875),(32 193.57881),(33 192.31319),(34 192.40698),(35 194.27159),(36 194.96524),(37 191.49869),(38 187.38498),(39 191.60101),(40 191.22528),(41 191.97127),(42 188.90596),(43 188.52127),(44 188.19992),(45 188.78711),(46 189.58366),(47 190.49574),(48 189.92357),(49 184.14633),(50 183.42247),(51 188.64055),(52 187.20035),(53 187.99715),(54 186.08147),(55 182.30028),(56 185.11324),(57 183.4649),(58 184.30325),(59 181.96294),(60 182.95192),(61 181.87823),(62 182.69362),(63 189.2341),(64 186.88483),(65 187.6019),(66 193.47633),(67 193.72566),(68 191.20906),(69 194.87556),(70 197.01695),(71 198.96072),(72 195.10974),(73 195.42859),(74 199.9117),(75 202.70064),(76 202.2775),(77 201.9981),(78 207.3225),(79 209.8871),
(1 106.299355),(2 125.023415),(3 130.96346),(4 129.4259),(5 136.0473),(6 139.94957),(7 146.28723),(8 145.82904),(9 146.56796),(10 148.58614),(11 147.05104),(12 146.73962),(13 148.73323),(14 147.63985),(15 153.80568),(16 154.37384),(17 157.65932),(18 161.86339),(19 161.0599),(20 162.6075),(21 168.64857),(22 168.6387),(23 169.33557),(24 171.7335),(25 173.11165),(26 173.79187),(27 180.74475),(28 179.09644),(29 180.53851),(30 181.43222),(31 180.42659),(32 180.9287),(33 179.12749),(34 179.23509),(35 180.23042),(36 183.593),(37 180.20663),(38 180.7595),(39 183.95862),(40 182.00807),(41 183.9857),(42 184.37543),(43 181.1812),(44 179.87962),(45 179.24059),(46 183.19724),(47 185.45091),(48 183.84315),(49 182.54666),(50 179.9506),(51 181.88808),(52 181.07388),(53 181.3183),(54 183.61713),(55 181.89853),(56 179.729),(57 180.36201),(58 180.599),(59 180.321),(60 184.99075),(61 183.03214),(62 182.57137),(63 186.50352),(64 185.84767),(65 183.54796),(66 187.65686),(67 186.11241),(68 184.88026),(69 186.2505),(70 185.61191),(71 184.88727),(72 181.40395),(73 182.058),(74 186.15312),(75 192.21417),(76 191.21214),(77 194.3031),(78 196.57504),(79 196.88766),
