1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1109.8058),(2 1177.3151),(3 1989.9971),(4 1821.1503),(5 2440.1267),(6 2135.5613),(7 2640.2222),(8 2285.3777),(9 2785.8582),(10 2432.4705),(11 2891.163),(12 2524.8718),(13 2987.7417),(14 2587.0588),(15 3044.0042),(16 2661.5068),(17 3128.0017),(18 2773.3147),(19 3246.497),(20 2872.0452),(21 3342.4517),(22 2980.9297),(23 3447.5698),(24 3095.3474),(25 3556.458),(26 3215.4854),(27 3672.141),(28 3302.3235),(29 3734.4983),(30 3366.4841),(31 3794.1157),(32 3430.1887),(33 3871.4963),(34 3468.2952),(35 3888.5813),(36 3506.754),(37 3927.0833),(38 3533.1843),(39 3956.6558),(40 3545.7632),(41 3941.27),(42 3511.834),(43 3869.8938),(44 3436.8608),(45 3813.628),(46 3398.4736),(47 3781.355),(48 3352.1252),(49 3725.6135),(50 3294.334),(51 3678.2803),(52 3248.1667),(53 3655.9504),(54 3219.5474),(55 3628.9482),(56 3220.8293),(57 3606.6042),(58 3152.0356),(59 3549.3438),(60 3120.498),(61 3515.813),(62 3084.6323),(63 3487.9973),(64 3086.3877),(65 3484.7144),(66 3080.37),(67 3489.5125),(68 3084.2522),(69 3506.8662),(70 3093.0994),(71 3507.2605),(72 3099.4307),(73 3526.1462),(74 3115.1592),(75 3521.4177),(76 3084.7908),(77 3501.5767),(78 3081.8877),(79 3506.274),
(1 1129.5868),(2 1201.9541),(3 2035.9513),(4 1844.9878),(5 2491.2),(6 2179.5574),(7 2677.0144),(8 2310.252),(9 2823.1372),(10 2448.2378),(11 2928.7075),(12 2536.436),(13 3018.933),(14 2658.121),(15 3163.5542),(16 2758.8342),(17 3252.4114),(18 2875.9043),(19 3379.2197),(20 2991.7185),(21 3488.614),(22 3100.0166),(23 3586.7136),(24 3187.2131),(25 3689.9668),(26 3294.2852),(27 3787.8975),(28 3378.1443),(29 3861.37),(30 3471.7407),(31 3940.6511),(32 3525.0093),(33 3993.3381),(34 3591.2214),(35 4039.4658),(36 3613.3127),(37 4058.3008),(38 3627.7556),(39 4063.8606),(40 3628.5732),(41 4068.7952),(42 3612.6802),(43 4014.9802),(44 3563.82),(45 3992.7097),(46 3556.0806),(47 3966.873),(48 3532.7886),(49 3954.314),(50 3496.2327),(51 3907.9292),(52 3449.0764),(53 3856.4348),(54 3398.135),(55 3814.7542),(56 3370.6675),(57 3794.0974),(58 3329.4092),(59 3752.9792),(60 3315.9924),(61 3745.3115),(62 3309.13),(63 3743.4185),(64 3317.7017),(65 3739.279),(66 3310.5134),(67 3754.5322),(68 3327.0908),(69 3760.2773),(70 3327.73),(71 3741.736),(72 3312.901),(73 3729.3145),(74 3274.693),(75 3721.8975),(76 3276.066),(77 3694.7458),(78 3250.919),(79 3697.4424),
(1 1109.6477),(2 1177.9121),(3 1988.8243),(4 1785.339),(5 2419.445),(6 2089.192),(7 2631.0693),(8 2253.2415),(9 2763.1487),(10 2371.4373),(11 2854.701),(12 2452.027),(13 2927.631),(14 2528.2693),(15 2992.961),(16 2576.0737),(17 3061.017),(18 2665.028),(19 3159.36),(20 2774.0737),(21 3269.9053),(22 2866.846),(23 3358.085),(24 2981.7783),(25 3461.6987),(26 3079.1455),(27 3572.6187),(28 3177.1445),(29 3654.8496),(30 3244.4033),(31 3711.6753),(32 3304.7769),(33 3777.7385),(34 3368.4734),(35 3830.4802),(36 3420.0334),(37 3878.6514),(38 3457.1543),(39 3912.843),(40 3472.267),(41 3906.8936),(42 3461.2498),(43 3888.0347),(44 3432.756),(45 3838.1018),(46 3387.3987),(47 3815.0417),(48 3380.7356),(49 3779.2534),(50 3310.4849),(51 3739.1348),(52 3287.0745),(53 3736.81),(54 3290.097),(55 3700.3298),(56 3270.6277),(57 3674.3535),(58 3201.1917),(59 3610.5356),(60 3166.5232),(61 3593.685),(62 3136.6177),(63 3569.4932),(64 3136.7395),(65 3585.0144),(66 3143.5222),(67 3561.712),(68 3130.0327),(69 3559.4846),(70 3152.2502),(71 3586.4575),(72 3127.0361),(73 3563.365),(74 3109.6726),(75 3561.9734),(76 3146.307),(77 3583.5435),(78 3146.3513),(79 3600.7998),
(1 1067.3583),(2 1110.5098),(3 1895.132),(4 1695.2142),(5 2288.827),(6 1968.7703),(7 2471.23),(8 2095.8584),(9 2563.7915),(10 2177.0674),(11 2636.447),(12 2273.5852),(13 2741.4324),(14 2369.4277),(15 2828.2974),(16 2437.2092),(17 2893.5588),(18 2522.6958),(19 3002.341),(20 2615.141),(21 3098.2559),(22 2723.8208),(23 3189.5525),(24 2807.749),(25 3255.5493),(26 2890.799),(27 3331.4458),(28 2953.9949),(29 3407.9968),(30 3047.161),(31 3505.1355),(32 3135.898),(33 3577.391),(34 3195.243),(35 3621.1396),(36 3219.551),(37 3625.074),(38 3215.0059),(39 3624.72),(40 3215.4214),(41 3631.5754),(42 3186.9343),(43 3575.1511),(44 3169.8306),(45 3571.2178),(46 3135.482),(47 3533.18),(48 3112.377),(49 3502.541),(50 3081.6113),(51 3490.639),(52 3074.0947),(53 3452.343),(54 3017.9604),(55 3416.8564),(56 3007.466),(57 3393.7295),(58 2948.9038),(59 3336.959),(60 2914.816),(61 3350.7344),(62 2907.7478),(63 3312.0398),(64 2894.9905),(65 3322.3826),(66 2909.9265),(67 3343.3398),(68 2938.816),(69 3363.894),(70 2937.8088),(71 3360.2266),(72 2932.6912),(73 3336.2568),(74 2927.9119),(75 3366.562),(76 2951.73),(77 3344.9634),(78 2927.9468),(79 3341.1086),
(1 1085.4805),(2 1100.9932),(3 1905.6674),(4 1697.6),(5 2306.6257),(6 1971.933),(7 2497.2878),(8 2116.2756),(9 2615.7598),(10 2248.2852),(11 2740.0952),(12 2362.9272),(13 2833.5872),(14 2440.2542),(15 2928.4521),(16 2500.3684),(17 2999.7607),(18 2631.3093),(19 3121.2913),(20 2739.859),(21 3247.1843),(22 2870.8562),(23 3366.2036),(24 2978.5327),(25 3476.391),(26 3096.0588),(27 3577.7703),(28 3198.3843),(29 3704.3936),(30 3305.6235),(31 3777.452),(32 3358.9883),(33 3819.5254),(34 3424.1548),(35 3879.005),(36 3454.8918),(37 3911.2761),(38 3474.2896),(39 3896.7717),(40 3460.2244),(41 3873.8337),(42 3402.1692),(43 3794.1543),(44 3371.637),(45 3782.1572),(46 3329.8105),(47 3744.4373),(48 3309.6848),(49 3700.4155),(50 3252.913),(51 3677.5234),(52 3224.6855),(53 3634.794),(54 3159.0042),(55 3563.7827),(56 3124.2231),(57 3544.683),(58 3080.9324),(59 3489.608),(60 3057.2908),(61 3486.9375),(62 3045.2666),(63 3473.943),(64 3028.9382),(65 3446.9963),(66 2998.914),(67 3433.6396),(68 2997.6301),(69 3424.07),(70 3005.0886),(71 3429.4128),(72 2992.9275),(73 3410.7734),(74 2987.745),(75 3432.5337),(76 3008.4326),(77 3427.1113),(78 2989.8474),(79 3399.6003),
(1 1036.0668),(2 1062.6654),(3 1827.9584),(4 1651.1323),(5 2234.5684),(6 1917.8362),(7 2407.1345),(8 2036.7389),(9 2499.121),(10 2164.8513),(11 2639.409),(12 2287.0142),(13 2741.3218),(14 2357.6968),(15 2819.6062),(16 2433.5308),(17 2900.9526),(18 2547.2156),(19 3016.8628),(20 2648.85),(21 3124.307),(22 2758.0532),(23 3224.5542),(24 2852.438),(25 3305.116),(26 2921.2546),(27 3389.123),(28 3001.0237),(29 3467.1917),(30 3087.454),(31 3527.8523),(32 3138.4736),(33 3583.9119),(34 3201.7593),(35 3636.9243),(36 3206.7292),(37 3644.402),(38 3217.0322),(39 3623.3162),(40 3191.1729),(41 3600.471),(42 3159.1199),(43 3547.9224),(44 3115.939),(45 3543.7937),(46 3087.1873),(47 3504.9812),(48 3075.1973),(49 3486.271),(50 3042.6013),(51 3448.8362),(52 3010.6597),(53 3414.8828),(54 2965.614),(55 3386.5068),(56 2944.0237),(57 3346.862),(58 2891.79),(59 3292.216),(60 2855.67),(61 3275.5483),(62 2832.2563),(63 3230.71),(64 2795.32),(65 3225.5117),(66 2800.935),(67 3229.454),(68 2807.3462),(69 3221.913),(70 2805.7498),(71 3230.6812),(72 2810.409),(73 3224.999),(74 2809.3481),(75 3243.48),(76 2838.4753),(77 3246.701),(78 2856.367),(79 3267.7249),
(1 1040.009),(2 1040.6293),(3 1808.0171),(4 1586.9805),(5 2158.4866),(6 1808.0757),(7 2302.345),(8 1927.0945),(9 2406.8005),(10 2034.2356),(11 2500.7112),(12 2138.3787),(13 2619.284),(14 2245.2883),(15 2704.769),(16 2322.278),(17 2769.0652),(18 2407.1978),(19 2884.956),(20 2500.0715),(21 2986.8584),(22 2615.494),(23 3088.4106),(24 2713.171),(25 3185.1484),(26 2813.7742),(27 3286.9495),(28 2891.665),(29 3378.9092),(30 2973.4775),(31 3417.9836),(32 3019.5247),(33 3489.7324),(34 3080.2996),(35 3535.791),(36 3105.4404),(37 3564.2317),(38 3136.6646),(39 3566.334),(40 3112.5664),(41 3539.2305),(42 3096.8506),(43 3513.5483),(44 3053.9746),(45 3482.7761),(46 3026.1301),(47 3458.0044),(48 3005.1636),(49 3419.9336),(50 2981.6965),(51 3400.7874),(52 2949.9473),(53 3370.446),(54 2904.5813),(55 3335.0796),(56 2872.3564),(57 3280.3804),(58 2820.4255),(59 3232.512),(60 2781.4868),(61 3209.9766),(62 2760.1484),(63 3199.189),(64 2763.8298),(65 3214.8337),(66 2799.4363),(67 3245.6165),(68 2823.4216),(69 3268.7737),(70 2847.2185),(71 3286.2188),(72 2846.393),(73 3288.1086),(74 2826.5618),(75 3293.7065),(76 2867.034),(77 3319.4502),(78 2899.4238),(79 3318.583),
(1 1002.12103),(2 1012.7957),(3 1747.179),(4 1551.3772),(5 2098.362),(6 1799.8982),(7 2281.0186),(8 1924.1879),(9 2383.892),(10 2019.8053),(11 2456.0283),(12 2100.295),(13 2535.8784),(14 2184.944),(15 2617.0994),(16 2258.4077),(17 2687.6824),(18 2331.9275),(19 2787.1335),(20 2411.9436),(21 2849.4873),(22 2496.512),(23 2929.752),(24 2592.7617),(25 3033.5396),(26 2671.9255),(27 3103.8354),(28 2730.138),(29 3158.8054),(30 2790.7834),(31 3198.9507),(32 2819.7927),(33 3221.6074),(34 2845.4434),(35 3250.7039),(36 2870.546),(37 3281.7844),(38 2902.4114),(39 3304.196),(40 2925.5864),(41 3320.0242),(42 2925.1257),(43 3305.8289),(44 2901.5063),(45 3291.8296),(46 2874.6626),(47 3264.065),(48 2849.9736),(49 3256.8552),(50 2849.4182),(51 3256.335),(52 2829.6377),(53 3223.2607),(54 2806.8862),(55 3200.2234),(56 2773.3748),(57 3168.1536),(58 2727.626),(59 3102.668),(60 2691.5781),(61 3096.1677),(62 2672.4968),(63 3067.725),(64 2668.8865),(65 3107.5886),(66 2696.804),(67 3114.4927),(68 2715.3174),(69 3134.4043),(70 2737.772),(71 3139.0088),(72 2739.478),(73 3133.3848),(74 2739.8547),(75 3170.267),(76 2754.8674),(77 3160.6199),(78 2739.8518),(79 3136.206),
(1 1012.46674),(2 1024.6117),(3 1753.2534),(4 1547.8896),(5 2106.8618),(6 1782.0967),(7 2264.1018),(8 1888.6415),(9 2359.4397),(10 1980.3987),(11 2422.583),(12 2041.8684),(13 2464.4097),(14 2079.325),(15 2524.9736),(16 2135.9004),(17 2563.7063),(18 2177.972),(19 2615.2434),(20 2264.97),(21 2698.1746),(22 2334.9863),(23 2755.1892),(24 2422.976),(25 2855.342),(26 2510.992),(27 2956.1536),(28 2579.9817),(29 3000.6514),(30 2637.4897),(31 3060.3225),(32 2688.6099),(33 3110.62),(34 2756.2437),(35 3156.2336),(36 2779.1858),(37 3188.494),(38 2809.638),(39 3223.914),(40 2821.1272),(41 3201.5918),(42 2806.4568),(43 3188.8982),(44 2769.1338),(45 3144.402),(46 2742.494),(47 3142.1025),(48 2741.3367),(49 3131.8174),(50 2717.5508),(51 3114.5562),(52 2688.218),(53 3074.712),(54 2661.0835),(55 3052.5054),(56 2653.5334),(57 3049.5828),(58 2645.8083),(59 3031.5938),(60 2644.2214),(61 3049.1272),(62 2627.9888),(63 3039.8464),(64 2653.7175),(65 3065.0132),(66 2674.8545),(67 3069.9236),(68 2657.6594),(69 3080.9973),(70 2684.3772),(71 3088.3481),(72 2688.6467),(73 3079.3145),(74 2697.415),(75 3107.129),(76 2715.2307),(77 3123.5974),(78 2710.675),(79 3102.5808),
(1 992.8862),(2 977.7527),(3 1697.331),(4 1478.895),(5 2035.655),(6 1727.5472),(7 2194.4666),(8 1799.0757),(9 2255.2744),(10 1885.9092),(11 2342.8684),(12 1958.7024),(13 2409.5132),(14 2030.9703),(15 2479.1755),(16 2090.2568),(17 2526.4353),(18 2157.014),(19 2582.3845),(20 2192.9558),(21 2626.662),(22 2263.5461),(23 2690.7268),(24 2320.9063),(25 2743.783),(26 2389.9502),(27 2825.3071),(28 2434.3003),(29 2831.9873),(30 2434.5432),(31 2858.561),(32 2478.0088),(33 2905.394),(34 2519.5564),(35 2933.1404),(36 2535.3179),(37 2963.9802),(38 2584.0237),(39 2990.6975),(40 2608.0017),(41 3003.9888),(42 2594.8652),(43 2976.1313),(44 2563.8875),(45 2956.3481),(46 2544.2512),(47 2935.836),(48 2534.0313),(49 2934.8337),(50 2517.1104),(51 2925.4238),(52 2517.752),(53 2906.4058),(54 2491.8408),(55 2894.2617),(56 2485.6313),(57 2866.5273),(58 2463.5984),(59 2846.6772),(60 2440.4524),(61 2840.7034),(62 2425.36),(63 2828.2917),(64 2429.4336),(65 2846.8005),(66 2459.9001),(67 2873.2737),(68 2465.911),(69 2885.0283),(70 2466.0964),(71 2861.5889),(72 2445.4988),(73 2848.2727),(74 2441.5754),(75 2857.5662),(76 2486.9639),(77 2910.6091),(78 2491.0835),(79 2904.3672),
(1 984.83777),(2 954.1054),(3 1666.1501),(4 1445.5009),(5 1994.1328),(6 1675.9607),(7 2151.033),(8 1784.5807),(9 2240.0872),(10 1887.8591),(11 2337.5364),(12 1961.7457),(13 2406.0767),(14 2014.5876),(15 2451.7153),(16 2064.417),(17 2501.735),(18 2120.9614),(19 2534.0547),(20 2163.1482),(21 2609.462),(22 2223.6858),(23 2649.2195),(24 2305.8743),(25 2746.917),(26 2393.464),(27 2836.8906),(28 2460.9739),(29 2866.8604),(30 2474.8726),(31 2906.7031),(32 2528.4722),(33 2920.2966),(34 2533.2363),(35 2960.2715),(36 2568.2795),(37 2978.0623),(38 2596.084),(39 2975.8582),(40 2607.7542),(41 3017.3916),(42 2597.9504),(43 2976.9983),(44 2555.0034),(45 2947.4402),(46 2521.3564),(47 2917.3823),(48 2516.2434),(49 2918.4482),(50 2507.99),(51 2912.3281),(52 2480.6072),(53 2868.2034),(54 2457.179),(55 2853.5198),(56 2431.5024),(57 2802.4329),(58 2379.5603),(59 2768.071),(60 2345.4978),(61 2749.3647),(62 2340.683),(63 2756.4202),(64 2362.173),(65 2771.3108),(66 2370.5447),(67 2787.505),(68 2385.835),(69 2806.3257),(70 2383.2178),(71 2795.7585),(72 2378.0493),(73 2801.0396),(74 2389.2434),(75 2807.1563),(76 2405.0264),(77 2819.627),(78 2407.37),(79 2814.3013),
(1 984.5475),(2 956.4152),(3 1676.12),(4 1447.551),(5 2003.124),(6 1672.9371),(7 2140.6216),(8 1763.2616),(9 2217.2039),(10 1865.3125),(11 2320.092),(12 1952.9696),(13 2400.9067),(14 2022.2566),(15 2459.8123),(16 2087.8394),(17 2542.9365),(18 2173.4287),(19 2628.1697),(20 2250.2217),(21 2682.6497),(22 2306.3926),(23 2748.2102),(24 2379.8237),(25 2835.9358),(26 2461.3035),(27 2890.367),(28 2512.1653),(29 2947.51),(30 2548.961),(31 2984.6685),(32 2588.7053),(33 3014.5),(34 2611.684),(35 3025.0166),(36 2635.041),(37 3061.4282),(38 2651.4326),(39 3080.508),(40 2667.0159),(41 3059.2473),(42 2636.6147),(43 3015.3704),(44 2592.9116),(45 2981.2424),(46 2562.4707),(47 2966.8342),(48 2547.3638),(49 2966.5872),(50 2527.0198),(51 2930.0596),(52 2484.0024),(53 2879.2249),(54 2457.5793),(55 2877.383),(56 2453.5208),(57 2849.4868),(58 2415.3213),(59 2837.8455),(60 2414.03),(61 2826.1895),(62 2394.0786),(63 2798.0696),(64 2374.0493),(65 2793.8577),(66 2376.7559),(67 2804.8596),(68 2381.7913),(69 2808.6982),(70 2398.6736),(71 2830.4468),(72 2412.8691),(73 2823.3152),(74 2406.424),(75 2821.3508),(76 2417.9373),(77 2830.0247),(78 2414.9119),(79 2830.1672),
(1 923.8443),(2 928.2514),(3 1580.4207),(4 1379.0115),(5 1885.7252),(6 1590.6335),(7 2025.8687),(8 1702.9404),(9 2132.9045),(10 1819.1624),(11 2234.9082),(12 1900.4326),(13 2303.7646),(14 1976.6267),(15 2390.679),(16 2035.2681),(17 2438.3499),(18 2099.1958),(19 2513.3772),(20 2182.5386),(21 2586.1758),(22 2245.2432),(23 2643.7153),(24 2308.443),(25 2720.4917),(26 2378.974),(27 2764.113),(28 2423.6624),(29 2819.7676),(30 2471.5544),(31 2867.8474),(32 2529.6975),(33 2887.6365),(34 2538.0122),(35 2892.5962),(36 2528.742),(37 2927.374),(38 2573.9016),(39 2942.789),(40 2591.1514),(41 2942.883),(42 2571.4238),(43 2900.419),(44 2528.5193),(45 2887.4824),(46 2514.6558),(47 2865.9893),(48 2503.9348),(49 2872.3115),(50 2499.5667),(51 2866.2532),(52 2478.1975),(53 2841.9966),(54 2474.1277),(55 2819.3193),(56 2459.2207),(57 2801.4753),(58 2403.817),(59 2754.8662),(60 2388.6956),(61 2745.688),(62 2379.6174),(63 2739.6968),(64 2371.4573),(65 2756.0469),(66 2378.864),(67 2751.5515),(68 2398.6824),(69 2760.6528),(70 2398.6758),(71 2773.3992),(72 2419.3074),(73 2776.6892),(74 2422.6563),(75 2785.3867),(76 2423.6377),(77 2779.3728),(78 2388.8677),(79 2755.7537),
(1 937.51044),(2 901.42725),(3 1596.2883),(4 1370.3116),(5 1904.3354),(6 1596.8918),(7 2052.02),(8 1692.9679),(9 2140.5417),(10 1792.6875),(11 2230.0002),(12 1873.9664),(13 2291.9128),(14 1935.2048),(15 2373.2097),(16 1985.408),(17 2403.3738),(18 2045.2284),(19 2469.5833),(20 2112.2803),(21 2546.1558),(22 2187.069),(23 2613.073),(24 2256.9539),(25 2666.0278),(26 2327.7434),(27 2739.1304),(28 2358.054),(29 2775.344),(30 2408.5068),(31 2833.258),(32 2461.9487),(33 2881.487),(34 2504.3032),(35 2908.5146),(36 2539.0688),(37 2941.4368),(38 2556.4177),(39 2950.146),(40 2552.0823),(41 2939.2253),(42 2551.6501),(43 2909.3),(44 2498.737),(45 2883.3147),(46 2486.9246),(47 2863.9648),(48 2488.1162),(49 2873.0313),(50 2477.2),(51 2858.399),(52 2460.3235),(53 2837.7708),(54 2442.157),(55 2810.3528),(56 2411.3154),(57 2769.847),(58 2361.146),(59 2716.4978),(60 2329.151),(61 2710.3066),(62 2345.042),(63 2746.0017),(64 2371.1587),(65 2770.7693),(66 2409.8123),(67 2798.906),(68 2419.8992),(69 2803.9229),(70 2416.3184),(71 2784.8909),(72 2393.3982),(73 2777.1824),(74 2400.4358),(75 2789.3948),(76 2419.3416),(77 2800.226),(78 2399.3772),(79 2775.6733),
(1 940.0208),(2 895.3069),(3 1581.0985),(4 1355.8938),(5 1904.8744),(6 1577.5594),(7 2041.215),(8 1681.452),(9 2148.2449),(10 1800.6719),(11 2273.625),(12 1915.2306),(13 2344.1177),(14 1975.1656),(15 2406.1484),(16 2037.7455),(17 2484.0269),(18 2115.875),(19 2561.96),(20 2208.6863),(21 2647.623),(22 2281.0952),(23 2716.107),(24 2356.6306),(25 2778.5513),(26 2424.3923),(27 2862.202),(28 2492.149),(29 2924.6704),(30 2533.4119),(31 2957.03),(32 2575.8848),(33 2995.773),(34 2613.609),(35 3032.8003),(36 2628.032),(37 3046.5505),(38 2633.5164),(39 3030.65),(40 2638.2715),(41 3039.971),(42 2615.769),(43 2996.984),(44 2561.2822),(45 2941.936),(46 2525.8203),(47 2925.987),(48 2512.0725),(49 2912.042),(50 2479.693),(51 2890.9993),(52 2478.7275),(53 2872.979),(54 2463.6519),(55 2867.7266),(56 2445.7798),(57 2825.2285),(58 2397.9495),(59 2800.2424),(60 2378.8767),(61 2776.296),(62 2367.454),(63 2777.9788),(64 2379.644),(65 2792.9614),(66 2391.0916),(67 2801.6296),(68 2411.2576),(69 2808.7927),(70 2401.8892),(71 2794.44),(72 2394.6265),(73 2800.9177),(74 2399.9116),(75 2809.2168),(76 2404.4016),(77 2811.371),(78 2398.8682),(79 2806.247),
(1 902.3706),(2 846.15765),(3 1473.8717),(4 1252.5774),(5 1765.7676),(6 1455.6514),(7 1897.021),(8 1541.1371),(9 1985.785),(10 1645.0646),(11 2083.561),(12 1736.4114),(13 2160.7092),(14 1795.0878),(15 2215.1416),(16 1853.507),(17 2262.9592),(18 1910.3175),(19 2338.7124),(20 2004.1427),(21 2418.548),(22 2047.4758),(23 2473.1978),(24 2122.8628),(25 2542.3042),(26 2198.397),(27 2613.8345),(28 2251.3254),(29 2638.8398),(30 2265.4006),(31 2660.3225),(32 2296.1187),(33 2690.242),(34 2326.626),(35 2718.918),(36 2336.7659),(37 2728.7861),(38 2348.5596),(39 2742.3708),(40 2356.0776),(41 2741.42),(42 2339.9893),(43 2715.7898),(44 2309.537),(45 2682.9011),(46 2299.5396),(47 2683.6436),(48 2295.2542),(49 2676.6882),(50 2270.5918),(51 2660.1477),(52 2266.9675),(53 2662.601),(54 2249.9363),(55 2632.2327),(56 2225.8005),(57 2607.2),(58 2196.1814),(59 2577.2354),(60 2169.6),(61 2549.1787),(62 2144.6975),(63 2539.935),(64 2149.6418),(65 2557.758),(66 2173.4075),(67 2562.9104),(68 2183.6191),(69 2590.1204),(70 2199.0774),(71 2580.8264),(72 2198.1492),(73 2588.4497),(74 2201.3647),(75 2602.062),(76 2189.0908),(77 2577.626),(78 2182.3123),(79 2565.619),
(1 910.70917),(2 845.85895),(3 1476.9457),(4 1234.04),(5 1740.5234),(6 1427.5708),(7 1872.2809),(8 1528.6691),(9 1960.4908),(10 1613.2445),(11 2036.2179),(12 1675.1178),(13 2082.6836),(14 1717.2032),(15 2137.1738),(16 1760.1038),(17 2163.3035),(18 1802.5088),(19 2235.1948),(20 1882.4043),(21 2301.6035),(22 1936.2137),(23 2345.598),(24 1980.844),(25 2393.126),(26 2048.3142),(27 2452.5393),(28 2099.1838),(29 2499.598),(30 2133.1018),(31 2544.1345),(32 2168.4011),(33 2576.0894),(34 2190.1624),(35 2576.9653),(36 2182.9631),(37 2575.6792),(38 2195.2695),(39 2592.3066),(40 2196.8281),(41 2575.1658),(42 2181.9998),(43 2585.1682),(44 2190.5037),(45 2563.9058),(46 2176.3604),(47 2573.3782),(48 2174.8252),(49 2549.6912),(50 2146.771),(51 2533.1655),(52 2140.0557),(53 2542.764),(54 2141.179),(55 2537.4448),(56 2145.7146),(57 2536.2002),(58 2129.0012),(59 2510.5256),(60 2111.381),(61 2497.9795),(62 2107.321),(63 2504.9163),(64 2114.6052),(65 2497.6792),(66 2108.858),(67 2497.6326),(68 2119.3264),(69 2517.8281),(70 2129.5034),(71 2536.9646),(72 2159.6152),(73 2559.2195),(74 2173.689),(75 2574.3083),(76 2166.089),(77 2549.385),(78 2145.0696),(79 2553.03),
