1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 219.26689),(2 294.81906),(3 355.45535),(4 390.50586),(5 417.02774),(6 442.4064),(7 455.96835),(8 465.1191),(9 465.96762),(10 472.09998),(11 465.55432),(12 454.851),(13 443.80304),(14 439.28366),(15 437.02893),(16 434.57407),(17 437.49844),(18 443.613),(19 437.66302),(20 433.90604),(21 431.80505),(22 437.75534),(23 446.98572),(24 456.84753),(25 474.50726),(26 483.3703),(27 488.34894),(28 494.57468),(29 488.6999),(30 495.05264),(31 490.42853),(32 488.41577),(33 486.5668),(34 482.32806),(35 474.4331),(36 473.95563),(37 472.70645),(38 479.17233),(39 483.18088),(40 484.4942),(41 489.03473),(42 491.54675),(43 490.573),(44 494.63257),(45 497.4122),(46 504.11588),(47 509.01764),(48 513.94745),(49 510.63113),(50 511.905),(51 507.8223),(52 503.27597),(53 497.97058),(54 491.89478),(55 492.1975),(56 492.12302),(57 491.60004),(58 490.64856),(59 486.6501),(60 492.38226),(61 495.31284),(62 501.2225),(63 505.6677),(64 504.94037),(65 503.06165),(66 503.45636),(67 504.51935),(68 505.65573),(69 510.18185),(70 510.48047),(71 515.1572),(72 510.48132),(73 508.53143),(74 506.1627),(75 506.60666),(76 507.31644),(77 499.8122),(78 502.72455),(79 504.00085),
(1 219.67523),(2 294.65927),(3 356.87375),(4 393.56696),(5 419.18076),(6 446.54642),(7 460.9519),(8 473.97656),(9 469.99335),(10 470.7223),(11 467.0535),(12 452.6787),(13 447.23236),(14 438.29828),(15 437.0901),(16 438.48514),(17 427.5481),(18 432.7598),(19 427.59033),(20 423.67444),(21 426.9145),(22 432.05905),(23 447.08292),(24 456.42285),(25 477.32907),(26 486.15506),(27 494.2753),(28 493.98163),(29 495.34238),(30 498.9368),(31 501.41953),(32 496.35886),(33 492.4505),(34 488.7067),(35 483.64426),(36 477.48242),(37 474.40152),(38 479.1284),(39 486.0834),(40 487.33945),(41 491.22107),(42 493.39462),(43 495.40402),(44 497.95673),(45 499.64728),(46 500.50507),(47 504.42966),(48 511.98312),(49 507.8705),(50 506.0464),(51 501.44525),(52 493.25015),(53 489.22092),(54 483.30438),(55 482.24692),(56 484.29886),(57 486.7396),(58 482.34637),(59 481.52414),(60 477.43954),(61 478.51233),(62 476.02032),(63 481.55273),(64 485.49466),(65 481.8579),(66 480.82477),(67 481.932),(68 487.27887),(69 488.06247),(70 488.38022),(71 487.66098),(72 489.32825),(73 488.47345),(74 487.44202),(75 487.2925),(76 489.36755),(77 491.8),(78 490.155),(79 494.66748),
(1 216.1199),(2 289.362),(3 353.10385),(4 390.20978),(5 415.4737),(6 436.96878),(7 450.846),(8 457.93823),(9 458.53033),(10 461.92374),(11 459.2021),(12 450.34683),(13 443.14194),(14 436.4883),(15 433.318),(16 430.9009),(17 431.48068),(18 433.67993),(19 428.243),(20 427.10568),(21 427.56912),(22 431.61713),(23 440.3052),(24 448.65945),(25 462.06198),(26 471.1679),(27 475.03522),(28 472.91876),(29 469.88315),(30 471.47232),(31 471.28806),(32 468.31863),(33 464.02637),(34 458.89795),(35 451.84256),(36 448.79407),(37 446.51303),(38 449.72076),(39 456.74512),(40 456.30502),(41 461.70407),(42 461.6747),(43 459.30746),(44 459.551),(45 461.9664),(46 468.43533),(47 476.15375),(48 485.4503),(49 481.68143),(50 481.80887),(51 480.49628),(52 475.08734),(53 468.9683),(54 465.86176),(55 473.49762),(56 471.90106),(57 474.18008),(58 468.1391),(59 459.40494),(60 455.82587),(61 452.53894),(62 460.31863),(63 468.86288),(64 469.10974),(65 474.1668),(66 478.02966),(67 479.44122),(68 479.29428),(69 478.89017),(70 477.65323),(71 475.08102),(72 472.36258),(73 472.33795),(74 471.7097),(75 470.85004),(76 470.555),(77 469.98642),(78 471.45605),(79 472.14523),
(1 211.48772),(2 281.8936),(3 343.92386),(4 380.67245),(5 407.8641),(6 431.57166),(7 443.3773),(8 451.96606),(9 448.65762),(10 448.9034),(11 443.5506),(12 433.64468),(13 426.77496),(14 420.39072),(15 416.97745),(16 414.76193),(17 416.72122),(18 418.99875),(19 417.52365),(20 414.63327),(21 417.11255),(22 421.58505),(23 429.04623),(24 440.3959),(25 453.3635),(26 463.33218),(27 462.83704),(28 460.93472),(29 461.80865),(30 461.6277),(31 458.01288),(32 455.86444),(33 457.97098),(34 451.15503),(35 448.71213),(36 444.0129),(37 440.11703),(38 445.18042),(39 443.8214),(40 448.1345),(41 450.86438),(42 456.24387),(43 457.3981),(44 455.87543),(45 454.35553),(46 457.04398),(47 463.43314),(48 471.84033),(49 463.4467),(50 468.96094),(51 465.17346),(52 460.84415),(53 455.3252),(54 447.84985),(55 449.99387),(56 449.87973),(57 455.4047),(58 451.35098),(59 444.98996),(60 446.94965),(61 444.69376),(62 447.02673),(63 450.59515),(64 455.1442),(65 456.82837),(66 461.13275),(67 462.91058),(68 460.71445),(69 459.4862),(70 458.68973),(71 460.38855),(72 454.93646),(73 453.9861),(74 458.13535),(75 457.4303),(76 455.53375),(77 455.60907),(78 459.38797),(79 458.4632),
(1 207.51663),(2 278.12405),(3 338.95294),(4 376.01877),(5 400.50006),(6 424.01126),(7 439.46475),(8 447.88782),(9 445.82092),(10 444.65173),(11 442.49548),(12 435.45627),(13 430.30243),(14 422.98456),(15 422.83954),(16 422.28833),(17 421.87204),(18 419.64908),(19 418.6663),(20 420.46716),(21 418.5806),(22 425.80167),(23 432.17303),(24 443.67453),(25 458.65762),(26 467.81677),(27 472.2414),(28 472.85043),(29 466.6027),(30 466.7654),(31 463.3541),(32 461.39294),(33 467.1621),(34 464.19983),(35 454.9994),(36 452.65454),(37 453.9344),(38 455.10785),(39 460.5888),(40 464.7812),(41 469.34433),(42 479.4098),(43 485.1595),(44 487.66132),(45 484.97452),(46 482.03214),(47 487.00388),(48 488.7603),(49 482.7521),(50 484.8774),(51 483.34805),(52 480.1728),(53 477.63712),(54 470.49146),(55 463.9774),(56 466.25452),(57 464.50742),(58 463.53616),(59 460.66483),(60 462.17294),(61 461.82874),(62 462.0279),(63 469.21243),(64 471.1387),(65 467.42892),(66 470.24542),(67 468.22403),(68 467.1262),(69 466.51743),(70 471.97223),(71 468.48782),(72 465.78296),(73 467.4702),(74 471.77905),(75 470.96176),(76 468.7927),(77 471.7654),(78 473.7056),(79 474.29306),
(1 206.17355),(2 277.32205),(3 336.59222),(4 375.69012),(5 400.20755),(6 424.7717),(7 438.81274),(8 445.26587),(9 448.68787),(10 449.00336),(11 444.13712),(12 433.04587),(13 423.02032),(14 413.67453),(15 411.06967),(16 410.16016),(17 414.97708),(18 414.9662),(19 410.91574),(20 417.43765),(21 418.79013),(22 425.58093),(23 429.75308),(24 436.02844),(25 452.3226),(26 462.92435),(27 473.97583),(28 478.04828),(29 471.31372),(30 473.031),(31 471.50314),(32 466.76553),(33 468.86435),(34 464.5167),(35 455.92484),(36 452.23804),(37 449.53177),(38 450.9934),(39 452.86703),(40 454.82602),(41 457.06473),(42 464.33945),(43 467.6359),(44 470.8504),(45 472.02576),(46 469.95483),(47 474.4152),(48 472.76935),(49 472.9732),(50 477.04837),(51 478.11572),(52 473.4889),(53 468.49524),(54 465.94052),(55 464.72076),(56 463.88843),(57 459.54773),(58 468.96823),(59 466.60596),(60 464.2586),(61 462.87207),(62 465.21533),(63 468.08203),(64 473.03745),(65 474.439),(66 479.1293),(67 477.2555),(68 479.40854),(69 482.891),(70 484.77725),(71 479.82336),(72 478.6103),(73 475.66278),(74 473.33926),(75 474.8426),(76 474.81796),(77 473.73636),(78 478.32278),(79 478.6448),
(1 203.95502),(2 265.37305),(3 326.33444),(4 361.69363),(5 390.5124),(6 415.26996),(7 427.71826),(8 435.74078),(9 435.5245),(10 434.12918),(11 430.47845),(12 421.23273),(13 409.8979),(14 404.77133),(15 397.31653),(16 401.0837),(17 405.0469),(18 412.70804),(19 412.92435),(20 416.02783),(21 423.424),(22 427.12015),(23 434.01407),(24 439.8316),(25 455.3631),(26 466.4418),(27 479.12985),(28 482.12164),(29 479.04102),(30 477.48627),(31 472.21802),(32 468.0267),(33 470.8029),(34 470.00757),(35 470.0224),(36 467.55267),(37 468.3296),(38 467.51047),(39 466.98795),(40 469.72345),(41 473.8257),(42 480.6176),(43 485.29663),(44 487.69012),(45 489.6484),(46 491.0433),(47 490.6172),(48 491.196),(49 489.24475),(50 493.6395),(51 492.9826),(52 492.8107),(53 487.0813),(54 486.00827),(55 485.23923),(56 483.15375),(57 480.45526),(58 490.05453),(59 494.0265),(60 496.18195),(61 490.99063),(62 492.23828),(63 492.9457),(64 495.0057),(65 494.5643),(66 494.01025),(67 494.8047),(68 494.17734),(69 494.08517),(70 491.06097),(71 488.17285),(72 488.1815),(73 485.8862),(74 488.25522),(75 489.59854),(76 489.18942),(77 487.54297),(78 491.51953),(79 486.0814),
(1 196.95068),(2 262.69354),(3 319.33353),(4 358.91644),(5 390.1147),(6 411.7399),(7 423.85516),(8 434.64044),(9 436.63016),(10 434.5678),(11 430.64035),(12 421.2676),(13 414.67355),(14 407.69788),(15 403.0873),(16 401.3684),(17 406.27167),(18 409.9934),(19 410.36908),(20 419.6388),(21 424.0738),(22 431.69553),(23 439.67322),(24 443.47424),(25 456.95584),(26 467.7502),(27 477.77512),(28 482.81537),(29 482.16852),(30 479.4136),(31 479.6878),(32 478.3548),(33 479.44952),(34 480.03702),(35 474.1511),(36 470.9569),(37 469.1554),(38 468.33206),(39 473.7773),(40 478.73413),(41 484.05084),(42 488.23773),(43 492.66327),(44 493.72458),(45 496.98932),(46 496.171),(47 498.5538),(48 500.15067),(49 493.62717),(50 496.81),(51 494.9553),(52 492.02612),(53 493.8875),(54 490.89496),(55 486.3646),(56 485.47787),(57 482.89172),(58 491.98996),(59 498.1805),(60 498.92004),(61 496.76736),(62 498.1058),(63 496.84354),(64 499.10938),(65 497.60538),(66 500.0331),(67 502.8809),(68 498.0481),(69 501.11234),(70 500.50473),(71 498.43854),(72 497.35663),(73 496.57556),(74 499.45547),(75 499.59918),(76 497.90536),(77 495.1002),(78 498.43988),(79 499.1223),
(1 194.23294),(2 257.36487),(3 312.01636),(4 348.2736),(5 375.90857),(6 395.87573),(7 405.05255),(8 414.14963),(9 412.71448),(10 408.44272),(11 406.2373),(12 402.4213),(13 397.11713),(14 389.93524),(15 388.59982),(16 390.872),(17 396.85608),(18 398.08276),(19 399.56668),(20 402.91418),(21 408.8112),(22 413.17227),(23 418.93088),(24 430.47104),(25 442.11694),(26 450.90332),(27 459.99402),(28 465.22665),(29 465.84357),(30 466.08127),(31 466.67914),(32 464.9629),(33 466.2146),(34 466.29138),(35 463.66675),(36 463.78647),(37 464.02557),(38 464.94974),(39 462.70117),(40 464.79718),(41 466.82745),(42 472.41522),(43 479.17358),(44 478.2661),(45 488.24628),(46 493.9796),(47 494.6877),(48 495.79605),(49 490.91562),(50 491.71082),(51 487.00232),(52 483.4128),(53 478.89316),(54 479.7571),(55 478.6066),(56 476.57602),(57 471.2323),(58 477.6222),(59 481.35193),(60 483.19092),(61 482.86798),(62 484.32632),(63 490.59927),(64 491.77),(65 491.88037),(66 493.31107),(67 493.7414),(68 488.67722),(69 488.33807),(70 487.56064),(71 489.48672),(72 488.02457),(73 490.7212),(74 493.3434),(75 494.33054),(76 493.66278),(77 495.4385),(78 498.57135),(79 498.61838),
(1 191.49097),(2 247.89307),(3 302.6045),(4 340.12567),(5 367.4563),(6 385.07443),(7 392.7848),(8 399.0428),(9 396.0751),(10 393.4872),(11 392.39175),(12 382.93314),(13 373.19284),(14 366.90488),(15 364.25043),(16 367.0497),(17 373.7277),(18 378.78326),(19 376.73627),(20 380.40234),(21 388.2771),(22 396.46152),(23 403.67447),(24 410.77362),(25 422.13184),(26 435.72278),(27 447.69534),(28 453.24924),(29 457.3253),(30 453.1527),(31 447.82855),(32 446.22906),(33 442.68533),(34 441.73938),(35 443.40317),(36 444.24326),(37 449.81705),(38 452.48474),(39 451.1277),(40 455.71634),(41 462.81094),(42 462.7947),(43 469.84036),(44 474.02176),(45 478.28687),(46 479.05396),(47 481.56082),(48 480.32193),(49 473.9741),(50 470.64917),(51 464.6257),(52 463.03818),(53 463.43213),(54 464.6304),(55 468.20273),(56 472.67297),(57 470.46713),(58 474.27426),(59 477.15515),(60 482.5576),(61 482.52902),(62 487.41312),(63 494.93878),(64 498.9484),(65 501.31033),(66 496.66757),(67 495.76376),(68 493.05527),(69 490.87567),(70 486.35345),(71 489.75964),(72 489.84103),(73 494.67133),(74 495.6521),(75 500.22882),(76 499.3912),(77 498.83685),(78 506.05447),(79 506.30783),
(1 189.69205),(2 249.67204),(3 302.8769),(4 336.73798),(5 360.20282),(6 382.57394),(7 393.4855),(8 402.98734),(9 403.5884),(10 401.61105),(11 400.16495),(12 391.7607),(13 388.93097),(14 384.0582),(15 376.56522),(16 375.72824),(17 376.5592),(18 381.9787),(19 380.50952),(20 387.0048),(21 394.83557),(22 401.70184),(23 407.75845),(24 414.15186),(25 426.0084),(26 431.83197),(27 441.46597),(28 446.00735),(29 451.04175),(30 450.77408),(31 447.11087),(32 440.97992),(33 440.9264),(34 441.2866),(35 440.00568),(36 440.40372),(37 440.21768),(38 441.44586),(39 444.80273),(40 445.16248),(41 451.2344),(42 450.60834),(43 458.5121),(44 463.5635),(45 466.1961),(46 471.03558),(47 473.09106),(48 469.8848),(49 468.5007),(50 466.75293),(51 462.15118),(52 460.02844),(53 458.26233),(54 461.6691),(55 461.51834),(56 464.85046),(57 464.77618),(58 465.00305),(59 471.46915),(60 471.16254),(61 470.48273),(62 472.6484),(63 477.94885),(64 479.67435),(65 480.70654),(66 481.14175),(67 480.35223),(68 480.16562),(69 482.77655),(70 483.8444),(71 481.33627),(72 482.76404),(73 487.81802),(74 489.78564),(75 495.95572),(76 492.14642),(77 495.4183),(78 500.6958),(79 496.26285),
(1 187.81154),(2 241.3441),(3 289.76093),(4 326.36795),(5 345.47302),(6 365.1293),(7 371.45554),(8 378.25583),(9 383.33957),(10 384.17902),(11 383.41187),(12 375.3952),(13 368.91092),(14 365.12198),(15 359.2524),(16 357.94913),(17 360.96857),(18 366.0707),(19 365.85342),(20 373.31793),(21 382.03354),(22 388.88043),(23 392.73663),(24 396.78683),(25 403.99457),(26 407.73755),(27 419.29153),(28 421.8092),(29 428.10324),(30 423.83182),(31 421.3284),(32 417.7113),(33 418.93613),(34 414.97653),(35 418.18875),(36 420.70084),(37 421.61865),(38 424.42883),(39 422.56204),(40 422.42236),(41 426.4113),(42 428.7447),(43 432.72647),(44 433.65186),(45 435.3321),(46 439.3795),(47 442.1038),(48 441.7576),(49 438.58655),(50 438.26852),(51 433.32858),(52 428.2272),(53 423.74258),(54 421.21237),(55 422.95944),(56 422.75763),(57 423.65506),(58 423.93274),(59 429.3952),(60 433.1387),(61 433.78772),(62 433.64914),(63 439.33093),(64 438.74918),(65 440.21082),(66 438.58356),(67 436.16324),(68 438.78238),(69 437.624),(70 437.42575),(71 436.87),(72 438.31506),(73 440.7032),(74 438.42505),(75 443.24368),(76 444.66574),(77 448.12033),(78 451.157),(79 445.7333),
(1 183.9206),(2 239.79472),(3 289.31644),(4 327.87933),(5 354.41232),(6 373.5334),(7 383.5367),(8 388.84247),(9 389.84235),(10 387.8066),(11 382.9352),(12 375.83026),(13 364.62097),(14 362.13718),(15 356.53214),(16 357.9262),(17 356.94818),(18 360.05118),(19 358.41843),(20 363.98145),(21 370.10852),(22 375.81616),(23 381.46976),(24 388.93185),(25 396.3745),(26 401.17346),(27 404.15808),(28 405.4561),(29 409.1614),(30 411.6581),(31 409.62524),(32 408.84326),(33 407.18268),(34 404.31442),(35 402.37683),(36 400.99557),(37 402.42883),(38 405.92783),(39 406.00067),(40 404.3598),(41 409.8263),(42 408.89093),(43 412.24213),(44 410.8489),(45 415.05804),(46 416.6984),(47 420.1391),(48 417.39487),(49 417.07608),(50 417.67624),(51 413.8991),(52 410.67166),(53 407.5356),(54 405.6482),(55 406.72812),(56 408.69656),(57 407.3068),(58 411.63922),(59 414.4124),(60 416.96426),(61 421.16895),(62 421.17783),(63 422.61896),(64 424.5813),(65 427.62494),(66 425.44702),(67 425.41122),(68 421.447),(69 418.7979),(70 420.5712),(71 420.24612),(72 419.59778),(73 421.23074),(74 421.89874),(75 422.72757),(76 420.60962),(77 424.27402),(78 427.18594),(79 421.58905),
(1 181.04713),(2 234.84306),(3 284.79056),(4 323.06387),(5 348.6446),(6 367.48953),(7 380.45233),(8 388.97427),(9 386.99527),(10 382.94452),(11 377.39844),(12 371.0614),(13 365.01187),(14 356.74457),(15 353.87823),(16 349.66364),(17 344.03622),(18 347.48053),(19 348.99048),(20 355.01993),(21 358.52884),(22 368.0575),(23 377.92105),(24 384.6594),(25 392.55203),(26 400.2673),(27 402.5769),(28 407.17154),(29 409.7205),(30 407.55103),(31 403.52454),(32 402.15265),(33 399.2336),(34 395.38632),(35 393.048),(36 394.20688),(37 393.43616),(38 395.21103),(39 402.6518),(40 400.98163),(41 409.2779),(42 412.95663),(43 411.08112),(44 410.7981),(45 409.061),(46 411.89243),(47 413.1502),(48 409.67474),(49 407.61777),(50 404.54282),(51 402.6355),(52 400.25122),(53 397.7879),(54 394.44064),(55 395.75903),(56 394.50232),(57 391.1251),(58 395.2333),(59 398.2693),(60 396.49127),(61 397.94632),(62 397.43732),(63 402.5574),(64 405.07684),(65 406.69916),(66 405.45798),(67 407.17914),(68 406.0887),(69 407.9416),(70 406.73325),(71 410.26587),(72 410.56128),(73 408.46942),(74 411.75476),(75 411.4687),(76 411.16977),(77 409.94962),(78 411.9503),(79 408.1287),
(1 177.22047),(2 230.77563),(3 277.5008),(4 309.44952),(5 335.40073),(6 352.03378),(7 363.13922),(8 373.03168),(9 377.92618),(10 373.2588),(11 364.99274),(12 357.57138),(13 349.42953),(14 343.823),(15 337.06323),(16 331.3742),(17 329.55182),(18 332.97116),(19 331.05865),(20 338.9263),(21 345.805),(22 350.50134),(23 356.44577),(24 362.4076),(25 368.44907),(26 375.96765),(27 379.05484),(28 380.61655),(29 380.1032),(30 379.9643),(31 376.84445),(32 375.57025),(33 371.96243),(34 370.29633),(35 363.5825),(36 364.25793),(37 366.4972),(38 367.76788),(39 370.9587),(40 372.37805),(41 376.03564),(42 378.7029),(43 380.22357),(44 382.8814),(45 383.82687),(46 386.89075),(47 389.96405),(48 391.63834),(49 389.73694),(50 387.91705),(51 385.37903),(52 380.6896),(53 374.72324),(54 370.68762),(55 372.09097),(56 371.1815),(57 371.17307),(58 374.33984),(59 376.2196),(60 378.91577),(61 377.4365),(62 377.73984),(63 381.81094),(64 384.8056),(65 384.68814),(66 385.73758),(67 385.8855),(68 385.59338),(69 384.5759),(70 379.97754),(71 379.3688),(72 382.49173),(73 384.72195),(74 388.43283),(75 386.4613),(76 387.73715),(77 386.61813),(78 387.32794),(79 386.67853),
(1 176.20482),(2 229.23251),(3 270.5574),(4 299.1764),(5 323.1039),(6 341.4193),(7 349.5493),(8 358.9262),(9 361.3961),(10 354.45355),(11 350.49982),(12 341.83633),(13 335.92795),(14 330.9371),(15 331.95963),(16 331.2815),(17 330.4584),(18 332.62735),(19 334.67593),(20 341.61838),(21 347.79773),(22 353.65823),(23 361.37433),(24 366.57062),(25 370.49765),(26 375.35382),(27 375.3153),(28 378.58487),(29 378.525),(30 380.18185),(31 378.06143),(32 377.28152),(33 376.56793),(34 376.45056),(35 372.91782),(36 373.18533),(37 374.22437),(38 378.83514),(39 377.31143),(40 383.452),(41 384.78305),(42 388.80515),(43 387.59668),(44 384.32535),(45 384.6671),(46 388.78488),(47 390.1901),(48 390.6634),(49 384.88663),(50 384.74765),(51 380.86978),(52 381.5155),(53 377.35083),(54 375.47266),(55 381.0934),(56 382.3336),(57 383.0257),(58 386.99368),(59 384.77112),(60 384.20282),(61 383.59763),(62 382.71738),(63 382.96246),(64 386.71298),(65 386.70322),(66 387.72824),(67 387.07712),(68 381.44705),(69 381.6461),(70 384.28653),(71 384.44965),(72 385.21173),(73 388.26538),(74 388.50098),(75 389.28384),(76 393.92288),(77 395.27502),(78 397.36542),(79 396.3456),
(1 172.9247),(2 223.52742),(3 267.37616),(4 296.7239),(5 320.80753),(6 337.26718),(7 345.92432),(8 355.08127),(9 355.11554),(10 352.41226),(11 349.58636),(12 343.97208),(13 338.27795),(14 335.30322),(15 330.61127),(16 332.15912),(17 329.6199),(18 331.2517),(19 330.35907),(20 337.31946),(21 341.0321),(22 349.71613),(23 358.72067),(24 366.92697),(25 367.04242),(26 373.25653),(27 375.97134),(28 379.9379),(29 381.0794),(30 376.83914),(31 373.15903),(32 374.1336),(33 373.94977),(34 373.3092),(35 373.908),(36 375.25244),(37 374.95474),(38 376.9584),(39 375.76312),(40 378.68488),(41 381.89096),(42 387.35907),(43 391.29276),(44 388.6805),(45 388.11743),(46 388.41592),(47 391.50076),(48 391.33533),(49 388.99387),(50 389.52756),(51 386.76584),(52 386.6032),(53 385.13144),(54 383.9936),(55 386.0896),(56 387.17398),(57 387.84457),(58 389.76114),(59 388.7965),(60 390.0797),(61 392.152),(62 391.63202),(63 390.3632),(64 388.95627),(65 388.84564),(66 386.5154),(67 387.74408),(68 385.2539),(69 386.79028),(70 386.04996),(71 385.22073),(72 387.96542),(73 389.65997),(74 388.04468),(75 387.40063),(76 387.29858),(77 386.5182),(78 388.93402),(79 388.15234),
(1 173.39857),(2 222.26514),(3 265.37363),(4 296.7446),(5 321.59592),(6 339.3757),(7 348.31207),(8 360.56094),(9 357.8859),(10 353.40042),(11 349.43268),(12 341.66165),(13 331.9013),(14 333.57596),(15 328.59097),(16 329.2265),(17 326.89896),(18 324.87802),(19 323.3533),(20 330.3761),(21 338.51422),(22 349.31586),(23 359.0556),(24 365.9641),(25 372.67203),(26 380.5457),(27 380.34042),(28 379.8519),(29 375.7261),(30 371.3891),(31 368.90485),(32 369.5257),(33 368.52725),(34 368.64737),(35 370.30408),(36 373.81802),(37 372.99875),(38 375.30444),(39 377.78732),(40 379.1139),(41 382.26895),(42 386.7329),(43 390.8048),(44 388.23914),(45 391.35184),(46 391.79352),(47 390.41745),(48 392.41376),(49 390.2234),(50 391.10388),(51 388.42044),(52 389.4811),(53 386.8655),(54 385.18985),(55 388.74753),(56 386.12817),(57 389.5531),(58 391.19345),(59 391.10034),(60 390.72964),(61 392.6547),(62 397.11844),(63 397.8875),(64 401.50128),(65 399.71927),(66 401.496),(67 399.8269),(68 398.87115),(69 397.94543),(70 395.4905),(71 393.08978),(72 395.97845),(73 397.34796),(74 397.25833),(75 393.79843),(76 395.89404),(77 395.84045),(78 401.9153),(79 401.61237),
(1 169.72955),(2 215.20647),(3 257.87402),(4 292.23682),(5 317.43033),(6 336.9856),(7 347.0441),(8 352.89825),(9 351.03305),(10 346.84555),(11 344.48816),(12 335.7791),(13 331.79578),(14 330.78113),(15 324.5848),(16 323.67224),(17 320.76227),(18 319.18277),(19 318.39557),(20 321.47824),(21 327.90048),(22 336.70825),(23 348.05365),(24 356.07538),(25 360.16068),(26 365.23868),(27 362.7922),(28 363.05576),(29 362.53812),(30 358.12854),(31 355.20355),(32 354.27768),(33 356.45175),(34 356.94922),(35 354.9332),(36 359.90317),(37 361.41904),(38 363.96606),(39 366.73456),(40 372.6328),(41 373.95813),(42 377.66266),(43 381.67294),(44 379.65768),(45 381.6467),(46 383.43393),(47 382.95535),(48 380.11258),(49 375.6946),(50 377.51407),(51 373.3743),(52 372.6949),(53 370.40448),(54 368.95972),(55 371.29208),(56 372.08066),(57 377.71188),(58 379.73956),(59 380.21594),(60 382.35965),(61 383.95242),(62 384.1173),(63 393.268),(64 395.81378),(65 391.1916),(66 396.6679),(67 393.39664),(68 393.56732),(69 394.08252),(70 394.22946),(71 392.1031),(72 392.26505),(73 393.33975),(74 392.3171),(75 392.54144),(76 394.9002),(77 396.94452),(78 400.29678),(79 402.53787),
