1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 304.50888),(2 415.08395),(3 495.51025),(4 538.827),(5 578.28296),(6 613.9445),(7 635.042),(8 648.67944),(9 655.9047),(10 652.50323),(11 649.3683),(12 645.8843),(13 648.70337),(14 639.33954),(15 623.274),(16 605.6645),(17 589.7002),(18 589.46936),(19 599.2171),(20 602.56744),(21 598.32587),(22 608.7893),(23 622.3766),(24 635.22833),(25 655.45905),(26 674.4786),(27 692.195),(28 701.05286),(29 713.78766),(30 730.69214),(31 722.2712),(32 717.1505),(33 705.41296),(34 701.345),(35 697.8746),(36 690.7802),(37 682.2329),(38 672.62726),(39 661.0573),(40 662.9377),(41 659.3325),(42 658.60236),(43 658.95245),(44 658.17096),(45 667.5318),(46 668.7405),(47 682.9244),(48 689.388),(49 701.66907),(50 714.03485),(51 730.344),(52 732.2587),(53 729.4402),(54 718.52014),(55 703.4142),(56 691.70013),(57 682.70166),(58 675.30145),(59 668.21014),(60 660.6974),(61 656.15424),(62 656.6191),(63 656.1192),(64 652.43616),(65 654.85345),(66 658.26996),(67 663.2505),(68 672.8462),(69 670.928),(70 675.1864),(71 670.27405),(72 674.33826),(73 671.34796),(74 668.72003),(75 663.0999),(76 659.17285),(77 660.99384),(78 661.94324),(79 655.88745),
(1 301.94702),(2 415.70642),(3 489.59933),(4 530.49786),(5 570.7137),(6 606.01245),(7 624.8399),(8 636.21686),(9 641.34296),(10 645.86115),(11 641.93726),(12 630.0292),(13 630.8376),(14 615.94727),(15 610.3388),(16 592.203),(17 582.7631),(18 579.9116),(19 584.9476),(20 589.4064),(21 589.6337),(22 600.83344),(23 610.93616),(24 620.6177),(25 638.5875),(26 656.6573),(27 673.2767),(28 686.58356),(29 705.94904),(30 710.8416),(31 712.69055),(32 702.3277),(33 703.4184),(34 693.7721),(35 687.9168),(36 684.8767),(37 674.712),(38 664.9474),(39 653.15326),(40 654.50385),(41 654.7309),(42 654.90924),(43 656.84033),(44 660.12964),(45 666.8775),(46 673.0794),(47 683.7024),(48 699.43713),(49 705.48334),(50 706.2803),(51 710.2269),(52 708.0706),(53 700.781),(54 695.74066),(55 688.0945),(56 679.08075),(57 666.7685),(58 654.7269),(59 653.3971),(60 643.12744),(61 638.53534),(62 636.9066),(63 649.9777),(64 650.1276),(65 645.18756),(66 650.31036),(67 651.3315),(68 656.7196),(69 662.5508),(70 661.04254),(71 657.0386),(72 653.5046),(73 654.1697),(74 662.30835),(75 658.613),(76 646.42596),(77 645.0891),(78 647.13293),(79 643.3885),
(1 292.34113),(2 404.14606),(3 482.94537),(4 526.7589),(5 566.5242),(6 598.0027),(7 614.0103),(8 628.14465),(9 630.02106),(10 626.5493),(11 631.5116),(12 621.10376),(13 622.45844),(14 612.6914),(15 607.7876),(16 584.29553),(17 572.2507),(18 569.002),(19 571.3013),(20 575.44226),(21 577.5641),(22 588.61865),(23 604.2403),(24 617.76935),(25 638.35724),(26 649.70984),(27 661.08124),(28 672.2702),(29 680.34247),(30 690.24695),(31 688.479),(32 681.3842),(33 678.5563),(34 661.88824),(35 651.9993),(36 639.8126),(37 635.58185),(38 627.3963),(39 627.9342),(40 625.582),(41 627.6426),(42 632.8714),(43 636.6464),(44 644.4135),(45 651.9353),(46 658.51434),(47 666.1296),(48 671.6233),(49 673.89386),(50 686.7722),(51 693.2398),(52 692.30975),(53 683.57416),(54 674.2395),(55 661.7304),(56 649.90857),(57 640.57697),(58 630.0748),(59 630.485),(60 625.8154),(61 619.4368),(62 627.9957),(63 640.6998),(64 636.9474),(65 644.3145),(66 642.0253),(67 651.3156),(68 650.3637),(69 657.94073),(70 663.75),(71 657.3313),(72 661.5378),(73 659.00165),(74 656.8512),(75 657.89404),(76 650.6578),(77 649.89294),(78 650.77704),(79 644.6035),
(1 287.83405),(2 392.14868),(3 475.67175),(4 525.4413),(5 559.95404),(6 596.1683),(7 612.3037),(8 624.7143),(9 639.49646),(10 641.0492),(11 637.86017),(12 629.0842),(13 625.9695),(14 613.6959),(15 605.8812),(16 587.92944),(17 567.5485),(18 564.86017),(19 566.4775),(20 565.42737),(21 568.88135),(22 581.7275),(23 596.7561),(24 606.9009),(25 634.37177),(26 643.0488),(27 650.71576),(28 660.6537),(29 664.72327),(30 675.01294),(31 672.12317),(32 670.8857),(33 667.608),(34 661.08167),(35 651.62164),(36 645.93823),(37 644.63544),(38 637.88574),(39 624.45325),(40 621.39954),(41 614.95764),(42 620.02527),(43 618.4359),(44 622.1426),(45 631.27576),(46 644.7297),(47 659.67346),(48 666.4882),(49 673.13617),(50 684.3644),(51 689.84564),(52 686.97),(53 676.8511),(54 673.2997),(55 661.2194),(56 641.61816),(57 637.67255),(58 627.4101),(59 622.4333),(60 619.3433),(61 620.933),(62 617.4588),(63 622.2529),(64 621.5006),(65 620.22186),(66 627.10297),(67 635.3),(68 633.02405),(69 637.8877),(70 641.6851),(71 631.2625),(72 631.4807),(73 626.4037),(74 626.0996),(75 627.602),(76 625.34326),(77 630.66907),(78 628.91705),(79 623.03503),
(1 281.54),(2 375.28827),(3 454.23993),(4 494.9254),(5 534.36005),(6 563.5409),(7 585.2258),(8 599.80536),(9 605.9204),(10 605.07947),(11 598.1517),(12 592.9972),(13 587.21643),(14 580.61005),(15 576.14526),(16 558.63635),(17 546.76154),(18 541.16907),(19 537.2906),(20 540.25836),(21 537.6581),(22 549.63464),(23 564.00586),(24 573.3967),(25 594.07825),(26 608.84485),(27 621.85034),(28 628.4947),(29 629.3157),(30 634.70917),(31 641.11017),(32 640.0403),(33 635.96985),(34 628.2133),(35 621.0082),(36 615.793),(37 610.16406),(38 595.63873),(39 590.8193),(40 583.8482),(41 583.58844),(42 584.6955),(43 585.3796),(44 591.39636),(45 607.40283),(46 621.72736),(47 632.6971),(48 641.9455),(49 643.7261),(50 649.0085),(51 648.3276),(52 650.08264),(53 650.84),(54 642.6525),(55 637.1732),(56 625.53546),(57 616.2314),(58 610.3607),(59 604.88776),(60 601.15155),(61 606.9725),(62 603.1338),(63 611.8134),(64 614.30994),(65 614.8993),(66 620.3205),(67 626.58307),(68 628.69836),(69 628.4965),(70 634.5239),(71 630.4608),(72 637.5969),(73 630.7455),(74 623.38776),(75 627.606),(76 623.29083),(77 624.08234),(78 625.8956),(79 621.47156),
(1 280.63324),(2 375.1155),(3 451.6375),(4 501.07022),(5 539.4),(6 568.10034),(7 586.6963),(8 593.3035),(9 605.9345),(10 602.09155),(11 602.3042),(12 593.90796),(13 585.4618),(14 582.31146),(15 577.5034),(16 557.1422),(17 547.57336),(18 545.0752),(19 544.15875),(20 546.84045),(21 542.0095),(22 552.1192),(23 562.15283),(24 575.24774),(25 595.3737),(26 612.8362),(27 632.6208),(28 633.7107),(29 640.61847),(30 644.3712),(31 646.3796),(32 640.8826),(33 637.547),(34 631.5619),(35 623.0743),(36 615.1206),(37 611.78735),(38 611.87854),(39 609.41187),(40 609.9481),(41 612.269),(42 610.7089),(43 604.84973),(44 614.97626),(45 621.33264),(46 627.751),(47 631.62573),(48 634.0478),(49 638.68427),(50 649.1638),(51 652.1555),(52 648.3317),(53 650.95184),(54 640.43604),(55 631.7453),(56 615.77045),(57 615.28503),(58 608.40607),(59 605.54645),(60 605.3091),(61 601.7831),(62 605.9265),(63 622.9852),(64 624.9782),(65 627.1145),(66 628.3908),(67 629.51587),(68 633.277),(69 634.6926),(70 643.7098),(71 640.5119),(72 636.015),(73 635.13),(74 626.8384),(75 630.8267),(76 631.93866),(77 630.01935),(78 629.94226),(79 628.3837),
(1 274.96234),(2 375.4472),(3 446.9268),(4 497.45935),(5 533.21313),(6 556.1944),(7 574.62634),(8 588.43164),(9 602.4203),(10 604.8909),(11 595.79175),(12 582.01483),(13 575.3073),(14 572.04736),(15 570.6754),(16 552.20935),(17 537.23157),(18 539.89764),(19 538.2806),(20 540.3212),(21 543.0443),(22 550.1243),(23 566.88324),(24 575.8071),(25 602.71594),(26 620.0223),(27 627.4623),(28 637.26685),(29 636.5983),(30 646.28424),(31 647.37933),(32 644.6496),(33 639.8774),(34 635.79004),(35 622.3831),(36 611.5626),(37 614.15436),(38 610.3233),(39 608.2709),(40 604.1021),(41 609.56024),(42 611.3667),(43 613.62054),(44 620.3959),(45 629.36597),(46 635.74927),(47 644.1977),(48 654.1361),(49 661.57465),(50 667.1677),(51 669.4784),(52 665.06116),(53 657.604),(54 646.1729),(55 648.73663),(56 632.72864),(57 623.608),(58 613.5355),(59 610.1819),(60 618.47046),(61 618.30853),(62 617.20703),(63 634.0509),(64 629.9926),(65 626.9755),(66 624.7142),(67 628.23755),(68 632.3165),(69 632.28107),(70 641.45953),(71 642.7362),(72 638.90826),(73 638.2968),(74 637.783),(75 633.55524),(76 633.3379),(77 627.6805),(78 624.4494),(79 617.8835),
(1 271.0896),(2 368.86456),(3 451.23035),(4 497.82367),(5 536.76575),(6 574.60547),(7 588.5958),(8 610.1992),(9 622.0715),(10 624.26117),(11 614.57324),(12 602.55145),(13 594.857),(14 583.0634),(15 579.9696),(16 562.69794),(17 547.33655),(18 540.2024),(19 535.1581),(20 538.94867),(21 545.0692),(22 558.2651),(23 576.4794),(24 590.6513),(25 613.77094),(26 633.06177),(27 647.9098),(28 652.6935),(29 657.1231),(30 661.7211),(31 662.4925),(32 665.46606),(33 668.3079),(34 657.7192),(35 641.30164),(36 632.912),(37 632.9931),(38 632.8821),(39 633.7955),(40 632.2222),(41 637.93085),(42 643.4219),(43 649.9158),(44 650.6254),(45 659.02325),(46 667.37225),(47 678.09247),(48 682.3302),(49 689.0603),(50 687.9043),(51 689.0195),(52 676.912),(53 667.27637),(54 657.81195),(55 645.89325),(56 639.1577),(57 629.9998),(58 627.06573),(59 618.3824),(60 616.75555),(61 620.7212),(62 628.769),(63 635.4846),(64 630.47955),(65 634.9379),(66 636.995),(67 638.42755),(68 649.51276),(69 649.88153),(70 651.3017),(71 644.1824),(72 646.6394),(73 644.5261),(74 645.5605),(75 646.27576),(76 639.57715),(77 633.1596),(78 632.65533),(79 632.5968),
(1 267.4222),(2 365.25763),(3 439.2352),(4 483.70737),(5 520.63654),(6 547.4317),(7 559.3101),(8 581.3441),(9 588.45557),(10 590.58685),(11 588.98706),(12 579.8148),(13 579.6808),(14 568.10974),(15 565.16644),(16 557.6817),(17 547.9532),(18 544.2155),(19 543.30475),(20 548.3342),(21 555.1073),(22 566.4334),(23 582.91943),(24 598.3529),(25 616.91846),(26 625.81323),(27 634.70435),(28 638.6096),(29 643.7851),(30 651.5537),(31 654.6772),(32 653.4423),(33 656.7763),(34 647.6343),(35 640.1896),(36 635.7978),(37 632.68353),(38 638.486),(39 639.45306),(40 636.95575),(41 638.42615),(42 645.5768),(43 652.4791),(44 654.73474),(45 652.5996),(46 654.02423),(47 660.65436),(48 665.46045),(49 671.6662),(50 671.929),(51 676.503),(52 672.0386),(53 666.1017),(54 660.2459),(55 654.1546),(56 646.3798),(57 636.9078),(58 629.6771),(59 623.24976),(60 626.6326),(61 633.40686),(62 633.09686),(63 640.0149),(64 630.988),(65 630.4429),(66 624.58765),(67 632.1863),(68 639.5426),(69 639.3217),(70 639.1382),(71 636.57574),(72 636.91986),(73 634.8388),(74 639.0422),(75 636.6159),(76 629.5404),(77 621.5264),(78 621.29083),(79 620.0387),
(1 260.38342),(2 353.76028),(3 425.08484),(4 471.4644),(5 504.63538),(6 528.7337),(7 539.3799),(8 552.8766),(9 562.326),(10 566.2963),(11 561.144),(12 548.29626),(13 546.6474),(14 540.1643),(15 537.5352),(16 526.8928),(17 522.30133),(18 520.48444),(19 512.5648),(20 523.79517),(21 534.1566),(22 539.4125),(23 551.0009),(24 562.17096),(25 574.19574),(26 587.5766),(27 597.9439),(28 611.9676),(29 610.9039),(30 615.25165),(31 619.63965),(32 615.53766),(33 618.3944),(34 616.7991),(35 611.25195),(36 606.9464),(37 606.54913),(38 608.9121),(39 606.3926),(40 604.1648),(41 611.16547),(42 614.4271),(43 624.85406),(44 626.252),(45 632.46344),(46 634.5547),(47 644.1116),(48 649.41876),(49 648.6737),(50 655.0554),(51 656.7409),(52 653.0971),(53 646.3608),(54 640.724),(55 631.68365),(56 622.0705),(57 616.49054),(58 605.1347),(59 600.1092),(60 599.4205),(61 597.24005),(62 597.97015),(63 610.2904),(64 607.70575),(65 604.4178),(66 598.8959),(67 600.8676),(68 603.3678),(69 604.92957),(70 607.0922),(71 606.5019),(72 613.0332),(73 609.866),(74 608.573),(75 600.4734),(76 592.16),(77 585.82825),(78 584.01587),(79 581.7254),
(1 258.9423),(2 355.08646),(3 425.48495),(4 475.56143),(5 506.31946),(6 536.15497),(7 551.42755),(8 566.88995),(9 569.38446),(10 567.54376),(11 563.22644),(12 552.07556),(13 547.4185),(14 541.3733),(15 543.604),(16 536.9716),(17 531.9976),(18 538.7333),(19 530.30896),(20 538.09924),(21 548.89075),(22 555.05865),(23 570.20874),(24 578.5244),(25 593.5515),(26 609.7939),(27 621.1331),(28 631.99414),(29 635.1816),(30 638.579),(31 637.753),(32 633.40924),(33 628.79456),(34 618.8317),(35 614.62256),(36 611.13446),(37 600.6986),(38 604.85645),(39 606.01),(40 602.7375),(41 610.6021),(42 613.0313),(43 624.38495),(44 629.4524),(45 633.61865),(46 643.184),(47 644.9406),(48 655.57074),(49 653.3044),(50 659.39496),(51 666.75995),(52 661.19104),(53 654.4625),(54 642.7145),(55 637.1021),(56 626.66064),(57 613.88544),(58 609.09375),(59 602.71893),(60 598.00604),(61 596.7895),(62 598.3336),(63 610.0328),(64 614.5702),(65 615.13727),(66 611.2987),(67 609.3163),(68 606.5121),(69 609.1379),(70 610.35944),(71 608.2253),(72 609.73456),(73 604.8346),(74 600.25604),(75 601.407),(76 593.495),(77 592.89764),(78 587.3937),(79 584.81696),
(1 256.32455),(2 349.17004),(3 418.20938),(4 466.28128),(5 504.7893),(6 536.8792),(7 551.5349),(8 561.9508),(9 567.0632),(10 565.9269),(11 551.0349),(12 539.4375),(13 532.528),(14 527.03326),(15 519.03577),(16 515.0292),(17 501.9034),(18 498.71027),(19 495.61935),(20 496.34518),(21 506.1241),(22 517.98535),(23 531.8339),(24 546.13116),(25 559.37134),(26 565.03784),(27 574.6788),(28 588.57983),(29 594.13354),(30 599.45514),(31 595.25586),(32 591.38885),(33 585.5042),(34 579.68634),(35 570.7447),(36 568.90845),(37 565.4993),(38 568.232),(39 568.75323),(40 568.69403),(41 572.1637),(42 581.3707),(43 585.983),(44 591.41),(45 596.03284),(46 601.897),(47 611.1215),(48 614.5826),(49 611.91437),(50 610.5486),(51 617.0971),(52 611.56146),(53 603.9404),(54 597.95844),(55 595.34216),(56 587.94403),(57 579.50854),(58 574.66486),(59 565.94507),(60 565.3152),(61 567.223),(62 567.735),(63 571.76575),(64 577.8275),(65 578.0098),(66 583.737),(67 584.78345),(68 584.90717),(69 588.78595),(70 596.3164),(71 595.0196),(72 599.43146),(73 594.5665),(74 595.22656),(75 597.51483),(76 597.114),(77 592.9318),(78 586.87573),(79 581.4866),
(1 252.70782),(2 336.3419),(3 409.63913),(4 456.47986),(5 486.8949),(6 517.4797),(7 529.43506),(8 543.1791),(9 547.1511),(10 548.38635),(11 540.8891),(12 522.6343),(13 512.7295),(14 501.65167),(15 499.34033),(16 494.98022),(17 485.69003),(18 485.38562),(19 478.12192),(20 479.78543),(21 490.7323),(22 503.25516),(23 511.95633),(24 523.5874),(25 537.7667),(26 544.1058),(27 552.00183),(28 561.997),(29 565.54),(30 567.4362),(31 567.0317),(32 562.73114),(33 553.7501),(34 553.3445),(35 545.2947),(36 539.01715),(37 541.41797),(38 546.0458),(39 552.5955),(40 554.14075),(41 555.90826),(42 562.0869),(43 574.6228),(44 577.1762),(45 583.7832),(46 585.42303),(47 586.76917),(48 587.36066),(49 584.5928),(50 588.817),(51 592.51526),(52 586.4891),(53 581.6469),(54 569.64954),(55 568.58673),(56 563.3222),(57 556.41095),(58 554.58264),(59 549.84283),(60 544.21155),(61 541.6301),(62 543.1023),(63 554.9314),(64 561.1561),(65 564.0104),(66 573.29333),(67 574.9491),(68 580.52747),(69 579.20276),(70 583.4275),(71 580.58075),(72 582.22394),(73 582.54),(74 582.313),(75 586.2355),(76 583.8686),(77 579.35974),(78 584.38464),(79 579.95404),
(1 246.8136),(2 334.336),(3 403.7883),(4 449.32574),(5 484.95953),(6 511.3684),(7 524.32367),(8 535.06366),(9 537.80493),(10 536.4193),(11 528.6233),(12 513.77545),(13 498.76898),(14 491.19156),(15 488.70145),(16 490.42056),(17 491.4533),(18 485.4935),(19 478.66376),(20 478.21262),(21 482.29483),(22 491.81433),(23 501.06128),(24 500.71564),(25 517.9144),(26 519.086),(27 525.09674),(28 528.66736),(29 532.71826),(30 532.3135),(31 526.59344),(32 523.4963),(33 526.31744),(34 526.43134),(35 519.1744),(36 520.2062),(37 518.5798),(38 513.8756),(39 508.85),(40 510.04352),(41 511.07846),(42 515.80426),(43 516.69073),(44 523.8515),(45 530.4517),(46 535.5955),(47 542.5402),(48 546.63495),(49 544.39),(50 547.8236),(51 553.5226),(52 554.3436),(53 547.82886),(54 543.2573),(55 538.0696),(56 536.91205),(57 532.35913),(58 527.6686),(59 522.5404),(60 517.8878),(61 522.0235),(62 522.2958),(63 526.4081),(64 533.2808),(65 537.38605),(66 537.97235),(67 538.0888),(68 544.5841),(69 545.85846),(70 549.6218),(71 549.74084),(72 548.0368),(73 545.6729),(74 545.3646),(75 545.9101),(76 542.51526),(77 540.85376),(78 548.05005),(79 546.786),
(1 241.12416),(2 332.69098),(3 400.87427),(4 447.50482),(5 482.32547),(6 501.67996),(7 517.54584),(8 527.1814),(9 526.2351),(10 531.47205),(11 521.8731),(12 511.52768),(13 504.49454),(14 494.44388),(15 489.39767),(16 487.88263),(17 480.67294),(18 476.15314),(19 474.2366),(20 474.74222),(21 482.5663),(22 491.7998),(23 505.34894),(24 508.84128),(25 519.90625),(26 524.0612),(27 529.6998),(28 531.637),(29 537.7297),(30 539.5912),(31 539.3421),(32 530.58405),(33 531.2316),(34 529.3808),(35 523.5116),(36 522.7464),(37 518.8033),(38 517.6694),(39 515.71124),(40 513.24274),(41 514.1648),(42 517.1239),(43 518.2157),(44 521.0293),(45 522.6934),(46 528.34546),(47 534.66486),(48 535.3634),(49 534.12396),(50 536.402),(51 541.4867),(52 537.3083),(53 536.4416),(54 531.6837),(55 530.0306),(56 525.0957),(57 521.8024),(58 519.956),(59 518.16327),(60 512.6845),(61 513.1329),(62 515.1087),(63 520.53467),(64 522.3258),(65 527.981),(66 529.4115),(67 531.33514),(68 535.871),(69 535.8591),(70 538.6267),(71 536.94586),(72 541.1883),(73 545.99945),(74 543.5357),(75 542.0526),(76 535.2099),(77 528.5202),(78 532.61646),(79 534.335),
(1 238.26167),(2 325.10376),(3 399.19052),(4 445.40265),(5 475.84088),(6 499.9107),(7 517.6391),(8 530.7931),(9 529.1033),(10 530.0847),(11 518.57983),(12 504.54974),(13 500.85352),(14 496.78613),(15 493.96402),(16 495.70172),(17 480.1102),(18 476.35663),(19 465.11856),(20 463.2275),(21 466.7484),(22 468.20126),(23 484.59808),(24 494.62204),(25 508.25058),(26 513.25134),(27 516.2266),(28 518.76965),(29 519.4185),(30 518.56854),(31 512.1137),(32 505.7076),(33 500.5921),(34 500.81012),(35 489.97668),(36 492.80847),(37 491.18365),(38 489.95187),(39 493.85895),(40 492.4079),(41 492.0056),(42 497.2385),(43 501.79086),(44 511.8661),(45 520.16473),(46 524.6431),(47 532.27386),(48 532.39124),(49 528.17285),(50 529.61066),(51 531.91187),(52 531.8964),(53 523.8435),(54 518.6214),(55 508.43176),(56 503.73355),(57 498.08566),(58 493.77356),(59 495.04706),(60 496.29086),(61 499.23404),(62 496.47177),(63 505.4586),(64 511.32147),(65 512.54346),(66 516.2863),(67 520.3215),(68 529.3374),(69 531.3223),(70 532.0401),(71 524.633),(72 529.2123),(73 529.39465),(74 524.46716),(75 525.7017),(76 523.4052),(77 516.88556),(78 517.4059),(79 514.2124),
(1 234.71988),(2 318.9643),(3 386.64313),(4 431.29385),(5 458.29245),(6 480.60712),(7 495.74454),(8 507.2998),(9 509.61697),(10 507.967),(11 501.6138),(12 483.50687),(13 474.4127),(14 473.03162),(15 473.29178),(16 471.2685),(17 464.09497),(18 465.35056),(19 456.97375),(20 453.39096),(21 459.34253),(22 473.24033),(23 483.16266),(24 494.31088),(25 510.30728),(26 518.65063),(27 520.1981),(28 521.47406),(29 522.24713),(30 522.3859),(31 520.7381),(32 514.2653),(33 515.6565),(34 517.441),(35 509.43286),(36 513.5513),(37 505.26624),(38 509.01865),(39 506.2263),(40 504.64575),(41 510.8728),(42 510.22064),(43 507.12158),(44 512.17865),(45 521.4358),(46 528.8319),(47 536.6742),(48 535.5659),(49 535.73236),(50 532.88446),(51 535.4965),(52 535.51306),(53 534.66876),(54 523.498),(55 514.5309),(56 509.62732),(57 506.59732),(58 506.68524),(59 509.00275),(60 509.6615),(61 513.48267),(62 509.0871),(63 512.3356),(64 514.1911),(65 513.40485),(66 514.5532),(67 518.6343),(68 522.9331),(69 529.2434),(70 530.60046),(71 535.0093),(72 531.26636),(73 531.5209),(74 524.1002),(75 521.88586),(76 525.57574),(77 518.60364),(78 521.2715),(79 519.1064),
(1 232.15685),(2 311.98138),(3 381.62543),(4 421.3768),(5 447.6842),(6 467.29044),(7 484.69116),(8 495.0697),(9 501.10834),(10 503.40222),(11 496.0397),(12 479.84793),(13 470.3689),(14 462.9515),(15 459.34616),(16 457.49396),(17 452.74557),(18 457.41162),(19 449.68643),(20 449.48654),(21 455.73383),(22 465.233),(23 476.65985),(24 487.26358),(25 503.32104),(26 506.51288),(27 510.5695),(28 512.4504),(29 515.2548),(30 516.0436),(31 511.2826),(32 507.95425),(33 510.30945),(34 504.54648),(35 500.47937),(36 503.06656),(37 502.04498),(38 504.19086),(39 505.23267),(40 508.75766),(41 513.48944),(42 512.83765),(43 514.2197),(44 515.59235),(45 521.0031),(46 530.1679),(47 534.8909),(48 535.149),(49 539.1833),(50 536.2382),(51 538.84235),(52 531.74414),(53 524.92804),(54 519.7519),(55 514.2379),(56 514.55945),(57 509.916),(58 503.6111),(59 503.64844),(60 503.03186),(61 505.13037),(62 509.30276),(63 512.3516),(64 508.5056),(65 509.69644),(66 511.80118),(67 518.3655),(68 520.29517),(69 520.94916),(70 525.1114),(71 525.8542),(72 527.0787),(73 523.3374),(74 522.2086),(75 520.9381),(76 525.91455),(77 528.38855),(78 529.7896),(79 527.806),
(1 228.40681),(2 305.71088),(3 372.54727),(4 413.22702),(5 443.20023),(6 468.3145),(7 479.64716),(8 491.69342),(9 497.10385),(10 497.75665),(11 491.68488),(12 479.6849),(13 470.1866),(14 461.65952),(15 451.9603),(16 449.0377),(17 449.14175),(18 450.05206),(19 443.66208),(20 441.42462),(21 442.57587),(22 454.11432),(23 465.71484),(24 482.32507),(25 498.59787),(26 504.67184),(27 509.77628),(28 507.1711),(29 508.8985),(30 507.60776),(31 500.38013),(32 499.76248),(33 493.38736),(34 492.5064),(35 483.99188),(36 480.2265),(37 478.3019),(38 484.70862),(39 486.8841),(40 489.83932),(41 492.60052),(42 488.01654),(43 490.06006),(44 492.77515),(45 497.64587),(46 505.08063),(47 506.49203),(48 511.84528),(49 510.6026),(50 511.03925),(51 509.2269),(52 505.2192),(53 502.40445),(54 495.76517),(55 491.74826),(56 491.48303),(57 490.76367),(58 489.64734),(59 487.51382),(60 488.44565),(61 491.14365),(62 493.46173),(63 497.94272),(64 499.3042),(65 500.50067),(66 504.24692),(67 506.75745),(68 509.63663),(69 509.5377),(70 511.24582),(71 507.0426),(72 508.1431),(73 509.3222),(74 510.04034),(75 513.6223),(76 510.07184),(77 507.4368),(78 508.20868),(79 509.99542),
