1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 425.6274),(2 557.7967),(3 603.9625),(4 619.9076),(5 636.2223),(6 646.5421),(7 662.7265),(8 685.71027),(9 687.6083),(10 705.8918),(11 711.30756),(12 715.69025),(13 728.25665),(14 746.2179),(15 740.40466),(16 736.2573),(17 745.77454),(18 750.99725),(19 755.22),(20 759.7755),(21 760.9727),(22 758.6281),(23 773.579),(24 761.1495),(25 758.2279),(26 761.69775),(27 765.1349),(28 764.0028),(29 767.6771),(30 762.87695),(31 757.0481),(32 765.26215),(33 748.1821),(34 760.14233),(35 763.596),(36 754.8954),(37 762.8658),(38 767.42584),(39 764.6303),(40 763.573),(41 769.44257),(42 768.87067),(43 769.94885),(44 778.31714),(45 772.334),(46 777.5926),(47 801.63293),(48 790.0305),(49 795.213),(50 797.8575),(51 810.0778),(52 818.49603),(53 826.1245),(54 834.4303),(55 837.59937),(56 860.3881),(57 845.93335),(58 851.9928),(59 879.7216),(60 866.4685),(61 862.49884),(62 867.8015),(63 853.7795),(64 845.21277),(65 848.09546),(66 840.3215),(67 841.6783),(68 840.07886),(69 833.79565),(70 834.21356),(71 833.0444),(72 825.3433),(73 837.40594),(74 826.57135),(75 831.80774),(76 822.8841),(77 824.55865),(78 816.4363),(79 821.184),
(1 413.7793),(2 535.74084),(3 579.8916),(4 604.2372),(5 622.628),(6 626.4256),(7 638.9708),(8 659.77637),(9 662.1427),(10 676.89905),(11 683.6097),(12 692.0168),(13 708.09375),(14 726.05554),(15 726.28656),(16 725.31836),(17 733.8091),(18 728.78485),(19 730.0096),(20 737.7217),(21 736.72186),(22 733.03406),(23 749.8916),(24 744.37933),(25 738.071),(26 745.9578),(27 742.3649),(28 746.97894),(29 759.4362),(30 757.38336),(31 747.09424),(32 758.4029),(33 758.7086),(34 751.3578),(35 748.9814),(36 749.3549),(37 753.1812),(38 759.83057),(39 761.78094),(40 755.9968),(41 765.51117),(42 760.0083),(43 757.49634),(44 767.7065),(45 763.2082),(46 778.1962),(47 797.36926),(48 791.9585),(49 789.92377),(50 798.1521),(51 801.1203),(52 809.71704),(53 821.9375),(54 815.1379),(55 814.0569),(56 840.3297),(57 832.933),(58 832.0471),(59 847.8759),(60 837.6313),(61 856.74994),(62 854.53625),(63 840.934),(64 836.29034),(65 847.3875),(66 848.04724),(67 838.6177),(68 835.0149),(69 838.4226),(70 835.1897),(71 828.01227),(72 817.2567),(73 818.1343),(74 816.73816),(75 817.28375),(76 808.75006),(77 819.41864),(78 823.7235),(79 818.941),
(1 412.50543),(2 525.7605),(3 558.85406),(4 574.8657),(5 603.5276),(6 608.34796),(7 621.0724),(8 643.58075),(9 647.80896),(10 660.6774),(11 662.20807),(12 670.0467),(13 684.09625),(14 704.44556),(15 711.8578),(16 708.5508),(17 717.8711),(18 712.2986),(19 717.5586),(20 732.85065),(21 731.55756),(22 731.18475),(23 739.26855),(24 731.29156),(25 729.3846),(26 749.1898),(27 734.2447),(28 737.8495),(29 747.5832),(30 747.6858),(31 743.8682),(32 757.0811),(33 753.8743),(34 754.9029),(35 748.53906),(36 742.7661),(37 747.89343),(38 756.5171),(39 747.30005),(40 750.61743),(41 761.5038),(42 748.09625),(43 755.7421),(44 758.898),(45 757.7612),(46 759.116),(47 768.1786),(48 766.74384),(49 760.9382),(50 775.7788),(51 771.63763),(52 774.1902),(53 781.66705),(54 790.35376),(55 785.8564),(56 803.051),(57 804.6015),(58 805.0845),(59 809.9655),(60 803.2171),(61 818.93964),(62 822.7776),(63 818.0479),(64 805.5495),(65 814.97595),(66 815.35913),(67 817.78613),(68 818.4009),(69 820.05585),(70 818.3662),(71 807.7675),(72 812.5861),(73 809.0111),(74 805.51935),(75 800.0157),(76 808.687),(77 817.5743),(78 801.9474),(79 799.61694),
(1 412.50507),(2 539.7722),(3 570.6802),(4 587.846),(5 612.43225),(6 616.5464),(7 635.1346),(8 654.3746),(9 659.51697),(10 675.91895),(11 682.2547),(12 679.7678),(13 691.3426),(14 706.572),(15 702.0166),(16 701.5217),(17 722.6949),(18 719.3688),(19 715.66113),(20 722.43365),(21 717.44257),(22 725.9601),(23 728.9249),(24 725.06714),(25 717.383),(26 740.0941),(27 730.74316),(28 735.82544),(29 737.06537),(30 739.1065),(31 739.90314),(32 744.9449),(33 728.81775),(34 736.4909),(35 742.63776),(36 730.42194),(37 735.97205),(38 749.5535),(39 743.71405),(40 750.28125),(41 764.8783),(42 751.51556),(43 759.3252),(44 768.90607),(45 766.77997),(46 761.53125),(47 775.76465),(48 760.9087),(49 762.67267),(50 772.466),(51 765.87494),(52 764.03485),(53 783.5203),(54 788.76794),(55 791.0969),(56 807.89746),(57 799.1328),(58 803.22205),(59 807.0926),(60 797.197),(61 805.6918),(62 817.4243),(63 803.19904),(64 798.7452),(65 805.23035),(66 812.53143),(67 808.0538),(68 816.21906),(69 830.42596),(70 821.35693),(71 814.9228),(72 813.0101),(73 808.97473),(74 810.3507),(75 812.7096),(76 810.3005),(77 818.6379),(78 809.54425),(79 804.16455),
(1 393.01114),(2 507.8164),(3 547.6004),(4 576.3547),(5 594.30164),(6 598.7282),(7 617.40405),(8 630.53174),(9 642.27313),(10 657.9225),(11 668.0952),(12 666.0946),(13 675.68036),(14 678.1095),(15 674.39044),(16 674.0861),(17 687.6748),(18 691.0757),(19 687.3585),(20 693.5448),(21 691.1465),(22 695.92365),(23 701.3707),(24 700.43024),(25 691.77),(26 699.02374),(27 697.26355),(28 699.488),(29 705.3003),(30 699.72107),(31 708.8656),(32 713.8061),(33 709.97974),(34 707.80597),(35 714.8432),(36 707.7532),(37 711.69525),(38 727.324),(39 714.77277),(40 718.1345),(41 730.6138),(42 726.7949),(43 726.297),(44 723.9499),(45 722.70917),(46 720.0556),(47 737.69904),(48 732.9186),(49 732.8704),(50 744.2035),(51 735.2858),(52 739.5752),(53 746.9914),(54 747.7199),(55 754.4334),(56 764.1033),(57 756.0607),(58 753.9243),(59 758.2566),(60 754.16376),(61 756.8324),(62 762.0701),(63 755.85944),(64 750.1583),(65 762.4163),(66 764.4968),(67 769.71094),(68 782.62604),(69 774.6604),(70 774.9001),(71 782.15533),(72 773.612),(73 771.0777),(74 772.4315),(75 765.3126),(76 760.33075),(77 773.99445),(78 764.3618),(79 763.2515),
(1 403.26013),(2 511.0105),(3 554.2566),(4 572.05096),(5 596.4215),(6 602.26904),(7 623.33704),(8 633.7504),(9 634.66364),(10 648.03485),(11 655.8043),(12 657.5591),(13 670.6328),(14 671.9617),(15 682.2142),(16 679.0149),(17 692.874),(18 692.5703),(19 693.34515),(20 700.2447),(21 695.99634),(22 696.7412),(23 710.93036),(24 699.80725),(25 701.69),(26 699.2297),(27 707.0963),(28 705.8285),(29 705.4872),(30 705.75195),(31 710.05426),(32 718.78986),(33 719.33594),(34 710.72723),(35 710.22833),(36 710.17096),(37 710.0436),(38 718.7667),(39 709.39343),(40 709.24194),(41 731.41547),(42 724.5782),(43 724.90765),(44 731.3718),(45 724.4299),(46 728.1141),(47 749.3393),(48 743.9359),(49 736.44556),(50 754.6282),(51 759.5513),(52 763.6397),(53 772.97833),(54 767.1209),(55 775.2943),(56 784.61755),(57 785.11755),(58 773.35425),(59 779.84766),(60 771.97284),(61 781.8745),(62 786.2042),(63 783.1272),(64 774.96826),(65 784.0339),(66 787.26953),(67 793.24805),(68 797.8701),(69 794.2256),(70 797.2592),(71 808.06494),(72 800.74664),(73 800.3371),(74 791.0732),(75 779.8009),(76 774.918),(77 779.13904),(78 776.48627),(79 773.86487),
(1 389.9051),(2 493.93417),(3 540.14685),(4 556.1706),(5 583.8634),(6 591.3327),(7 609.79486),(8 620.382),(9 629.16144),(10 639.64734),(11 642.5414),(12 642.5748),(13 650.41016),(14 650.05695),(15 661.0138),(16 656.21063),(17 675.7282),(18 673.73926),(19 673.07404),(20 684.50354),(21 678.6773),(22 676.18005),(23 689.39233),(24 679.45294),(25 679.2245),(26 686.8875),(27 690.08734),(28 690.77246),(29 703.03577),(30 699.54065),(31 702.66144),(32 711.54395),(33 710.37317),(34 698.8666),(35 703.95996),(36 708.3299),(37 704.04065),(38 708.351),(39 700.30444),(40 696.0924),(41 713.4378),(42 708.88776),(43 708.4846),(44 716.2302),(45 717.49335),(46 731.70905),(47 746.2292),(48 735.32104),(49 733.14056),(50 739.18097),(51 736.6177),(52 737.90063),(53 745.12823),(54 742.89984),(55 747.17395),(56 755.58636),(57 757.1006),(58 758.3974),(59 764.3183),(60 758.3784),(61 769.7203),(62 776.09314),(63 763.7753),(64 769.7092),(65 765.28284),(66 776.0316),(67 772.3257),(68 768.2836),(69 768.04913),(70 769.572),(71 771.4084),(72 762.595),(73 768.4085),(74 769.4587),(75 757.07635),(76 751.8914),(77 763.82336),(78 768.4619),(79 764.52893),
(1 399.3453),(2 497.4619),(3 547.437),(4 564.85126),(5 590.2735),(6 599.58246),(7 610.8707),(8 626.40424),(9 629.42017),(10 643.0501),(11 652.8421),(12 651.254),(13 656.72),(14 667.0455),(15 664.25903),(16 660.1093),(17 669.25397),(18 668.1798),(19 669.8653),(20 682.0694),(21 680.2645),(22 680.163),(23 691.96594),(24 690.66974),(25 691.7322),(26 696.10925),(27 693.7485),(28 696.09155),(29 708.342),(30 705.2578),(31 706.5248),(32 711.36945),(33 704.04364),(34 698.9887),(35 707.31836),(36 702.2895),(37 702.0532),(38 707.40295),(39 706.1752),(40 708.8157),(41 718.2441),(42 719.7655),(43 727.9495),(44 736.417),(45 724.7529),(46 727.0145),(47 743.4201),(48 734.4895),(49 737.20905),(50 747.9505),(51 734.29767),(52 744.0652),(53 745.6414),(54 746.63416),(55 748.3255),(56 763.7706),(57 757.2282),(58 754.83716),(59 762.3361),(60 761.7566),(61 780.4664),(62 782.25616),(63 763.32935),(64 765.4898),(65 768.20667),(66 769.9008),(67 769.42035),(68 771.8536),(69 768.99225),(70 785.28076),(71 781.0219),(72 776.93207),(73 782.2082),(74 786.1942),(75 766.117),(76 767.80975),(77 770.0386),(78 770.7322),(79 769.7779),
(1 391.63358),(2 493.53372),(3 524.4516),(4 540.7997),(5 559.4888),(6 573.94336),(7 585.19867),(8 602.80334),(9 602.7235),(10 619.4397),(11 637.33966),(12 637.4702),(13 632.6595),(14 646.17975),(15 640.23615),(16 647.6282),(17 656.01117),(18 654.2357),(19 654.33954),(20 659.0519),(21 649.2135),(22 648.0328),(23 662.83417),(24 663.5428),(25 666.6712),(26 671.96924),(27 672.5849),(28 678.6033),(29 687.97675),(30 686.39343),(31 684.54266),(32 695.8092),(33 688.1464),(34 687.5989),(35 700.06256),(36 696.7421),(37 682.6652),(38 695.4055),(39 698.0539),(40 690.408),(41 700.23157),(42 695.6881),(43 702.0893),(44 712.71234),(45 698.25055),(46 700.2988),(47 712.1834),(48 706.7692),(49 707.6301),(50 720.2291),(51 715.0612),(52 724.3178),(53 733.9506),(54 723.2797),(55 726.0744),(56 738.61475),(57 731.0045),(58 728.22125),(59 732.36755),(60 728.9968),(61 747.9919),(62 760.47943),(63 734.7047),(64 733.0795),(65 738.5438),(66 734.827),(67 730.4664),(68 742.46954),(69 733.0833),(70 738.2634),(71 743.2153),(72 737.5835),(73 744.43774),(74 743.24634),(75 731.01154),(76 729.2099),(77 741.58923),(78 733.77),(79 738.4586),
(1 382.49634),(2 478.40118),(3 516.84576),(4 540.7313),(5 562.77954),(6 568.52576),(7 575.89825),(8 594.49493),(9 593.0792),(10 600.8744),(11 613.3823),(12 614.2187),(13 611.32776),(14 622.43274),(15 623.97614),(16 630.1556),(17 642.3948),(18 638.93146),(19 645.12384),(20 648.7324),(21 641.47986),(22 636.96893),(23 645.1917),(24 636.8017),(25 637.8432),(26 656.1961),(27 645.979),(28 650.5183),(29 665.9655),(30 670.1727),(31 669.4924),(32 679.89404),(33 675.25323),(34 682.4078),(35 687.4036),(36 678.5571),(37 670.83966),(38 687.1003),(39 681.686),(40 683.1352),(41 694.4001),(42 685.9575),(43 693.4266),(44 702.73615),(45 700.67194),(46 700.0382),(47 705.09534),(48 700.9349),(49 707.3708),(50 715.01715),(51 714.89105),(52 716.3073),(53 726.6944),(54 723.9668),(55 725.5139),(56 721.03314),(57 726.3845),(58 723.40717),(59 725.5497),(60 724.9444),(61 726.6137),(62 731.8616),(63 725.7428),(64 720.38495),(65 729.6084),(66 726.7357),(67 719.6188),(68 722.4059),(69 718.9458),(70 724.3715),(71 732.03424),(72 723.1532),(73 735.6686),(74 735.9868),(75 726.51483),(76 721.97894),(77 737.34424),(78 732.97345),(79 741.41113),
(1 380.92807),(2 477.07062),(3 517.2055),(4 540.4774),(5 560.7221),(6 562.4091),(7 577.55396),(8 602.5578),(9 608.44165),(10 614.58374),(11 618.4417),(12 617.0297),(13 619.55206),(14 628.5951),(15 635.7449),(16 638.20905),(17 649.8263),(18 643.9003),(19 651.6179),(20 663.6756),(21 667.02386),(22 655.87585),(23 658.2465),(24 649.488),(25 653.84436),(26 669.6779),(27 657.9887),(28 663.1947),(29 671.61273),(30 673.68225),(31 669.9574),(32 686.6901),(33 681.16296),(34 685.61194),(35 696.3419),(36 695.223),(37 687.62775),(38 690.9813),(39 685.6863),(40 688.2794),(41 696.6733),(42 683.67554),(43 700.0849),(44 709.91675),(45 704.6991),(46 705.5072),(47 708.04083),(48 697.9087),(49 701.9494),(50 715.2536),(51 717.91315),(52 712.4386),(53 728.65735),(54 729.8158),(55 736.9558),(56 739.69916),(57 737.92035),(58 728.8121),(59 735.43427),(60 732.50525),(61 736.6786),(62 746.2576),(63 739.89154),(64 725.4071),(65 725.2387),(66 727.4168),(67 726.8474),(68 735.57996),(69 735.0014),(70 725.98773),(71 732.70825),(72 727.22687),(73 729.25244),(74 746.98456),(75 735.835),(76 737.3843),(77 741.386),(78 743.415),(79 751.12634),
(1 374.45993),(2 468.90094),(3 502.29993),(4 515.5585),(5 541.06177),(6 547.69977),(7 559.0231),(8 577.34265),(9 584.4447),(10 585.89984),(11 587.34973),(12 590.63983),(13 594.761),(14 605.97314),(15 606.9001),(16 608.0285),(17 621.8418),(18 617.7576),(19 624.56055),(20 639.9046),(21 635.5674),(22 634.3414),(23 637.73334),(24 634.9572),(25 640.40594),(26 656.46716),(27 648.2419),(28 651.12616),(29 661.6955),(30 655.78784),(31 659.8784),(32 680.66437),(33 669.8321),(34 675.3579),(35 683.7647),(36 683.2697),(37 680.28796),(38 685.41425),(39 678.07733),(40 681.255),(41 686.46564),(42 675.1802),(43 682.6618),(44 699.94916),(45 696.64136),(46 692.0352),(47 700.02844),(48 689.87286),(49 696.4511),(50 714.2743),(51 709.02545),(52 709.5671),(53 718.51135),(54 714.4902),(55 721.4941),(56 726.5389),(57 718.4715),(58 703.2023),(59 707.68866),(60 712.22864),(61 713.3993),(62 731.2869),(63 727.3092),(64 716.88055),(65 714.11035),(66 705.3307),(67 710.42755),(68 715.2944),(69 715.75305),(70 706.80365),(71 699.6674),(72 693.03107),(73 701.1419),(74 708.71936),(75 693.5025),(76 693.12866),(77 708.2856),(78 706.9647),(79 705.9422),
(1 379.06384),(2 476.5037),(3 512.95624),(4 526.4841),(5 556.6354),(6 556.1971),(7 559.4414),(8 580.0678),(9 590.98),(10 595.2694),(11 604.3792),(12 603.38763),(13 610.48364),(14 617.3561),(15 623.5396),(16 622.3894),(17 626.82904),(18 632.9784),(19 633.85046),(20 644.00977),(21 637.5028),(22 638.37256),(23 639.1957),(24 637.3771),(25 642.54224),(26 651.3482),(27 649.8049),(28 656.8038),(29 663.50305),(30 654.93225),(31 662.1319),(32 668.632),(33 656.79285),(34 664.16656),(35 666.8324),(36 657.95844),(37 657.1635),(38 668.41235),(39 662.27106),(40 666.75397),(41 676.0347),(42 664.827),(43 668.501),(44 676.0187),(45 670.93726),(46 670.7667),(47 678.7427),(48 679.72375),(49 683.5476),(50 696.4158),(51 694.065),(52 693.263),(53 704.9052),(54 697.4011),(55 701.5841),(56 711.7265),(57 695.37915),(58 689.93427),(59 696.5123),(60 694.4782),(61 701.08856),(62 710.5444),(63 704.2735),(64 700.7647),(65 708.3769),(66 702.7659),(67 701.9073),(68 698.0198),(69 694.03546),(70 696.2902),(71 696.2749),(72 685.4333),(73 688.66656),(74 692.8479),(75 695.2374),(76 701.4489),(77 703.67114),(78 704.356),(79 709.09143),
(1 371.3659),(2 461.7556),(3 509.04492),(4 527.80743),(5 549.55536),(6 549.8582),(7 563.07886),(8 588.3291),(9 594.4397),(10 601.5841),(11 618.5355),(12 605.0783),(13 606.7202),(14 616.8325),(15 622.5871),(16 617.58527),(17 627.0403),(18 633.4896),(19 633.7803),(20 640.58215),(21 638.8213),(22 640.1395),(23 638.8488),(24 635.61536),(25 650.85767),(26 653.9199),(27 660.1898),(28 658.10345),(29 665.2046),(30 657.24634),(31 661.0846),(32 667.9748),(33 667.0393),(34 671.416),(35 670.4412),(36 663.9446),(37 667.30273),(38 674.0809),(39 660.8617),(40 670.658),(41 681.26624),(42 670.3136),(43 674.0147),(44 680.00543),(45 670.5086),(46 676.957),(47 679.414),(48 674.4938),(49 678.48083),(50 687.759),(51 693.40564),(52 696.1683),(53 705.51294),(54 702.41516),(55 704.2435),(56 710.5555),(57 698.5967),(58 698.901),(59 704.02783),(60 696.5811),(61 701.3574),(62 701.27936),(63 697.30835),(64 694.6236),(65 707.61176),(66 705.7394),(67 701.4492),(68 701.0048),(69 707.1883),(70 709.559),(71 715.3243),(72 699.06256),(73 698.57983),(74 706.5939),(75 705.8647),(76 700.2648),(77 696.65045),(78 698.5843),(79 690.126),
(1 367.89908),(2 456.87024),(3 501.25522),(4 517.68585),(5 539.6418),(6 543.41144),(7 551.02423),(8 568.15594),(9 576.8269),(10 585.19305),(11 601.1465),(12 596.16925),(13 595.5853),(14 617.02203),(15 622.086),(16 621.4084),(17 620.2946),(18 618.37024),(19 616.1118),(20 619.403),(21 616.4317),(22 622.1759),(23 620.6885),(24 618.9871),(25 630.6482),(26 632.99146),(27 624.86676),(28 620.42896),(29 626.8609),(30 628.5996),(31 636.2619),(32 639.62024),(33 640.2125),(34 640.5328),(35 641.1653),(36 639.8918),(37 641.8079),(38 646.7029),(39 629.3353),(40 634.67804),(41 640.0632),(42 632.62897),(43 636.6304),(44 646.1577),(45 639.6625),(46 648.08496),(47 650.77246),(48 645.48505),(49 646.9482),(50 661.4321),(51 665.3646),(52 676.2157),(53 683.8501),(54 675.23413),(55 676.7922),(56 683.7337),(57 675.39233),(58 677.6587),(59 684.69025),(60 680.29596),(61 679.3097),(62 691.9907),(63 684.78894),(64 689.5211),(65 696.2122),(66 696.0617),(67 694.0704),(68 696.457),(69 700.921),(70 698.7767),(71 695.5263),(72 690.97076),(73 697.046),(74 706.16046),(75 689.21906),(76 682.1256),(77 677.6337),(78 676.839),(79 677.23517),
(1 359.68417),(2 452.74722),(3 499.96716),(4 513.994),(5 532.2466),(6 530.446),(7 538.17),(8 554.3288),(9 566.8055),(10 578.1057),(11 589.7073),(12 586.74115),(13 586.6811),(14 598.7935),(15 600.0355),(16 602.0159),(17 611.6449),(18 607.4809),(19 606.4752),(20 616.683),(21 612.9662),(22 615.2724),(23 616.20056),(24 615.41797),(25 622.07837),(26 632.2028),(27 619.86896),(28 625.1405),(29 637.9147),(30 639.91595),(31 648.87415),(32 653.48926),(33 647.60815),(34 645.68604),(35 646.07324),(36 642.2558),(37 645.0282),(38 651.9308),(39 647.14935),(40 640.36865),(41 642.41284),(42 638.58905),(43 642.22363),(44 648.3282),(45 644.0137),(46 647.96643),(47 656.8869),(48 666.9021),(49 665.0868),(50 686.7418),(51 685.5744),(52 680.5604),(53 691.7681),(54 683.0898),(55 686.5216),(56 691.34937),(57 685.33966),(58 689.4455),(59 691.0666),(60 691.93585),(61 700.7593),(62 712.6044),(63 698.74585),(64 692.4996),(65 707.3959),(66 705.2582),(67 698.6666),(68 710.2642),(69 689.8271),(70 693.3119),(71 689.1724),(72 688.593),(73 689.6196),(74 696.4467),(75 678.4061),(76 675.03796),(77 674.9634),(78 674.03143),(79 677.1936),
(1 345.02286),(2 436.3269),(3 481.5453),(4 493.72882),(5 512.867),(6 514.8345),(7 521.8497),(8 539.51746),(9 538.945),(10 552.8009),(11 556.52374),(12 551.8187),(13 552.2805),(14 559.6992),(15 567.5321),(16 571.3479),(17 582.87775),(18 572.28845),(19 571.683),(20 584.6311),(21 580.78687),(22 581.0253),(23 580.8276),(24 582.86365),(25 592.2908),(26 602.48883),(27 596.9564),(28 599.5103),(29 606.0088),(30 603.6617),(31 613.7667),(32 623.6657),(33 622.0863),(34 616.29944),(35 614.2244),(36 617.65436),(37 624.24023),(38 625.4557),(39 620.80493),(40 622.7927),(41 624.578),(42 623.96906),(43 630.007),(44 635.97363),(45 624.64844),(46 630.52765),(47 628.73615),(48 627.4144),(49 627.69354),(50 640.3309),(51 637.68427),(52 637.8238),(53 635.0271),(54 635.2891),(55 641.6961),(56 642.6653),(57 641.1136),(58 638.25244),(59 648.4007),(60 638.3368),(61 647.9444),(62 657.7777),(63 650.0275),(64 643.37103),(65 661.2473),(66 651.351),(67 640.65906),(68 648.30927),(69 636.60406),(70 645.6362),(71 654.0986),(72 643.7654),(73 649.65173),(74 653.00507),(75 641.8564),(76 635.5664),(77 639.3811),(78 641.8368),(79 646.1491),
(1 370.7539),(2 460.38852),(3 500.101),(4 516.72266),(5 526.78436),(6 538.8744),(7 544.2062),(8 569.874),(9 567.9992),(10 576.00854),(11 584.81287),(12 587.78046),(13 590.31287),(14 593.0306),(15 605.6147),(16 610.2652),(17 616.0103),(18 611.5361),(19 602.80896),(20 611.3628),(21 613.03467),(22 609.82587),(23 615.9225),(24 615.89386),(25 621.32306),(26 629.85144),(27 627.9707),(28 630.7675),(29 632.908),(30 632.9948),(31 636.749),(32 649.853),(33 651.51996),(34 652.8865),(35 652.91284),(36 653.4121),(37 649.73334),(38 658.2937),(39 649.3151),(40 654.01843),(41 654.1047),(42 640.9529),(43 653.9832),(44 655.18884),(45 650.4356),(46 661.48395),(47 665.5271),(48 657.9827),(49 660.3629),(50 663.63983),(51 665.3835),(52 670.207),(53 673.94696),(54 670.56903),(55 679.78644),(56 686.8697),(57 683.36957),(58 684.25024),(59 695.27386),(60 678.3053),(61 683.8472),(62 693.55493),(63 674.8091),(64 680.5624),(65 695.40063),(66 683.79736),(67 672.809),(68 677.2411),(69 676.3247),(70 674.5722),(71 690.81915),(72 682.35297),(73 683.7231),(74 688.0718),(75 670.4497),(76 671.5122),(77 675.10736),(78 670.12994),(79 669.1579),
(1 356.1011),(2 442.39352),(3 479.43338),(4 502.08862),(5 517.95575),(6 522.3604),(7 530.55884),(8 549.7606),(9 553.37134),(10 560.8106),(11 577.38446),(12 580.58325),(13 589.47656),(14 602.7368),(15 602.35645),(16 608.48987),(17 610.5849),(18 606.8077),(19 599.697),(20 601.38696),(21 600.50977),(22 596.6452),(23 608.3171),(24 604.77405),(25 604.28986),(26 612.06104),(27 606.5509),(28 612.5254),(29 623.9134),(30 624.07135),(31 626.86444),(32 630.57117),(33 618.6906),(34 622.7935),(35 622.59314),(36 619.31647),(37 617.8636),(38 621.1671),(39 617.11993),(40 616.2846),(41 618.52673),(42 610.74585),(43 620.9608),(44 628.0934),(45 621.38416),(46 627.0819),(47 634.7147),(48 638.11633),(49 633.3669),(50 644.48584),(51 642.1135),(52 650.46497),(53 649.7001),(54 653.30743),(55 656.42096),(56 665.74854),(57 657.2428),(58 666.89355),(59 670.96606),(60 662.82965),(61 665.1717),(62 671.0949),(63 665.8247),(64 667.3786),(65 669.8789),(66 666.4174),(67 662.67065),(68 667.30634),(69 662.9946),(70 668.0968),(71 675.2412),(72 664.24066),(73 666.66943),(74 665.9165),(75 659.91504),(76 650.9133),(77 655.6404),(78 648.4614),(79 647.1764),
