1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13847.874),(2 46686.176),(3 97739.914),(4 154999.84),(5 217779.45),(6 282245.28),(7 344771.6),(8 403838.25),(9 456258.1),(10 501679.84),(11 537637.44),(12 565019.7),(13 581795.06),(14 590516.1),(15 593349.25),(16 594545.2),(17 593827.94),(18 597289.1),(19 602614.56),(20 612441.94),(21 623873.44),(22 635397.56),(23 648464.94),(24 659569.56),(25 668534.06),(26 677249.56),(27 683994.4),(28 692736.2),(29 700270.06),(30 706055.3),(31 709119),(32 710598.2),(33 711028.7),(34 708783),(35 710317.8),(36 712931.94),(37 717278.2),(38 723960.5),(39 733827.06),(40 742000.75),(41 750767.3),(42 759514.5),(43 768137.2),(44 776631),(45 788326),(46 801059.8),(47 812079.2),(48 821030.3),(49 826701),(50 832595.7),(51 835236.7),(52 840296.94),(53 840507.06),(54 841722.5),(55 844629.5),(56 844741.06),(57 840968.06),(58 837035.7),(59 833982),(60 831617.7),(61 827282.94),(62 825434.44),(63 827187.8),(64 830085.5),(65 833157.3),(66 831442.7),(67 825714.5),(68 820347.06),(69 815300.3),(70 810995.5),(71 805073.8),(72 797402.8),(73 791120.7),(74 787531),(75 781173.5),(76 773879.06),(77 767068.5),(78 755934.3),(79 746361.5),
(1 13331.664),(2 43748.992),(3 90343.4),(4 142800.39),(5 199988.8),(6 259432.28),(7 318065.94),(8 373360.2),(9 423381.34),(10 467517.47),(11 503811.16),(12 531179.1),(13 553263.3),(14 569319.2),(15 580129.3),(16 588314.56),(17 593428.2),(18 597095.6),(19 599882.25),(20 604314.06),(21 608075.94),(22 613689.94),(23 621922.7),(24 629186.5),(25 638005.5),(26 650837.4),(27 664152.06),(28 681732.06),(29 699742.6),(30 717222.8),(31 734133.94),(32 750577.2),(33 764029.1),(34 774133.7),(35 784210.25),(36 791883.56),(37 800870.7),(38 808732.7),(39 816419.1),(40 821031.5),(41 822857),(42 821247.7),(43 815122.06),(44 808681.1),(45 802717.8),(46 797348.7),(47 789559.2),(48 779194.44),(49 764934.44),(50 749889.1),(51 731774.8),(52 710535.3),(53 688636.06),(54 671119.7),(55 656860.3),(56 642176.6),(57 629944.25),(58 618979.94),(59 610177.3),(60 605994.25),(61 604940),(62 604053.3),(63 605711.1),(64 610511.9),(65 616662.06),(66 625786.4),(67 635146.44),(68 645832.75),(69 654100.44),(70 665173.5),(71 676236),(72 687598.3),(73 701406.56),(74 714943.94),(75 727007.56),(76 736417),(77 747288.3),(78 753851.3),(79 763587.5),
(1 13155.277),(2 43913.64),(3 90846.05),(4 141511.4),(5 195496.95),(6 250031.48),(7 304092.25),(8 354423.44),(9 400219.9),(10 440530.8),(11 473112.1),(12 497860.78),(13 517992.34),(14 532511.7),(15 542108.25),(16 547375.3),(17 551467.2),(18 554511.8),(19 557777.7),(20 563957.2),(21 573707.5),(22 585144.7),(23 599026.4),(24 611979.1),(25 623760.4),(26 636206.9),(27 647317.94),(28 655571),(29 663436.25),(30 672102.5),(31 681226.5),(32 690507.44),(33 699589.5),(34 705639.6),(35 709865.3),(36 713227.75),(37 716659.6),(38 720479.06),(39 722453.9),(40 725243.5),(41 725649.44),(42 726099.2),(43 720947.3),(44 716205.3),(45 711031.5),(46 707365.94),(47 702014.1),(48 696171.1),(49 688542.7),(50 684191.7),(51 678437.25),(52 674987),(53 667705.44),(54 662416.06),(55 659699.6),(56 658945.6),(57 660311.06),(58 665755.75),(59 672907.8),(60 681019.2),(61 689245.8),(62 697716.3),(63 702393.56),(64 709560.2),(65 716746.7),(66 722207.06),(67 727883.44),(68 733141.3),(69 739896.5),(70 747794.2),(71 756723),(72 763211.3),(73 770513.94),(74 775678.06),(75 778434.8),(76 779427.1),(77 782248.06),(78 783680.56),(79 786676.8),
(1 12742.382),(2 41239.324),(3 83173.91),(4 129839.31),(5 179096.98),(6 229195.75),(7 277961.94),(8 322418.2),(9 362720.6),(10 398688),(11 430308),(12 454967.97),(13 474799.84),(14 491061.9),(15 503203.7),(16 512039.56),(17 519886.25),(18 529076.75),(19 539122.4),(20 549647.2),(21 560504.4),(22 571124.8),(23 579395),(24 587342.4),(25 594678.2),(26 600520.5),(27 608001.6),(28 616023),(29 623048.06),(30 631066.5),(31 640370.3),(32 652308),(33 668014.25),(34 682218.5),(35 696450.25),(36 707640.3),(37 717379.94),(38 725204.5),(39 729703.1),(40 731091.4),(41 732259.2),(42 732115.7),(43 730962.8),(44 728906.25),(45 726931.25),(46 725751),(47 724621.75),(48 720094.3),(49 713405.6),(50 706984.44),(51 699227.6),(52 692411.56),(53 685312.9),(54 681742.25),(55 679871.94),(56 680073.7),(57 678031.8),(58 677436),(59 674413.8),(60 670316.44),(61 667167.7),(62 660598.94),(63 657163.7),(64 655314.06),(65 654882.2),(66 656077.5),(67 659289.4),(68 661872.8),(69 664115.2),(70 666371.25),(71 669235.06),(72 672435.06),(73 678161.7),(74 684801.4),(75 693756.8),(76 703214.56),(77 709955.06),(78 713819.6),(79 717528.6),
(1 12725.206),(2 41423.984),(3 83161.164),(4 129240.66),(5 177431.03),(6 226742.19),(7 273777.88),(8 316622.5),(9 352703.22),(10 383489.88),(11 407144.9),(12 425243.34),(13 440387.13),(14 453839.97),(15 467475.47),(16 479431),(17 491072.13),(18 502841.6),(19 515049.63),(20 525604.3),(21 533363.8),(22 539220.44),(23 544009.7),(24 546670.75),(25 549674.6),(26 554390.44),(27 561700.06),(28 573348.6),(29 584088.94),(30 596205.3),(31 606533),(32 617380.44),(33 628192.94),(34 639601.7),(35 651674.4),(36 658983.75),(37 663594.9),(38 667067.06),(39 670250.4),(40 671165.6),(41 673221.8),(42 673164.9),(43 672948.8),(44 671569.3),(45 669554.94),(46 667886),(47 662857.2),(48 658463.3),(49 652626.56),(50 646934.7),(51 638627.9),(52 628826.56),(53 619142.4),(54 612552.56),(55 610964.44),(56 610207.06),(57 610974.6),(58 612366.94),(59 614668.44),(60 612578.44),(61 611597.4),(62 609426.4),(63 604374.3),(64 599461.2),(65 594128.3),(66 588581.06),(67 582924.7),(68 578466.06),(69 574798.94),(70 570383.6),(71 567299.2),(72 563348.1),(73 560484.25),(74 560856.25),(75 563062.25),(76 565762.2),(77 569975.06),(78 576224.56),(79 583141.25),
(1 13474.681),(2 44485.094),(3 90103.055),(4 141174.33),(5 194314.75),(6 246783.89),(7 296010),(8 338875.22),(9 374732.66),(10 404295.44),(11 425742.4),(12 439907.16),(13 450140.9),(14 458080.88),(15 463559.5),(16 470286.4),(17 476242.03),(18 482393.78),(19 485645.06),(20 489569.6),(21 492293.88),(22 496203.22),(23 499181.28),(24 502907.5),(25 508706.38),(26 516422.78),(27 529439.44),(28 543627.56),(29 557116.75),(30 573226.1),(31 585759.2),(32 598366.1),(33 609899.4),(34 621366.4),(35 630894.5),(36 636830.1),(37 640725.06),(38 644699.1),(39 654940.75),(40 662330.1),(41 673504.9),(42 684072),(43 694757),(44 704530.7),(45 714414.06),(46 725380.1),(47 736036.8),(48 746934.8),(49 754420.25),(50 760124.3),(51 762933.44),(52 762898.56),(53 764414.44),(54 772210.2),(55 780696.6),(56 791785.8),(57 801555.6),(58 812025.94),(59 819923.9),(60 829320.9),(61 834927.7),(62 837003.6),(63 838730.3),(64 836560.3),(65 831127.6),(66 821541.8),(67 812669.1),(68 800663.94),(69 789044.44),(70 775155.94),(71 760749.56),(72 744941.9),(73 731460.3),(74 721539.3),(75 711536.1),(76 702887.9),(77 695678.5),(78 683987.6),(79 676040.25),
(1 12631.676),(2 40152.145),(3 81506.47),(4 125729.484),(5 172467.39),(6 219401.16),(7 265116.4),(8 308396.47),(9 345022.16),(10 375305.44),(11 399983.63),(12 417968.06),(13 431698.16),(14 442830.4),(15 450811.25),(16 458556.38),(17 465886.94),(18 474583.75),(19 484146.7),(20 493694.4),(21 505483.16),(22 516729.53),(23 527369.6),(24 534736.94),(25 543088.2),(26 552898.4),(27 563332.06),(28 575397.5),(29 584609.06),(30 596118.75),(31 606646.9),(32 619956.9),(33 630672.6),(34 639680.75),(35 644464.5),(36 646178.8),(37 643902.94),(38 638960.56),(39 634666.7),(40 626391.94),(41 619235.06),(42 611330.44),(43 603774.4),(44 600492.06),(45 597880.2),(46 598423.9),(47 600765.94),(48 602970.8),(49 607016.94),(50 610769.44),(51 614731.1),(52 618940.56),(53 624544),(54 628884.06),(55 633339.5),(56 637198.25),(57 643144.06),(58 649992.6),(59 655408.94),(60 663144.56),(61 671493.56),(62 677988.3),(63 684565.1),(64 690983.06),(65 698184.56),(66 705578.1),(67 710639.5),(68 713545.56),(69 714126.25),(70 712589.25),(71 709716.3),(72 705024.44),(73 701009.2),(74 696251.1),(75 690532.25),(76 684543.5),(77 680691.44),(78 676372.25),(79 670669.5),
(1 13177.838),(2 43407.82),(3 88706.42),(4 136463.56),(5 187106.47),(6 236830.47),(7 283988.78),(8 327114.25),(9 364072.13),(10 394137.8),(11 417735.7),(12 434520.97),(13 446662.97),(14 456881.3),(15 465330.06),(16 473722.97),(17 484684.4),(18 497939.28),(19 510228.88),(20 522725),(21 535859.5),(22 547146.94),(23 557028.56),(24 564988.06),(25 571447.1),(26 577335.4),(27 582952.56),(28 591144.7),(29 598375.75),(30 608737.4),(31 619744.7),(32 635373.1),(33 649578.75),(34 661584.44),(35 672891.94),(36 680055.44),(37 681476.1),(38 680581.1),(39 675478.2),(40 668994.25),(41 660530.7),(42 650770.1),(43 641919.75),(44 635950.1),(45 631111.1),(46 629686.2),(47 628588.75),(48 627234.75),(49 627330.06),(50 625349.5),(51 623341.1),(52 619703.25),(53 614208.6),(54 610740.44),(55 606493.6),(56 601427.9),(57 600027.9),(58 599194.56),(59 599536.44),(60 602922.6),(61 605700.25),(62 609060.1),(63 615274.1),(64 619665.25),(65 625564.56),(66 628320.7),(67 628257.8),(68 626752.94),(69 627924.56),(70 629220.2),(71 630837.56),(72 631854.8),(73 635508.1),(74 640087.2),(75 641155.44),(76 642978.4),(77 643029.94),(78 640717.6),(79 642585.5),
(1 12584.802),(2 40843.336),(3 81981.84),(4 126157.48),(5 172810.92),(6 217734.88),(7 258720.1),(8 294827.2),(9 324183.6),(10 347909.9),(11 365235.5),(12 377649.25),(13 386644.34),(14 392792.3),(15 396035.16),(16 399120.66),(17 402629.8),(18 406978.72),(19 412995.66),(20 418660.03),(21 424658.3),(22 428388.88),(23 431846.78),(24 434642.78),(25 440422.03),(26 448134.28),(27 456241.25),(28 467425),(29 478974.47),(30 491708.4),(31 504150.22),(32 517321.44),(33 528255.7),(34 535664.25),(35 540634.8),(36 544088.25),(37 545406.44),(38 545552.7),(39 544580.75),(40 543133.06),(41 541528.6),(42 539648.75),(43 538972.6),(44 540991.8),(45 543086),(46 547654.06),(47 554699.2),(48 562189.5),(49 569992.06),(50 575521.3),(51 577501.4),(52 577653.94),(53 575602.75),(54 572899.44),(55 568718.94),(56 564766.3),(57 561628.8),(58 559064),(59 556036.1),(60 553509.56),(61 551425.9),(62 548448.5),(63 546053.2),(64 543853.75),(65 541909.7),(66 539455.6),(67 536886.9),(68 532537.94),(69 530156.4),(70 527601),(71 527359),(72 527632.4),(73 530883.7),(74 534922.75),(75 538782),(76 542722.7),(77 545563.25),(78 547013.06),(79 550743.2),
(1 12392.702),(2 40550.168),(3 83396.6),(4 129131.62),(5 176669.42),(6 222788.92),(7 264214.97),(8 299647.13),(9 327998.1),(10 348573.8),(11 363670.1),(12 373743.22),(13 380789.72),(14 385671.06),(15 388784),(16 392066.16),(17 397873.28),(18 403908.4),(19 410925.9),(20 419953.4),(21 427368.9),(22 432576.7),(23 439300.44),(24 446627.13),(25 454746.13),(26 464072.2),(27 475761.03),(28 487429.03),(29 498749.28),(30 510728.2),(31 521967.06),(32 533946.56),(33 543898.8),(34 553493.7),(35 561411.3),(36 568579.9),(37 571952.25),(38 570621.5),(39 566507.3),(40 560648),(41 553253.4),(42 545390.1),(43 540194.3),(44 535699.6),(45 533067.7),(46 531967.75),(47 529868.25),(48 529907.8),(49 531426.94),(50 535101.06),(51 536163.44),(52 537080.5),(53 535078.44),(54 534467.4),(55 532330),(56 530222.9),(57 528420.1),(58 527072.75),(59 524863.8),(60 521315.44),(61 518406.28),(62 514752.47),(63 510843.7),(64 506944.44),(65 504797.44),(66 502401.34),(67 499438.25),(68 495781.66),(69 492575.2),(70 490605.63),(71 488722.1),(72 487355.7),(73 487053.44),(74 488480.7),(75 492350.47),(76 494192.5),(77 496891.97),(78 497327),(79 500519.56),
(1 13074.772),(2 42911.996),(3 87408.46),(4 134784.34),(5 182687.23),(6 228265.63),(7 270679.28),(8 308870.97),(9 340685.28),(10 365897.8),(11 385464.03),(12 398568.63),(13 407964.16),(14 413860.88),(15 416993.72),(16 418055.56),(17 420286.1),(18 424451),(19 428441.84),(20 434610.75),(21 441505.9),(22 449260.78),(23 456198.97),(24 460704.53),(25 464139.84),(26 467404.34),(27 472654.78),(28 480308.75),(29 486843.9),(30 493959.97),(31 501047.28),(32 508425.13),(33 513564.06),(34 516419),(35 516881),(36 515971.63),(37 515449.75),(38 514916.38),(39 512982.3),(40 509762.16),(41 505117.88),(42 499538.72),(43 495698.97),(44 491068.25),(45 487970.25),(46 483613.6),(47 481356.16),(48 478780.9),(49 477817.66),(50 480694.13),(51 484235.3),(52 485751.13),(53 485133.2),(54 486934.22),(55 488610.44),(56 491600.13),(57 497112.94),(58 502304.7),(59 510945.97),(60 515576.03),(61 523989.84),(62 529624.7),(63 537359.75),(64 545298.25),(65 552299.3),(66 556610.06),(67 558389.94),(68 559353.8),(69 559375.8),(70 559220),(71 557643.3),(72 555170.25),(73 553592.2),(74 554293.94),(75 552974.8),(76 552735.56),(77 553402.8),(78 554371.2),(79 556569.7),
(1 12485.881),(2 40514.504),(3 81269.32),(4 123903.61),(5 167779.81),(6 209917.92),(7 248208.17),(8 283539.44),(9 311872.66),(10 333484.25),(11 347775.4),(12 356730.6),(13 361924.44),(14 365508.97),(15 370236.13),(16 374348),(17 378585.13),(18 384249.97),(19 391660.13),(20 397895.9),(21 404873.84),(22 411475.8),(23 418790.84),(24 428168.84),(25 437474.4),(26 448832.25),(27 461104.5),(28 472014.13),(29 482737.78),(30 491015.78),(31 498237.63),(32 507102.84),(33 514557.84),(34 520473.7),(35 526133.75),(36 528604.4),(37 530771.94),(38 532645.1),(39 533754.25),(40 533618.2),(41 532491.7),(42 532637.3),(43 534507.06),(44 535892.56),(45 534295.75),(46 535270.44),(47 533028.06),(48 529463.56),(49 525675.1),(50 524379.2),(51 523431.38),(52 527994.9),(53 530035.7),(54 533678.2),(55 536465.4),(56 538654.5),(57 542044.75),(58 543877.25),(59 545993.8),(60 544716.56),(61 542800.25),(62 539810.6),(63 536898.9),(64 532254.9),(65 528456.7),(66 524913.25),(67 519481.22),(68 513573.34),(69 511061.8),(70 511025.56),(71 511845.44),(72 512596.94),(73 513889.84),(74 518473.84),(75 522529.7),(76 525475.6),(77 526522.4),(78 522314.84),(79 519338.72),
(1 11935.242),(2 37906),(3 74567.84),(4 113232.75),(5 152731.64),(6 189439.4),(7 221911.39),(8 249860.53),(9 270336.9),(10 285200.03),(11 292668.25),(12 294751.03),(13 295463.3),(14 295443),(15 297065.25),(16 302114.94),(17 309355.78),(18 318667.53),(19 328647.8),(20 340376.66),(21 351531.13),(22 361413.75),(23 369800.9),(24 377706.03),(25 384918.7),(26 393599.2),(27 402964.88),(28 412228.06),(29 421409.56),(30 431240.38),(31 440768.44),(32 450696.4),(33 457667.22),(34 465308.4),(35 470873.3),(36 477134.1),(37 482247.75),(38 488097.72),(39 490701.4),(40 492054.53),(41 492827.88),(42 488493.44),(43 482274.38),(44 476788.47),(45 468581),(46 462191.66),(47 453855.47),(48 448111.53),(49 445594.66),(50 445654.16),(51 445847.13),(52 444892.22),(53 443545.06),(54 443983.66),(55 443227.56),(56 442505.7),(57 441715.03),(58 442521.22),(59 443638.88),(60 443763.06),(61 443465),(62 440873.66),(63 441116.6),(64 442218.44),(65 445087.66),(66 448001.22),(67 450178.34),(68 456633.06),(69 463610.8),(70 471116.8),(71 476781.38),(72 483669.13),(73 490938.47),(74 498655.28),(75 506448.9),(76 512105.78),(77 518189.9),(78 523855.16),(79 528969),
(1 12026.272),(2 38263.035),(3 75864.57),(4 116910.58),(5 158205.77),(6 194936.83),(7 225137.56),(8 248093.7),(9 265208.6),(10 277898.34),(11 284195.38),(12 287886.56),(13 289812.5),(14 290670.1),(15 292143.66),(16 295242.16),(17 299267.84),(18 305546.5),(19 312927.63),(20 321820.13),(21 330829.53),(22 339205.3),(23 346395.28),(24 352523.88),(25 356675.94),(26 360938.4),(27 364096.16),(28 365842.63),(29 368258.7),(30 372010.47),(31 376784.7),(32 379961.16),(33 382261.66),(34 385396.03),(35 388539),(36 389099.22),(37 388664),(38 388675.72),(39 387756.5),(40 388124.72),(41 388947.28),(42 389221.25),(43 390483.47),(44 392086.53),(45 392713.44),(46 395669.47),(47 397453.1),(48 399561.06),(49 402733.3),(50 406902.8),(51 410002.4),(52 413180.66),(53 414586.53),(54 418345),(55 420772.75),(56 424689.84),(57 429776.66),(58 433589.03),(59 435908.22),(60 434996.22),(61 433293.44),(62 430757.8),(63 427394.13),(64 422702.63),(65 419484.88),(66 415846.53),(67 411105.4),(68 406274.34),(69 401303.22),(70 398540.66),(71 397303.56),(72 395870.13),(73 394355.56),(74 395468.8),(75 396713.53),(76 397080.88),(77 397692.47),(78 395172.13),(79 392635.84),
(1 13017.832),(2 42336.45),(3 84596.72),(4 128814),(5 171585.83),(6 210976.81),(7 242726.28),(8 266679.44),(9 284684.53),(10 297133.88),(11 305542.16),(12 308438.63),(13 309672.88),(14 309551.94),(15 310413.3),(16 314367.1),(17 320068.16),(18 328236.16),(19 337130),(20 347426.88),(21 357142.72),(22 366859),(23 374749.22),(24 382904.38),(25 389978.53),(26 397656.34),(27 405007.97),(28 411553.38),(29 418222.47),(30 422985.94),(31 426613.8),(32 429592.66),(33 430882.84),(34 430650.38),(35 429709.34),(36 429821.44),(37 430299.2),(38 430432.22),(39 431638.5),(40 433330.97),(41 435011.88),(42 436705.9),(43 436167.88),(44 434730.47),(45 431835.6),(46 428879.38),(47 426610.4),(48 424988.4),(49 425468.38),(50 426863.84),(51 425630.3),(52 423540.63),(53 418876.88),(54 417971.22),(55 419409),(56 422687.8),(57 428132),(58 433656.72),(59 440322.06),(60 445300.94),(61 447015.63),(62 449259.88),(63 450528.84),(64 449490.38),(65 450876.56),(66 454076.66),(67 458448.88),(68 463634.6),(69 470749.56),(70 477089.56),(71 482686.5),(72 487156.72),(73 491902.38),(74 497031.56),(75 500559.66),(76 501905.06),(77 502818.84),(78 499157.94),(79 495064.63),
(1 12790.84),(2 41405.89),(3 82181.086),(4 125233.914),(5 167725.08),(6 208715.73),(7 243076.31),(8 270781.28),(9 290509.9),(10 304792.22),(11 314343.16),(12 320139.97),(13 323652.28),(14 325093.6),(15 328396.44),(16 333266.97),(17 340506.72),(18 349896.94),(19 358516.53),(20 367468.78),(21 374132.8),(22 380268.88),(23 387310.94),(24 395302.72),(25 403022.34),(26 410156.72),(27 415360.2),(28 419255.28),(29 423591.4),(30 425165.44),(31 425550.16),(32 424444.8),(33 422250.97),(34 420909.44),(35 420963.13),(36 423371.03),(37 426114.22),(38 427107.2),(39 424485.22),(40 421309.53),(41 417788.5),(42 414637.66),(43 411545.34),(44 408515.9),(45 403976.6),(46 398853.8),(47 394569),(48 391411),(49 390313.8),(50 390376.4),(51 391418.78),(52 393351.94),(53 395570.2),(54 397002.1),(55 398160.4),(56 400612.72),(57 403628.75),(58 406421.1),(59 409834.2),(60 411641.44),(61 413981.16),(62 415065),(63 416055.06),(64 418975.66),(65 421497.28),(66 425174.25),(67 428790.1),(68 431316.94),(69 433290.44),(70 434622.25),(71 435131.38),(72 436785.03),(73 438868.6),(74 440468.97),(75 440535.34),(76 440315.28),(77 439749.7),(78 436698.2),(79 434716.2),
(1 11996.973),(2 37811.15),(3 73862.55),(4 109412.195),(5 144446.03),(6 178414.88),(7 207301.88),(8 229512.23),(9 246651.77),(10 260885.2),(11 271171.44),(12 279224.94),(13 285985.13),(14 292537.94),(15 299889.47),(16 308346.38),(17 316655.28),(18 325519.97),(19 333713.13),(20 339908.22),(21 343930.5),(22 347724),(23 350532.8),(24 353879.56),(25 356779.72),(26 359345.25),(27 360178.1),(28 361812.7),(29 362883.9),(30 363568.84),(31 362445.5),(32 359512.56),(33 357392),(34 357050.56),(35 357983.25),(36 359018.56),(37 360016.4),(38 361346.94),(39 360928.8),(40 362225.94),(41 361588.94),(42 362145.5),(43 360731.88),(44 359028.5),(45 358428.9),(46 359410.47),(47 362549),(48 364726.63),(49 367305.72),(50 370331.5),(51 371166.4),(52 371229.06),(53 369061.6),(54 368349.6),(55 368276.34),(56 369958.4),(57 372003.4),(58 374698.63),(59 378233.38),(60 380340.16),(61 384090.03),(62 384739.38),(63 383964),(64 383618.63),(65 382859),(66 383740.8),(67 386516.63),(68 389339.25),(69 392845.75),(70 396315.3),(71 399859.72),(72 404580.8),(73 406660.1),(74 408811),(75 408283.2),(76 407923),(77 409849.97),(78 410207.84),(79 408946.75),
(1 11526.315),(2 35702.418),(3 69673.07),(4 103493.81),(5 136456.66),(6 166314.9),(7 190667.36),(8 209315.22),(9 222527.14),(10 232523.97),(11 240019.56),(12 246327.16),(13 255032.33),(14 264144.38),(15 274020.56),(16 284381.1),(17 293834.06),(18 303151.38),(19 310695.34),(20 316739.8),(21 319858.7),(22 321655.13),(23 323983.8),(24 326658.38),(25 329731.5),(26 331352),(27 331843.56),(28 331769.63),(29 332847.3),(30 334984.6),(31 336501.88),(32 338516.2),(33 338671.22),(34 340544.72),(35 340761.94),(36 339386.75),(37 336582.53),(38 332460.06),(39 327901.94),(40 324768.88),(41 321284.25),(42 317887.3),(43 315748.9),(44 313807.9),(45 313124.75),(46 315032.5),(47 318685.7),(48 323282.13),(49 328417.2),(50 332214.44),(51 333229.84),(52 333873),(53 334604.9),(54 333601.6),(55 333312.1),(56 333045.47),(57 332609.7),(58 333167.56),(59 334918.03),(60 336117.84),(61 336910.16),(62 336904.63),(63 337473.78),(64 338477.06),(65 340418.34),(66 341828.8),(67 344184.5),(68 347376.34),(69 350624.84),(70 354775.63),(71 358852.5),(72 362690.2),(73 366141.78),(74 368344.75),(75 369166.9),(76 366744.28),(77 365428.44),(78 361953.3),(79 360260.22),
(1 11201.149),(2 34877.043),(3 69544.02),(4 103163.05),(5 136150.11),(6 165768.66),(7 190605.02),(8 209532.5),(9 223656.44),(10 234479.02),(11 243474.98),(12 251198.89),(13 258115.03),(14 267042.1),(15 276027.38),(16 284185),(17 291785.34),(18 298098.1),(19 303106.2),(20 307119.3),(21 311306.72),(22 315088.1),(23 320265.63),(24 325382.2),(25 329339.66),(26 333939),(27 337392.7),(28 339100.5),(29 341447.47),(30 341666.75),(31 340900.44),(32 340414.88),(33 340580.75),(34 343060.34),(35 346251.3),(36 348235.3),(37 349791.3),(38 349539.66),(39 347450.47),(40 344053.63),(41 341916.6),(42 341901.6),(43 344271.3),(44 347698.78),(45 351692.84),(46 354159.1),(47 356941.28),(48 358970.66),(49 360325.22),(50 358876.47),(51 355232.7),(52 351466.88),(53 348773.56),(54 345902.6),(55 343794.78),(56 342914.6),(57 342723.28),(58 344671.63),(59 347083.97),(60 349624.06),(61 352664.94),(62 356331.25),(63 358337.1),(64 358377.22),(65 358589.66),(66 358534.9),(67 357710.9),(68 357830.47),(69 357244.38),(70 358461.44),(71 359689.94),(72 359697.06),(73 361466.66),(74 362740.66),(75 366433.78),(76 368225.53),(77 371035.28),(78 371623.47),(79 372518.72),
