1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10381.336),(2 31521.555),(3 58957.164),(4 83653.22),(5 105114.29),(6 121282.74),(7 133074.84),(8 140685.56),(9 147081.13),(10 153435.47),(11 159270.95),(12 164805.89),(13 170188.25),(14 177317.69),(15 184458.72),(16 190603.63),(17 195495.28),(18 198920.03),(19 201538),(20 204121.67),(21 204653.7),(22 203966.13),(23 202389.05),(24 199811.48),(25 197058.19),(26 194827.73),(27 193064.48),(28 192112.6),(29 192111.27),(30 192167.47),(31 192939.88),(32 194092.66),(33 194352.16),(34 194777.61),(35 195201.77),(36 195325.89),(37 196490.6),(38 198257.03),(39 200756.69),(40 202930.6),(41 205024.06),(42 205948.16),(43 206496.42),(44 207107.39),(45 208563.52),(46 210153.73),(47 211141.86),(48 210124.33),(49 208110.94),(50 207412.25),(51 205563.94),(52 203078.84),(53 200739.86),(54 199558.6),(55 199632.67),(56 201122.58),(57 202679.58),(58 203822.56),(59 204817.34),(60 206666.1),(61 208344.83),(62 210268.47),(63 210648.84),(64 210655.89),(65 210552.17),(66 209847.83),(67 208963.16),(68 208433.4),(69 207472.11),(70 206740.06),(71 206906.53),(72 206437.7),(73 206991.63),(74 207807.33),(75 207292.44),(76 207041.39),(77 206708.77),(78 203565.86),(79 201724.03),
(1 10352.412),(2 31360.535),(3 58733.707),(4 83069.54),(5 103167.305),(6 117923.555),(7 128621.42),(8 136197.56),(9 142288.11),(10 148909.88),(11 155972.78),(12 162474.28),(13 168496.44),(14 173878.5),(15 178141.27),(16 180782.47),(17 183465.97),(18 184750.28),(19 185847.14),(20 187468.75),(21 189096.36),(22 190293.89),(23 191505.69),(24 191154.25),(25 191046.98),(26 190971.33),(27 190522.92),(28 190529.9),(29 190967.22),(30 191399.55),(31 192008.89),(32 193172.89),(33 194294.67),(34 195547.63),(35 196895.05),(36 197191.66),(37 197017.23),(38 197073.8),(39 196895.44),(40 196908.48),(41 197700.36),(42 198122.13),(43 198588.28),(44 198324.6),(45 197957.97),(46 196547.97),(47 194286.16),(48 192028.47),(49 189454.58),(50 187880.77),(51 185830.77),(52 185359.52),(53 186577.53),(54 188667.8),(55 191754.86),(56 195634.48),(57 198819.7),(58 200995.63),(59 202299.36),(60 202188.5),(61 201581.3),(62 200490.2),(63 198499.33),(64 196959.88),(65 196203.08),(66 194920.02),(67 195060.55),(68 195709.6),(69 195845.6),(70 194927.23),(71 194680.98),(72 193760.5),(73 192861.84),(74 192741.81),(75 192520.58),(76 191415.6),(77 189850.28),(78 188298.61),(79 187395.25),
(1 9914.141),(2 29911.674),(3 55782.06),(4 78684.875),(5 98632.74),(6 113247.73),(7 124140.87),(8 132390.02),(9 138616.17),(10 143413.61),(11 148559.5),(12 153656.13),(13 159420.9),(14 165155.48),(15 169672.55),(16 172805.39),(17 174862.58),(18 176205.17),(19 177290.69),(20 179001.45),(21 181080.88),(22 183275.39),(23 187023.22),(24 189576.97),(25 191049.84),(26 190907.97),(27 189906.56),(28 188490.8),(29 186861.08),(30 185304.36),(31 184585.83),(32 185570.3),(33 186936.38),(34 188911.03),(35 190061.98),(36 189824.98),(37 189529.47),(38 190035.02),(39 189794.98),(40 190438.16),(41 191082.13),(42 193027.5),(43 194908.38),(44 195679.86),(45 196136.08),(46 196430.45),(47 196306.16),(48 194639.77),(49 192908.16),(50 192035.33),(51 190736.84),(52 190521.61),(53 190984.88),(54 191782.83),(55 192886.61),(56 193418.03),(57 193004.42),(58 193218.38),(59 193287.38),(60 193036.75),(61 193273.95),(62 193737.3),(63 192739.58),(64 192006.52),(65 191586.44),(66 191337.1),(67 191204.1),(68 191525.52),(69 190047.77),(70 188579.6),(71 188256.98),(72 187790.45),(73 188303.6),(74 189444.44),(75 190244.66),(76 191179.7),(77 192889.11),(78 194816.9),(79 195915.78),
(1 10175.25),(2 30742.732),(3 56775.035),(4 79683.445),(5 98726.09),(6 112701.836),(7 123976.19),(8 132933.69),(9 140241.86),(10 146726.22),(11 153016.73),(12 157987.58),(13 162954.44),(14 167538.42),(15 171752.56),(16 174657.6),(17 177155.11),(18 178677.23),(19 179662.14),(20 180874.67),(21 181935.47),(22 184116.03),(23 185788.52),(24 186485.23),(25 185840.78),(26 185158.98),(27 183039.4),(28 181441.38),(29 179832.81),(30 178874.92),(31 178318.17),(32 178285.77),(33 179581.64),(34 181132.81),(35 183155.47),(36 184526.22),(37 186027.3),(38 188037.3),(39 189662.69),(40 190991.3),(41 191171),(42 190957.39),(43 190240.22),(44 188987.78),(45 187043.72),(46 186495.14),(47 186540.38),(48 185972.48),(49 184908.97),(50 184035.72),(51 182719.39),(52 182184.67),(53 182466.1),(54 183070.94),(55 185046.3),(56 186933.6),(57 187993.81),(58 188118.73),(59 188545.38),(60 188650.63),(61 189358.92),(62 190197.2),(63 190164.72),(64 190580.98),(65 190607.61),(66 191631.73),(67 192901.22),(68 192877.48),(69 192067.77),(70 190623.5),(71 190050.61),(72 190131.61),(73 191244.19),(74 192823.67),(75 194060.31),(76 194924.73),(77 195131.27),(78 195522.83),(79 195030.77),
(1 9616.214),(2 28796.857),(3 52997.867),(4 74322.39),(5 91272.445),(6 103126.914),(7 112069.17),(8 119372.33),(9 125312.445),(10 130476.375),(11 135457.9),(12 139456.66),(13 143172.73),(14 146019.11),(15 148071.84),(16 149268.8),(17 150582.66),(18 151181.67),(19 152862.73),(20 154582.64),(21 156491.14),(22 158469.27),(23 160386.8),(24 161552.7),(25 162238.75),(26 163229.45),(27 163913.63),(28 164175.97),(29 164943.95),(30 165632.94),(31 166708.94),(32 167798.34),(33 169055.92),(34 170822.16),(35 172639.25),(36 174395.44),(37 175927.94),(38 177212.78),(39 177988.78),(40 178809.7),(41 179531.11),(42 180012.67),(43 181039.81),(44 181585.63),(45 181277.55),(46 180573.78),(47 179847.25),(48 179116.84),(49 178433.34),(50 177903.67),(51 176516.23),(52 175436.1),(53 173193.19),(54 171268.05),(55 170318.25),(56 170487.81),(57 170955.55),(58 172079.89),(59 173071.19),(60 173333.47),(61 173484.88),(62 174130.17),(63 174262.83),(64 174670.23),(65 174691.66),(66 174498.4),(67 175677.61),(68 176205.39),(69 175728.38),(70 175222.11),(71 175239.98),(72 175123.84),(73 174769.38),(74 174440.17),(75 175320.23),(76 175994.05),(77 176346.5),(78 176106.66),(79 176215.7),
(1 9507.017),(2 28000.79),(3 51325.293),(4 71246.57),(5 87277.32),(6 99590.336),(7 109350.555),(8 117026.51),(9 123341.58),(10 128999.32),(11 134963.63),(12 141007.95),(13 146752.14),(14 151788.28),(15 155092.27),(16 156595.02),(17 157657.4),(18 159074.02),(19 160823.02),(20 162849.64),(21 164470.6),(22 166115.27),(23 167980.14),(24 168964.22),(25 169413.58),(26 169250.25),(27 168766.86),(28 167843.73),(29 167849.6),(30 167453.06),(31 168377.3),(32 170400.66),(33 172237.14),(34 175102.17),(35 177633.4),(36 179292.27),(37 180835.94),(38 181930.63),(39 183557.72),(40 184274.19),(41 185802.69),(42 187274.17),(43 188969.19),(44 190886.7),(45 191929.98),(46 191866.55),(47 190733.39),(48 188722.13),(49 186919.64),(50 185341.2),(51 183582.39),(52 182972.3),(53 181703.19),(54 180562.02),(55 179846.48),(56 178264.83),(57 176942),(58 175915.13),(59 175754.55),(60 175549.75),(61 176005.53),(62 176296.39),(63 177159.34),(64 178274.66),(65 179000.48),(66 178980.89),(67 178768.27),(68 178138.28),(69 177508.88),(70 177201.5),(71 178065.95),(72 179299.97),(73 180691.95),(74 181411.7),(75 182786.03),(76 183029.73),(77 183343.81),(78 183318.92),(79 183725.16),
(1 9128.292),(2 26988.29),(3 49620.88),(4 68674.555),(5 83755.7),(6 94869.66),(7 103711.75),(8 111613.25),(9 118815.15),(10 125534.88),(11 132558.7),(12 139329.14),(13 144337.69),(14 147952.53),(15 150294.7),(16 151947.14),(17 153895.33),(18 155768.53),(19 156414.97),(20 156782.08),(21 157064.67),(22 157976.81),(23 158418.28),(24 158373.2),(25 159018.31),(26 159817.03),(27 160537.97),(28 161267.31),(29 161687.22),(30 162171.39),(31 164102.52),(32 166297.75),(33 168026.17),(34 170290.25),(35 172231.73),(36 173891.25),(37 175490.13),(38 176342.03),(39 176460.66),(40 176323.23),(41 176328.9),(42 176166.45),(43 176211.4),(44 176399.02),(45 175447.8),(46 175072.53),(47 174423.11),(48 172360.31),(49 170519.63),(50 169607.6),(51 169110.08),(52 168187.73),(53 168318.98),(54 168045.55),(55 168423.78),(56 169406.55),(57 169082.84),(58 168739.23),(59 168016.31),(60 167320.33),(61 166955.34),(62 167409.52),(63 168596.66),(64 169160.23),(65 169974.2),(66 171166.48),(67 173016.52),(68 174029.27),(69 175071.31),(70 175657.75),(71 176794.36),(72 177296.88),(73 179138.52),(74 180882.83),(75 182520.03),(76 185231.64),(77 186760.81),(78 187756.6),(79 188762.39),
(1 8899.559),(2 26047.008),(3 47543.246),(4 65525.305),(5 80405.836),(6 91693.21),(7 100252.51),(8 107525.68),(9 114414.01),(10 121345.91),(11 128398.414),(12 135055.48),(13 141008.4),(14 145336.66),(15 147662),(16 148637.25),(17 149704.31),(18 150813.19),(19 151888.33),(20 153662.19),(21 155470.2),(22 157655.25),(23 159170),(24 159475.48),(25 159155.77),(26 158417.02),(27 158043.17),(28 157268.6),(29 156088.2),(30 155053.28),(31 154255.67),(32 155303.19),(33 156385.66),(34 157651.36),(35 158787.9),(36 158745.45),(37 158534.67),(38 157875.33),(39 155794.48),(40 154231.75),(41 153069.67),(42 152161.77),(43 151655.9),(44 151689.33),(45 151267.39),(46 151667.44),(47 152082.52),(48 152105.97),(49 152741.66),(50 154252.92),(51 156508),(52 158570.42),(53 160272.7),(54 160323.48),(55 160516.84),(56 161549.03),(57 162997.05),(58 164516.48),(59 166071.31),(60 168091.56),(61 170602.8),(62 173009.84),(63 174168.47),(64 174841.08),(65 174858.06),(66 174922.58),(67 175390.75),(68 176347.05),(69 177152.47),(70 178527.5),(71 180258.95),(72 181028.03),(73 181606.55),(74 181816.95),(75 181452.19),(76 181035.4),(77 180662.34),(78 180475.8),(79 180747.78),
(1 8816.994),(2 26114.543),(3 47838.656),(4 66204.59),(5 81007.984),(6 91819.22),(7 100102.01),(8 106818.18),(9 112924.84),(10 119584.195),(11 126731.125),(12 133454.13),(13 139655.45),(14 145145.84),(15 149183.69),(16 151413.4),(17 152860.22),(18 153239.17),(19 153839.8),(20 154801.1),(21 155784.64),(22 157001.7),(23 158808.69),(24 159997.9),(25 161180.97),(26 161892.44),(27 162150.08),(28 162052.98),(29 161501.64),(30 160280.23),(31 159350),(32 159654.48),(33 159843.1),(34 161144.05),(35 162412.17),(36 163087.1),(37 163361.72),(38 162965.14),(39 161756.36),(40 159816.5),(41 159081.75),(42 157596),(43 156616.84),(44 156462.78),(45 156079.23),(46 156089.55),(47 155722.75),(48 155448.31),(49 155597.73),(50 156713.39),(51 158471.47),(52 160415.64),(53 162272.33),(54 162732.58),(55 162863.8),(56 163233.2),(57 164120.86),(58 164780.94),(59 164904.33),(60 164469.08),(61 164495.05),(62 165275.84),(63 165286.02),(64 165212.39),(65 164843.36),(66 164436.11),(67 164726.56),(68 165647.44),(69 166719.92),(70 168749.1),(71 169925.19),(72 170199.4),(73 170443.69),(74 170184.6),(75 169719.5),(76 170290.48),(77 171321.92),(78 172911.02),(79 175114.8),
(1 8418.187),(2 24421.576),(3 44037.723),(4 60434.176),(5 73096.49),(6 82324.86),(7 89364.82),(8 96355.09),(9 103396.58),(10 109708.305),(11 115479.7),(12 120295.64),(13 124095.13),(14 127084.94),(15 129674.36),(16 131567.56),(17 134107.6),(18 136290.08),(19 137367.06),(20 138786.08),(21 139472.6),(22 141286.98),(23 142182.45),(24 142804.6),(25 143285.27),(26 144151.33),(27 144448.31),(28 144857.45),(29 145338.25),(30 145053.9),(31 145526.23),(32 145541.88),(33 145461.45),(34 146695.84),(35 148091.28),(36 149641.75),(37 150257.94),(38 150777.53),(39 150849.77),(40 149611.42),(41 148411.33),(42 146370.27),(43 144276.31),(44 142769.39),(45 141624.84),(46 141752.4),(47 142327.31),(48 142210.16),(49 141739.4),(50 142100.97),(51 141990.2),(52 142382.5),(53 144020.05),(54 144482.78),(55 144883.81),(56 145607.55),(57 145986.73),(58 146663.02),(59 147401.22),(60 148444.27),(61 149691.31),(62 151271.36),(63 152777.06),(64 154268.53),(65 155571.23),(66 156024.38),(67 156906.8),(68 157029.58),(69 156866.06),(70 157260.95),(71 158113.05),(72 158651.02),(73 159609.3),(74 160043.53),(75 159985.38),(76 160548.22),(77 160686.42),(78 161052.42),(79 162022.6),
(1 8504.784),(2 24771.396),(3 43926.926),(4 60133.074),(5 72821.086),(6 81466.82),(7 88179.516),(8 94687.33),(9 100184.99),(10 105665.67),(11 111284.27),(12 115855.36),(13 119290.47),(14 121768.586),(15 122755.18),(16 123046.34),(17 124070.4),(18 125325.88),(19 126310.266),(20 127556.59),(21 128304.15),(22 129779.75),(23 131215.67),(24 133034.14),(25 134933.66),(26 137127.67),(27 138782.55),(28 140248.22),(29 140836.95),(30 141213.31),(31 142534.36),(32 144031.56),(33 145112.23),(34 147037.27),(35 149067.22),(36 150280.53),(37 150877.89),(38 151091.39),(39 149947.7),(40 149369.3),(41 148913.06),(42 148795.78),(43 148632.25),(44 148939.33),(45 149022.31),(46 149326.28),(47 149892.47),(48 150590.95),(49 150756.17),(50 150758.77),(51 150344.95),(52 150601.94),(53 150540.33),(54 150619.4),(55 150950.14),(56 151618.02),(57 152330.48),(58 153350.25),(59 155073.1),(60 157253.36),(61 159413.5),(62 160614.84),(63 161184.52),(64 161473.47),(65 161809.9),(66 161859.98),(67 162728.39),(68 164262.75),(69 166213.78),(70 167724.6),(71 170016.5),(72 171893.42),(73 172685.81),(74 172483.2),(75 171739.39),(76 170765.77),(77 169647.83),(78 169236.95),(79 169642),
(1 8195.939),(2 23409.893),(3 42058.195),(4 56974.816),(5 68652.61),(6 77525.016),(7 84284.63),(8 90025.695),(9 94690.3),(10 99194.05),(11 104541.17),(12 108681.88),(13 111947.88),(14 113734.54),(15 114649.07),(16 115180.055),(17 115653.76),(18 115722.664),(19 116373.19),(20 117687.336),(21 119195.16),(22 121503.336),(23 124140.25),(24 126009.984),(25 127659.2),(26 129606.375),(27 131340.27),(28 133565.17),(29 135411.1),(30 137376.83),(31 139233.78),(32 141610.45),(33 142903.61),(34 144376.34),(35 146420.2),(36 148176.77),(37 150486.45),(38 152152.25),(39 152551.5),(40 152025.7),(41 150946.45),(42 148854.17),(43 147365.73),(44 145893.95),(45 144425.06),(46 143640.47),(47 143859.44),(48 144237.98),(49 144877.14),(50 145473.11),(51 144949.77),(52 144332.58),(53 143905.9),(54 143257.6),(55 142941.44),(56 142856.81),(57 142625.64),(58 142025.05),(59 141617.4),(60 140842.45),(61 140134.81),(62 139897.73),(63 139346.77),(64 139234.89),(65 139247.38),(66 139725.39),(67 140056.28),(68 140099.95),(69 140463.9),(70 141372.42),(71 141935.73),(72 142982.16),(73 144042.4),(74 144400.16),(75 144487.1),(76 144766.95),(77 145887.61),(78 145800.1),(79 146653.28),
