1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6607.136),(2 20176.143),(3 34184.297),(4 45143.176),(5 52774.703),(6 57500.906),(7 61249.9),(8 65121.52),(9 68803.28),(10 72500.33),(11 75365.305),(12 77447.32),(13 79150.6),(14 80753.84),(15 82828.74),(16 84686.24),(17 86139.11),(18 87473.81),(19 88920.516),(20 90531.055),(21 91903.61),(22 92790.41),(23 92969.01),(24 92751.54),(25 92941.8),(26 93221.17),(27 93277.57),(28 92769.914),(29 91827.23),(30 90487.195),(31 89839.516),(32 89718.22),(33 89527.41),(34 89224.39),(35 89319.48),(36 89008.77),(37 88572.48),(38 87138.81),(39 84984.82),(40 82605.766),(41 80443.69),(42 78083.484),(43 76635.75),(44 75569.65),(45 75572.625),(46 76023.63),(47 76894.984),(48 77865.695),(49 79393.52),(50 80975.81),(51 82101.33),(52 82876.516),(53 83762.95),(54 83920.91),(55 84530.14),(56 85163.805),(57 85651.05),(58 85768.625),(59 86069.57),(60 86385.05),(61 86905.945),(62 87113.55),(63 87205.77),(64 87674.33),(65 88161.4),(66 89017.35),(67 89163.41),(68 88607.17),(69 88614.445),(70 89120.164),(71 90111.77),(72 90741.87),(73 92339.984),(74 94352.89),(75 96396.53),(76 98762.46),(77 100062.78),(78 101330.12),(79 101618.2),
(1 6154.092),(2 18513.111),(3 31213.611),(4 41463.84),(5 48912.37),(6 53984.06),(7 57385.598),(8 60563.324),(9 63729.785),(10 67348.33),(11 70876.305),(12 73187.7),(13 74743.28),(14 76198.85),(15 77644.69),(16 78732.016),(17 79654.43),(18 80083.945),(19 80662.18),(20 81040.56),(21 81057.41),(22 81061.59),(23 81118.43),(24 81078.23),(25 81192.445),(26 81047.23),(27 80376.67),(28 79711.195),(29 79364.91),(30 79157.484),(31 79272.87),(32 79596.89),(33 79785.836),(34 79950.88),(35 79849.73),(36 79153.35),(37 77846.68),(38 75734.39),(39 73856.12),(40 72025.29),(41 70873.82),(42 70621),(43 70969.59),(44 71469.734),(45 72227.43),(46 73105.086),(47 74427.68),(48 75979.414),(49 77588.05),(50 78513.78),(51 78395.2),(52 78026.47),(53 77537.23),(54 77037.05),(55 77289.83),(56 77661.27),(57 78463.375),(58 79446.016),(59 80112.46),(60 80262.29),(61 80050.34),(62 79499.3),(63 79107.86),(64 79065.12),(65 79156.125),(66 79191.625),(67 79011.38),(68 78509.05),(69 78327.4),(70 79042.53),(71 80392.14),(72 81033.61),(73 82747.234),(74 84199.4),(75 85143.836),(76 86091.79),(77 86240.34),(78 86906.97),(79 87582.49),
(1 6107.9497),(2 18141.803),(3 30443.951),(4 40330.82),(5 47183.066),(6 51450.313),(7 54293.586),(8 56728.887),(9 59085.54),(10 60568.14),(11 61657.508),(12 62496.777),(13 63045.285),(14 63131.86),(15 63507.605),(16 64026.133),(17 64509.656),(18 64919.36),(19 65521.91),(20 65649.78),(21 65718.33),(22 65993.21),(23 66404.375),(24 66836.96),(25 67902.44),(26 68210.66),(27 68346.06),(28 69317.37),(29 70554.02),(30 71979.59),(31 74012.85),(32 76018.28),(33 77177),(34 77109.68),(35 76438.266),(36 75153.67),(37 73786.02),(38 72372.89),(39 71176.016),(40 70388.414),(41 70255.28),(42 69812.22),(43 69854.18),(44 70299.234),(45 71279.85),(46 72152.1),(47 72664.88),(48 72720.33),(49 72343.15),(50 71569.38),(51 70892.414),(52 70505.445),(53 70401.836),(54 70443.32),(55 70876.625),(56 71305.51),(57 71884.72),(58 72027.15),(59 72279.414),(60 72621.41),(61 72943.9),(62 73190.93),(63 73413.484),(64 73569.18),(65 73765.51),(66 74387.445),(67 74672.77),(68 74579.93),(69 74518.2),(70 74479.52),(71 74963.89),(72 74882.6),(73 75532.99),(74 76257.72),(75 77119.52),(76 78331.44),(77 78184.21),(78 79096.94),(79 80728),
(1 5700.3184),(2 16898.875),(3 28352.053),(4 37307.074),(5 43614.81),(6 47464.46),(7 50414.06),(8 52944.047),(9 55170.83),(10 57128.902),(11 58393.99),(12 59326.71),(13 59570.53),(14 59786.65),(15 60625.367),(16 61768.066),(17 62961.68),(18 64749.36),(19 66623.92),(20 67973.85),(21 68236.66),(22 68156.664),(23 68156.94),(24 67949.84),(25 67814.15),(26 67588.984),(27 67727.73),(28 67723.34),(29 67029.7),(30 66629.42),(31 66939.19),(32 68003.76),(33 69093.62),(34 70436.2),(35 71252.88),(36 70879.18),(37 69259.555),(38 67233.2),(39 65409.41),(40 64249.273),(41 64080.25),(42 64306.36),(43 64806.23),(44 65309.766),(45 65895.58),(46 66563.75),(47 67189.98),(48 67468.164),(49 67887.42),(50 68252.07),(51 68367.83),(52 68789.086),(53 69279.55),(54 69596.6),(55 69775.2),(56 69218.44),(57 68897.71),(58 68994.19),(59 69491.445),(60 69697.38),(61 69619.64),(62 69145.72),(63 69058.96),(64 68652.234),(65 68935.06),(66 69360.945),(67 69370.18),(68 69296.65),(69 69581.7),(70 69888.6),(71 70621.79),(72 71124.086),(73 72275.766),(74 73469.55),(75 74231.01),(76 75681.05),(77 76878.62),(78 78963.195),(79 80768.24),
(1 5922.01),(2 17477.178),(3 29096.03),(4 37905.563),(5 44247.598),(6 48673.74),(7 52704.17),(8 56772.324),(9 60182.4),(10 63371.434),(11 65904.9),(12 67822.26),(13 69553.58),(14 70752.31),(15 71898.16),(16 72438.89),(17 73035.51),(18 73637.77),(19 74514.54),(20 75375.4),(21 75422.98),(22 75209.66),(23 74597.92),(24 73799.875),(25 73083.39),(26 72673),(27 71954.266),(28 71262.02),(29 70928.52),(30 70667.83),(31 70472.91),(32 70365.55),(33 70386.2),(34 70848.14),(35 70794.03),(36 70363.02),(37 69601.57),(38 68788.18),(39 67855.71),(40 66827.27),(41 66226.49),(42 65884.88),(43 65817.695),(44 65811.68),(45 66229.586),(46 66953.7),(47 68025.98),(48 69509.68),(49 70845.72),(50 72161.914),(51 73013.66),(52 74173.016),(53 75253.09),(54 76165.45),(55 76934.18),(56 77475.88),(57 77996.55),(58 78165.55),(59 78224.305),(60 78339.32),(61 78208.766),(62 77992.8),(63 77852.055),(64 76789.63),(65 76257.26),(66 76461.805),(67 77379.15),(68 78730.96),(69 79450.586),(70 80125.59),(71 80861.79),(72 80792.88),(73 80976.49),(74 80568.53),(75 79674.375),(76 79060.72),(77 78149.02),(78 77990.875),(79 78335.23),
(1 5828.2134),(2 16966.111),(3 27988.967),(4 36686.457),(5 42974.938),(6 47417.734),(7 50833.3),(8 53674.85),(9 56157.816),(10 58684.016),(11 60859.016),(12 62697.25),(13 64399.72),(14 65544.555),(15 66033.734),(16 66130.09),(17 65927.27),(18 65771.03),(19 65968.94),(20 66298.84),(21 66359.85),(22 66388.97),(23 66749.38),(24 67169.6),(25 67880.6),(26 68304.98),(27 68487.5),(28 69113.6),(29 70300.2),(30 71669.734),(31 72682.52),(32 73539.125),(33 74039.18),(34 74230.53),(35 74249.19),(36 74168.516),(37 73338.99),(38 72162.26),(39 70885.875),(40 69907.72),(41 69023.13),(42 68062.16),(43 67629.26),(44 67076.79),(45 66854.5),(46 66874.305),(47 67060.34),(48 67010.38),(49 66730.07),(50 66682.57),(51 66910.13),(52 67823.69),(53 69275.516),(54 71384.9),(55 73296.53),(56 74707.71),(57 75641.85),(58 75976.65),(59 76066.98),(60 75716.914),(61 74810.03),(62 74345.48),(63 74429.01),(64 74284.49),(65 74137.25),(66 74515.09),(67 75143.45),(68 75554.37),(69 75363.375),(70 74532.66),(71 74099.484),(72 73367.68),(73 73489.56),(74 73707.664),(75 74429.28),(76 75429.73),(77 75845.83),(78 77070.85),(79 78557.32),
(1 5897.7935),(2 17195.398),(3 28285.674),(4 36631.457),(5 42483.348),(6 46371.45),(7 49917.816),(8 52690.383),(9 54682.043),(10 56067.027),(11 56667.582),(12 57052.68),(13 57961.555),(14 59114.973),(15 60630.707),(16 61604.945),(17 62115.938),(18 62860.016),(19 63591.664),(20 64332.82),(21 64959.508),(22 65240.22),(23 64960.973),(24 64563.492),(25 64719.563),(26 65083.027),(27 65505.953),(28 66142.53),(29 67327.234),(30 68526.98),(31 69434.74),(32 70306.36),(33 71189.82),(34 72019.24),(35 72637.36),(36 72392.39),(37 71635.3),(38 70666.164),(39 69814.2),(40 69439.31),(41 69782.44),(42 70248.734),(43 70597.62),(44 70632.26),(45 70504.055),(46 70290.65),(47 69866.48),(48 69255.445),(49 68719.19),(50 68578.73),(51 69194.39),(52 70071.04),(53 71009.53),(54 72043.67),(55 72236.87),(56 72427.83),(57 72260.24),(58 71772.234),(59 71166.96),(60 70470.15),(61 69774.6),(62 68981.58),(63 68411.4),(64 67703.13),(65 67128.8),(66 66990.49),(67 66847.22),(68 66745.234),(69 67112.516),(70 67280.55),(71 68268.484),(72 69305.875),(73 70946.71),(74 72486.125),(75 73540.266),(76 75311.64),(77 76854.984),(78 78393.305),(79 79435.914),
(1 5659.4),(2 16385.484),(3 26800.16),(4 34804.723),(5 40548.895),(6 44830.17),(7 48812.438),(8 52499.496),(9 54898.258),(10 56361.285),(11 57535.277),(12 58745.184),(13 59726.33),(14 60547.164),(15 61832.586),(16 62354.66),(17 62455.273),(18 62660.117),(19 62745.42),(20 63075.15),(21 63594.176),(22 64060.586),(23 64593.348),(24 64873.04),(25 65561.97),(26 66067.57),(27 66228.26),(28 65971.62),(29 65906.03),(30 66366.26),(31 67679.02),(32 68876.85),(33 69912.88),(34 70891.85),(35 71082.52),(36 70774.31),(37 70061.08),(38 69650.71),(39 69641.555),(40 69849.18),(41 69926.81),(42 69491.914),(43 68556.18),(44 67753.49),(45 67201.04),(46 67178.414),(47 67115.4),(48 66974.805),(49 66771.56),(50 66505.44),(51 66313.016),(52 66632.79),(53 66978.63),(54 67301.43),(55 66852.055),(56 66325.64),(57 65766.88),(58 65561.62),(59 65498.34),(60 65405.594),(61 65543.164),(62 65870.234),(63 66176.94),(64 66225.43),(65 66011.95),(66 66215.61),(67 66534.836),(68 66793.445),(69 67021.625),(70 67188.3),(71 67708.5),(72 67707.56),(73 68283.19),(74 68987.9),(75 70138.04),(76 71588.69),(77 72763.7),(78 73548.87),(79 73944.94),
(1 5527.995),(2 15903.8545),(3 25890.566),(4 33125.973),(5 38001.84),(6 41599.023),(7 45002.215),(8 48444.53),(9 51207.86),(10 53327.797),(11 55065.508),(12 56800.715),(13 58498.36),(14 60460.71),(15 62337.027),(16 63453.87),(17 63739.047),(18 63481.426),(19 63084.664),(20 63047.64),(21 63209.38),(22 63248.863),(23 63465.344),(24 63640.95),(25 64657.8),(26 65206.62),(27 65554.63),(28 65667.164),(29 66592.945),(30 67814.89),(31 69850.945),(32 71651.58),(33 72957.586),(34 73912.16),(35 74309.5),(36 74260.67),(37 73753.06),(38 73187.625),(39 72534.375),(40 71803.32),(41 71347.52),(42 70645.836),(43 69902.57),(44 69542.69),(45 69430),(46 68871.27),(47 68544.586),(48 68031.375),(49 67461.39),(50 66693.61),(51 66126.945),(52 66077.41),(53 65776.164),(54 65890.69),(55 66076.03),(56 66361.39),(57 66707.94),(58 67201.52),(59 67392.22),(60 67568.7),(61 67787.3),(62 67623.34),(63 67685.305),(64 67626.26),(65 67939.4),(66 68688.51),(67 69667.41),(68 70421.74),(69 70353.805),(70 70493.11),(71 71153.09),(72 71195.66),(73 71779.84),(74 72264.66),(75 72575.3),(76 72788.48),(77 73163.016),(78 73927.43),(79 74707.695),
(1 5556.7827),(2 16073.644),(3 26188.033),(4 33652.4),(5 38510.78),(6 42074.418),(7 45005.76),(8 48088.426),(9 50603),(10 52885.32),(11 54672.902),(12 56031.848),(13 58169.316),(14 60495.19),(15 63031.41),(16 65109.848),(17 66462.8),(18 66882.02),(19 66944.16),(20 66869.305),(21 66742.2),(22 67055.64),(23 66955.07),(24 66586.86),(25 65827.414),(26 64805.89),(27 64167.547),(28 64394.39),(29 65535.82),(30 67061.42),(31 68754.14),(32 70407.836),(33 71817.55),(34 72952.24),(35 73680.07),(36 73825.914),(37 73827.81),(38 73476.06),(39 73031.97),(40 72877.66),(41 72670.69),(42 72203.516),(43 71475.55),(44 71782.195),(45 72049.44),(46 71865.984),(47 71146.87),(48 70028.25),(49 68906.53),(50 67664.09),(51 66803.35),(52 66257.84),(53 65790.836),(54 65601.516),(55 65107.574),(56 65013.883),(57 65016.348),(58 65068.035),(59 65424.74),(60 65514.1),(61 65792.59),(62 66105.07),(63 66519.33),(64 66660.53),(65 66592.78),(66 67006.38),(67 67653.42),(68 67792.27),(69 68230.46),(70 68680.86),(71 69329.36),(72 68994.56),(73 68766.2),(74 68827.32),(75 69081.21),(76 69606.33),(77 69738.164),(78 70322.14),(79 70859.48),
(1 5665.973),(2 16170.15),(3 26302.64),(4 33752.395),(5 38919.81),(6 42712.59),(7 46474.688),(8 49830.785),(9 52178.992),(10 53980.02),(11 54606.633),(12 54641.41),(13 54510.41),(14 54520.54),(15 55169.223),(16 55808.855),(17 55896.797),(18 55561.008),(19 55601.32),(20 55773.17),(21 56180.523),(22 56814.758),(23 57553.066),(24 58410.65),(25 59673.465),(26 60616.81),(27 61539.438),(28 62054.73),(29 63002.313),(30 63990.64),(31 64848.313),(32 65720.75),(33 66561.46),(34 67485.93),(35 68598.1),(36 69218.87),(37 69075.09),(38 68951.14),(39 68781.66),(40 67734.68),(41 66541.08),(42 65859.74),(43 65772.836),(44 66024.49),(45 65678.45),(46 64828.29),(47 64106.96),(48 63560.223),(49 63587.51),(50 63465.418),(51 63408.164),(52 63157.332),(53 62755.89),(54 62802.746),(55 63400.37),(56 63767.125),(57 63880.93),(58 63669.02),(59 63012.406),(60 62241.184),(61 61840.223),(62 61529.066),(63 61310.457),(64 60657.934),(65 59784.92),(66 59136.36),(67 58860.535),(68 59129.71),(69 59577.496),(70 60315.766),(71 61212.516),(72 61776.457),(73 62127.406),(74 62066.445),(75 61870.01),(76 62263.73),(77 62920.105),(78 64300.086),(79 65711.06),
(1 5462.896),(2 15607.91),(3 25242.281),(4 32080.787),(5 36888.12),(6 40533.426),(7 44328.04),(8 47554.8),(9 49652.15),(10 51195.31),(11 52160.137),(12 53025.816),(13 54030.316),(14 55043.97),(15 56159.348),(16 56832.434),(17 57357.332),(18 57599.297),(19 57695.832),(20 58047.668),(21 58268.28),(22 58180.46),(23 58224.32),(24 58331.555),(25 58237.207),(26 58449.22),(27 59088.906),(28 59961.68),(29 61117.41),(30 62478.68),(31 63801.02),(32 64779.41),(33 65494.773),(34 65751.18),(35 65874.414),(36 65536.73),(37 65168.96),(38 64843.598),(39 64389.156),(40 64016.22),(41 63500.113),(42 62865.617),(43 61971.105),(44 61542.3),(45 60800.383),(46 59718.137),(47 58718.605),(48 58229.7),(49 58271.555),(50 58443.008),(51 58304.266),(52 57871.258),(53 57935.3),(54 58018.67),(55 58577.754),(56 58581.54),(57 58945.38),(58 59339.742),(59 59114.383),(60 58424.906),(61 57159.773),(62 55876.195),(63 55224.58),(64 54862.832),(65 54739.484),(66 54806.38),(67 54593.684),(68 54770.527),(69 55315.797),(70 56083.36),(71 56970.555),(72 58113.35),(73 59495.277),(74 60511.63),(75 60823.31),(76 61695.22),(77 62653.56),(78 63980.766),(79 64752.055),
(1 5616.1235),(2 16020.753),(3 25955.74),(4 33224.688),(5 38487.332),(6 42468.516),(7 45936.184),(8 48846.3),(9 50136.2),(10 50894.19),(11 51294.086),(12 51907.25),(13 52896.555),(14 54220.773),(15 55428.68),(16 55959.953),(17 56219.746),(18 56755.11),(19 57647.77),(20 58382.4),(21 59285.81),(22 59785.105),(23 59723.973),(24 58965.652),(25 58216),(26 57664.37),(27 57330.39),(28 57565.7),(29 58251.824),(30 59443.164),(31 60556.348),(32 61668.367),(33 62376.02),(34 62437.45),(35 62020.156),(36 61716.543),(37 61835.555),(38 61686.28),(39 61554.35),(40 61716.496),(41 61651.65),(42 61057.535),(43 59902.39),(44 59084.85),(45 58200.418),(46 57348.67),(47 56379.332),(48 55771.086),(49 55463.438),(50 55087.31),(51 54506.895),(52 54178.55),(53 54049.945),(54 54021.95),(55 54516.32),(56 54966.367),(57 55766.3),(58 56743.66),(59 57277.25),(60 57302.47),(61 56753.426),(62 55865.08),(63 55210.836),(64 55032.953),(65 55086.777),(66 55396.17),(67 55600.61),(68 55614.69),(69 56005.04),(70 57029.03),(71 58505.746),(72 59242.37),(73 60013.582),(74 60307.348),(75 60819.04),(76 61768.477),(77 62658.652),(78 63492.992),(79 63328.777),
(1 5287.8457),(2 14987.6),(3 24294.596),(4 30947.72),(5 35727.297),(6 39210.242),(7 41954.043),(8 43836.676),(9 44586.758),(10 45177.957),(11 45743.387),(12 46831.668),(13 48195.805),(14 49521.387),(15 50799.074),(16 51857.62),(17 52403.426),(18 52577.22),(19 52421.82),(20 52390.44),(21 52746.477),(22 53009.555),(23 53005.848),(24 52706.99),(25 52635.7),(26 52439.246),(27 52695.91),(28 53601.887),(29 54872.19),(30 55989.152),(31 56744.586),(32 56876.434),(33 56525.023),(34 55293.086),(35 54138.555),(36 53080.52),(37 52768.625),(38 52946.555),(39 53726.375),(40 54405.047),(41 54855.363),(42 55076.363),(43 54888.098),(44 54603.355),(45 54307.934),(46 54297.6),(47 54310.668),(48 54312.844),(49 54010.73),(50 53341.742),(51 52692.926),(52 52574.133),(53 52910.875),(54 53047.11),(55 53293.1),(56 53449.09),(57 53724.2),(58 54454.797),(59 55309.625),(60 55934.58),(61 55976.332),(62 55464.945),(63 54440.78),(64 53459.71),(65 52750.1),(66 52797.277),(67 52755.94),(68 52899.957),(69 53326.008),(70 53722.81),(71 53952.043),(72 54254.48),(73 54425.043),(74 54575.414),(75 54790.875),(76 55430.38),(77 56246.176),(78 57202.668),(79 57808.1),
(1 5221.6475),(2 14618.871),(3 23260.963),(4 29286.172),(5 33273.25),(6 36345.883),(7 38727.895),(8 40729.86),(9 42138.973),(10 43216.01),(11 43782.31),(12 44564.883),(13 45871.008),(14 47349.9),(15 48784.305),(16 49559.918),(17 49742.582),(18 49497.1),(19 49390.43),(20 49829.51),(21 50188.707),(22 50596.305),(23 50947.844),(24 50693.297),(25 50152.656),(26 49738.94),(27 50122.957),(28 50831.785),(29 51492.098),(30 51757.11),(31 51822.2),(32 52203.742),(33 52450.527),(34 52777.047),(35 53345.426),(36 53745.4),(37 54308.813),(38 54974.86),(39 55378.14),(40 55507.633),(41 55366.934),(42 55343.324),(43 55649.832),(44 55754.16),(45 55889.484),(46 55861.695),(47 55657.734),(48 55596.29),(49 55394.715),(50 55177.06),(51 54934),(52 55124.027),(53 55289.266),(54 55287.73),(55 55104.457),(56 55170.523),(57 55630.824),(58 55966.15),(59 56411.156),(60 56387.98),(61 56073.098),(62 55431.543),(63 54815.16),(64 54196.523),(65 53647.594),(66 53766.375),(67 54452.496),(68 55478.25),(69 56856.4),(70 58027.586),(71 58783.96),(72 59172.566),(73 59015.12),(74 59207.67),(75 59459.516),(76 60378.94),(77 60969.813),(78 61772.2),(79 62303.2),
(1 5214.514),(2 14403.109),(3 22771.53),(4 28554.615),(5 32318.121),(6 34899.63),(7 36620.973),(8 37807.934),(9 38749.42),(10 39626.125),(11 40178.688),(12 40792.29),(13 41968.047),(14 43695.676),(15 45773.402),(16 47336.156),(17 48210.24),(18 48401.836),(19 48500.88),(20 48939.48),(21 49141.84),(22 49680.457),(23 49864.824),(24 49364.906),(25 49193.66),(26 48841.27),(27 48852.47),(28 49038.332),(29 49412.848),(30 49907.84),(31 50715.277),(32 51533.152),(33 52227.273),(34 52738.848),(35 52792.37),(36 52421.68),(37 51482.46),(38 50869.92),(39 50494.203),(40 50355.176),(41 50406.195),(42 50536.26),(43 50491.758),(44 50068.367),(45 49427.4),(46 48917.23),(47 48713.023),(48 48613.863),(49 48664.895),(50 48681.414),(51 48707.977),(52 49639.84),(53 50636.77),(54 51648.117),(55 52610.953),(56 53604.445),(57 54264),(58 54464.367),(59 54406.7),(60 53860.715),(61 53251.02),(62 52819.273),(63 52828.17),(64 52991.48),(65 53434.332),(66 54042.16),(67 54650.715),(68 55428.652),(69 56423.75),(70 57024.54),(71 57874.688),(72 58199.797),(73 58636.332),(74 58448.918),(75 58440.414),(76 59074.47),(77 59340.184),(78 60830.383),(79 62440.977),
(1 5077.8228),(2 14002.261),(3 22125.334),(4 28035.033),(5 32307.754),(6 35319.34),(7 37819.164),(8 39745.207),(9 41019.06),(10 42374.703),(11 43375.598),(12 44483.082),(13 45743.727),(14 46981.17),(15 48064.832),(16 48807.816),(17 49146.19),(18 49033.246),(19 48806.55),(20 48794.582),(21 48856.19),(22 48960.117),(23 49040.363),(24 49146.863),(25 49493.875),(26 49476.15),(27 49475.02),(28 49240.71),(29 49204.703),(30 49222.348),(31 49478.715),(32 49813.582),(33 49872.414),(34 49131.566),(35 48355.43),(36 47934.875),(37 47789.023),(38 47718.453),(39 47479.734),(40 47504.4),(41 47789.742),(42 47835.836),(43 47762.074),(44 47515.375),(45 47716.973),(46 48272.7),(47 49101.918),(48 49728.086),(49 50259.668),(50 50614.477),(51 50764.496),(52 50801.977),(53 50211.082),(54 49764.563),(55 49686.316),(56 50083.84),(57 50314.61),(58 50249.723),(59 50258.684),(60 50818.996),(61 51376.973),(62 51557.42),(63 51375.992),(64 51475.99),(65 51856.023),(66 52640.598),(67 53123.766),(68 53358.582),(69 53483.535),(70 53634.65),(71 54229.457),(72 54765.637),(73 55725.402),(74 56408.98),(75 56928.49),(76 58149.01),(77 58787.01),(78 59725.082),(79 60447.742),
(1 4790.697),(2 13215.623),(3 21232.08),(4 26870.578),(5 30817.996),(6 33717.74),(7 36051.92),(8 38128.383),(9 39901.926),(10 41248.41),(11 41692.023),(12 42572.203),(13 43566.53),(14 44916.695),(15 46312.12),(16 47654.844),(17 48580.473),(18 49278.105),(19 49775.09),(20 50311.35),(21 50203.984),(22 49516.31),(23 48532.477),(24 47872.332),(25 47666.35),(26 47973.28),(27 48490.73),(28 49113.49),(29 49859.57),(30 50526.18),(31 51740.645),(32 52924.477),(33 53499.945),(34 52999.836),(35 52426.08),(36 51975.508),(37 51658.22),(38 51376.35),(39 51141.168),(40 51122.34),(41 51473.36),(42 51808.793),(43 51553.75),(44 51035.395),(45 50684.094),(46 50218.918),(47 49969.215),(48 49970.3),(49 49993.867),(50 49846.18),(51 49824.62),(52 49622.754),(53 49000.598),(54 48365.605),(55 48199.855),(56 47973.867),(57 48014.4),(58 48250.617),(59 48626.668),(60 48589.992),(61 48340.445),(62 48230.59),(63 48374.86),(64 48741.594),(65 48998.9),(66 49462.855),(67 49820.742),(68 50378.203),(69 51239.434),(70 52130.348),(71 53044.02),(72 53345.598),(73 53644.203),(74 53617.684),(75 53743.477),(76 54402.426),(77 55014.258),(78 55833.598),(79 56625.66),
