1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43358.113),(2 152164.34),(3 336297.3),(4 574565.56),(5 890413.2),(6 1190747.6),(7 1579845.6),(8 2031983.5),(9 2527820.3),(10 3073628.8),(11 3697898),(12 4363522),(13 5083276),(14 5818271.5),(15 6585319.5),(16 7339161.5),(17 8114001.5),(18 8866991),(19 9631816),(20 10393675),(21 11172145),(22 11919799),(23 12689036),(24 13472344),(25 14249139),(26 15060260),(27 15901129),(28 16818314),(29 17743466),(30 18725760),(31 19474734),(32 20398404),(33 21346136),(34 22323472),(35 23399130),(36 24526730),(37 25844006),(38 27280342),(39 28785390),(40 30203970),(41 31426994),(42 32610890),(43 33771956),(44 34886092),(45 35958496),(46 37027860),(47 38072404),(48 39106068),(49 40056140),(50 40952224),(51 41769304),(52 42396700),(53 42858108),(54 43175980),(55 43467340),(56 43467116),(57 43378440),(58 43232020),(59 43186268),(60 43025424),(61 43076540),(62 43337652),(63 43719804),(64 44200200),(65 44731476),(66 45382956),(67 46122724),(68 46923120),(69 47869532),(70 48882068),(71 49994108),(72 51187148),(73 52628932),(74 54301828),(75 56187364),(76 58031308),(77 59838116),(78 61643300),(79 63321684),
(1 14288.38),(2 32750.842),(3 46658.8),(4 55524.926),(5 59872.1),(6 62075.797),(7 63620.332),(8 65973.05),(9 67553.76),(10 68095.016),(11 69114.56),(12 68246.21),(13 69073.97),(14 69830.78),(15 70127.62),(16 69802.37),(17 70054.586),(18 69584.55),(19 68794.63),(20 68490.984),(21 69564.04),(22 71864.555),(23 73737.086),(24 75640.47),(25 76811.46),(26 75355.805),(27 74998.97),(28 75081.91),(29 75453.53),(30 75417.57),(31 75179.766),(32 75217.195),(33 75653.71),(34 75965.7),(35 76736.16),(36 78010.195),(37 79203.55),(38 78286.69),(39 74791.81),(40 71620.88),(41 70450.38),(42 70267.07),(43 70408.68),(44 70439.484),(45 69840.13),(46 69713.22),(47 71135.27),(48 71734.4),(49 71497.32),(50 72145.82),(51 72967.19),(52 74201.84),(53 74236.59),(54 73398.57),(55 72749.14),(56 73382.56),(57 74979.28),(58 75577.41),(59 75738.89),(60 75496.984),(61 75908.875),(62 76060.43),(63 76225.78),(64 77004.11),(65 76898.99),(66 77194.11),(67 78799.8),(68 80091.51),(69 79882.78),(70 79816.25),(71 80900.195),(72 82639.555),(73 83463.97),(74 82857.56),(75 82112.984),(76 82489.53),(77 82901.57),(78 84425.766),(79 85733.09),
(1 13747.457),(2 31001.576),(3 43827.902),(4 51748.777),(5 55861.184),(6 58102.832),(7 58875.46),(8 60066.633),(9 61216.06),(10 62181.99),(11 64079.83),(12 63994.883),(13 64027.914),(14 63175.785),(15 63272.86),(16 63105.617),(17 63291.43),(18 62877.42),(19 62284.73),(20 62912.188),(21 64637.64),(22 67502.53),(23 70609.91),(24 73090.36),(25 73241.06),(26 72577.15),(27 73229.72),(28 73382.72),(29 73507.07),(30 73113.09),(31 72719.97),(32 73267.94),(33 74133.52),(34 75021.22),(35 75256.01),(36 76513.4),(37 77970.18),(38 77509.63),(39 74854.67),(40 73127.91),(41 72269.27),(42 71562.34),(43 70487.29),(44 69423.74),(45 68115.81),(46 68085.5),(47 68646.484),(48 68608.45),(49 68613.39),(50 69689.65),(51 70600.87),(52 71771.734),(53 72244.67),(54 72002.43),(55 71422.125),(56 72113.586),(57 72653.766),(58 72705.95),(59 72490.85),(60 72366.95),(61 71918.67),(62 71443.44),(63 71097.96),(64 70043.47),(65 68848.98),(66 68505.82),(67 68957.99),(68 68985.016),(69 68916.39),(70 68942.93),(71 70615.75),(72 73876.62),(73 75746.56),(74 76304.62),(75 76665.41),(76 77052.88),(77 77887.266),(78 79198.19),(79 80112.484),
(1 13149.164),(2 28891.234),(3 40473.684),(4 47299.61),(5 50854.27),(6 53361.21),(7 54690.15),(8 56693.01),(9 57935.66),(10 58822.945),(11 60837.16),(12 61313.23),(13 61970.52),(14 61454.152),(15 61711.152),(16 61058.26),(17 60805.508),(18 61010.363),(19 62054.53),(20 63558.547),(21 64911.055),(22 67007.23),(23 68540.2),(24 70466.46),(25 70914.58),(26 72092.13),(27 73828.375),(28 74207.34),(29 73949.02),(30 73745.07),(31 73308.68),(32 73274.99),(33 73367.914),(34 73771.734),(35 73302.805),(36 73225.31),(37 72698.57),(38 71825.88),(39 70725.08),(40 70216.27),(41 69984.69),(42 68782.27),(43 68341.09),(44 68350.63),(45 67799.53),(46 67428.19),(47 66458.7),(48 65852.664),(49 66496.71),(50 68309.73),(51 69452.66),(52 70761.76),(53 72401.586),(54 73428.016),(55 73664.57),(56 74190.02),(57 74745.016),(58 74747.79),(59 74498.27),(60 73647.98),(61 73446.66),(62 72948.09),(63 72081.59),(64 70070.15),(65 69214.64),(66 68140.04),(67 67581.016),(68 67593.52),(69 67231.34),(70 66915.77),(71 67749.21),(72 70007.9),(73 71998.44),(74 73000),(75 72319.586),(76 71612.016),(77 72481.73),(78 72392.06),(79 72937.09),
(1 13142.665),(2 29249.541),(3 39965.91),(4 45467.613),(5 48804.64),(6 51400.04),(7 54147.266),(8 57580.445),(9 58989.52),(10 59519.31),(11 60549.207),(12 60052.305),(13 60174.715),(14 59511.887),(15 59277.08),(16 58404.93),(17 58503.113),(18 59731.418),(19 61821.4),(20 63366.8),(21 64812.2),(22 65835.58),(23 66731.44),(24 67270.28),(25 67236.33),(26 68314.91),(27 69587.86),(28 69682.625),(29 69388.87),(30 70422.02),(31 70618.33),(32 71155.41),(33 70705.72),(34 70789.805),(35 69965.13),(36 69469.05),(37 68651.57),(38 67402.02),(39 65814.88),(40 65741.81),(41 65276.074),(42 63682.734),(43 63375.402),(44 64414.95),(45 64244.195),(46 63390.6),(47 63002.688),(48 62353.277),(49 62564.05),(50 64058.85),(51 65159.96),(52 66044.984),(53 66608.53),(54 67109.27),(55 67177.84),(56 68146.42),(57 68698.65),(58 68749.836),(59 69460.53),(60 69714.95),(61 70480.73),(62 71292.38),(63 70372.086),(64 68424.234),(65 67199.75),(66 66421.64),(67 66869.34),(68 67161.22),(69 67159.91),(70 67335.03),(71 67002.664),(72 67756.72),(73 68495.94),(74 68231.234),(75 67167.17),(76 66899.67),(77 66508.234),(78 66536.836),(79 67551.53),
(1 13210.155),(2 29108.2),(3 39075.004),(4 45431.7),(5 50213.46),(6 53525.08),(7 57400.566),(8 60539.777),(9 61605.867),(10 62160.14),(11 63041.01),(12 62309.617),(13 61865.57),(14 61102.438),(15 61474.285),(16 61142.523),(17 61289.977),(18 61296.887),(19 61597.363),(20 62089.89),(21 62818.58),(22 63733.066),(23 65391.59),(24 66122.01),(25 66247.04),(26 66475.12),(27 66848.18),(28 67131.875),(29 67267.43),(30 68200.805),(31 68691.484),(32 68626.91),(33 67809.336),(34 67915.41),(35 67607.05),(36 67459.91),(37 66563.47),(38 65408.184),(39 64602.23),(40 63468.65),(41 62406.176),(42 61502.8),(43 61900.01),(44 62846.39),(45 63153.566),(46 63489.324),(47 63354.992),(48 63133.227),(49 63351.15),(50 63899.69),(51 63685.35),(52 63674.613),(53 64298.1),(54 65882.695),(55 66683.06),(56 67002.555),(57 67830.37),(58 69113.305),(59 70203.12),(60 70592.67),(61 71135.664),(62 70829.5),(63 68905.12),(64 66958.88),(65 65729.336),(66 65087.023),(67 65702.53),(68 66046.32),(69 66971.875),(70 66905.85),(71 66338.96),(72 64960.793),(73 63990.023),(74 63500.293),(75 63799.316),(76 63781.688),(77 63844.883),(78 64637.9),(79 65356.69),
(1 13282.125),(2 28320.082),(3 38902.207),(4 46040.996),(5 50481.83),(6 53661.703),(7 55576.17),(8 57049.867),(9 57053.598),(10 57243.51),(11 59272.34),(12 60347.586),(13 62019.844),(14 62818.652),(15 63106.516),(16 62219.652),(17 61292.37),(18 60150.777),(19 59442.66),(20 58188.8),(21 58256.977),(22 60001.703),(23 62962.76),(24 62960.184),(25 62331.883),(26 61764.023),(27 61370.527),(28 60953.527),(29 61735.586),(30 62392.066),(31 63352.34),(32 64354.4),(33 63935.8),(34 63444.496),(35 63237.363),(36 63020.43),(37 63487.867),(38 63667.195),(39 62806.934),(40 60789.977),(41 59473.89),(42 59356.363),(43 59816.387),(44 60590.336),(45 60777.957),(46 60497.67),(47 60366.594),(48 61176.086),(49 61245.223),(50 61151.4),(51 61338.4),(52 62107.242),(53 63211.934),(54 64859.758),(55 66065.875),(56 66623.46),(57 68109.84),(58 69832.42),(59 71373),(60 71027.234),(61 70657.91),(62 70178.25),(63 68834.72),(64 67709.6),(65 67069.33),(66 67074.31),(67 67413.26),(68 66990.18),(69 67100.586),(70 65734.03),(71 63853.637),(72 61781.72),(73 60661.48),(74 61635.89),(75 62721.207),(76 62919.62),(77 63401.99),(78 64024.215),(79 63652.785),
(1 12411.059),(2 26665.49),(3 37294.68),(4 43571.16),(5 47115.984),(6 49605.16),(7 50441.15),(8 51062.816),(9 50577.12),(10 51651.07),(11 53430.508),(12 54840.285),(13 56277.87),(14 56909.277),(15 56657.27),(16 56466.434),(17 55998.06),(18 55050.957),(19 53866.285),(20 52464.504),(21 52322.707),(22 54222.69),(23 57312.92),(24 56421.02),(25 55849.586),(26 55449.426),(27 55291.883),(28 54825.836),(29 55541.773),(30 56364.855),(31 57194.902),(32 58177.773),(33 57610.56),(34 57782.83),(35 57648.07),(36 57149.94),(37 56620.66),(38 56576.17),(39 55761.613),(40 54921.086),(41 54315.293),(42 54177.316),(43 53866.574),(44 53901.707),(45 54875.332),(46 56082.15),(47 56378.83),(48 56409.43),(49 56017.336),(50 56398.168),(51 57676.547),(52 59464.098),(53 60852.473),(54 61775.41),(55 62508.395),(56 62774.12),(57 63476.34),(58 64138.758),(59 64551.92),(60 65030.723),(61 64797.164),(62 64358.004),(63 64758.336),(64 64678.344),(65 64391.746),(66 64419.008),(67 64941.94),(68 65205.06),(69 65032.023),(70 64004.074),(71 62047.227),(72 60758.875),(73 60224.715),(74 60339.87),(75 60096.04),(76 59638.543),(77 60268.395),(78 61074.73),(79 61463.492),
(1 12452.38),(2 26582.57),(3 36169.934),(4 40894.035),(5 43849.207),(6 46382.79),(7 47535.543),(8 48006.184),(9 47822.395),(10 49285.01),(11 50790.137),(12 51775.65),(13 53510.754),(14 53974.19),(15 53968.902),(16 55038.633),(17 55432.016),(18 55644.457),(19 55014.813),(20 53566.543),(21 52624.766),(22 54259.242),(23 55231.4),(24 54229.91),(25 54002.418),(26 53701.797),(27 53041.652),(28 52832.766),(29 53415.984),(30 54517.32),(31 55330.965),(32 55984.164),(33 56612.305),(34 57353.89),(35 57186.36),(36 56235.82),(37 55521.75),(38 55528.605),(39 55454.15),(40 55553.082),(41 55526.035),(42 55225.047),(43 54520.246),(44 54510.21),(45 55366.242),(46 56760.066),(47 56771.473),(48 57067.125),(49 57727.043),(50 59363.89),(51 61170.4),(52 62773.492),(53 63306.773),(54 63395.457),(55 63654.56),(56 63408.66),(57 63417.992),(58 62941.043),(59 62605.355),(60 62999.02),(61 63483.59),(62 64958.203),(63 65817.88),(64 65335.676),(65 65320.88),(66 66068.96),(67 67477),(68 68442.14),(69 68126.79),(70 67091.99),(71 65816.24),(72 64788.727),(73 64327.727),(74 64264.832),(75 64615.06),(76 64299.887),(77 65032.055),(78 65121.85),(79 64420.64),
(1 12173.496),(2 25925.414),(3 34529.355),(4 38609.17),(5 41862.62),(6 44352.156),(7 46502.57),(8 47893.836),(9 48660.074),(10 50404.867),(11 51080.01),(12 52037.254),(13 53331.742),(14 52201.277),(15 50824.008),(16 51547.543),(17 52700.59),(18 53291.434),(19 52969.59),(20 52767.008),(21 53175.047),(22 54402.2),(23 53349.49),(24 52701.45),(25 52824.08),(26 52243.8),(27 51104.78),(28 51126.293),(29 51525.977),(30 52821.594),(31 53619.563),(32 53564.773),(33 53891.938),(34 54663.348),(35 55593.152),(36 56307.656),(37 56426.297),(38 55677.38),(39 55350.637),(40 56292.66),(41 56583.49),(42 56531.37),(43 55906.17),(44 55932.598),(45 56074.47),(46 56814.938),(47 57655.68),(48 57629.234),(49 57473.453),(50 58715.07),(51 60219.605),(52 60985.13),(53 60379.574),(54 59453.195),(55 59464.547),(56 59311.777),(57 59396.676),(58 58659.426),(59 58369.37),(60 58704.59),(61 59695.598),(62 61706.7),(63 62779.246),(64 62161.9),(65 62472.504),(66 63633.457),(67 64921.86),(68 64868.215),(69 63593.35),(70 62701.83),(71 62495.11),(72 62319.902),(73 61869.027),(74 61337.586),(75 60797.457),(76 60472.56),(77 60037.895),(78 59222.543),(79 58217.395),
(1 11768.684),(2 25054.404),(3 33793.58),(4 38705.383),(5 42802.504),(6 45558.99),(7 48042.73),(8 49940.97),(9 51216.6),(10 52692.516),(11 53832.277),(12 54677.055),(13 55374.258),(14 54113.64),(15 53748.457),(16 53169.223),(17 52675.766),(18 51602.28),(19 51148.797),(20 51110.152),(21 51391.086),(22 51375.566),(23 49963.55),(24 49960.15),(25 50122.676),(26 49154.523),(27 48268.457),(28 48400.582),(29 49314.203),(30 51642.48),(31 52865.336),(32 53235.47),(33 52888.727),(34 53646.254),(35 54190.28),(36 54089.465),(37 53746.707),(38 53583.152),(39 53829.777),(40 55476.816),(41 56516.938),(42 57102.4),(43 56500.03),(44 55727.434),(45 55061.832),(46 56092.504),(47 56846.82),(48 56643.87),(49 55658.336),(50 55052.367),(51 55487.625),(52 55267.758),(53 54964.258),(54 54439.152),(55 53788.55),(56 53820.414),(57 54347.656),(58 54684.336),(59 54939.293),(60 54957.793),(61 55355.945),(62 56482.25),(63 57229.918),(64 57337.22),(65 57910.566),(66 59138.938),(67 60344.71),(68 60250.164),(69 59364.953),(70 59229.215),(71 59282.246),(72 58952.242),(73 58746.59),(74 57508.918),(75 55275.453),(76 53924.406),(77 53246.945),(78 53167.527),(79 52877.477),
(1 11354.406),(2 24038.287),(3 32747.127),(4 38128.984),(5 42206.297),(6 44570.88),(7 46401.703),(8 48189.17),(9 50133.68),(10 51619.96),(11 52910.62),(12 53385.09),(13 53953.02),(14 53449.273),(15 53536.74),(16 52319.586),(17 50632.375),(18 49043.535),(19 48423.04),(20 48614.87),(21 49148.785),(22 49317.293),(23 48934.77),(24 50140.32),(25 49517.39),(26 47861.43),(27 47377.766),(28 47725.7),(29 48864.883),(30 49877.797),(31 50335.48),(32 50467.38),(33 50892.668),(34 51519.527),(35 51176.91),(36 51411.82),(37 52137.934),(38 52870.613),(39 53481.535),(40 54052.68),(41 54584.69),(42 54481.996),(43 53790.137),(44 53032.023),(45 52619.785),(46 53737.723),(47 54608.688),(48 54918.906),(49 53874.43),(50 53312.91),(51 52663.97),(52 52634.457),(53 53230.824),(54 52526.465),(55 51915.727),(56 52619.074),(57 54027.86),(58 54646.625),(59 54179.074),(60 52950.59),(61 52927.44),(62 53696.99),(63 53738.434),(64 53619),(65 54366.855),(66 55767.223),(67 57028.383),(68 57166.4),(69 56915.02),(70 56876.418),(71 57136.617),(72 56747.004),(73 56430.176),(74 54406.56),(75 52783.965),(76 51808.95),(77 51882.29),(78 52270.96),(79 52492.914),
(1 10630.933),(2 22554.018),(3 30876.71),(4 35927.688),(5 39847.043),(6 42317.453),(7 44747.605),(8 46539.992),(9 48369.535),(10 49708.445),(11 50597.055),(12 50557.25),(13 50286.824),(14 49450.563),(15 49963.227),(16 49196.99),(17 47937.75),(18 46265.33),(19 45177.79),(20 44797.62),(21 44729.184),(22 45048.363),(23 46256.246),(24 47598.805),(25 46658.42),(26 45707.633),(27 45452.293),(28 46077.75),(29 46963.313),(30 46914.043),(31 46159.004),(32 45960.58),(33 46214.473),(34 46807.566),(35 47254.113),(36 47559.918),(37 47648.438),(38 48313.973),(39 48237.043),(40 48607.082),(41 49309.973),(42 49039.105),(43 48523.754),(44 48839.008),(45 49671.734),(46 50478.363),(47 50465.605),(48 49802.332),(49 49863.363),(50 49728.465),(51 49070.38),(52 48969.105),(53 48136.867),(54 47207.086),(55 46983.613),(56 48044.168),(57 49102.945),(58 49717.02),(59 49570.57),(60 49441.48),(61 49678.945),(62 49735.05),(63 49064.773),(64 49206.414),(65 49677.473),(66 50691.5),(67 51510.926),(68 51514.25),(69 51777.75),(70 52181.605),(71 52944.92),(72 52557.047),(73 52136.05),(74 50984.895),(75 49884.28),(76 49520.387),(77 48646.996),(78 48580.57),(79 49242.234),
(1 10730.6455),(2 23007.14),(3 31279.531),(4 35985.367),(5 39572.652),(6 42400.504),(7 45001.832),(8 46816.707),(9 48507.797),(10 50256.48),(11 50771.332),(12 50328.664),(13 50183.34),(14 50032.785),(15 51080.465),(16 50596.46),(17 49630.844),(18 48153.313),(19 47207.645),(20 46373.44),(21 45912.063),(22 46169.105),(23 47691.207),(24 47963.563),(25 46780.11),(26 45974.49),(27 45910.29),(28 46544.855),(29 46828.62),(30 45824.613),(31 44363.176),(32 43934.285),(33 44234.55),(34 45240.047),(35 45651.57),(36 46292.188),(37 46562.555),(38 47112.133),(39 47206.97),(40 48478.86),(41 49435.895),(42 50423.55),(43 50399.77),(44 51650.496),(45 52798.984),(46 53508.18),(47 52800.117),(48 52017.805),(49 51902.766),(50 51234.11),(51 50800.383),(52 49952.715),(53 48953.82),(54 48849.53),(55 48900.3),(56 49494.523),(57 49954.063),(58 50006.336),(59 49928.387),(60 50115.945),(61 50649.613),(62 49944.797),(63 49126.08),(64 49206.55),(65 49058.145),(66 49691.52),(67 49902.24),(68 49980.504),(69 50506.883),(70 51322.9),(71 51351.09),(72 51335.04),(73 50963.773),(74 49667.39),(75 48983.113),(76 48877.418),(77 48440.883),(78 48836.15),(79 49454.066),
(1 9995.896),(2 21656.318),(3 29245.072),(4 33749.92),(5 36734.426),(6 39373.797),(7 41834.813),(8 43599.47),(9 45325.984),(10 46470.195),(11 47322.008),(12 46890.883),(13 47024.08),(14 47158.813),(15 47472.566),(16 46496.938),(17 46037.97),(18 45259.594),(19 44846.88),(20 44409.273),(21 44349.195),(22 44626.5),(23 45600.246),(24 44915.84),(25 43439.918),(26 43118.082),(27 43881.19),(28 44269.31),(29 44230.55),(30 43088.03),(31 42114.543),(32 42202.563),(33 42267.42),(34 42505.45),(35 42105.043),(36 42906.797),(37 43819.46),(38 44511.098),(39 44809.133),(40 46085.684),(41 46720.207),(42 47285.6),(43 47834.195),(44 48687.48),(45 49104.383),(46 49206.61),(47 48425.777),(48 48451.32),(49 48901.523),(50 48691.93),(51 48228.72),(52 47336.348),(53 46736.23),(54 47069.87),(55 47483.082),(56 47914.215),(57 47382.85),(58 47311.777),(59 46749.727),(60 46873.945),(61 48054.246),(62 47709.887),(63 47708.754),(64 47419.46),(65 47542.75),(66 47693.85),(67 47515.16),(68 47720.203),(69 47945.91),(70 47859.168),(71 47866.117),(72 48588.395),(73 48150.992),(74 47058.996),(75 46763.164),(76 47030.28),(77 46290.938),(78 46232.156),(79 46726.31),
(1 9433.964),(2 20372.25),(3 27869.023),(4 32484.04),(5 35630.668),(6 37883.426),(7 39427.29),(8 40112.62),(9 41776.527),(10 42668.977),(11 43809.785),(12 44043.035),(13 44726.6),(14 44891.813),(15 44134.21),(16 42490.086),(17 42320.01),(18 42238.26),(19 41691.508),(20 41314.527),(21 41121.37),(22 41586.92),(23 42662.902),(24 41875.277),(25 40751.434),(26 41217.477),(27 42548.836),(28 43005.668),(29 42629.973),(30 41856.656),(31 41581.145),(32 41944.625),(33 41946.508),(34 41859.473),(35 41751.645),(36 42633.785),(37 43049.484),(38 42893.145),(39 42757.895),(40 43687.945),(41 44802.426),(42 45104.125),(43 45142.863),(44 45025.23),(45 44885.035),(46 45180.01),(47 45635.668),(48 46417.523),(49 47053.574),(50 46859.516),(51 45984.18),(52 45071.906),(53 45012.18),(54 45592.848),(55 46058.3),(56 46152.375),(57 45527.1),(58 45072.207),(59 43923.453),(60 43955.61),(61 45156.676),(62 45655.773),(63 45888.48),(64 45681.023),(65 45689.984),(66 45288.4),(67 44999),(68 45046.336),(69 44856.375),(70 45178.203),(71 45889.664),(72 46283.08),(73 45722.2),(74 44868.074),(75 44890.883),(76 44799.45),(77 44136.668),(78 44029.1),(79 44482.27),
(1 9666.838),(2 20208.016),(3 27556.398),(4 32293.807),(5 36059.824),(6 38266.047),(7 38552.28),(8 38359.113),(9 39773.68),(10 40568.81),(11 40864.094),(12 41648.46),(13 42193.527),(14 41867.914),(15 40452.18),(16 38925.977),(17 39082.46),(18 39376.863),(19 39449.29),(20 38956.836),(21 39093.418),(22 39893.766),(23 41241.957),(24 40312.88),(25 40498.203),(26 41146.15),(27 42374.75),(28 43032.797),(29 42207.984),(30 41540.914),(31 41319.89),(32 41660.906),(33 41761.656),(34 42320.984),(35 42483.316),(36 42684.56),(37 42349.23),(38 42063.5),(39 41885.555),(40 42169.23),(41 42773.453),(42 42961.273),(43 42442.438),(44 41959.492),(45 41882.47),(46 42142.605),(47 42837.445),(48 43592.223),(49 43856.09),(50 44610.734),(51 44695.13),(52 44745.613),(53 45037.06),(54 45209.316),(55 45204.07),(56 44667.977),(57 44509.402),(58 44149.426),(59 43414.16),(60 44037.977),(61 44898.566),(62 44914.914),(63 44548.816),(64 44734.96),(65 44862.52),(66 44617.176),(67 44490.117),(68 44152.51),(69 43790.934),(70 44787.48),(71 45249.656),(72 44402.71),(73 44252.88),(74 44563.973),(75 45069.67),(76 44370.645),(77 43871.258),(78 44022.813),(79 43992.25),
(1 9818.649),(2 20251.215),(3 27652.773),(4 31739.219),(5 35360.91),(6 37517.977),(7 38120.563),(8 37525.125),(9 38466.88),(10 38801.31),(11 38998.52),(12 38841.63),(13 39145.1),(14 39359.266),(15 38501.64),(16 37237.12),(17 37159.434),(18 37986.766),(19 37989.152),(20 36790.098),(21 36653.016),(22 37341.477),(23 38149.984),(24 38587.97),(25 39679.855),(26 40299.992),(27 41288.66),(28 40847.36),(29 40365.28),(30 39787.09),(31 39953.984),(32 40413.08),(33 40415.664),(34 40444.332),(35 41159.258),(36 41546.688),(37 41564.797),(38 41230.027),(39 40568.863),(40 40285.203),(41 40112.47),(42 40962.668),(43 40775.766),(44 40055.418),(45 39307.086),(46 38572.887),(47 38349.54),(48 38409.92),(49 38895.21),(50 40071.035),(51 41340.32),(52 42144.54),(53 42440.453),(54 42258.83),(55 42386.402),(56 41899.855),(57 42478.887),(58 41641.26),(59 41381.52),(60 41860.59),(61 42575.508),(62 42939.797),(63 42828.957),(64 42944.387),(65 42806.777),(66 42445.605),(67 42241.29),(68 42233.75),(69 43008.633),(70 43499.633),(71 43075.05),(72 42223.383),(73 42888.914),(74 43438.305),(75 42773.47),(76 42514.027),(77 42839.008),(78 43024.926),(79 42322.742),
(1 9412.687),(2 19094.332),(3 25977.484),(4 29414.273),(5 33159.87),(6 35405.008),(7 36380.625),(8 35824.598),(9 36542.453),(10 36120.83),(11 36045.188),(12 35810.02),(13 36267.07),(14 37426.426),(15 36772.223),(16 35929.094),(17 35797.76),(18 36151.434),(19 35816.293),(20 35619.332),(21 36111.395),(22 37009.617),(23 37516.82),(24 38144.55),(25 38887.086),(26 39432.836),(27 39803.34),(28 39229.016),(29 39146.633),(30 38757.543),(31 38855.918),(32 39031.125),(33 38952.297),(34 39123.332),(35 39962.79),(36 40117.85),(37 39611.156),(38 38876.574),(39 38060.67),(40 37417.89),(41 37084.332),(42 37579.773),(43 37705.895),(44 37221.01),(45 36691.21),(46 35907.074),(47 36215.223),(48 36282.77),(49 36381.73),(50 37473.05),(51 38861.492),(52 38929.156),(53 38904.703),(54 38429.164),(55 38480.93),(56 38850.563),(57 39775.008),(58 39200.066),(59 39033.336),(60 39448.297),(61 40250.32),(62 41484.46),(63 42713.832),(64 42511.188),(65 42335.082),(66 42181.777),(67 42131.523),(68 42057.1),(69 41716.74),(70 41764.613),(71 41121.293),(72 40200.86),(73 40603.805),(74 41099.145),(75 41203.12),(76 40504.234),(77 40373.055),(78 40692.39),(79 40744.934),
