1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 977.27277),(2 1210.9563),(3 1279.9934),(4 1325.228),(5 1322.0491),(6 1341.2914),(7 1342.9854),(8 1353.1105),(9 1352.4865),(10 1387.2977),(11 1361.8744),(12 1381.5981),(13 1383.7274),(14 1441.3672),(15 1420.6573),(16 1461.4125),(17 1437.3551),(18 1446.6891),(19 1477.8541),(20 1456.224),(21 1488.5773),(22 1499.2245),(23 1548.0875),(24 1527.8772),(25 1571.3246),(26 1562.8943),(27 1613.8269),(28 1596.0446),(29 1625.5773),(30 1617.6665),(31 1632.6917),(32 1615.4517),(33 1627.2573),(34 1609.5343),(35 1658.3187),(36 1642.9861),(37 1664.6449),(38 1639.479),(39 1683.6532),(40 1668.8169),(41 1691.2946),(42 1654.2573),(43 1667.2045),(44 1676.6478),(45 1661.1858),(46 1684.3053),(47 1646.9176),(48 1651.6243),(49 1627.2769),(50 1676.1863),(51 1633.8237),(52 1643.6014),(53 1632.3038),(54 1644.3099),(55 1639.6212),(56 1645.1598),(57 1623.1475),(58 1619.2684),(59 1622.0679),(60 1644.064),(61 1615.3851),(62 1660.8888),(63 1639.1685),(64 1675.5574),(65 1633.8259),(66 1667.971),(67 1642.4093),(68 1630.9591),(69 1650.6075),(70 1618.2373),(71 1611.3842),(72 1591.4568),(73 1597.1713),(74 1599.333),(75 1619.9503),(76 1585.4469),(77 1587.7308),(78 1588.3248),(79 1605.1752),
(1 977.1958),(2 1229.9576),(3 1297.0208),(4 1315.1814),(5 1307.1489),(6 1339.4692),(7 1343.5146),(8 1359.7295),(9 1347.5695),(10 1394.3542),(11 1370.4186),(12 1431.642),(13 1429.0182),(14 1464.8759),(15 1469.414),(16 1512.4205),(17 1487.0558),(18 1507.5305),(19 1537.6234),(20 1515.5858),(21 1558.0747),(22 1545.843),(23 1588.4606),(24 1560.5652),(25 1594.5527),(26 1596.8936),(27 1642.182),(28 1631.6459),(29 1659.9806),(30 1656.8296),(31 1686.1796),(32 1651.3317),(33 1651.5978),(34 1617.7748),(35 1654.9453),(36 1625.4746),(37 1657.3011),(38 1637.5793),(39 1691.1453),(40 1649.2325),(41 1680.9033),(42 1666.359),(43 1681.3668),(44 1687.8959),(45 1669.1906),(46 1670.6394),(47 1658.4258),(48 1680.3884),(49 1643.6024),(50 1672.4452),(51 1664.8284),(52 1670.6548),(53 1645.6394),(54 1662.945),(55 1655.1597),(56 1674.7269),(57 1662.5001),(58 1671.862),(59 1642.6034),(60 1669.056),(61 1654.5656),(62 1683.7129),(63 1682.8384),(64 1675.4786),(65 1660.7213),(66 1682.1373),(67 1644.2114),(68 1647.5563),(69 1653.2261),(70 1639.7738),(71 1634.2183),(72 1605.0386),(73 1608.6233),(74 1622.1913),(75 1658.435),(76 1639.1356),(77 1658.7839),(78 1641.2362),(79 1639.5472),
(1 981.3942),(2 1197.2468),(3 1280.2186),(4 1305.1584),(5 1317.9094),(6 1344.2697),(7 1340.2739),(8 1350.4988),(9 1348.9945),(10 1404.214),(11 1372.0259),(12 1405.2537),(13 1414.8607),(14 1475.1827),(15 1483.9366),(16 1496.0686),(17 1481.0012),(18 1489.7278),(19 1525.2552),(20 1505.8865),(21 1530.0713),(22 1525.9994),(23 1550.9368),(24 1550.6779),(25 1571.1458),(26 1568.1304),(27 1615.5481),(28 1601.2333),(29 1625.3595),(30 1628.7949),(31 1652.1326),(32 1638.3053),(33 1644.5029),(34 1615.2532),(35 1638.2463),(36 1609.3264),(37 1634.3833),(38 1619.4719),(39 1663.8083),(40 1628.3953),(41 1663.4299),(42 1627.4781),(43 1616.211),(44 1648.7025),(45 1635.8705),(46 1647.1221),(47 1610.8225),(48 1618.8608),(49 1606.2611),(50 1614.0992),(51 1615.5452),(52 1628.7803),(53 1583.3148),(54 1598.6577),(55 1599.2131),(56 1627.4918),(57 1613.1829),(58 1632.621),(59 1603.3313),(60 1630.7168),(61 1622.1039),(62 1630.1641),(63 1630.1254),(64 1646.5303),(65 1615.9603),(66 1648.5508),(67 1607.5654),(68 1608.683),(69 1611.751),(70 1595.228),(71 1617.7913),(72 1591.5222),(73 1598.5092),(74 1581.4276),(75 1612.2743),(76 1589.7986),(77 1605.734),(78 1591.287),(79 1596.6958),
(1 981.4466),(2 1220.8839),(3 1298.0836),(4 1325.314),(5 1330.5778),(6 1358.2623),(7 1347.1143),(8 1353.5527),(9 1364.1558),(10 1396.1886),(11 1373.5713),(12 1415.2567),(13 1415.4521),(14 1458.4037),(15 1454.7137),(16 1487.4904),(17 1482.5591),(18 1488.1464),(19 1536.4149),(20 1530.9193),(21 1574.5599),(22 1561.2418),(23 1600.9434),(24 1595.4595),(25 1624.9803),(26 1636.2838),(27 1668.807),(28 1641.0197),(29 1678.315),(30 1664.5205),(31 1702.9297),(32 1671.2323),(33 1645.8247),(34 1630.4219),(35 1644.3431),(36 1659.0664),(37 1672.9325),(38 1669.1453),(39 1703.1456),(40 1666.0171),(41 1668.7693),(42 1648.5107),(43 1657.4547),(44 1676.8765),(45 1674.517),(46 1668.6039),(47 1633.2775),(48 1629.9697),(49 1610.8157),(50 1628.3677),(51 1625.9962),(52 1638.5342),(53 1603.1288),(54 1627.396),(55 1608.1401),(56 1627.0712),(57 1616.052),(58 1612.4802),(59 1603.6024),(60 1647.3654),(61 1625.3209),(62 1652.1359),(63 1639.6104),(64 1675.8855),(65 1633.5073),(66 1660.4343),(67 1636.5137),(68 1637.6619),(69 1646.6531),(70 1635.2462),(71 1632.5884),(72 1595.4757),(73 1612.4773),(74 1609.7819),(75 1614.1989),(76 1594.9685),(77 1622.5858),(78 1596.3295),(79 1585.6788),
(1 960.8842),(2 1223.1544),(3 1298.5192),(4 1324.979),(5 1320.4153),(6 1351.2316),(7 1331.3076),(8 1342.0049),(9 1337.6981),(10 1363.5935),(11 1355.6204),(12 1385.617),(13 1376.6956),(14 1414.3613),(15 1422.6703),(16 1447.621),(17 1452.8856),(18 1456.5371),(19 1486.1396),(20 1481.772),(21 1499.1592),(22 1487.6655),(23 1520.8035),(24 1516.4913),(25 1545.4122),(26 1546.1127),(27 1588.3744),(28 1559.0432),(29 1596.672),(30 1583.6565),(31 1583.1913),(32 1568.8801),(33 1573.3646),(34 1540.7694),(35 1563.6603),(36 1557.9478),(37 1606.636),(38 1583.1327),(39 1600.2263),(40 1577.3076),(41 1620.1918),(42 1617.8923),(43 1609.8059),(44 1620.9478),(45 1601.5463),(46 1633.34),(47 1614.8778),(48 1607.4512),(49 1586.6447),(50 1608.9758),(51 1598.902),(52 1620.757),(53 1596.1719),(54 1604.9841),(55 1606.5801),(56 1627.5001),(57 1611.4424),(58 1604.1726),(59 1578.9668),(60 1587.3022),(61 1581.2439),(62 1605.3215),(63 1587.9081),(64 1596.783),(65 1584.3171),(66 1622.2764),(67 1596.6698),(68 1598.9539),(69 1609.5037),(70 1590.0536),(71 1587.8258),(72 1564.7168),(73 1578.4237),(74 1555.4816),(75 1578.4912),(76 1558.7693),(77 1571.993),(78 1544.5667),(79 1557.4552),
(1 935.1316),(2 1166.8391),(3 1250.098),(4 1283.7278),(5 1286.7008),(6 1312.7358),(7 1305.7692),(8 1316.7083),(9 1316.6476),(10 1345.984),(11 1327.735),(12 1358.5885),(13 1339.8955),(14 1384.0616),(15 1376.0505),(16 1417.7429),(17 1382.4048),(18 1401.3118),(19 1422.8491),(20 1435.1123),(21 1463.5247),(22 1458.2867),(23 1501.6448),(24 1481.6421),(25 1512.3402),(26 1513.2014),(27 1525.4865),(28 1513.4507),(29 1542.3658),(30 1545.7845),(31 1549.0457),(32 1524.375),(33 1560.8643),(34 1534.415),(35 1560.3976),(36 1549.6233),(37 1584.0607),(38 1566.8779),(39 1597.4781),(40 1560.0465),(41 1574.0837),(42 1559.9108),(43 1563.7797),(44 1604.4285),(45 1586.4622),(46 1603.9854),(47 1562.876),(48 1563.972),(49 1553.2592),(50 1573.3352),(51 1563.0435),(52 1586.3112),(53 1567.9779),(54 1564.5715),(55 1566.7656),(56 1611.4556),(57 1593.5983),(58 1577.4194),(59 1559.5955),(60 1587.1523),(61 1573.2096),(62 1582.289),(63 1581.3794),(64 1582.4117),(65 1574.0764),(66 1575.1881),(67 1552.3395),(68 1550.1884),(69 1571.7162),(70 1567.1393),(71 1564.6735),(72 1545.96),(73 1564.159),(74 1538.5181),(75 1546.3069),(76 1537.7765),(77 1552.8324),(78 1524.6775),(79 1534.3702),
(1 933.0413),(2 1192.5297),(3 1284.4523),(4 1296.5809),(5 1308.5475),(6 1327.0037),(7 1326.6014),(8 1318.234),(9 1320.8676),(10 1353.1625),(11 1346.7053),(12 1375.0769),(13 1376.7977),(14 1438.7965),(15 1428.841),(16 1451.7157),(17 1415.5177),(18 1440.6436),(19 1477.8009),(20 1469.8414),(21 1493.2676),(22 1506.6017),(23 1532.1626),(24 1522.226),(25 1547.7623),(26 1538.6226),(27 1566.8661),(28 1562.6415),(29 1613.9545),(30 1607.0933),(31 1611.6842),(32 1587.3127),(33 1596.2656),(34 1586.8203),(35 1622.2043),(36 1590.0406),(37 1623.864),(38 1625.1947),(39 1655.184),(40 1646.8422),(41 1659.3876),(42 1628.3032),(43 1635.3289),(44 1662.0358),(45 1655.7786),(46 1648.6906),(47 1636.733),(48 1627.1008),(49 1616.121),(50 1627.4374),(51 1604.4951),(52 1603.3535),(53 1600.5391),(54 1636.676),(55 1602.1522),(56 1627.3768),(57 1619.873),(58 1626.1273),(59 1598.4745),(60 1608.4067),(61 1602.6691),(62 1618.479),(63 1608.3883),(64 1611.18),(65 1579.8599),(66 1586.9341),(67 1567.8007),(68 1572.6124),(69 1579.4191),(70 1564.7122),(71 1580.4017),(72 1539.4817),(73 1539.8125),(74 1535.5201),(75 1541.2269),(76 1529.3195),(77 1550.617),(78 1522.6493),(79 1517.0662),
(1 921.8702),(2 1167.8689),(3 1231.9406),(4 1283.9216),(5 1279.4564),(6 1290.4918),(7 1285.805),(8 1285.4663),(9 1279.7844),(10 1316.8011),(11 1315.8159),(12 1363.5725),(13 1353.17),(14 1413.4115),(15 1397.1135),(16 1410.763),(17 1401.198),(18 1406.1456),(19 1458.7211),(20 1437.288),(21 1473.8081),(22 1470.9642),(23 1497.79),(24 1497.9124),(25 1535.422),(26 1538.3882),(27 1573.4758),(28 1555.265),(29 1574.9039),(30 1559.3663),(31 1569.7959),(32 1555.6823),(33 1579.8834),(34 1557.469),(35 1580.3424),(36 1548.1694),(37 1594.4851),(38 1568.0907),(39 1615.9736),(40 1610.9357),(41 1615.6089),(42 1591.1589),(43 1597.3766),(44 1627.7605),(45 1591.2566),(46 1603.1719),(47 1592.351),(48 1581.9329),(49 1561.7548),(50 1583.9563),(51 1556.3271),(52 1580.3501),(53 1544.15),(54 1566.4579),(55 1546.1118),(56 1573.991),(57 1559.8105),(58 1557.242),(59 1539.4578),(60 1544.3767),(61 1533.7334),(62 1549.6188),(63 1550.5371),(64 1571.7655),(65 1544.3135),(66 1593.2521),(67 1572.8464),(68 1596.1151),(69 1580.3188),(70 1559.7438),(71 1554.4989),(72 1536.8163),(73 1556.2202),(74 1544.7004),(75 1544.7867),(76 1519.3489),(77 1527.2904),(78 1490.1906),(79 1508.4341),
(1 954.6778),(2 1225.5325),(3 1284.5396),(4 1333.7051),(5 1306.4785),(6 1312.6439),(7 1273.4718),(8 1286.1149),(9 1290.3954),(10 1311.8602),(11 1299.497),(12 1356.9119),(13 1373.6416),(14 1431.5989),(15 1407.1716),(16 1436.4884),(17 1415.4696),(18 1446.9066),(19 1497.751),(20 1485.7123),(21 1503.8931),(22 1503.6649),(23 1526.0835),(24 1524.7455),(25 1552.337),(26 1550.5763),(27 1577.581),(28 1566.8473),(29 1609.297),(30 1598.0603),(31 1609.8995),(32 1597.5854),(33 1609.8553),(34 1586.7177),(35 1585.7917),(36 1576.8871),(37 1626.1332),(38 1621.2104),(39 1644.6987),(40 1635.5367),(41 1651.6467),(42 1605.0681),(43 1605.8418),(44 1625.3364),(45 1615.0287),(46 1633.352),(47 1616.0986),(48 1615.6039),(49 1596.6814),(50 1603.1748),(51 1572.7827),(52 1589.4337),(53 1573.123),(54 1595.8097),(55 1584.1653),(56 1619.4277),(57 1589.4966),(58 1595.6244),(59 1569.6993),(60 1600.6077),(61 1573.546),(62 1584.8936),(63 1568.9105),(64 1597.3513),(65 1567.4797),(66 1602.5195),(67 1567.8925),(68 1551.5966),(69 1549.2474),(70 1542.0255),(71 1541.0607),(72 1521.2217),(73 1519.8196),(74 1528.4792),(75 1550.7875),(76 1513.2805),(77 1503.0049),(78 1493.6644),(79 1519.5101),
(1 925.44666),(2 1180.5035),(3 1241.978),(4 1286.3436),(5 1274.703),(6 1288.2048),(7 1257.2717),(8 1267.1931),(9 1258.3624),(10 1313.2942),(11 1291.9414),(12 1317.3673),(13 1323.5514),(14 1346.776),(15 1353.7672),(16 1385.8944),(17 1369.3584),(18 1393.9246),(19 1425.9508),(20 1416.8363),(21 1446.1674),(22 1445.1019),(23 1479.2255),(24 1466.0591),(25 1511.898),(26 1501.5217),(27 1510.7297),(28 1509.5785),(29 1542.7114),(30 1517.2941),(31 1530.3362),(32 1525.7178),(33 1549.3254),(34 1533.6646),(35 1538.5049),(36 1530.0122),(37 1573.8782),(38 1564.1914),(39 1576.0516),(40 1559.9171),(41 1588.6373),(42 1559.148),(43 1563.1091),(44 1579.1545),(45 1560.6129),(46 1566.7207),(47 1563.3069),(48 1575.081),(49 1557.1217),(50 1556.9668),(51 1539.1727),(52 1536.9562),(53 1523.324),(54 1527.1448),(55 1530.3776),(56 1558.891),(57 1522.0516),(58 1504.7054),(59 1498.9836),(60 1513.8793),(61 1502.9413),(62 1519.8505),(63 1529.1373),(64 1554.8479),(65 1526.7555),(66 1538.7863),(67 1528.0177),(68 1525.4882),(69 1542.4705),(70 1533.5723),(71 1526.5803),(72 1496.6218),(73 1513.9669),(74 1504.7648),(75 1512.1083),(76 1475.2515),(77 1486.3344),(78 1461.6853),(79 1477.3013),
(1 901.1853),(2 1140.9015),(3 1211.5173),(4 1243.0887),(5 1213.8175),(6 1249.6888),(7 1229.0432),(8 1252.0892),(9 1245.9663),(10 1272.3284),(11 1254.1288),(12 1309.0634),(13 1305.9724),(14 1344.736),(15 1335.6185),(16 1376.078),(17 1365.7588),(18 1381.309),(19 1409.0616),(20 1398.5254),(21 1417.37),(22 1411.475),(23 1443.7108),(24 1440.9736),(25 1465.2772),(26 1467.185),(27 1480.1576),(28 1459.3464),(29 1480.1115),(30 1508.3391),(31 1515.625),(32 1502.0498),(33 1504.9982),(34 1476.771),(35 1487.0735),(36 1469.747),(37 1498.8076),(38 1488.7756),(39 1524.9817),(40 1516.9905),(41 1535.0063),(42 1512.7273),(43 1519.4774),(44 1525.022),(45 1525.5573),(46 1520.1418),(47 1499.8094),(48 1501.8033),(49 1502.8922),(50 1523.7422),(51 1507.225),(52 1495.792),(53 1482.29),(54 1496.3715),(55 1492.3274),(56 1496.0306),(57 1489.3441),(58 1500.3203),(59 1473.4911),(60 1485.4053),(61 1469.9098),(62 1485.0466),(63 1493.2821),(64 1506.2157),(65 1477.3359),(66 1492.9741),(67 1459.5883),(68 1458.0011),(69 1457.2906),(70 1445.8297),(71 1457.147),(72 1437.7479),(73 1442.3134),(74 1421.7798),(75 1444.6686),(76 1437.0208),(77 1451.8357),(78 1422.9381),(79 1427.0516),
(1 920.5873),(2 1160.3147),(3 1228.496),(4 1274.9843),(5 1256.4075),(6 1290.3707),(7 1272.0609),(8 1267.9092),(9 1259.042),(10 1264.6035),(11 1258.3903),(12 1333.9197),(13 1319.7988),(14 1359.7865),(15 1357.4053),(16 1399.5227),(17 1382.1962),(18 1395.626),(19 1411.5541),(20 1403.8324),(21 1414.4626),(22 1421.5508),(23 1444.7115),(24 1438.3926),(25 1466.2314),(26 1465.8756),(27 1487.771),(28 1469.856),(29 1515.5846),(30 1511.793),(31 1508.0138),(32 1504.2314),(33 1510.9484),(34 1479.7318),(35 1509.2133),(36 1476.217),(37 1499.5494),(38 1486.0785),(39 1511.586),(40 1497.4655),(41 1519.5964),(42 1494.2692),(43 1483.2241),(44 1496.5715),(45 1495.1771),(46 1503.1671),(47 1477.5099),(48 1498.8477),(49 1502.4174),(50 1512.9042),(51 1499.2391),(52 1496.0533),(53 1472.7815),(54 1498.907),(55 1488.0553),(56 1510.7748),(57 1486.0071),(58 1497.516),(59 1469.7617),(60 1496.8269),(61 1490.8434),(62 1520.7449),(63 1504.6929),(64 1513.8693),(65 1495.1003),(66 1522.1866),(67 1497.2699),(68 1497.0957),(69 1490.6819),(70 1483.8561),(71 1490.5421),(72 1478.2961),(73 1489.9624),(74 1480.1902),(75 1499.3262),(76 1498.5111),(77 1499.2662),(78 1484.5087),(79 1480.8969),
(1 893.65796),(2 1124.1565),(3 1185.294),(4 1214.8064),(5 1225.7645),(6 1236.6008),(7 1224.1191),(8 1210.1603),(9 1205.1421),(10 1231.2096),(11 1231.3604),(12 1273.5261),(13 1268.2877),(14 1330.927),(15 1308.5522),(16 1335.9338),(17 1327.025),(18 1342.51),(19 1364.3706),(20 1357.1427),(21 1383.8489),(22 1374.1342),(23 1384.4382),(24 1388.1438),(25 1415.2157),(26 1401.657),(27 1424.8118),(28 1422.1444),(29 1466.0573),(30 1449.3319),(31 1470.1481),(32 1454.2544),(33 1446.3922),(34 1436.634),(35 1452.4263),(36 1436.1531),(37 1482.0507),(38 1467.754),(39 1495.3839),(40 1474.13),(41 1497.9113),(42 1460.9824),(43 1456.5911),(44 1476.6432),(45 1466.59),(46 1480.329),(47 1461.0326),(48 1464.618),(49 1438.5615),(50 1450.8489),(51 1432.1846),(52 1420.4026),(53 1389.2494),(54 1417.1422),(55 1414.8757),(56 1450.7073),(57 1427.4515),(58 1441.9519),(59 1422.2888),(60 1427.488),(61 1427.3722),(62 1455.593),(63 1439.6989),(64 1459.8715),(65 1448.9078),(66 1481.2026),(67 1458.6078),(68 1445.2085),(69 1444.2283),(70 1443.162),(71 1459.5316),(72 1447.8435),(73 1456.5168),(74 1452.9208),(75 1465.4568),(76 1453.0906),(77 1467.5099),(78 1438.7687),(79 1449.9452),
(1 887.95294),(2 1112.0822),(3 1186.5111),(4 1212.5739),(5 1193.7664),(6 1206.1698),(7 1201.6724),(8 1210.2549),(9 1196.9377),(10 1206.5651),(11 1204.8013),(12 1239.9546),(13 1232.4844),(14 1299.2495),(15 1279.9796),(16 1302.602),(17 1298.3962),(18 1313.0292),(19 1338.9788),(20 1332.8204),(21 1351.5039),(22 1351.0072),(23 1368.9805),(24 1377.2633),(25 1409.3821),(26 1393.0955),(27 1407.8978),(28 1403.7493),(29 1443.467),(30 1448.4236),(31 1479.8423),(32 1462.2109),(33 1458.9156),(34 1442.3805),(35 1467.0338),(36 1454.1377),(37 1500.2504),(38 1493.2201),(39 1524.9502),(40 1491.9365),(41 1516.6942),(42 1503.4832),(43 1493.2747),(44 1511.5398),(45 1494.5743),(46 1494.9865),(47 1476.5781),(48 1490.9219),(49 1479.1583),(50 1485.8746),(51 1448.1378),(52 1483.2538),(53 1455.1606),(54 1468.7046),(55 1439.8055),(56 1472.8817),(57 1432.6315),(58 1446.0786),(59 1430.9749),(60 1440.9999),(61 1430.5946),(62 1456.1377),(63 1442.974),(64 1450.2904),(65 1442.2837),(66 1476.9025),(67 1462.386),(68 1447.5287),(69 1456.311),(70 1436.818),(71 1434.2938),(72 1425.3917),(73 1438.8026),(74 1420.3125),(75 1427.3607),(76 1416.9856),(77 1429.655),(78 1424.686),(79 1436.556),
(1 855.38696),(2 1062.16),(3 1117.0831),(4 1157.7189),(5 1143.7069),(6 1171.5366),(7 1162.1316),(8 1171.1407),(9 1166.9982),(10 1189.8778),(11 1180.462),(12 1226.1349),(13 1231.8116),(14 1269.6476),(15 1246.0789),(16 1273.0706),(17 1259.2091),(18 1285.8533),(19 1330.4023),(20 1326.2097),(21 1332.6948),(22 1338.2389),(23 1354.3533),(24 1362.3209),(25 1398.5292),(26 1395.5411),(27 1417.2183),(28 1412.4515),(29 1426.7495),(30 1410.6569),(31 1428.999),(32 1407.6068),(33 1422.5138),(34 1393.7052),(35 1404.5231),(36 1393.0059),(37 1439.1741),(38 1436.2124),(39 1467.8552),(40 1441.1603),(41 1475.1616),(42 1450.221),(43 1460.4194),(44 1458.4518),(45 1437.2335),(46 1468.7062),(47 1444.844),(48 1453.7579),(49 1426.0345),(50 1440.6545),(51 1425.0991),(52 1440.001),(53 1422.8752),(54 1427.1089),(55 1419.3661),(56 1453.0741),(57 1411.2765),(58 1402.2625),(59 1388.7058),(60 1395.0557),(61 1379.4084),(62 1388.4695),(63 1380.6013),(64 1403.042),(65 1385.4197),(66 1399.1272),(67 1378.5923),(68 1371.9515),(69 1382.761),(70 1361.0336),(71 1358.4249),(72 1351.4556),(73 1364.3384),(74 1363.9684),(75 1371.6624),(76 1356.0583),(77 1370.8275),(78 1365.63),(79 1368.3402),
(1 872.9105),(2 1081.2914),(3 1140.1877),(4 1176.2675),(5 1161.324),(6 1189.8207),(7 1177.568),(8 1162.0205),(9 1162.3606),(10 1194.7644),(11 1191.5609),(12 1237.133),(13 1242.5638),(14 1290.3348),(15 1265.2864),(16 1288.7751),(17 1276.984),(18 1304.3754),(19 1341.4917),(20 1340.8223),(21 1340.5784),(22 1346.8436),(23 1363.0979),(24 1355.992),(25 1386.7466),(26 1386.7025),(27 1410.4884),(28 1403.4966),(29 1432.0785),(30 1435.5667),(31 1448.9615),(32 1422.9656),(33 1447.0107),(34 1429.3472),(35 1441.5682),(36 1437.4893),(37 1466.0223),(38 1448.0623),(39 1469.265),(40 1453.3651),(41 1464.9658),(42 1443.7021),(43 1458.9028),(44 1451.2267),(45 1434.5143),(46 1440.5612),(47 1414.3881),(48 1416.1819),(49 1412.3864),(50 1420.7347),(51 1410.6158),(52 1411.2501),(53 1398.0613),(54 1390.8873),(55 1385.9913),(56 1407.6067),(57 1389.1106),(58 1393.4973),(59 1383.7548),(60 1400.458),(61 1392.2072),(62 1405.3604),(63 1402.3134),(64 1423.3599),(65 1407.1461),(66 1425.1237),(67 1401.9617),(68 1411.2063),(69 1420.6277),(70 1404.686),(71 1401.8551),(72 1402.9221),(73 1408.07),(74 1388.5272),(75 1400.7588),(76 1377.8987),(77 1379.0436),(78 1365.132),(79 1379.2241),
(1 861.37726),(2 1096.6326),(3 1159.8872),(4 1206.388),(5 1191.5314),(6 1205.0211),(7 1184.3234),(8 1178.4497),(9 1171.267),(10 1193.7517),(11 1176.2941),(12 1226.5519),(13 1239.4249),(14 1278.9966),(15 1258.7864),(16 1282.5073),(17 1293.1847),(18 1312.5018),(19 1351.3107),(20 1341.5609),(21 1349.447),(22 1358.5208),(23 1383.4093),(24 1387.667),(25 1426.1332),(26 1419.4504),(27 1435.5009),(28 1426.6239),(29 1457.5658),(30 1450.6887),(31 1460.4915),(32 1456.7281),(33 1468.8884),(34 1439.2191),(35 1449.6486),(36 1426.5426),(37 1453.8146),(38 1444.0865),(39 1474.3585),(40 1465.6329),(41 1486.0714),(42 1463.6531),(43 1451.5422),(44 1452.2063),(45 1439.5555),(46 1453.7965),(47 1420.1117),(48 1429.129),(49 1429.7632),(50 1456.1393),(51 1446.2977),(52 1443.6602),(53 1437.1515),(54 1456.3391),(55 1445.3281),(56 1459.9243),(57 1435.9895),(58 1449.0164),(59 1414.0708),(60 1419.7533),(61 1433.4438),(62 1434.5187),(63 1418.2811),(64 1420.6652),(65 1407.3091),(66 1414.73),(67 1396.0271),(68 1400.3077),(69 1422.5802),(70 1400.6812),(71 1403.4275),(72 1371.5778),(73 1374.742),(74 1381.2365),(75 1400.5455),(76 1370.6892),(77 1382.9973),(78 1359.7609),(79 1342.7577),
