1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23663.164),(2 59200.992),(3 86293.17),(4 103847.086),(5 113504.57),(6 119195.234),(7 121115.92),(8 124256.81),(9 128736.81),(10 133758.48),(11 136053.1),(12 138936.52),(13 140318.88),(14 141954.33),(15 141833.3),(16 143840.8),(17 144968.33),(18 146142.73),(19 147959.23),(20 150017.73),(21 153010.58),(22 155507.69),(23 157640.69),(24 159353.45),(25 162194.13),(26 164702.3),(27 166872.77),(28 167307.45),(29 167345.9),(30 165858.47),(31 165913.56),(32 165433.02),(33 168004.1),(34 169394.34),(35 172996.69),(36 173572.08),(37 174788.36),(38 173917.56),(39 172998.84),(40 172360.73),(41 171928.03),(42 171232.53),(43 170825.17),(44 170269.19),(45 168594.1),(46 167542.47),(47 166858.2),(48 168423.17),(49 170484.81),(50 172133),(51 171274.17),(52 168106.7),(53 164585.6),(54 162428.77),(55 160357.69),(56 160500.36),(57 160775.48),(58 160720.39),(59 159733.8),(60 159000.56),(61 157946.39),(62 157704.25),(63 157051.72),(64 156126.5),(65 154354.53),(66 156619.9),(67 158648.38),(68 160520.72),(69 161723.67),(70 162571.34),(71 163570.47),(72 163725.3),(73 164073.5),(74 164271.33),(75 166062.33),(76 165927.63),(77 166293.47),(78 166612.19),(79 167501),
(1 24820.678),(2 62794.523),(3 91033.91),(4 109364.24),(5 119555.305),(6 126945.86),(7 129371),(8 132720.7),(9 134415.45),(10 136061.42),(11 137844.95),(12 142048.58),(13 144837.28),(14 147253.4),(15 148900.72),(16 153299.69),(17 155093.7),(18 156542.53),(19 158127.66),(20 160218.25),(21 162957.45),(22 164123.77),(23 165322.97),(24 163406.34),(25 160992.6),(26 159091.61),(27 159694.47),(28 159959.08),(29 161585.86),(30 162730.64),(31 164781.88),(32 164524.39),(33 166246.6),(34 166709.33),(35 168234.5),(36 169834.34),(37 170277.4),(38 169456.9),(39 168594),(40 166651.34),(41 165351.73),(42 163377.34),(43 162996.33),(44 163651.39),(45 164978.3),(46 166813.2),(47 168219.44),(48 170100.34),(49 171712.25),(50 173554.25),(51 172834.11),(52 171252.55),(53 170201.48),(54 170576.61),(55 168727.13),(56 165964.02),(57 164856.48),(58 165645.89),(59 164696.22),(60 162801.48),(61 159959.13),(62 159828.84),(63 159798.9),(64 161286.77),(65 160532.03),(66 161280.39),(67 161758.77),(68 162798.05),(69 162914.33),(70 162198.22),(71 161785.45),(72 161438.95),(73 161322.63),(74 159713.55),(75 157867.44),(76 157669.95),(77 157779.14),(78 156794.61),(79 156759.77),
(1 24763.422),(2 63525.273),(3 92000.28),(4 109236.22),(5 117827.66),(6 122544.89),(7 124923.66),(8 128555.97),(9 132119.38),(10 135724.58),(11 138863.7),(12 142075.81),(13 142773.1),(14 142499.89),(15 141465.73),(16 144716.4),(17 147228.1),(18 148644.28),(19 149213.31),(20 148182.88),(21 147734.02),(22 146986.06),(23 146059.05),(24 146511.84),(25 148183.77),(26 149244.19),(27 149856.6),(28 148616.77),(29 149569.19),(30 151825.45),(31 153746.56),(32 154041.16),(33 155301),(34 155904.9),(35 156767.77),(36 156789.23),(37 156020.52),(38 153632.7),(39 151949.69),(40 151746.84),(41 152373.97),(42 152026.81),(43 151288.83),(44 151229.92),(45 151616.6),(46 153539.95),(47 154309.33),(48 155560.64),(49 158022.58),(50 159385.19),(51 157383.45),(52 155285.42),(53 154659.88),(54 156114.23),(55 155837.11),(56 155230.3),(57 154277.28),(58 154831.78),(59 155315.25),(60 156145.84),(61 155931.4),(62 157617),(63 159677.53),(64 162583.27),(65 162701.92),(66 161736.03),(67 160731.92),(68 160818.16),(69 159813.13),(70 158308),(71 158072.89),(72 157445.83),(73 157731.33),(74 156292.11),(75 155187.2),(76 153441.16),(77 152323.4),(78 151942.94),(79 153723.69),
(1 23816.99),(2 59644.066),(3 85558.53),(4 102152.76),(5 111471.69),(6 116759.82),(7 121049.445),(8 125819.31),(9 129185.78),(10 133280.61),(11 136709.84),(12 140312.83),(13 141489.64),(14 142655.98),(15 142594.95),(16 143403.78),(17 143207.58),(18 144521.22),(19 147155.89),(20 146967.05),(21 145136.78),(22 142066.58),(23 141493.45),(24 141971.06),(25 143593.17),(26 144211.38),(27 144505.28),(28 143598.3),(29 143796.38),(30 144725.98),(31 145570.98),(32 146709.75),(33 149372.4),(34 151606.95),(35 153592.11),(36 154282.02),(37 155474.17),(38 156050.23),(39 157226.23),(40 156022.47),(41 156114.84),(42 154449.23),(43 152119.92),(44 152528.23),(45 155295.89),(46 158600),(47 159885.86),(48 160812.14),(49 161268.11),(50 163576.13),(51 164882.81),(52 163992.98),(53 161672.58),(54 161310.02),(55 160607.81),(56 159407.33),(57 156894.33),(58 157008.84),(59 157687.28),(60 157866.33),(61 156719.48),(62 155400.27),(63 156065.72),(64 157938.52),(65 156753.23),(66 156036.78),(67 153385.3),(68 151645.2),(69 150824.42),(70 150843.72),(71 152805.75),(72 152530.61),(73 153358.64),(74 152597.9),(75 152886.47),(76 152890.55),(77 154087.75),(78 154222.98),(79 154379.9),
(1 23438.375),(2 58471.39),(3 83267.766),(4 99234.4),(5 107865.19),(6 114017.59),(7 115465.26),(8 119144.71),(9 122627.68),(10 125879.03),(11 127196.56),(12 127532.91),(13 127093.86),(14 127835.984),(15 127044.586),(16 127746.73),(17 127353.09),(18 128975.54),(19 131228.98),(20 131830.9),(21 131834.3),(22 131525.28),(23 131592.81),(24 131205.23),(25 132841.56),(26 134533.38),(27 135712.25),(28 135972.52),(29 137392.13),(30 137475.83),(31 138077.61),(32 138621.1),(33 140625.44),(34 141695.03),(35 141898.5),(36 140392.1),(37 140542.69),(38 141958.8),(39 144429.8),(40 145274.28),(41 147173.27),(42 147439.8),(43 147923.86),(44 148508.61),(45 148589.55),(46 149898.6),(47 149805),(48 149721.78),(49 148254.8),(50 148854.97),(51 148798.58),(52 149263.67),(53 149664.92),(54 150546.23),(55 150943.47),(56 151910.9),(57 151294.05),(58 150319.72),(59 150231.88),(60 150980.02),(61 149904.75),(62 149232.77),(63 149553.98),(64 150936.27),(65 150480.2),(66 151568.2),(67 150687.27),(68 149228.47),(69 148368.73),(70 149300.23),(71 149913.77),(72 149122.33),(73 149320.31),(74 148033.08),(75 148879.11),(76 148543.8),(77 147717.92),(78 147406.5),(79 148387.31),
(1 23483.076),(2 58678.223),(3 84638.55),(4 100745.15),(5 108531.9),(6 112816.73),(7 114884.55),(8 118135.055),(9 122069.664),(10 125037.97),(11 126063.48),(12 125261.42),(13 124758.29),(14 125538.664),(15 125586.36),(16 128690.17),(17 130385.16),(18 133758.9),(19 137981.83),(20 140162.5),(21 138905.36),(22 136445.38),(23 136216.77),(24 136652.08),(25 138836.75),(26 139456.6),(27 139721.23),(28 139465.9),(29 141679.2),(30 142914.58),(31 144686.3),(32 145510.73),(33 147814.72),(34 149491.36),(35 149687.9),(36 149436.31),(37 149586.55),(38 148677.28),(39 150368.97),(40 150789.77),(41 152102.16),(42 151523.63),(43 151311.08),(44 151034.61),(45 150120.47),(46 149951.47),(47 149493.53),(48 149575.05),(49 149326.11),(50 150458.69),(51 151045.3),(52 152073.02),(53 151997.19),(54 151304.06),(55 149397.11),(56 149499.27),(57 149043.08),(58 150042.19),(59 150454.2),(60 151723.5),(61 151386.98),(62 150645.4),(63 149872.06),(64 149790.5),(65 149141.1),(66 150555.75),(67 150397.97),(68 149850.72),(69 148603.22),(70 146969.28),(71 147225.69),(72 148746.1),(73 151292.84),(74 151296.55),(75 152051.34),(76 151102.11),(77 150619.69),(78 149756.86),(79 149455.86),
(1 22396.758),(2 55691.113),(3 80811.55),(4 96669.92),(5 105571.26),(6 112890.484),(7 117156.21),(8 121255.38),(9 124581.586),(10 126642.734),(11 126932.12),(12 127750.43),(13 127345.164),(14 126844.62),(15 125363.67),(16 124713.8),(17 123371.93),(18 125047.38),(19 126994.62),(20 127148.734),(21 126893.984),(22 125797.04),(23 125485.984),(24 125390.96),(25 125280.55),(26 124609.08),(27 125140.49),(28 125034.445),(29 126188.48),(30 126561.484),(31 128247.23),(32 129422.99),(33 131223.61),(34 131032.34),(35 131256.17),(36 129703.57),(37 130212.69),(38 131421.73),(39 133171.55),(40 132782.05),(41 132609.92),(42 131582.22),(43 130866.94),(44 132022.69),(45 132149.78),(46 133379.52),(47 135272.38),(48 137070.48),(49 137528.27),(50 138650.1),(51 139508.4),(52 141385.83),(53 141422.92),(54 142655.9),(55 141080.31),(56 140685.77),(57 139647.98),(58 139576.08),(59 140599.36),(60 142255.34),(61 141984.52),(62 140697.95),(63 138717.47),(64 138265.64),(65 137557.64),(66 137843.03),(67 137537.4),(68 138206.34),(69 139164.75),(70 139807.28),(71 141795.16),(72 143664.89),(73 144959.28),(74 145447.56),(75 146972.2),(76 147271.17),(77 148001.44),(78 146666.42),(79 145657.13),
(1 21794.83),(2 54275.164),(3 75381.92),(4 87352.414),(5 95360.516),(6 101960.52),(7 105906.32),(8 109242.49),(9 110679.47),(10 111959.9),(11 112310.48),(12 112828.25),(13 113723.8),(14 116395.41),(15 115727.21),(16 117048.06),(17 118574.19),(18 120014.19),(19 122051.266),(20 122261.23),(21 121939.21),(22 121076.68),(23 121956.63),(24 122481.95),(25 123903.08),(26 123892.58),(27 123231.18),(28 123114.836),(29 124024.516),(30 124417.78),(31 126036.69),(32 125569.01),(33 126541.78),(34 126688.375),(35 126125.21),(36 124706.03),(37 123579.984),(38 122781.01),(39 123295.76),(40 123483.336),(41 125419.97),(42 124199.125),(43 124549.54),(44 125683.695),(45 125745.06),(46 126150.375),(47 126058.85),(48 125557.71),(49 124419.586),(50 123633.78),(51 124386.33),(52 125684.85),(53 125289.51),(54 126096.75),(55 125221.59),(56 125830.05),(57 127025.84),(58 129053.914),(59 130252.805),(60 131040.055),(61 130062.91),(62 129782.5),(63 130159.95),(64 131550.88),(65 130928.39),(66 130774.16),(67 129335.625),(68 129871.3),(69 130443.59),(70 131458.84),(71 133430.5),(72 134163.28),(73 134826.66),(74 134391.78),(75 135715.28),(76 135406.05),(77 136180.69),(78 135137.73),(79 135974.28),
(1 22113.348),(2 53724.254),(3 76077.94),(4 91135.15),(5 99564.33),(6 106171.92),(7 110694.88),(8 114001.984),(9 115344.59),(10 116879.125),(11 117365.68),(12 118024.94),(13 117545.97),(14 118096.016),(15 118309.305),(16 120971.55),(17 122260),(18 124026.73),(19 125381.24),(20 126157.15),(21 127129.85),(22 126950.18),(23 128289.33),(24 129441.49),(25 130553.734),(26 130815.88),(27 132141.5),(28 133391.58),(29 134054.6),(30 133829.34),(31 134783.72),(32 135058.22),(33 136101.61),(34 137059.28),(35 137430.66),(36 136950.44),(37 137165.05),(38 136690.86),(39 136795.11),(40 132791.38),(41 132698),(42 131857.39),(43 131742.19),(44 131505.98),(45 130581.85),(46 130091.586),(47 129390.06),(48 130012.59),(49 129940.69),(50 130976.12),(51 130872.914),(52 131432.86),(53 131562.25),(54 132579.36),(55 131729.34),(56 131273.31),(57 130540.39),(58 131268.11),(59 132095.19),(60 133302.69),(61 132691.1),(62 132809.39),(63 131775.95),(64 131798.14),(65 130149.43),(66 130520.79),(67 129500.836),(68 129883.94),(69 130482.77),(70 132260.14),(71 134643.3),(72 134571.45),(73 135449.56),(74 137247.44),(75 138751.63),(76 138330.83),(77 138880.95),(78 138377.7),(79 136552.28),
(1 21418.904),(2 52472.723),(3 74129.38),(4 87625.54),(5 94998.26),(6 100327.98),(7 103295.16),(8 106312.766),(9 108103.57),(10 109738.22),(11 109222.875),(12 108942.02),(13 110267.164),(14 113248.55),(15 114500.54),(16 115965.3),(17 115410.31),(18 116099.03),(19 118667.32),(20 121012.77),(21 122481.86),(22 122461.32),(23 124267.11),(24 125576.445),(25 125476.21),(26 123761.2),(27 123068.55),(28 125106.734),(29 126887.305),(30 127241.75),(31 128970.7),(32 129813.96),(33 130229.22),(34 129140.77),(35 127991.07),(36 127365.53),(37 127974.12),(38 127578.81),(39 127173.92),(40 125595.945),(41 127644.7),(42 128334.6),(43 128969.83),(44 128651.086),(45 127774.734),(46 127419.22),(47 127594.1),(48 128011.71),(49 127969.94),(50 128117.82),(51 127966.18),(52 128555.06),(53 129450.51),(54 129891.75),(55 129396),(56 129563.22),(57 129432.35),(58 130011.3),(59 130264.74),(60 130215.36),(61 128353.54),(62 126163.62),(63 123823.58),(64 122509.516),(65 120946.94),(66 122264.195),(67 122396.89),(68 122724.37),(69 123787.26),(70 124696.13),(71 126792.234),(72 128154.66),(73 129735.375),(74 129391.02),(75 128883.02),(76 128604.56),(77 129464.26),(78 128464.42),(79 127893.63),
(1 21127.463),(2 50890.754),(3 70418.82),(4 83732.39),(5 90175.32),(6 93688.19),(7 96503.805),(8 99333.914),(9 100529.8),(10 102641.95),(11 103950.42),(12 105999.516),(13 106117.58),(14 107935.62),(15 109005.92),(16 110688.26),(17 110843.34),(18 112756.24),(19 116109.266),(20 117467.664),(21 118820.49),(22 118680.3),(23 118914.945),(24 119460.98),(25 120366.91),(26 119890.38),(27 120638.89),(28 120330.82),(29 120600.195),(30 120836.26),(31 121743.914),(32 121463.164),(33 121591.83),(34 120511.734),(35 120153.09),(36 119488.3),(37 120205.66),(38 120387.41),(39 119847.305),(40 118844.14),(41 118657.086),(42 118478.5),(43 119152.37),(44 120574.055),(45 119588.8),(46 119255.42),(47 118750.164),(48 119472.07),(49 118333.98),(50 118051.66),(51 118321.87),(52 120218.89),(53 120052.734),(54 120465.27),(55 118949.79),(56 118357.2),(57 117456.65),(58 118433.54),(59 118630.14),(60 119167.04),(61 118343.58),(62 117385.17),(63 116533.02),(64 116451.61),(65 116720.555),(66 118085.41),(67 117965.95),(68 119010.92),(69 121211.04),(70 121477.77),(71 122493.984),(72 121600.75),(73 120544.805),(74 118841.95),(75 118522.35),(76 118164.05),(77 119643.81),(78 120368.34),(79 121256.21),
(1 21565.158),(2 51280.98),(3 70801.1),(4 82287.81),(5 87021.53),(6 89007.914),(7 90169.336),(8 92866.62),(9 94883.58),(10 98182.81),(11 99043.75),(12 99928.586),(13 101810.7),(14 105725.17),(15 107411.34),(16 110171.72),(17 109848.484),(18 111274.9),(19 112606.44),(20 112307.65),(21 111993.21),(22 112236.04),(23 114155.46),(24 114662.62),(25 116754.15),(26 118123.336),(27 119388.98),(28 119964.375),(29 121389.49),(30 121537.12),(31 121163.26),(32 118839.23),(33 118170.58),(34 118188.734),(35 118500.15),(36 119241.85),(37 120453.66),(38 119740.11),(39 119267.26),(40 118156.11),(41 117717.64),(42 117779.2),(43 119152.9),(44 120103.695),(45 119506.51),(46 118374.87),(47 117105.836),(48 116121.1),(49 115072.99),(50 115205.15),(51 114761.06),(52 115490.695),(53 115269.07),(54 115690.85),(55 115561.305),(56 115187.47),(57 114373.53),(58 116032.33),(59 117758.27),(60 119550.45),(61 119493.97),(62 119904.69),(63 118926.77),(64 118960.99),(65 117361.89),(66 118627.86),(67 119421.766),(68 120550.016),(69 122981.586),(70 123470.375),(71 123977.96),(72 123569.42),(73 124239.086),(74 124272.69),(75 125266.07),(76 124948.9),(77 125275.24),(78 125099.695),(79 125509.71),
(1 20286.695),(2 48834.992),(3 67233.734),(4 79097.805),(5 84630.75),(6 88211.49),(7 89750.52),(8 92835.4),(9 94886.11),(10 95932.96),(11 96436.1),(12 98701.266),(13 102109.766),(14 106134.21),(15 107921.734),(16 110175.27),(17 111498.805),(18 112950.53),(19 112979.836),(20 111635.44),(21 110733.15),(22 110979.18),(23 112638.42),(24 112938.46),(25 113320.85),(26 114405.734),(27 116629.4),(28 117738.56),(29 118567.27),(30 118519.016),(31 118509.15),(32 116250.69),(33 114544.45),(34 112501.97),(35 110542.04),(36 108742.6),(37 109640),(38 109880.11),(39 109906.26),(40 109185.1),(41 110983.65),(42 111977.58),(43 113646.29),(44 114719.9),(45 114069.31),(46 112837.42),(47 110853.24),(48 111118.23),(49 110984.51),(50 111347.44),(51 110206.03),(52 110335.945),(53 110594.06),(54 111348.08),(55 110989.38),(56 111074.25),(57 111195.664),(58 111486.89),(59 110774.234),(60 111299.05),(61 110894.24),(62 110070.805),(63 108810.36),(64 109456.555),(65 108425.38),(66 108674.75),(67 108809.336),(68 108520.086),(69 108393.46),(70 107123.66),(71 107804.63),(72 109436.09),(73 111591.99),(74 111759.734),(75 112516.805),(76 112932.81),(77 113022.86),(78 111412.86),(79 111837.05),
(1 21207.715),(2 50787.594),(3 68992.41),(4 79347.31),(5 85463.15),(6 89344.14),(7 90508.58),(8 92046.58),(9 93454.55),(10 94996.555),(11 96283.555),(12 98729.15),(13 101013.164),(14 103305.12),(15 104908.2),(16 107334.89),(17 107808.2),(18 108534.88),(19 108857.64),(20 107150.766),(21 107933.6),(22 108739.21),(23 110173.65),(24 108210.24),(25 107421.875),(26 108442.555),(27 110634.15),(28 110666.664),(29 111957.06),(30 112854.445),(31 114140.3),(32 113672.01),(33 111956.914),(34 110064.65),(35 108758.31),(36 108175.37),(37 108127.73),(38 107728.55),(39 108123.6),(40 107719.31),(41 109443.96),(42 109733.02),(43 110164.91),(44 109182.59),(45 108266.29),(46 109069.28),(47 108530.6),(48 109625.445),(49 109294.16),(50 110425.27),(51 111027.66),(52 113322.66),(53 113653.69),(54 112653.516),(55 109701.45),(56 109681.484),(57 110130.016),(58 110307.17),(59 110413.086),(60 111169.42),(61 111105.54),(62 111135.13),(63 109981.65),(64 109725.195),(65 108820.6),(66 109823.31),(67 108789.555),(68 108952.13),(69 110179.766),(70 111168.81),(71 111619.66),(72 111389.53),(73 111368.67),(74 110726.06),(75 111540.78),(76 112105.73),(77 112586.25),(78 112653.93),(79 113711.78),
(1 20251.309),(2 47400.28),(3 64107.01),(4 73065.23),(5 78574.26),(6 82135.76),(7 84566.94),(8 86199.98),(9 86976.86),(10 89435.48),(11 91699.85),(12 93064.62),(13 94280.43),(14 97371.484),(15 98699.91),(16 99654.78),(17 99820.21),(18 101430.39),(19 101616.58),(20 99469.07),(21 99200.52),(22 100414.87),(23 101705.41),(24 100060.83),(25 99658.65),(26 99539.25),(27 101471.17),(28 102442.13),(29 103470.54),(30 104815.2),(31 106436.164),(32 106629.305),(33 106196.836),(34 104289.42),(35 103174.46),(36 102796.484),(37 102473.625),(38 101814.45),(39 103369.35),(40 104577.69),(41 106675.23),(42 106871.92),(43 105741.7),(44 104461.37),(45 103816.54),(46 105360.555),(47 106008.984),(48 105803.42),(49 104441.09),(50 104638.35),(51 103949.77),(52 104661.31),(53 104096.58),(54 104563.72),(55 104598.21),(56 105991.38),(57 106047.25),(58 107179.59),(59 107962.39),(60 108943.2),(61 108465.94),(62 108935.84),(63 108975.51),(64 108314.375),(65 107090.375),(66 107882.914),(67 107484.016),(68 107350.77),(69 108094.57),(70 109026.36),(71 109880.97),(72 109774.39),(73 109350.35),(74 108877.98),(75 109905.28),(76 110223.23),(77 109731.43),(78 108162.38),(79 108466.234),
(1 19845.115),(2 46568.656),(3 62798.465),(4 72086.21),(5 77043.01),(6 79687.41),(7 81255.69),(8 83330.32),(9 85264.4),(10 87469.59),(11 88546.086),(12 88776.9),(13 88822.11),(14 90902.484),(15 92113.97),(16 93656.46),(17 94662.51),(18 96666.81),(19 98701.53),(20 98802.45),(21 100121.695),(22 100880.88),(23 101669.445),(24 101342.76),(25 101083.72),(26 101130.234),(27 101806.31),(28 101634.945),(29 103250.04),(30 104805.64),(31 106459.63),(32 105949.62),(33 105143.75),(34 104324.48),(35 105209.766),(36 106274.75),(37 106581.695),(38 105192.305),(39 104645.875),(40 103294.11),(41 104107.016),(42 103363.46),(43 102777.86),(44 103881.12),(45 103736.33),(46 102998.07),(47 102509.78),(48 102608.37),(49 102669.86),(50 103060.14),(51 102048.8),(52 101411.8),(53 101486.94),(54 101977.086),(55 102367.586),(56 104062.516),(57 104877.56),(58 105248),(59 104750.164),(60 104781.68),(61 103690.18),(62 103406.25),(63 103277.76),(64 103441.66),(65 102380.28),(66 103712.55),(67 102210.42),(68 100988.586),(69 101725.54),(70 102513.09),(71 103360.086),(72 103636.195),(73 103955.77),(74 103700.086),(75 103491.695),(76 102986.914),(77 102775.695),(78 101949.234),(79 102709.74),
(1 19259.916),(2 44324.67),(3 59962.08),(4 69488.18),(5 73828.38),(6 76213.83),(7 78243.42),(8 81054.2),(9 82811.305),(10 84135.02),(11 85101.45),(12 86192.85),(13 85862.39),(14 86117.65),(15 87261.87),(16 90266.914),(17 90853.05),(18 90893.414),(19 90165.586),(20 88633.914),(21 87783.414),(22 87592.79),(23 88374.734),(24 88692.3),(25 90014.68),(26 91661.62),(27 93913.96),(28 94793.34),(29 95996.1),(30 95847.484),(31 96433.48),(32 97191.164),(33 97201.15),(34 96377.15),(35 97916.625),(36 98683.766),(37 98882.8),(38 98121.18),(39 99967.625),(40 100884.27),(41 101233.23),(42 101120.54),(43 101753.45),(44 101670.47),(45 100073.31),(46 100290.47),(47 100755.3),(48 101742.28),(49 101857.22),(50 102463.78),(51 101582.38),(52 101020.55),(53 100027.516),(54 99241.3),(55 98153.61),(56 98297.305),(57 98828.38),(58 100647.45),(59 101779.47),(60 102508),(61 102225.82),(62 102837.96),(63 103439.5),(64 103078.13),(65 102387.9),(66 104013.61),(67 103047.805),(68 103003.98),(69 103320.54),(70 102155.9),(71 102077.96),(72 101132.984),(73 100491.1),(74 99559.82),(75 99914.94),(76 99708.055),(77 100117.26),(78 100122.03),(79 100345.11),
(1 19147.756),(2 44687.313),(3 59727.44),(4 67782.266),(5 70952.63),(6 73439.53),(7 75686.664),(8 78377.87),(9 79416.695),(10 81323.695),(11 83265.41),(12 83786.44),(13 84120.8),(14 85210.36),(15 85979.97),(16 88370.836),(17 89723.305),(18 91616.59),(19 91839.336),(20 90359.82),(21 90039.75),(22 89993.91),(23 90019.58),(24 89408.56),(25 90940.766),(26 92620.305),(27 94320.43),(28 94592.234),(29 95568.484),(30 96357.8),(31 97311.58),(32 96110.24),(33 95362.336),(34 94312.37),(35 95443.89),(36 94928),(37 94561),(38 94715.49),(39 96066.484),(40 97129.41),(41 98774.016),(42 98229.79),(43 98349.15),(44 99573.15),(45 99898.99),(46 100927.76),(47 100590.62),(48 100252.055),(49 100048.98),(50 100573.79),(51 99921.625),(52 100468.8),(53 101662.05),(54 102916.56),(55 102705.77),(56 103657.92),(57 103574.2),(58 103991.99),(59 103427.15),(60 103073.78),(61 102429.77),(62 102424.36),(63 102778.14),(64 103403.59),(65 103908.54),(66 104998.555),(67 104253.75),(68 104178.24),(69 104330.69),(70 103764.92),(71 103744.77),(72 103071.19),(73 101926.49),(74 100401.15),(75 100087.46),(76 98859.45),(77 98075.375),(78 97678.15),(79 97379.48),
(1 18803.637),(2 44295.863),(3 59772.74),(4 68057.78),(5 71778.1),(6 74555.75),(7 77416.375),(8 80067.59),(9 81230.234),(10 83329.805),(11 84960.34),(12 85937.39),(13 85220.586),(14 85562.26),(15 86526.89),(16 88740.9),(17 89827.42),(18 90355.23),(19 90542.516),(20 89938.414),(21 89276.2),(22 89194.055),(23 89561.28),(24 89991.266),(25 91761.74),(26 92377.03),(27 93016.02),(28 92968.82),(29 94050.33),(30 95268.08),(31 96499.51),(32 95844.89),(33 95581.984),(34 94540.14),(35 94648.61),(36 94036.25),(37 93456.08),(38 92119.38),(39 92525.38),(40 92495.36),(41 93406.08),(42 94119.95),(43 94760.51),(44 94683.77),(45 93554.58),(46 94098.86),(47 94197.945),(48 95142.14),(49 95296.68),(50 95885.57),(51 95582.1),(52 95318.83),(53 94381.62),(54 95532.9),(55 96302.14),(56 97795.84),(57 97799.62),(58 98062.3),(59 96387.48),(60 95482.79),(61 95121.54),(62 95432.48),(63 95415.37),(64 95830.07),(65 95572.09),(66 95943.734),(67 96372.24),(68 97332.66),(69 97858.18),(70 97816.88),(71 97904.21),(72 97825.18),(73 98343.91),(74 97978.61),(75 97951.84),(76 97312.95),(77 97337.4),(78 97334.93),(79 97563.66),
