1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 34232.207),(2 117364.46),(3 221668.5),(4 320175.25),(5 404889.6),(6 471223.63),(7 522392.6),(8 575768),(9 611407.5),(10 651792.5),(11 696796.75),(12 748987.8),(13 821563.2),(14 934927.5),(15 1059436.4),(16 1184310),(17 1287442.4),(18 1367263.8),(19 1432655.4),(20 1492218.4),(21 1545897),(22 1605119),(23 1682219.9),(24 1770726.4),(25 1867179.6),(26 1961145),(27 2042724),(28 2092953.6),(29 2086449.6),(30 2052590.4),(31 1992577.4),(32 1946993.6),(33 1916731.6),(34 1929008.6),(35 1958166.6),(36 2009547.9),(37 2059807.1),(38 2083767.9),(39 2086447),(40 2068922),(41 2059754.9),(42 2070429.1),(43 2059149.6),(44 2031802.6),(45 2023477),(46 2017431.1),(47 2013299.9),(48 2015496),(49 2014539.9),(50 2009233.9),(51 1997042.4),(52 1968032.6),(53 1944285.6),(54 1932884.1),(55 1931236.4),(56 1991231),(57 2089325.4),(58 2204451.3),(59 2336716),(60 2439818.5),(61 2554288.3),(62 2627868.3),(63 2646742.3),(64 2610703.3),(65 2566726),(66 2544991.3),(67 2553672.8),(68 2587613.5),(69 2646128),(70 2732782.3),(71 2830360),(72 2891836.3),(73 2904348.3),(74 2896806.8),(75 2893958.3),(76 2914952.3),(77 2931256.3),(78 2974509.3),(79 3047017.8),
(1 73.99402),(2 92.180954),(3 104.8318),(4 111.49606),(5 116.03861),(6 120.14636),(7 123.02398),(8 126.33248),(9 127.03469),(10 129.26292),(11 129.48462),(12 130.52397),(13 131.82648),(14 131.58824),(15 132.94942),(16 132.79694),(17 134.10786),(18 136.53062),(19 136.51306),(20 137.35269),(21 137.51526),(22 136.67682),(23 136.82565),(24 138.26698),(25 138.77667),(26 140.55252),(27 141.8134),(28 142.37804),(29 143.29065),(30 144.386),(31 145.2564),(32 145.36673),(33 145.52539),(34 145.46576),(35 146.68558),(36 146.86108),(37 146.81886),(38 147.15022),(39 149.00616),(40 148.09473),(41 147.86725),(42 149.30638),(43 149.00754),(44 150.08174),(45 149.01025),(46 147.90918),(47 148.61156),(48 147.83493),(49 146.97084),(50 147.30016),(51 148.01033),(52 147.22142),(53 147.20436),(54 147.58482),(55 146.53055),(56 145.15372),(57 145.92435),(58 147.09119),(59 145.85135),(60 144.53784),(61 145.79004),(62 144.73343),(63 144.78186),(64 145.33609),(65 145.51103),(66 146.20981),(67 144.67944),(68 144.62761),(69 145.7738),(70 146.24014),(71 146.97646),(72 148.4257),(73 149.39207),(74 150.3445),(75 150.69745),(76 150.84926),(77 151.3828),(78 151.4494),(79 150.67436),
(1 72.23422),(2 91.2725),(3 103.38561),(4 110.88801),(5 114.87096),(6 118.295906),(7 120.34905),(8 123.546844),(9 125.657364),(10 126.9099),(11 128.73601),(12 129.77896),(13 130.67534),(14 131.39923),(15 132.54654),(16 133.16676),(17 134.36198),(18 135.02933),(19 135.17421),(20 133.47047),(21 133.9989),(22 133.98755),(23 133.80795),(24 135.25185),(25 137.02995),(26 138.2599),(27 138.56932),(28 140.1828),(29 140.5845),(30 142.05228),(31 142.46225),(32 143.08774),(33 142.97453),(34 143.05632),(35 142.78458),(36 143.38652),(37 144.27518),(38 145.41656),(39 145.84161),(40 145.61461),(41 145.43854),(42 145.77428),(43 145.44102),(44 147.98679),(45 146.67355),(46 148.71523),(47 148.38591),(48 147.0161),(49 146.82117),(50 145.99486),(51 145.90285),(52 145.6365),(53 144.42996),(54 143.91376),(55 142.5912),(56 141.53668),(57 141.67776),(58 142.95387),(59 143.8236),(60 143.65773),(61 141.88005),(62 142.35309),(63 142.91223),(64 141.84496),(65 140.37785),(66 141.325),(67 141.55826),(68 141.87799),(69 142.42174),(70 143.37155),(71 144.59947),(72 143.90561),(73 143.79694),(74 145.3204),(75 147.63953),(76 148.71019),(77 149.47696),(78 150.66367),(79 150.60065),
(1 72.40687),(2 91.10539),(3 104.341385),(4 110.87676),(5 115.978714),(6 120.72257),(7 123.47918),(8 126.113914),(9 129.36212),(10 130.06235),(11 131.76631),(12 132.7608),(13 133.37277),(14 133.06183),(15 133.82346),(16 133.21327),(17 134.93689),(18 135.42108),(19 136.43074),(20 135.54979),(21 134.7568),(22 136.09482),(23 135.82056),(24 136.38779),(25 136.62805),(26 138.76376),(27 139.05885),(28 139.75986),(29 140.43593),(30 141.04105),(31 141.78174),(32 141.3807),(33 141.78401),(34 142.45024),(35 142.40718),(36 142.85387),(37 142.68156),(38 143.15321),(39 144.05568),(40 145.16644),(41 145.51506),(42 144.46356),(43 143.45158),(44 145.28198),(45 144.15994),(46 144.35323),(47 143.13547),(48 143.98543),(49 144.03459),(50 144.3963),(51 144.90518),(52 145.96214),(53 143.88245),(54 143.50339),(55 143.27881),(56 143.57669),(57 144.1883),(58 145.12062),(59 144.52293),(60 143.2609),(61 143.37227),(62 143.79254),(63 144.54845),(64 144.08769),(65 144.0926),(66 145.50868),(67 144.82797),(68 144.91145),(69 145.96855),(70 146.59984),(71 146.02686),(72 146.29008),(73 147.1867),(74 147.10098),(75 148.8181),(76 148.8623),(77 151.52579),(78 152.04384),(79 150.35603),
(1 72.68059),(2 90.17583),(3 104.34712),(4 111.317764),(5 116.143425),(6 120.12643),(7 122.94924),(8 124.77529),(9 127.09544),(10 130.27228),(11 132.1758),(12 133.28339),(13 133.27408),(14 132.52019),(15 133.4856),(16 133.7072),(17 135.01357),(18 135.11513),(19 135.36229),(20 135.06071),(21 135.70708),(22 136.35994),(23 137.26704),(24 137.36154),(25 136.86868),(26 138.62943),(27 140.08112),(28 140.98038),(29 143.10156),(30 145.18475),(31 144.99684),(32 143.9813),(33 143.62321),(34 144.21323),(35 144.27837),(36 144.71828),(37 145.45792),(38 147.05914),(39 147.6831),(40 145.91402),(41 146.83199),(42 146.97),(43 147.66765),(44 147.98448),(45 147.80748),(46 148.67146),(47 146.69942),(48 147.86087),(49 146.91469),(50 146.83907),(51 146.7794),(52 148.13553),(53 148.2485),(54 147.10052),(55 146.20966),(56 145.32607),(57 145.62532),(58 147.5154),(59 147.10658),(60 147.2477),(61 147.78989),(62 147.33658),(63 147.46622),(64 146.49689),(65 145.38683),(66 147.21516),(67 146.3182),(68 147.64954),(69 148.82495),(70 149.57683),(71 149.4526),(72 150.28734),(73 150.59738),(74 150.2035),(75 151.0993),(76 151.61327),(77 152.40324),(78 154.37602),(79 154.68488),
(1 72.05029),(2 89.074646),(3 101.41174),(4 107.94118),(5 112.86967),(6 116.35498),(7 118.52528),(8 120.20806),(9 123.08515),(10 125.29857),(11 126.995),(12 126.57901),(13 126.668106),(14 126.96222),(15 128.139),(16 128.05664),(17 129.5951),(18 129.62393),(19 130.74557),(20 130.35126),(21 130.57356),(22 130.61526),(23 130.66588),(24 130.42128),(25 131.40433),(26 132.02444),(27 134.02396),(28 135.4039),(29 136.86115),(30 136.87015),(31 137.12053),(32 137.12766),(33 138.03604),(34 137.59912),(35 137.88486),(36 138.39528),(37 138.74547),(38 139.66815),(39 139.8564),(40 139.31879),(41 140.83911),(42 140.37762),(43 141.54164),(44 141.71246),(45 141.13815),(46 142.61742),(47 141.28505),(48 140.96748),(49 140.15033),(50 141.75153),(51 140.5952),(52 142.51312),(53 142.6237),(54 141.21906),(55 141.01808),(56 140.49701),(57 140.30046),(58 142.6341),(59 143.45268),(60 142.66241),(61 142.70625),(62 141.30222),(63 141.54483),(64 141.47034),(65 141.55107),(66 141.94598),(67 141.95871),(68 141.89381),(69 142.10974),(70 142.5051),(71 139.84467),(72 140.7017),(73 141.5454),(74 141.43623),(75 143.72359),(76 144.59335),(77 144.08427),(78 144.71182),(79 145.11784),
(1 71.62774),(2 90.59702),(3 102.68681),(4 109.05956),(5 114.283615),(6 119.031746),(7 120.54575),(8 122.21171),(9 124.0437),(10 124.99488),(11 126.952),(12 128.01556),(13 128.87624),(14 129.92932),(15 130.60991),(16 131.0952),(17 132.20708),(18 133.03801),(19 133.91579),(20 134.63452),(21 134.34653),(22 134.92839),(23 134.89099),(24 135.41873),(25 135.91222),(26 136.68297),(27 137.54309),(28 138.81645),(29 139.08665),(30 138.04163),(31 138.13728),(32 137.66183),(33 137.99498),(34 139.12953),(35 139.46684),(36 139.15144),(37 139.70274),(38 140.06506),(39 141.04407),(40 140.42029),(41 141.72246),(42 143.1363),(43 142.88419),(44 143.46133),(45 142.66257),(46 143.69234),(47 142.78235),(48 141.83325),(49 141.78215),(50 141.88419),(51 142.68222),(52 143.23174),(53 142.94667),(54 142.92468),(55 141.90572),(56 142.303),(57 142.09677),(58 144.05765),(59 143.83562),(60 143.604),(61 142.75676),(62 143.18163),(63 141.70184),(64 142.77736),(65 141.85774),(66 142.53426),(67 141.49214),(68 142.55104),(69 142.9926),(70 143.06746),(71 142.4497),(72 142.86482),(73 144.22498),(74 144.47481),(75 145.27586),(76 146.74063),(77 147.8091),(78 148.96239),(79 149.13866),
(1 70.395134),(2 88.27914),(3 100.26474),(4 107.642334),(5 113.16131),(6 116.59395),(7 118.99075),(8 120.996895),(9 122.49998),(10 124.26266),(11 125.8346),(12 126.116646),(13 126.477425),(14 127.21004),(15 127.59353),(16 127.96273),(17 127.4708),(18 129.56989),(19 129.72774),(20 130.94276),(21 130.6405),(22 129.43948),(23 129.483),(24 130.54315),(25 131.07838),(26 132.72589),(27 131.80722),(28 135.55795),(29 134.9106),(30 135.57507),(31 136.29509),(32 135.86905),(33 135.17209),(34 137.14284),(35 137.10634),(36 137.15079),(37 138.104),(38 139.62009),(39 139.8072),(40 140.40166),(41 141.60826),(42 142.23148),(43 141.9556),(44 143.23935),(45 144.21268),(46 145.81876),(47 143.77507),(48 143.35403),(49 143.42729),(50 143.56233),(51 144.76799),(52 144.36288),(53 144.83794),(54 145.04114),(55 144.55623),(56 143.67421),(57 143.06844),(58 144.02116),(59 144.36346),(60 143.58199),(61 143.8311),(62 143.51628),(63 143.96199),(64 143.17429),(65 143.07382),(66 144.11028),(67 143.55898),(68 143.34712),(69 145.80032),(70 146.00735),(71 146.0479),(72 145.61351),(73 146.16534),(74 147.22229),(75 148.2699),(76 147.88017),(77 147.81656),(78 148.04875),(79 147.95996),
(1 70.82237),(2 89.6187),(3 101.53865),(4 109.191574),(5 114.43159),(6 117.42566),(7 119.497795),(8 121.80743),(9 123.61923),(10 123.6709),(11 125.76611),(12 126.64283),(13 126.94431),(14 126.25976),(15 128.20819),(16 127.618935),(17 128.34619),(18 128.66652),(19 127.40843),(20 128.05833),(21 128.20137),(22 127.21103),(23 128.25603),(24 129.42671),(25 131.29597),(26 131.26985),(27 133.11351),(28 134.90508),(29 135.9503),(30 137.13542),(31 137.76279),(32 137.87877),(33 137.46024),(34 138.74495),(35 140.01945),(36 139.6306),(37 139.07188),(38 141.4411),(39 140.70654),(40 141.60016),(41 143.55298),(42 144.079),(43 142.59395),(44 142.76881),(45 141.80254),(46 143.20595),(47 142.36084),(48 142.89064),(49 143.36359),(50 142.83917),(51 142.89355),(52 143.03285),(53 142.03908),(54 142.08772),(55 141.7432),(56 140.78337),(57 141.42946),(58 142.54643),(59 141.1608),(60 140.31653),(61 139.60368),(62 138.9919),(63 139.14146),(64 137.91891),(65 139.30746),(66 138.68436),(67 138.49348),(68 138.477),(69 140.31189),(70 141.7319),(71 140.35065),(72 141.09831),(73 140.12164),(74 142.03636),(75 142.0499),(76 142.8035),(77 144.73814),(78 145.88814),(79 145.6006),
(1 71.38549),(2 89.524216),(3 101.106865),(4 108.13526),(5 113.024445),(6 116.945305),(7 119.527374),(8 121.32881),(9 123.7888),(10 125.5366),(11 126.97204),(12 127.6197),(13 128.56122),(14 129.00339),(15 131.29509),(16 130.93898),(17 132.49171),(18 133.16988),(19 132.85413),(20 133.54205),(21 133.49727),(22 132.45773),(23 132.97868),(24 133.07736),(25 133.18857),(26 133.53342),(27 136.53096),(28 138.2607),(29 139.05202),(30 139.33574),(31 139.89607),(32 139.15097),(33 140.39043),(34 139.8601),(35 140.67216),(36 140.31429),(37 141.16434),(38 142.04012),(39 141.87459),(40 143.11029),(41 144.52689),(42 144.07397),(43 145.67226),(44 145.22525),(45 146.1584),(46 146.4414),(47 145.76312),(48 144.57944),(49 143.30647),(50 144.39055),(51 143.9887),(52 144.22952),(53 144.10162),(54 143.18694),(55 142.39287),(56 143.80357),(57 144.64828),(58 144.81403),(59 144.22746),(60 143.68463),(61 143.18341),(62 144.13232),(63 143.1267),(64 142.94786),(65 143.16887),(66 142.85204),(67 142.96573),(68 143.42465),(69 143.43286),(70 144.59534),(71 144.42215),(72 144.76608),(73 145.71245),(74 146.36671),(75 148.12769),(76 149.22478),(77 149.7894),(78 150.13799),(79 149.67996),
(1 69.3088),(2 86.39511),(3 98.438095),(4 104.14956),(5 107.95409),(6 110.604),(7 113.617294),(8 115.983246),(9 118.94883),(10 120.84018),(11 121.54055),(12 122.579185),(13 122.79005),(14 122.54791),(15 125.5229),(16 126.68055),(17 126.5751),(18 127.06925),(19 127.28216),(20 127.7209),(21 127.56804),(22 128.2086),(23 127.95771),(24 129.52502),(25 130.7237),(26 131.72522),(27 132.70209),(28 132.41017),(29 133.1256),(30 134.36595),(31 133.79657),(32 133.96802),(33 133.98074),(34 134.47763),(35 134.80096),(36 134.04839),(37 134.66423),(38 136.55469),(39 137.14734),(40 137.10439),(41 137.06735),(42 138.23907),(43 138.59988),(44 139.52089),(45 139.5167),(46 140.27061),(47 139.2288),(48 139.73479),(49 138.5814),(50 138.32698),(51 139.70227),(52 138.426),(53 137.83136),(54 137.76558),(55 137.72014),(56 137.18805),(57 137.1159),(58 138.05626),(59 137.8375),(60 137.1587),(61 137.56091),(62 136.67995),(63 135.50609),(64 134.78967),(65 134.58623),(66 135.16814),(67 136.438),(68 137.3596),(69 137.13416),(70 137.95596),(71 137.79411),(72 137.37245),(73 138.96365),(74 139.24431),(75 139.92262),(76 140.02934),(77 141.39746),(78 142.11212),(79 140.82968),
(1 68.963066),(2 86.240204),(3 98.60682),(4 104.963745),(5 110.859604),(6 113.97322),(7 117.0704),(8 119.80125),(9 121.19207),(10 122.19157),(11 124.68727),(12 126.012726),(13 126.760315),(14 128.04321),(15 130.13463),(16 129.51233),(17 131.11299),(18 132.33978),(19 131.30196),(20 131.48967),(21 130.89246),(22 130.81401),(23 131.02615),(24 131.76886),(25 131.59999),(26 131.79866),(27 132.60652),(28 133.251),(29 133.5403),(30 134.35),(31 134.49232),(32 135.8969),(33 136.17769),(34 136.4989),(35 136.51715),(36 136.17534),(37 135.8847),(38 136.21149),(39 136.8816),(40 136.1474),(41 136.69771),(42 137.2067),(43 136.71509),(44 136.66164),(45 136.84703),(46 137.38077),(47 136.5389),(48 137.26906),(49 136.93217),(50 138.00093),(51 138.24405),(52 137.76572),(53 136.93465),(54 137.17116),(55 136.57947),(56 135.70604),(57 135.41702),(58 135.58208),(59 135.56367),(60 136.4761),(61 136.64485),(62 136.35922),(63 137.77887),(64 137.08887),(65 136.659),(66 136.2224),(67 136.13509),(68 136.7627),(69 137.77989),(70 139.67636),(71 138.92783),(72 139.41722),(73 138.96605),(74 140.51434),(75 140.65703),(76 141.5905),(77 142.75844),(78 144.6105),(79 144.27864),
(1 68.2502),(2 85.69239),(3 97.748184),(4 104.12378),(5 109.65863),(6 111.70877),(7 115.02513),(8 116.24545),(9 119.09224),(10 120.718925),(11 122.48705),(12 123.29744),(13 125.320114),(14 125.30838),(15 126.79916),(16 128.00418),(17 127.73144),(18 128.06738),(19 128.3482),(20 128.70317),(21 128.79008),(22 129.31587),(23 128.3759),(24 129.68317),(25 129.06618),(26 130.79303),(27 132.96507),(28 134.35188),(29 134.4271),(30 134.56128),(31 134.77133),(32 134.80164),(33 135.89209),(34 136.66562),(35 136.29097),(36 135.53737),(37 135.21349),(38 136.39491),(39 135.87581),(40 134.64034),(41 135.01997),(42 136.00255),(43 135.91278),(44 136.47575),(45 136.66408),(46 136.71199),(47 137.3318),(48 136.32022),(49 135.85371),(50 135.54655),(51 136.80922),(52 136.9665),(53 137.37831),(54 135.98827),(55 135.57117),(56 135.25482),(57 135.86694),(58 135.35823),(59 136.7508),(60 136.3473),(61 136.90019),(62 136.2616),(63 136.75775),(64 135.07378),(65 135.414),(66 135.59306),(67 134.40526),(68 134.93596),(69 135.94145),(70 136.25671),(71 136.34819),(72 137.42561),(73 137.25156),(74 137.67294),(75 138.02367),(76 138.4479),(77 139.34102),(78 140.62352),(79 140.39972),
(1 68.17962),(2 85.63242),(3 98.1577),(4 105.7312),(5 110.47136),(6 112.57515),(7 115.255035),(8 116.61373),(9 119.3733),(10 120.26952),(11 121.716415),(12 123.70611),(13 124.78852),(14 125.880615),(15 127.9319),(16 128.12726),(17 127.66004),(18 128.61798),(19 129.49069),(20 129.95564),(21 128.86673),(22 129.82858),(23 128.61601),(24 129.59457),(25 129.18355),(26 130.407),(27 132.15489),(28 134.32266),(29 133.93732),(30 136.74603),(31 138.15703),(32 136.77199),(33 137.52736),(34 138.76175),(35 138.08105),(36 137.65614),(37 137.97726),(38 139.85492),(39 139.61461),(40 139.1842),(41 139.5834),(42 140.85416),(43 139.79338),(44 139.8219),(45 139.80244),(46 140.07365),(47 139.57397),(48 139.14374),(49 139.30832),(50 139.31665),(51 139.97194),(52 139.1879),(53 139.52182),(54 138.63023),(55 138.69861),(56 138.27489),(57 139.5607),(58 140.34364),(59 139.39914),(60 139.71959),(61 139.82523),(62 140.34148),(63 139.82617),(64 139.01167),(65 139.90517),(66 140.12032),(67 141.44046),(68 140.82587),(69 140.9169),(70 141.13707),(71 142.77312),(72 143.0005),(73 143.93329),(74 142.92902),(75 145.58917),(76 145.04367),(77 145.1295),(78 146.13298),(79 148.39848),
(1 67.60479),(2 85.69693),(3 98.12674),(4 105.29603),(5 109.127426),(6 111.807556),(7 114.407265),(8 116.800865),(9 118.49534),(10 120.937675),(11 121.85553),(12 123.85415),(13 124.859505),(14 125.50338),(15 125.10625),(16 125.38611),(17 125.906204),(18 126.65642),(19 127.02949),(20 127.01242),(21 126.15506),(22 127.20323),(23 128.02737),(24 128.6946),(25 128.2655),(26 129.60376),(27 130.13744),(28 130.90762),(29 131.5888),(30 131.62009),(31 132.25388),(32 132.71654),(33 133.46184),(34 133.50919),(35 133.87914),(36 134.96553),(37 135.92078),(38 135.98788),(39 136.15874),(40 135.99008),(41 136.10849),(42 135.87077),(43 136.03758),(44 136.11264),(45 135.90665),(46 136.7673),(47 135.0223),(48 134.22754),(49 133.11102),(50 133.41615),(51 135.39832),(52 134.39682),(53 134.4213),(54 134.43414),(55 134.74054),(56 134.55174),(57 135.41167),(58 136.10144),(59 137.16965),(60 138.02594),(61 137.16861),(62 136.78491),(63 135.92409),(64 135.06305),(65 134.8605),(66 135.06268),(67 135.0041),(68 134.5535),(69 134.7275),(70 135.79735),(71 135.81497),(72 137.47319),(73 137.80214),(74 138.66568),(75 141.07301),(76 140.68874),(77 141.0267),(78 141.90646),(79 143.23232),
(1 67.21947),(2 85.35471),(3 97.79567),(4 105.4174),(5 109.35291),(6 112.48284),(7 114.259285),(8 115.326836),(9 116.0971),(10 118.46759),(11 119.18681),(12 120.01246),(13 121.68729),(14 122.29218),(15 124.41263),(16 125.053635),(17 125.67943),(18 126.044685),(19 126.02274),(20 126.395775),(21 125.03423),(22 125.39155),(23 125.54371),(24 126.34158),(25 126.65217),(26 126.67921),(27 128.71507),(28 129.24289),(29 130.03438),(30 131.72223),(31 132.10419),(32 132.57698),(33 132.62012),(34 133.1915),(35 133.92293),(36 134.54866),(37 135.88565),(38 137.43054),(39 139.68436),(40 139.66745),(41 139.44603),(42 139.52107),(43 139.68925),(44 139.41367),(45 140.10936),(46 139.94525),(47 139.70784),(48 139.18225),(49 139.51279),(50 138.48703),(51 139.9678),(52 139.243),(53 138.96187),(54 138.62697),(55 137.81915),(56 136.77876),(57 137.0074),(58 137.09308),(59 137.34816),(60 137.33682),(61 135.99753),(62 133.99141),(63 133.4593),(64 132.07457),(65 132.06033),(66 132.05193),(67 132.64398),(68 133.04935),(69 132.53784),(70 132.90213),(71 132.62267),(72 133.26192),(73 134.9733),(74 134.89189),(75 135.55995),(76 135.71355),(77 136.64297),(78 137.81085),(79 138.89267),
(1 68.25204),(2 84.38273),(3 96.412964),(4 103.45269),(5 107.26048),(6 111.86682),(7 114.5288),(8 116.12429),(9 118.68047),(10 120.69897),(11 121.255974),(12 124.435005),(13 125.43899),(14 125.449745),(15 128.04738),(16 126.34263),(17 126.79798),(18 127.247215),(19 127.55589),(20 127.50678),(21 129.66263),(22 129.24678),(23 128.78175),(24 129.34256),(25 129.37793),(26 129.5488),(27 132.22725),(28 134.00038),(29 134.3996),(30 135.63911),(31 136.47534),(32 136.94643),(33 135.3596),(34 135.51262),(35 135.58493),(36 136.958),(37 136.81248),(38 136.44534),(39 137.73598),(40 137.1498),(41 137.64288),(42 137.88159),(43 137.93608),(44 137.57137),(45 137.26306),(46 137.68806),(47 138.2912),(48 137.74702),(49 137.0719),(50 138.13974),(51 138.98982),(52 139.28003),(53 137.72414),(54 137.75415),(55 137.54791),(56 137.89221),(57 138.30167),(58 138.54823),(59 138.22937),(60 138.6412),(61 138.11652),(62 138.10486),(63 138.09329),(64 137.74066),(65 137.95267),(66 139.76547),(67 138.65202),(68 139.62599),(69 139.70168),(70 140.22807),(71 141.33397),(72 139.65308),(73 140.36736),(74 141.29645),(75 143.42732),(76 143.5605),(77 144.07228),(78 145.24739),(79 145.1361),
(1 66.8427),(2 83.930176),(3 95.732216),(4 103.62826),(5 107.0965),(6 110.66217),(7 113.83567),(8 116.20608),(9 118.70135),(10 119.32722),(11 120.53062),(12 121.785416),(13 122.721306),(14 123.041534),(15 124.44451),(16 124.41473),(17 124.94897),(18 125.44968),(19 125.44864),(20 125.57917),(21 127.045296),(22 126.47125),(23 126.00973),(24 126.71837),(25 126.56407),(26 127.491516),(27 127.73019),(28 129.00925),(29 128.92415),(30 130.46487),(31 129.8213),(32 129.28697),(33 129.5896),(34 130.56305),(35 130.05731),(36 129.61642),(37 130.72768),(38 131.45941),(39 133.07634),(40 131.87581),(41 132.32043),(42 131.9006),(43 132.03796),(44 133.50836),(45 134.50623),(46 135.27174),(47 134.50166),(48 133.86726),(49 133.68521),(50 133.46799),(51 134.53055),(52 134.36293),(53 135.06863),(54 135.3631),(55 133.67871),(56 134.61879),(57 134.35281),(58 135.39885),(59 134.04694),(60 134.2454),(61 133.6577),(62 132.64175),(63 133.59477),(64 134.06412),(65 133.7332),(66 135.08688),(67 134.41989),(68 133.83913),(69 133.52731),(70 133.63312),(71 133.92989),(72 134.50604),(73 134.80573),(74 135.64104),(75 136.1743),(76 137.26834),(77 139.20578),(78 139.50443),(79 137.61981),
